Fold,Model,Train_Period,Test_Period,Train_CAGR,Train_MaxDD,Train_PF,Test_Return,Test_MaxDD,Test_PF,Test_WinRate,Test_Trades
Fold 1,Baseline GFS (-5% -> fast EMA21),2018-2020,2021-2021,4.2515222174221545,-21.851081599813394,1.198128577317013,5.8709341865492055,-19.810740935483338,1.1052938924483797,37.53943217665615,317
Fold 1,Fixed 60D Hold,2018-2020,2021-2021,14.484491963994595,-34.42072123904947,1.7143702402941685,72.04443669005698,-7.831839308327406,6.8785566651638925,73.33333333333333,60
Fold 1,System E: -10% Stop + EMA21 after +10%,2018-2020,2021-2021,9.143511901155744,-21.620590526922314,1.4156413798238752,26.330770186912595,-9.751130481881347,1.594884381261307,52.59259259259259,135
Fold 1,System E + Regime Sch 1 + Sector Cap 25%,2018-2020,2021-2021,14.904235074683282,-14.03978861166122,1.8244856263013232,24.08199857085985,-10.509764588813674,1.607968428023766,52.800000000000004,125
Fold 2,Baseline GFS (-5% -> fast EMA21),2018-2021,2022-2022,6.178017802812685,-21.851081599813394,1.201315423098041,-18.849475695963296,-27.02408330033572,0.6427454490499809,32.06751054852321,237
Fold 2,Fixed 60D Hold,2018-2021,2022-2022,24.733430351046604,-34.42072123904947,2.2796246264651505,-8.219625401383487,-28.897266999606252,0.7646141655689164,41.37931034482759,58
Fold 2,System E: -10% Stop + EMA21 after +10%,2018-2021,2022-2022,13.782041295646286,-21.620590526922314,1.4987449230036543,-13.529973689071264,-28.0838263315599,0.7824576755506693,39.59731543624161,149
Fold 2,System E + Regime Sch 1 + Sector Cap 25%,2018-2021,2022-2022,17.551496412879697,-14.03978861166122,1.7564934006970956,-21.221919208317576,-24.391980016479486,0.5352083198178048,31.73076923076923,104
Fold 3,Baseline GFS (-5% -> fast EMA21),2018-2022,2023-2023,1.263907781924134,-38.44116214267041,1.0554354246873192,34.412178601148355,-6.6004076286118885,2.1578559673821434,49.71098265895954,173
Fold 3,Fixed 60D Hold,2018-2022,2023-2023,19.088173042597422,-34.42072123904947,1.9547124387392325,59.89962349781911,-14.736658473309308,5.129230191883091,70.0,60
Fold 3,System E: -10% Stop + EMA21 after +10%,2018-2022,2023-2023,8.190488273033836,-30.462568547106617,1.2749161700452538,39.88170411488439,-11.768995992845815,2.819711274455561,63.44086021505376,93
Fold 3,System E + Regime Sch 1 + Sector Cap 25%,2018-2022,2023-2023,9.794508192793616,-25.18426609247033,1.3882240777975379,26.92126096916676,-10.574698418062459,2.310785534616287,56.25,80
Fold 4,Baseline GFS (-5% -> fast EMA21),2018-2023,2024-2024,6.023907558934094,-38.44116214267041,1.191364335344312,-5.2078238958023135,-14.056840264990674,0.9072425339146539,42.21453287197232,289
Fold 4,Fixed 60D Hold,2018-2023,2024-2024,23.476090519578484,-34.42072123904947,2.2150461146731257,9.252113947612745,-18.86242465330452,1.4044602406683278,45.0,60
Fold 4,System E: -10% Stop + EMA21 after +10%,2018-2023,2024-2024,12.607537378465118,-30.462568547106617,1.421277507924579,-5.745611426311592,-14.027455015575411,0.9038069482314917,47.97297297297297,148
Fold 4,System E + Regime Sch 1 + Sector Cap 25%,2018-2023,2024-2024,12.578206979218699,-26.72360723504226,1.5104102377636284,-1.5937922839714913,-13.960703175967607,0.9940145495014892,50.38167938931297,131
Fold 5,Baseline GFS (-5% -> fast EMA21),2018-2024,2025-2025,4.8786142997638615,-38.44116214267041,1.14677069459434,-12.095312952063466,-14.299981268970589,0.5602366667066428,36.92307692307693,130
Fold 5,Fixed 60D Hold,2018-2024,2025-2025,21.760399940929286,-34.42072123904947,2.109476799006351,-7.949004476184794,-25.708233286966102,0.8171529175659014,45.45454545454545,55
Fold 5,System E: -10% Stop + EMA21 after +10%,2018-2024,2025-2025,9.357436435286438,-30.462568547106617,1.3086324317912632,-6.588658847259824,-18.73175767229773,1.0774914247334004,32.29166666666667,96
Fold 5,System E + Regime Sch 1 + Sector Cap 25%,2018-2024,2025-2025,10.621329761021968,-26.72360723504226,1.410413924279099,-3.886462260304112,-8.87031616454798,0.8703977264678904,38.961038961038966,77
Fold 6,Baseline GFS (-5% -> fast EMA21),2018-2025,2026-2026,2.5561524896702714,-38.44116214267041,1.0905420093298004,-2.5599455976510535,-9.187407622548047,0.8690889658431262,39.25233644859813,107
Fold 6,Fixed 60D Hold,2018-2025,2026-2026,18.078721196309267,-34.42072123904947,1.886664668025013,10.594233715172578,-13.607385111084808,2.1647043980354845,61.111111111111114,36
Fold 6,System E: -10% Stop + EMA21 after +10%,2018-2025,2026-2026,7.2653194781580055,-30.462568547106617,1.2765696664480604,3.591620699038857,-11.434045681840328,1.1394653109029351,48.68421052631579,76
Fold 6,System E + Regime Sch 1 + Sector Cap 25%,2018-2025,2026-2026,9.131340745823513,-26.72360723504226,1.369804621348181,7.540531764768856,-5.703624176911791,1.7696378580087684,60.0,40
