exit_idx,exit_date,entry_price,exit_price,return_pct,holding_days,exit_reason,symbol,signal_date,entry_date,rule_type,rule_name
66,2018-04-10,135.85616483711289,138.17954871063657,1.7101792004134249,20,FIXED_20D,ARVIND,2018-03-08,2018-03-09,Exit A: Fixed Holding,Fixed 20 Days
144,2018-07-30,135.21230028817928,144.9907400060117,7.231915807209499,20,FIXED_20D,ARVIND,2018-06-29,2018-07-02,Exit A: Fixed Holding,Fixed 20 Days
819,2021-04-30,62.29875566222765,63.29697654070327,1.6023127073160022,20,FIXED_20D,ARVIND,2021-03-26,2021-03-30,Exit A: Fixed Holding,Fixed 20 Days
1548,2024-04-10,264.9410045869726,291.2869844048007,9.944092972282611,20,FIXED_20D,ARVIND,2024-03-07,2024-03-11,Exit A: Fixed Holding,Fixed 20 Days
66,2018-04-10,336.66325348963096,342.7789627832785,1.8165657315599704,20,FIXED_20D,ASAHIINDIA,2018-03-08,2018-03-09,Exit A: Fixed Holding,Fixed 20 Days
916,2021-09-20,334.895499392337,361.1905901854475,7.851730119043864,20,FIXED_20D,ASAHIINDIA,2021-08-18,2021-08-20,Exit A: Fixed Holding,Fixed 20 Days
1039,2022-03-17,524.9477015256348,436.67097108309287,-16.816290496365017,20,FIXED_20D,ASAHIINDIA,2022-02-15,2022-02-16,Exit A: Fixed Holding,Fixed 20 Days
1160,2022-09-13,558.7289809257816,626.8365491601562,12.189732510657375,20,FIXED_20D,ASAHIINDIA,2022-08-11,2022-08-12,Exit A: Fixed Holding,Fixed 20 Days
66,2018-04-10,1342.2973260498047,1230.915,-8.297887799388496,20,FIXED_20D,IFBIND,2018-03-08,2018-03-09,Exit A: Fixed Holding,Fixed 20 Days
797,2021-03-25,1246.1074999999998,1009.8690243530274,-18.95811361756289,20,FIXED_20D,IFBIND,2021-02-23,2021-02-24,Exit A: Fixed Holding,Fixed 20 Days
1679,2024-10-22,1883.6975,2296.045548706055,21.890353876142793,20,FIXED_20D,IFBIND,2024-09-20,2024-09-23,Exit A: Fixed Holding,Fixed 20 Days
66,2018-04-10,113.72114430252446,112.61060925159332,-0.976542276058064,20,FIXED_20D,KABRAEXTRU,2018-03-08,2018-03-09,Exit A: Fixed Holding,Fixed 20 Days
1045,2022-03-28,391.493589895995,501.57029433993745,28.11711539726248,20,FIXED_20D,KABRAEXTRU,2022-02-23,2022-02-24,Exit A: Fixed Holding,Fixed 20 Days
1082,2022-05-23,436.18017534092957,350.8768751462791,-19.556895296301636,20,FIXED_20D,KABRAEXTRU,2022-04-21,2022-04-22,Exit A: Fixed Holding,Fixed 20 Days
1307,2023-04-19,511.2121576039148,494.83719946729,-3.2031628929513936,20,FIXED_20D,KABRAEXTRU,2023-03-15,2023-03-16,Exit A: Fixed Holding,Fixed 20 Days
66,2018-04-10,420.67763090376224,407.4595787679655,-3.142085807462528,20,FIXED_20D,LALPATHLAB,2018-03-08,2018-03-09,Exit A: Fixed Holding,Fixed 20 Days
676,2020-09-30,866.4846568804802,900.2983635180688,3.902401083398837,20,FIXED_20D,LALPATHLAB,2020-09-01,2020-09-02,Exit A: Fixed Holding,Fixed 20 Days
66,2018-04-10,106.08786517690902,121.65798755661797,14.676628994036847,20,FIXED_20D,MANINDS,2018-03-08,2018-03-09,Exit A: Fixed Holding,Fixed 20 Days
111,2018-06-13,110.59199101782679,111.38927438330464,0.720923240589217,20,FIXED_20D,MANINDS,2018-05-15,2018-05-16,Exit A: Fixed Holding,Fixed 20 Days
919,2021-09-23,111.04694205480605,105.86915295293619,-4.662703002946645,20,FIXED_20D,MANINDS,2021-08-24,2021-08-25,Exit A: Fixed Holding,Fixed 20 Days
1396,2023-08-25,132.45487372886785,147.63,11.456827403871364,20,FIXED_20D,MANINDS,2023-07-26,2023-07-27,Exit A: Fixed Holding,Fixed 20 Days
1553,2024-04-19,365.8122438812256,375.06,2.528006176244074,20,FIXED_20D,MANINDS,2024-03-15,2024-03-18,Exit A: Fixed Holding,Fixed 20 Days
66,2018-04-10,61.835163589309715,62.03311002991124,0.32011953896690015,20,FIXED_20D,RGL,2018-03-08,2018-03-09,Exit A: Fixed Holding,Fixed 20 Days
560,2020-04-17,64.71568609301332,43.20248608252832,-33.242636073679144,20,FIXED_20D,RGL,2020-03-13,2020-03-16,Exit A: Fixed Holding,Fixed 20 Days
980,2021-12-22,165.50231464653703,179.40855126373106,8.40244237483539,20,FIXED_20D,RGL,2021-11-23,2021-11-24,Exit A: Fixed Holding,Fixed 20 Days
1752,2025-02-04,171.4776280593872,162.2533536529541,-5.3792873804147145,20,FIXED_20D,RGL,2025-01-07,2025-01-08,Exit A: Fixed Holding,Fixed 20 Days
66,2018-04-10,193.09359410585154,194.6368103364456,0.799206331903524,20,FIXED_20D,SALZERELEC,2018-03-08,2018-03-09,Exit A: Fixed Holding,Fixed 20 Days
110,2018-06-12,193.90151418534518,179.26825049084917,-7.546750604798512,20,FIXED_20D,SALZERELEC,2018-05-14,2018-05-15,Exit A: Fixed Holding,Fixed 20 Days
1001,2022-01-20,184.07494409624158,226.25258916568373,22.913300491016326,20,FIXED_20D,SALZERELEC,2021-12-22,2021-12-23,Exit A: Fixed Holding,Fixed 20 Days
1035,2022-03-11,208.58544290930257,169.19972944788103,-18.882292509044987,20,FIXED_20D,SALZERELEC,2022-02-09,2022-02-10,Exit A: Fixed Holding,Fixed 20 Days
1352,2023-06-22,292.54996606508763,350.2958044985866,19.738795122830908,20,FIXED_20D,SALZERELEC,2023-05-24,2023-05-25,Exit A: Fixed Holding,Fixed 20 Days
1406,2023-09-08,332.11856590611427,394.6940473521053,18.841307855002707,20,FIXED_20D,SALZERELEC,2023-08-09,2023-08-10,Exit A: Fixed Holding,Fixed 20 Days
1468,2023-12-12,372.0923359431728,402.83004885277495,8.260775603369721,20,FIXED_20D,SALZERELEC,2023-11-09,2023-11-10,Exit A: Fixed Holding,Fixed 20 Days
1769,2025-02-28,1256.7491520166861,948.7128202077387,-24.510566115333855,20,FIXED_20D,SALZERELEC,2025-01-30,2025-01-31,Exit A: Fixed Holding,Fixed 20 Days
66,2018-04-10,359.2115877388518,395.4377101837965,10.08489806049388,20,FIXED_20D,SRF,2018-03-08,2018-03-09,Exit A: Fixed Holding,Fixed 20 Days
264,2019-01-25,391.2911129888891,407.8860680814543,4.241076411320498,20,FIXED_20D,SRF,2018-12-27,2018-12-28,Exit A: Fixed Holding,Fixed 20 Days
694,2020-10-27,812.6610085883688,846.0039029483609,4.1029277900154595,20,FIXED_20D,SRF,2020-09-25,2020-09-28,Exit A: Fixed Holding,Fixed 20 Days
