exit_idx,exit_date,entry_price,exit_price,return_pct,holding_days,exit_reason,symbol,signal_date,entry_date,rule_type,rule_name
780,2021-03-01,1062.1451977130334,1066.259312358769,0.38734013528412736,20,FIXED_20D,SRF,2021-01-29,2021-02-01,Exit A: Fixed Holding,Fixed 20 Days
969,2021-12-07,2071.866073398822,2036.0091675177334,-1.7306575140866518,20,FIXED_20D,SRF,2021-11-04,2021-11-08,Exit A: Fixed Holding,Fixed 20 Days
1349,2023-06-19,2420.116770650395,2363.0542924668093,-2.357839872670714,20,FIXED_20D,SRF,2023-05-19,2023-05-22,Exit A: Fixed Holding,Fixed 20 Days
1815,2025-05-13,2753.50591898726,2991.8112328022057,8.65461418374559,20,FIXED_20D,SRF,2025-04-08,2025-04-09,Exit A: Fixed Holding,Fixed 20 Days
66,2018-04-10,121.37104524540246,124.49871744571463,2.5769508650010184,20,FIXED_20D,STARCEMENT,2018-03-08,2018-03-09,Exit A: Fixed Holding,Fixed 20 Days
127,2018-07-05,123.75851438403129,117.2750787228601,-5.23877948393323,20,FIXED_20D,STARCEMENT,2018-06-06,2018-06-07,Exit A: Fixed Holding,Fixed 20 Days
1458,2023-11-28,151.15749237305204,166.2355353841146,9.975055006767654,20,FIXED_20D,STARCEMENT,2023-10-26,2023-10-27,Exit A: Fixed Holding,Fixed 20 Days
1552,2024-04-18,198.89142148339897,224.17059879142877,12.710039035112331,20,FIXED_20D,STARCEMENT,2024-03-14,2024-03-15,Exit A: Fixed Holding,Fixed 20 Days
66,2018-04-10,91.9970140635852,94.80741423905384,3.0548819481534375,20,FIXED_20D,SURYAROSNI,2018-03-08,2018-03-09,Exit A: Fixed Holding,Fixed 20 Days
114,2018-06-18,89.23258169354332,78.91221819042792,-11.565689692313544,20,FIXED_20D,SURYAROSNI,2018-05-18,2018-05-21,Exit A: Fixed Holding,Fixed 20 Days
788,2021-03-12,75.92292662187056,93.70530057633849,23.421612872001027,20,FIXED_20D,SURYAROSNI,2021-02-10,2021-02-11,Exit A: Fixed Holding,Fixed 20 Days
922,2021-09-28,122.09959840913801,188.23909185308082,54.16847746076853,20,FIXED_20D,SURYAROSNI,2021-08-27,2021-08-30,Exit A: Fixed Holding,Fixed 20 Days
1316,2023-05-03,153.33957215022446,192.02560429740754,25.22899444983645,20,FIXED_20D,SURYAROSNI,2023-03-28,2023-03-29,Exit A: Fixed Holding,Fixed 20 Days
1382,2023-08-04,186.77813375665207,194.8774816069179,4.336346919933494,20,FIXED_20D,SURYAROSNI,2023-07-06,2023-07-07,Exit A: Fixed Holding,Fixed 20 Days
67,2018-04-11,198.0454077529907,205.67285316467286,3.851361916553686,20,FIXED_20D,5PAISA,2018-03-09,2018-03-12,Exit A: Fixed Holding,Fixed 20 Days
120,2018-06-26,248.77625820159912,211.43654502868654,-15.009355572288516,20,FIXED_20D,5PAISA,2018-05-28,2018-05-29,Exit A: Fixed Holding,Fixed 20 Days
1444,2023-11-06,434.2830122375488,458.5507621765137,5.588003503505828,20,FIXED_20D,5PAISA,2023-10-05,2023-10-06,Exit A: Fixed Holding,Fixed 20 Days
1533,2024-03-18,579.4449999999999,493.76250000000005,-14.786994451587276,20,FIXED_20D,5PAISA,2024-02-15,2024-02-16,Exit A: Fixed Holding,Fixed 20 Days
67,2018-04-11,69.0044811474922,67.80204709566557,-1.7425448780007644,20,FIXED_20D,ALKALI,2018-03-09,2018-03-12,Exit A: Fixed Holding,Fixed 20 Days
128,2018-07-06,64.43292113388456,57.45454225931502,-10.830455536959493,20,FIXED_20D,ALKALI,2018-06-07,2018-06-08,Exit A: Fixed Holding,Fixed 20 Days
912,2021-09-14,73.74537509587226,66.17457875718733,-10.266130355757982,20,FIXED_20D,ALKALI,2021-08-12,2021-08-13,Exit A: Fixed Holding,Fixed 20 Days
67,2018-04-11,1064.1616732702819,1029.1222950879298,-3.292674324068852,20,FIXED_20D,CARERATING,2018-03-09,2018-03-12,Exit A: Fixed Holding,Fixed 20 Days
1553,2024-04-19,1053.024842349941,1040.4515458206977,-1.1940170852175442,20,FIXED_20D,CARERATING,2024-03-15,2024-03-18,Exit A: Fixed Holding,Fixed 20 Days
67,2018-04-11,360.1304667837644,427.267280316194,18.642358735158336,20,FIXED_20D,KEI,2018-03-09,2018-03-12,Exit A: Fixed Holding,Fixed 20 Days
128,2018-07-06,417.0448664344375,399.2449494191086,-4.268106011593162,20,FIXED_20D,KEI,2018-06-07,2018-06-08,Exit A: Fixed Holding,Fixed 20 Days
962,2021-11-26,967.3428763960255,1108.0843767686845,14.5492879315979,20,FIXED_20D,KEI,2021-10-26,2021-10-27,Exit A: Fixed Holding,Fixed 20 Days
1029,2022-03-03,1104.9306244884451,1073.8869506645033,-2.8095586397846724,20,FIXED_20D,KEI,2022-02-01,2022-02-02,Exit A: Fixed Holding,Fixed 20 Days
1401,2023-09-01,2354.2879714813835,2697.0596227675615,14.559461520354985,20,FIXED_20D,KEI,2023-08-02,2023-08-03,Exit A: Fixed Holding,Fixed 20 Days
1459,2023-11-29,2518.0684828928465,2774.067148916409,10.166469568351943,20,FIXED_20D,KEI,2023-10-27,2023-10-30,Exit A: Fixed Holding,Fixed 20 Days
1552,2024-04-18,3101.59418007468,3824.3127360127173,23.301518960183106,20,FIXED_20D,KEI,2024-03-14,2024-03-15,Exit A: Fixed Holding,Fixed 20 Days
2127,2026-08-10,5151.8475,5600.962500000001,8.717552295560004,20,FIXED_20D,KEI,2026-07-10,2026-07-13,Exit A: Fixed Holding,Fixed 20 Days
67,2018-04-11,44.11,44.83762576103211,1.6495709839766677,20,FIXED_20D,NDTV,2018-03-09,2018-03-12,Exit A: Fixed Holding,Fixed 20 Days
1192,2022-10-31,378.8948872375488,311.9182621765137,-17.67683526936694,20,FIXED_20D,NDTV,2022-09-28,2022-09-29,Exit A: Fixed Holding,Fixed 20 Days
68,2018-04-12,297.6885365085782,259.38105670364325,-12.868308687402566,20,FIXED_20D,DELTACORP,2018-03-12,2018-03-13,Exit A: Fixed Holding,Fixed 20 Days
987,2021-12-31,242.40988753324856,241.00989108726537,-0.577532731948143,20,FIXED_20D,DELTACORP,2021-12-02,2021-12-03,Exit A: Fixed Holding,Fixed 20 Days
68,2018-04-12,122.36503191857021,120.50809038181761,-1.5175426407671209,20,FIXED_20D,DVL,2018-03-12,2018-03-13,Exit A: Fixed Holding,Fixed 20 Days
130,2018-07-10,100.39780368307531,97.90244431385574,-2.4854720697841612,20,FIXED_20D,DVL,2018-06-11,2018-06-12,Exit A: Fixed Holding,Fixed 20 Days
1690,2024-11-06,442.0418592288567,426.7688695927599,-3.455100307183703,20,FIXED_20D,DVL,2024-10-08,2024-10-09,Exit A: Fixed Holding,Fixed 20 Days
68,2018-04-12,187.22585258515844,198.19937294900575,5.861113843162275,20,FIXED_20D,DYNPRO,2018-03-12,2018-03-13,Exit A: Fixed Holding,Fixed 20 Days
96,2018-05-23,182.83473837390434,167.6148366064941,-8.32440372260382,20,FIXED_20D,DYNPRO,2018-04-23,2018-04-24,Exit A: Fixed Holding,Fixed 20 Days
488,2019-12-31,138.10432842560678,134.61414016948257,-2.527211345156562,20,FIXED_20D,DYNPRO,2019-11-29,2019-12-02,Exit A: Fixed Holding,Fixed 20 Days
720,2020-12-03,222.00660484313963,230.33099349975586,3.7496130633130904,20,FIXED_20D,DYNPRO,2020-11-03,2020-11-04,Exit A: Fixed Holding,Fixed 20 Days
872,2021-07-15,480.8313744354248,536.1152760314942,11.497565370184471,20,FIXED_20D,DYNPRO,2021-06-16,2021-06-17,Exit A: Fixed Holding,Fixed 20 Days
68,2018-04-12,665.2884538557993,668.5795031048596,0.4946800489301159,20,FIXED_20D,ENIL,2018-03-12,2018-03-13,Exit A: Fixed Holding,Fixed 20 Days
100,2018-05-29,649.9011470467603,637.5778771252446,-1.8961760534681813,20,FIXED_20D,ENIL,2018-04-27,2018-04-30,Exit A: Fixed Holding,Fixed 20 Days
177,2018-09-18,660.5098093597813,618.6360457545981,-6.339612676724767,20,FIXED_20D,ENIL,2018-08-16,2018-08-17,Exit A: Fixed Holding,Fixed 20 Days
1552,2024-04-18,270.5306802599656,263.60604196688337,-2.559649902343065,20,FIXED_20D,ENIL,2024-03-14,2024-03-15,Exit A: Fixed Holding,Fixed 20 Days
68,2018-04-12,205.5125,201.495,-1.9548689252478484,20,FIXED_20D,GAYAPROJ,2018-03-12,2018-03-13,Exit A: Fixed Holding,Fixed 20 Days
2137,2026-08-24,20.049999999999997,22.373925304412843,11.59064989732093,20,FIXED_20D,GAYAPROJ,2026-07-31,2026-08-03,Exit A: Fixed Holding,Fixed 20 Days
68,2018-04-12,79.00521526888257,86.45293034248759,9.426865110433315,20,FIXED_20D,SUNFLAG,2018-03-12,2018-03-13,Exit A: Fixed Holding,Fixed 20 Days
814,2021-04-23,61.27873329753721,64.35497286571284,5.020076954331013,20,FIXED_20D,SUNFLAG,2021-03-19,2021-03-22,Exit A: Fixed Holding,Fixed 20 Days
1412,2023-09-18,199.8806296026271,207.63679378762896,3.880398115826188,20,FIXED_20D,SUNFLAG,2023-08-18,2023-08-21,Exit A: Fixed Holding,Fixed 20 Days
2126,2026-08-07,335.4866188812256,391.4189939117432,16.672013690751612,20,FIXED_20D,SUNFLAG,2026-07-09,2026-07-10,Exit A: Fixed Holding,Fixed 20 Days
69,2018-04-13,320.9819734276914,363.295958426502,13.182667097142392,20,FIXED_20D,HIMATSEIDE,2018-03-13,2018-03-14,Exit A: Fixed Holding,Fixed 20 Days
114,2018-06-18,341.65695433610887,313.22828540086437,-8.32082256030342,20,FIXED_20D,HIMATSEIDE,2018-05-18,2018-05-21,Exit A: Fixed Holding,Fixed 20 Days
939,2021-10-22,248.49834949012816,265.5561164428711,6.864338128499546,20,FIXED_20D,HIMATSEIDE,2021-09-22,2021-09-23,Exit A: Fixed Holding,Fixed 20 Days
69,2018-04-13,137.93807899027965,140.74090526767046,2.0319452742185273,20,FIXED_20D,JBCHEPHARM,2018-03-13,2018-03-14,Exit A: Fixed Holding,Fixed 20 Days
733,2020-12-22,450.9078082609466,496.14680556672045,10.032870683754812,20,FIXED_20D,JBCHEPHARM,2020-11-20,2020-11-23,Exit A: Fixed Holding,Fixed 20 Days
916,2021-09-20,817.7918613631035,830.440577277458,1.5466913418863704,20,FIXED_20D,JBCHEPHARM,2021-08-18,2021-08-20,Exit A: Fixed Holding,Fixed 20 Days
69,2018-04-13,11.227276801416128,15.490843115307923,37.975070796811735,20,FIXED_20D,KELLTONTEC,2018-03-13,2018-03-14,Exit A: Fixed Holding,Fixed 20 Days
119,2018-06-25,11.666387482283408,10.426528151882042,-10.627620009057798,20,FIXED_20D,KELLTONTEC,2018-05-25,2018-05-28,Exit A: Fixed Holding,Fixed 20 Days
812,2021-04-20,13.832004452153805,12.789875142879273,-7.534188648357906,20,FIXED_20D,KELLTONTEC,2021-03-17,2021-03-18,Exit A: Fixed Holding,Fixed 20 Days
1526,2024-03-06,20.7016246175766,23.331524391174316,12.703832777282686,20,FIXED_20D,KELLTONTEC,2024-02-06,2024-02-07,Exit A: Fixed Holding,Fixed 20 Days
1552,2024-04-18,21.49360053539276,19.720575456619265,-8.24908360911386,20,FIXED_20D,KELLTONTEC,2024-03-14,2024-03-15,Exit A: Fixed Holding,Fixed 20 Days
1673,2024-10-14,29.228890137672423,29.186850228309634,-0.1438299886337604,20,FIXED_20D,KELLTONTEC,2024-09-12,2024-09-13,Exit A: Fixed Holding,Fixed 20 Days
69,2018-04-13,677.8390396012325,718.5427464369594,6.004922180297057,20,FIXED_20D,KHADIM,2018-03-13,2018-03-14,Exit A: Fixed Holding,Fixed 20 Days
126,2018-07-04,780.9526970867679,790.4466747251389,1.2156917664523,20,FIXED_20D,KHADIM,2018-06-05,2018-06-06,Exit A: Fixed Holding,Fixed 20 Days
158,2018-08-20,762.5626107992277,763.7182834183851,0.15155117793490197,20,FIXED_20D,KHADIM,2018-07-19,2018-07-20,Exit A: Fixed Holding,Fixed 20 Days
1496,2024-01-23,365.91249999999997,358.0027439117432,-2.1616523317068306,20,FIXED_20D,KHADIM,2023-12-21,2023-12-22,Exit A: Fixed Holding,Fixed 20 Days
69,2018-04-13,764.0772528301153,778.7893396527296,1.9254711180212811,20,FIXED_20D,MAITHANALL,2018-03-13,2018-03-14,Exit A: Fixed Holding,Fixed 20 Days
105,2018-06-05,746.477690457926,562.5814235267679,-24.635199321006777,20,FIXED_20D,MAITHANALL,2018-05-07,2018-05-08,Exit A: Fixed Holding,Fixed 20 Days
939,2021-10-22,950.2145653731778,1069.6286865169648,12.56706911211042,20,FIXED_20D,MAITHANALL,2021-09-22,2021-09-23,Exit A: Fixed Holding,Fixed 20 Days
69,2018-04-13,181.11585311313843,220.76034502620914,21.889023645161426,20,FIXED_20D,SEAMECLTD,2018-03-13,2018-03-14,Exit A: Fixed Holding,Fixed 20 Days
185,2018-10-01,283.51596555552425,202.59056659698487,-28.543506818028142,20,FIXED_20D,SEAMECLTD,2018-08-29,2018-08-30,Exit A: Fixed Holding,Fixed 20 Days
352,2019-06-11,422.88563520968705,469.34472463869196,10.98620656763814,20,FIXED_20D,SEAMECLTD,2019-05-10,2019-05-13,Exit A: Fixed Holding,Fixed 20 Days
1557,2024-04-25,1098.4478363390915,1133.818713636929,3.2200780162416844,20,FIXED_20D,SEAMECLTD,2024-03-21,2024-03-22,Exit A: Fixed Holding,Fixed 20 Days
70,2018-04-16,304.690954988914,294.5412180642065,-3.331157935120453,20,FIXED_20D,POLYPLEX,2018-03-14,2018-03-15,Exit A: Fixed Holding,Fixed 20 Days
101,2018-05-30,291.1350165147717,287.8724261202671,-1.120645133505963,20,FIXED_20D,POLYPLEX,2018-04-30,2018-05-02,Exit A: Fixed Holding,Fixed 20 Days
754,2021-01-21,567.2946567930038,546.7437071406579,-3.6226235178246404,20,FIXED_20D,POLYPLEX,2020-12-22,2020-12-23,Exit A: Fixed Holding,Fixed 20 Days
1025,2022-02-24,1600.1564886196074,1688.0839595739449,5.494929500938313,20,FIXED_20D,POLYPLEX,2022-01-25,2022-01-27,Exit A: Fixed Holding,Fixed 20 Days
1094,2022-06-08,2285.0206232772507,2322.7027284780515,1.649092564720748,20,FIXED_20D,POLYPLEX,2022-05-10,2022-05-11,Exit A: Fixed Holding,Fixed 20 Days
71,2018-04-17,33.44068792897446,35.80669244355948,7.075226800388296,20,FIXED_20D,MOREPENLAB,2018-03-15,2018-03-16,Exit A: Fixed Holding,Fixed 20 Days
110,2018-06-12,34.28918094619764,29.002924842215215,-15.416688174258134,20,FIXED_20D,MOREPENLAB,2018-05-14,2018-05-15,Exit A: Fixed Holding,Fixed 20 Days
1518,2024-02-23,45.16988515771127,53.53622267705924,18.521936662306736,20,FIXED_20D,MOREPENLAB,2024-01-24,2024-01-25,Exit A: Fixed Holding,Fixed 20 Days
1701,2024-11-25,80.34749410032916,75.03017098225361,-6.617907848421331,20,FIXED_20D,MOREPENLAB,2024-10-23,2024-10-24,Exit A: Fixed Holding,Fixed 20 Days
71,2018-04-17,52.129999999999995,53.865,3.328217916746608,20,FIXED_20D,ROML,2018-03-15,2018-03-16,Exit A: Fixed Holding,Fixed 20 Days
95,2018-05-22,48.12,33.915,-29.519950124688275,20,FIXED_20D,ROML,2018-04-20,2018-04-23,Exit A: Fixed Holding,Fixed 20 Days
798,2021-03-30,102.35524847030639,92.26875000000001,-9.854402799122225,20,FIXED_20D,ROML,2021-02-25,2021-02-26,Exit A: Fixed Holding,Fixed 20 Days
74,2018-04-20,1230.5865295771812,1464.6047012133465,19.016799388871252,20,FIXED_20D,INDIGO,2018-03-20,2018-03-21,Exit A: Fixed Holding,Fixed 20 Days
754,2021-01-21,1567.2664925851861,1672.972874260778,6.744633549922363,20,FIXED_20D,INDIGO,2020-12-22,2020-12-23,Exit A: Fixed Holding,Fixed 20 Days
898,2021-08-24,1728.396740612798,1671.9770100398778,-3.2642812409445354,20,FIXED_20D,INDIGO,2021-07-23,2021-07-26,Exit A: Fixed Holding,Fixed 20 Days
1403,2023-09-05,2531.3956614480308,2467.5851585435753,-2.5207636987081674,20,FIXED_20D,INDIGO,2023-08-04,2023-08-07,Exit A: Fixed Holding,Fixed 20 Days
75,2018-04-23,393.8182743490011,391.9933604410824,-0.4633898492738463,20,FIXED_20D,DOLLAR,2018-03-21,2018-03-22,Exit A: Fixed Holding,Fixed 20 Days
1605,2024-07-05,524.4112991502244,520.0444357450641,-0.8327172607143534,20,FIXED_20D,DOLLAR,2024-06-05,2024-06-06,Exit A: Fixed Holding,Fixed 20 Days
75,2018-04-23,374.5554289667323,363.53960425699694,-2.9410399256858075,20,FIXED_20D,ICICIPRULI,2018-03-21,2018-03-22,Exit A: Fixed Holding,Fixed 20 Days
119,2018-06-25,411.52456513478796,380.1704844705718,-7.6190058432955645,20,FIXED_20D,ICICIPRULI,2018-05-25,2018-05-28,Exit A: Fixed Holding,Fixed 20 Days
511,2020-01-31,482.68780127372986,517.9571725352971,7.3068702313374105,20,FIXED_20D,ICICIPRULI,2020-01-02,2020-01-03,Exit A: Fixed Holding,Fixed 20 Days
534,2020-03-05,465.787016123969,439.3980790535728,-5.665451409528511,20,FIXED_20D,ICICIPRULI,2020-02-04,2020-02-05,Exit A: Fixed Holding,Fixed 20 Days
75,2018-04-23,737.6918374172674,727.3181030274411,-1.4062422631848206,20,FIXED_20D,NAVINFLUOR,2018-03-21,2018-03-22,Exit A: Fixed Holding,Fixed 20 Days
565,2020-04-24,959.851447563152,1456.2527343379923,51.71647008868842,20,FIXED_20D,NAVINFLUOR,2020-03-20,2020-03-23,Exit A: Fixed Holding,Fixed 20 Days
902,2021-08-30,3524.697064094082,3812.725463953971,8.171720707405472,20,FIXED_20D,NAVINFLUOR,2021-07-29,2021-07-30,Exit A: Fixed Holding,Fixed 20 Days
938,2021-10-21,3831.8368179568447,3517.92706452955,-8.192148265715367,20,FIXED_20D,NAVINFLUOR,2021-09-21,2021-09-22,Exit A: Fixed Holding,Fixed 20 Days
1206,2022-11-21,4139.89502458617,4233.855662354824,2.269638172239562,20,FIXED_20D,NAVINFLUOR,2022-10-19,2022-10-20,Exit A: Fixed Holding,Fixed 20 Days
75,2018-04-23,307.026908727264,319.55808118424216,4.081457390469232,20,FIXED_20D,STLTECH,2018-03-21,2018-03-22,Exit A: Fixed Holding,Fixed 20 Days
2134,2026-08-19,532.3275,631.5172256469726,18.633214637036907,20,FIXED_20D,STLTECH,2026-07-21,2026-07-22,Exit A: Fixed Holding,Fixed 20 Days
76,2018-04-24,112.94953555856507,111.7378152589978,-1.072797947840158,20,FIXED_20D,IFGLEXPOR,2018-03-22,2018-03-23,Exit A: Fixed Holding,Fixed 20 Days
1515,2024-02-20,368.6382625792188,293.8478136724898,-20.288303331143457,20,FIXED_20D,IFGLEXPOR,2024-01-18,2024-01-19,Exit A: Fixed Holding,Fixed 20 Days
76,2018-04-24,40.83396446175608,73.92733675730113,81.04374074807102,20,FIXED_20D,RESPONIND,2018-03-22,2018-03-23,Exit A: Fixed Holding,Fixed 20 Days
283,2019-02-22,88.75954235034918,91.3434246374608,2.911103661297163,20,FIXED_20D,RESPONIND,2019-01-23,2019-01-24,Exit A: Fixed Holding,Fixed 20 Days
781,2021-03-02,181.5113370713864,173.0000295440773,-4.689132736629942,20,FIXED_20D,RESPONIND,2021-02-01,2021-02-02,Exit A: Fixed Holding,Fixed 20 Days
814,2021-04-23,165.12387197779174,158.08621583020312,-4.262046464447701,20,FIXED_20D,RESPONIND,2021-03-19,2021-03-22,Exit A: Fixed Holding,Fixed 20 Days
1047,2022-03-30,188.0046698215834,182.39031529474363,-2.986284613125729,20,FIXED_20D,RESPONIND,2022-02-25,2022-02-28,Exit A: Fixed Holding,Fixed 20 Days
1459,2023-11-29,313.32635449370855,319.23403775190565,1.8854728220175043,20,FIXED_20D,RESPONIND,2023-10-27,2023-10-30,Exit A: Fixed Holding,Fixed 20 Days
78,2018-04-26,318.7317718719488,329.8064382811844,3.4746038476781855,20,FIXED_20D,CENTURYPLY,2018-03-26,2018-03-27,Exit A: Fixed Holding,Fixed 20 Days
829,2021-05-17,300.08454787039665,347.23202017477143,15.711396217821013,20,FIXED_20D,CENTURYPLY,2021-04-13,2021-04-15,Exit A: Fixed Holding,Fixed 20 Days
919,2021-09-23,398.8541216906606,433.1979534732179,8.610624766012423,20,FIXED_20D,CENTURYPLY,2021-08-24,2021-08-25,Exit A: Fixed Holding,Fixed 20 Days
1000,2022-01-19,575.8433101190986,636.4143982056311,10.518675310129908,20,FIXED_20D,CENTURYPLY,2021-12-21,2021-12-22,Exit A: Fixed Holding,Fixed 20 Days
1039,2022-03-17,602.2444310483709,660.602118522655,9.690033558749004,20,FIXED_20D,CENTURYPLY,2022-02-15,2022-02-16,Exit A: Fixed Holding,Fixed 20 Days
1082,2022-05-23,635.6193677486847,532.3279425243766,-16.25051571196744,20,FIXED_20D,CENTURYPLY,2022-04-21,2022-04-22,Exit A: Fixed Holding,Fixed 20 Days
1529,2024-03-12,737.8869434045004,651.2241353229936,-11.744727136877842,20,FIXED_20D,CENTURYPLY,2024-02-09,2024-02-12,Exit A: Fixed Holding,Fixed 20 Days
