date,10_slots_baseline,15_slots_baseline,20_slots_baseline,25_slots_baseline,10_slots_+_dead-money_eviction,20_slots_+_dead-money_eviction,20_slots_+_hot-swap_laggards,20_slots_+_eviction_+_hot-swap
2018-02-09,952256.254584465,950799.947065594,961958.2914487089,965435.6844841121,952256.254584465,961958.2914487089,961958.2914487089,961958.2914487089
2018-02-12,965307.3735299238,963515.8711593632,972703.9277179325,976360.5789617891,965307.3735299238,972703.9277179325,972703.9277179325,972703.9277179325
2018-02-13,965286.3518420066,963405.5453859027,974062.828064196,978525.2205463741,965286.3518420066,974062.828064196,974062.828064196,974062.828064196
2018-02-14,988361.385679631,980223.9840642096,990989.8423577375,995691.2512928452,988361.385679631,990989.8423577375,990989.8423577375,990989.8423577375
2018-02-15,1001745.5950907547,994241.1288570128,1001769.4649844657,1006544.0278677734,1001745.5950907547,1001769.4649844657,1001769.4649844657,1001769.4649844657
2018-02-16,1004600.9305707812,994212.0946823275,1000955.8523694177,1005653.1136558686,1004600.9305707812,1000955.8523694177,1000955.8523694177,1000955.8523694177
2018-02-20,1005617.6829144873,993349.2836953197,996901.2115771517,999150.7073269299,1005617.6829144873,996901.2115771517,996901.2115771517,996901.2115771517
2018-02-21,1004917.6081097107,992592.1926756394,995221.9091347156,996597.9824402737,1004917.6081097107,995221.9091347156,995221.9091347156,995221.9091347156
2018-02-22,1007543.5662908758,995993.8327274099,999048.3720330434,1000356.553570767,1007543.5662908758,999048.3720330434,999048.3720330434,999048.3720330434
2018-02-23,1020950.5989834996,1008724.0974151337,1008268.874300928,1009146.3261674731,1020950.5989834996,1008268.874300928,1008268.874300928,1008268.874300928
2018-02-26,1026828.2331768915,1014982.0951777902,1016218.1989026959,1016408.069909835,1026828.2331768915,1016218.1989026959,1016218.1989026959,1016218.1989026959
2018-02-27,1012518.1178403215,1001185.4111120126,1003585.2894757066,1003983.5660000236,1012518.1178403215,1003585.2894757066,1003585.2894757066,1003585.2894757066
2018-02-28,993917.1558350936,985078.8028615724,994089.9588617012,994741.4147853627,993917.1558350936,994089.9588617012,994089.9588617012,994089.9588617012
2018-03-01,979417.096022783,972566.9755774229,982493.2789571797,984280.9770389134,979417.096022783,982493.2789571797,982493.2789571797,982493.2789571797
2018-03-02,990974.0875193638,980034.9021473018,991008.1245778576,990672.1187838238,990974.0875193638,991008.1245778576,991008.1245778576,991008.1245778576
2018-03-05,1004117.5264852606,989836.369426232,1000193.8497078051,1000588.2876171218,1004117.5264852606,1000193.8497078051,999254.2016175635,999254.2016175635
2018-03-06,1011126.1058274987,995345.2764552417,1007521.7277991585,1007011.2723201211,1011126.1058274987,1007521.7277991585,1006050.5084406488,1006050.5084406488
2018-03-07,1015760.1501194634,1000088.0965435315,1012059.5899087872,1011167.9332847075,1015760.1501194634,1012059.5899087872,1011165.7829355833,1011165.7829355833
2018-03-08,1017595.6830598561,1004782.5850065049,1018529.9383751083,1017187.6836119206,1017595.6830598561,1018529.9383751083,1016071.9374557033,1016071.9374557033
2018-03-09,1035202.6806523397,1021651.1326762924,1033515.0148487717,1032314.7774848735,1035202.6806523397,1033515.0148487717,1030718.4757161507,1030718.4757161507
2018-03-12,1031423.6450559078,1018528.2025001807,1029188.0944877507,1027701.14477846,1031423.6450559078,1029188.0944877507,1027679.5714151671,1027679.5714151671
2018-03-13,1028521.9217768704,1016533.1960861717,1023829.2470142511,1021073.580092059,1028521.9217768704,1023829.2470142511,1021589.7389387335,1021589.7389387335
2018-03-14,1026216.1796646945,1011916.2244822411,1021570.2549525932,1019032.6198265965,1026216.1796646945,1021570.2549525932,1020114.1637616601,1020114.1637616601
2018-03-15,1017343.2422257757,1007587.4370275616,1017109.2577603086,1015177.1883732371,1017343.2422257757,1017109.2577603086,1015480.2683275546,1015480.2683275546
2018-03-16,1021556.6812425855,1011344.1969954147,1019774.3613642403,1019703.7254111911,1021556.6812425855,1019774.3613642403,1017054.7333016822,1017054.7333016822
2018-03-19,1010527.8340208093,997478.004834551,1004802.6665737197,1005258.7629146903,1010527.8340208093,1004802.6665737197,1002519.6324017368,1002519.6324017368
2018-03-20,1019975.5323265727,1004843.0095411962,1011595.1428244158,1010774.6897112526,1019975.5323265727,1011595.1428244158,1009168.6290414298,1009168.6290414298
2018-03-21,1025387.8891481666,1006595.2586824866,1012617.5367854192,1012349.6568246047,1025387.8891481666,1012617.5367854192,1010060.0334819879,1010060.0334819879
2018-03-22,999194.3405358054,982466.2004201949,985420.655818561,986797.8263569933,999194.3405358054,985420.655818561,984637.8810835818,984637.8810835818
2018-03-23,982694.1732644816,963906.083080333,963062.6545513233,967345.9144597095,982694.1732644816,963062.6545513233,962988.9265188276,962988.9265188276
2018-03-26,1013616.4436881104,991056.3131870929,990143.6578724586,994038.2588940414,1013616.4436881104,990143.6578724586,988910.6026816049,988910.6026816049
2018-03-27,993308.3537068017,974100.570459164,972895.9464022343,977440.3835285584,993308.3537068017,972895.9464022343,973051.4813774832,973051.4813774832
2018-03-28,985252.926342935,967925.9669601694,964546.3761050011,970245.1226844752,985252.926342935,964546.3761050011,963428.7346547806,963428.7346547806
2018-03-29,1005425.7046543075,982952.8143372675,982228.2722849901,985472.1399444962,1005425.7046543075,982228.2722849901,980647.5466146256,980647.5466146256
2018-04-02,978069.2057464742,954587.1918154738,954792.9979890676,960613.2289341772,978069.2057464742,954792.9979890676,956848.2737140439,956848.2737140439
2018-04-03,991943.0396560094,962659.285078815,963141.8390123477,969210.1623549929,991762.2727296929,963051.4642766505,963636.2016229626,963636.2016229626
2018-04-04,1005572.1987870496,975715.2335074646,975714.1992639012,978793.950831966,1004639.2916922681,975247.7907574391,972960.3297252895,972960.3297252895
2018-04-05,1020901.9382970191,987561.673993873,989255.4850591423,991841.2861652195,1018291.4385134564,987950.7085949475,982813.0005921843,982716.5300993873
2018-04-06,998231.3841583027,969108.3760488986,969028.1571932583,972364.4407343334,999542.38993234,969680.9285960124,966914.7481651955,967655.7017544658
2018-04-09,1002219.0749521086,971486.7813126256,970420.4512382646,973468.7758129884,1005067.3424921941,971840.9713041546,968888.3253236436,969853.6599530228
2018-04-10,1017392.9436113939,985483.9592033586,986417.8081228521,988807.8611545884,1017361.1794301937,986400.8546036639,984407.4591778719,984727.35013853
2018-04-11,1015922.4705925158,985960.4241249929,985853.1277226134,987881.9961810298,1019054.2131629143,987413.1351393738,985130.7429251428,986653.7656092397
2018-04-12,1025083.8969496696,990042.4417623912,992410.8823090254,994609.8820759512,1023236.6403260971,991487.6307820837,989832.3994052019,989844.3532562642
2018-04-13,1024873.3132500958,990822.6458011256,986231.5879819229,990029.0130864193,1026709.5616380187,987144.6585917459,983764.943058071,985056.7790359135
2018-04-16,1037987.5740534273,1002015.2049405325,997725.0659370009,1000413.4069796453,1034664.735107762,996065.5051333706,994329.4490557087,994023.4547269796
2018-04-17,1050907.5956166093,1012196.3879609916,1011522.3272310233,1013781.5941452382,1045772.0530651313,1008957.8609507999,1006757.4957010264,1006432.5431557929
2018-04-18,1060454.8166193787,1019809.1558412095,1018516.3779234249,1019253.5885940783,1050255.7821970864,1013441.7803089584,1011710.2928897724,1010058.6255645447
2018-04-19,1040009.4638275199,1005169.404280149,1005283.0263631139,1008229.1048586454,1032887.1939946061,1001739.0154174871,1001255.7684113448,1000127.5570731219
2018-04-20,1026973.6124834834,994062.5055044732,997041.680448339,1000668.0156109724,1022736.411538259,994930.933873778,995428.8133824612,993866.5711833556
2018-04-23,1031418.8968604584,997587.68535584,999271.0180875266,1002373.1931914156,1021242.0870891213,994204.8603392497,995727.6979241127,993140.2693562866
2018-04-24,1025043.4313377363,992869.3038737478,993202.1829326747,993646.7790254286,1020344.8101539576,990865.8729205423,990434.8276877166,989086.1654541318
2018-04-25,1028612.3863341054,993159.458824802,992097.3001036627,992540.1463420589,1019305.4910019339,987475.128411207,986346.3753557119,984387.848662213
2018-04-26,1043381.1387051814,1004785.6065065142,1003911.9783417094,1001510.3036259441,1033475.1500602385,998997.0346512769,997690.4816863817,995495.7710585736
2018-04-27,1040057.3513859592,1001186.3096966736,999610.1978006917,997654.9664940274,1027289.3927172851,993267.5518489024,994640.0930385909,989982.5954775494
2018-04-30,1024704.9319888654,992701.192740421,992509.7545951572,989166.9323835289,1014885.26462015,987627.7724177903,988343.5598208386,984969.7637295481
2018-05-01,1024393.0714873796,990753.1279113439,994033.5167545683,989845.1944558007,1012947.915525473,988123.8042594846,989687.7810040808,986174.2226051837
2018-05-02,1024210.5583184446,989045.4677296393,995341.2192098114,990180.9014997648,1018596.0312882822,993785.5099997204,990343.9767181617,991467.5528449205
2018-05-03,1018622.4588517253,985777.9949626212,993536.6826498305,988249.0565347476,1025353.3185229856,999097.620524266,988793.6429904526,995730.5302959579
2018-05-04,1029292.1191047332,995446.1333204276,998644.8599496955,993395.5115533192,1032646.8936632432,1001087.5370083248,993046.899713601,998307.8245754958
2018-05-07,1036152.5101448325,1000061.0163687473,1004327.48914527,998859.6883644831,1036505.2650085886,1005236.9488826178,998575.3979730238,1002572.2759166714
2018-05-08,1045474.6128155148,1005628.6164706001,1011828.4279997402,1004206.147716231,1035682.2230654384,1008335.0084564433,1005689.2005264445,1005734.045724537
2018-05-09,1054491.994941329,1008546.1403129027,1015003.4600809949,1005948.1815346936,1037878.448629404,1010059.317424201,1007382.4141046772,1007050.8483409544
2018-05-10,1064161.2375623265,1014022.5944178482,1024040.9140875099,1014912.5981248114,1052317.6752731658,1023924.9823157256,1016031.1690098372,1021019.7379151238
2018-05-11,1066195.053372952,1014049.9884407071,1022976.6274844857,1014437.3506904382,1052681.804521761,1022804.5486863522,1014536.0180131362,1020373.4626851758
2018-05-14,1068289.4459102754,1013199.1413841412,1021803.9236689332,1013288.1254741064,1051917.5281942466,1021033.996695003,1012727.069288391,1018711.8200164873
2018-05-15,1062777.807054186,1010370.7005296081,1019712.7194762344,1010861.6628058247,1051365.252236891,1016790.9874339412,1011593.8680420851,1015655.2046511433
2018-05-16,1070150.7103702477,1018897.5992183271,1027974.3470758293,1017414.4129758006,1064959.437127513,1024913.0609847207,1020184.8414519075,1023623.2441145186
2018-05-17,1083245.1546071786,1028843.697122134,1036336.8866834731,1024598.9644088635,1077714.068440871,1032546.3648692704,1027385.83999965,1031485.448385796
2018-05-18,1086174.215914933,1028190.1792776005,1035528.7497148239,1023441.2963661354,1074165.293505874,1030639.3884271847,1024952.1123439573,1028921.0439957577
2018-05-21,1101638.2571815427,1044446.689299787,1051391.2653040772,1036273.6617241786,1093804.8030536503,1044206.1107797029,1039516.6416834764,1042370.848857796
2018-05-22,1091925.799718895,1033962.3379919098,1032197.7256919029,1019361.1020576863,1083319.976116999,1027376.0049660949,1020177.3309751812,1024291.5768952002
2018-05-23,1100748.3295427065,1041049.9257931708,1038373.6752768682,1023920.2580159489,1092444.8757463272,1031732.5409863498,1025562.4897677939,1028154.4997313167
2018-05-24,1111057.0514857224,1048952.8479981006,1043318.2725960789,1029340.346643743,1102805.8188367283,1039177.2045551327,1032493.489719073,1035708.3340451033
2018-05-25,1109824.1155260499,1048730.783826429,1045842.3438859609,1031069.8990609283,1101522.2727408116,1038412.7634236973,1034082.8598241096,1035263.5949408575
2018-05-29,1114042.2984342107,1047796.3614892279,1044111.9770296403,1028642.36865005,1102553.7404414886,1037898.9158507813,1031534.9861556604,1034225.9008640093
2018-05-30,1131518.8043496313,1062345.1600322544,1056890.9892469863,1039399.0443796245,1118504.6594092974,1048273.4111241715,1043856.7876937046,1044490.8628971493
2018-05-31,1123590.141857745,1054033.0843930442,1050453.6297281787,1032578.6189739557,1111076.4321675033,1044600.6725801877,1037335.4917580752,1040830.4619247009
2018-06-01,1138949.4920657023,1065769.5580420818,1063065.3441457606,1042664.8911856266,1127185.8730971366,1051881.8123837349,1050047.726352571,1048121.3175789705
2018-06-04,1143337.5636814702,1068932.7440834376,1066065.044192799,1044737.1997023183,1133115.2593282172,1054124.9006499168,1053227.077699322,1050363.1550225597
2018-06-05,1143682.742146374,1071167.4961448533,1067050.3190796874,1046278.1928269996,1136172.403429859,1056484.5068162463,1053964.1432858533,1052703.348246494
2018-06-06,1144279.4286258097,1072057.07479131,1070589.286821008,1049571.427667976,1134712.954241275,1056282.3190004034,1055092.3613183107,1052494.491916973
2018-06-07,1137012.0435651485,1070363.45905845,1065913.6038828332,1045467.5376136389,1127309.9381773842,1051480.7419479303,1050073.0064039177,1047699.6474735509
2018-06-08,1146363.2215349462,1079268.0463611193,1072307.3971166988,1052132.0331670814,1137571.6185231062,1057312.6143479894,1055173.9151444384,1053516.76139963
2018-06-11,1142343.8801908446,1074833.2658123525,1070550.1395393503,1051307.2441900752,1133134.4844264074,1057100.346759953,1054020.5833240207,1053301.4391369836
2018-06-12,1145465.3291455274,1079247.1451137464,1075532.0284724864,1054662.0716117823,1137834.3245944092,1058625.6633017072,1057535.4355396787,1054822.7744115083
2018-06-13,1146550.6254129917,1077373.8289140484,1075027.9465488414,1054099.0754514511,1135662.8972861236,1058620.9349725088,1057958.1608368293,1054819.7415205878
2018-06-14,1152570.6056827623,1082283.3116380656,1078514.7973351516,1056724.0721453063,1141361.4552861496,1062755.7018423488,1059942.595792889,1058944.722007228
2018-06-15,1148430.0041558663,1077851.8840555814,1076112.7367606356,1053235.1468065432,1136538.0370893471,1054518.7171451275,1056815.7088070936,1050751.6661519539
2018-06-18,1154324.0303637544,1083266.9752072804,1079716.8305565557,1055892.8452241793,1143148.2601643086,1058020.7688771966,1059326.1226176762,1054251.329815657
2018-06-19,1146575.9089697918,1077016.4554803588,1071361.4941746586,1047513.2017344758,1137045.4901127808,1052067.8794146075,1052347.1256558052,1048312.5764779086
2018-06-20,1143756.7590101315,1073660.9539950425,1070935.5732088683,1046639.1836448349,1140933.0035264157,1051959.2276158687,1052863.1532095748,1048212.6651260889
2018-06-21,1125712.6029274303,1059139.7633310086,1057168.0110353993,1034916.0460051547,1125295.9670290858,1041752.6831498931,1040059.7241356513,1038020.0864339933
2018-06-22,1122058.3320052475,1054693.5612413255,1051978.0180611394,1031032.5946553266,1112908.4761666341,1036113.8141558159,1035186.122665733,1032388.1053872716
2018-06-25,1093446.734040999,1030208.640799564,1024844.8347337042,1008640.3575530709,1083679.3296651854,1016119.9488606865,1010557.375785478,1012428.9940222522
2018-06-26,1100929.2536798632,1036039.8038477608,1031264.4870467017,1013591.0165725639,1088574.5100661179,1017623.9500102095,1015336.3277675968,1013938.9603246723
2018-06-27,1078567.1329712828,1019259.8256321808,1013789.150604647,997920.5997209395,1069808.7936584125,1004672.2980633581,997495.3217918382,1001017.376618899
2018-06-28,1085987.2319277204,1022931.3366283309,1016184.3009700311,999312.585964646,1071925.4504871648,1004796.4914718545,996937.7730273051,1001147.1437973602
2018-06-29,1093110.4111061809,1027706.7286291313,1020335.3306813844,1003183.0061206052,1076831.1032177776,1009386.9559912515,1000361.0919352985,1005724.2793345544
2018-07-02,1092406.4073816831,1026112.4761113932,1015961.1241589813,999238.3262067591,1080375.6961181958,1004074.8718111184,996007.5509062132,1000436.9840153805
2018-07-03,1095034.9017905365,1027974.9227132159,1017510.8114146483,1002331.8750602802,1078970.7162583105,1006330.3305954299,997748.1553753046,1002668.8900364453
2018-07-05,1100987.2433138336,1032838.203125454,1024000.6933714182,1007000.8191296516,1085919.105454506,1011420.6536038471,1003839.4273911458,1007740.4917261443
2018-07-06,1111280.1014175252,1039586.7009106159,1032023.5074489677,1013667.9233332463,1094662.7293456027,1016507.084688195,1011519.5179172549,1012823.0624228342
2018-07-09,1122534.4888439057,1048181.9639165683,1041496.2805299473,1022200.0807865051,1105140.81076823,1022810.7744911123,1019818.2536309615,1019112.4821333813
2018-07-10,1120353.7660891006,1045811.0719458534,1039864.4071441048,1020614.512122685,1102165.4930567832,1020617.1959927615,1017612.7997470382,1016927.3032848663
2018-07-11,1106820.0281339975,1037671.8157664814,1031241.2183937263,1012547.3807085846,1097357.2355447547,1013699.3160845955,1011030.3083805337,1010033.1476196005
2018-07-12,1123207.6024364647,1048774.4715548689,1043041.4333312741,1022371.5085141537,1113406.5981781408,1024087.20739167,1022437.1738688803,1020399.2327807415
2018-07-13,1125275.1925026844,1050948.1492761038,1042122.1062190944,1021259.7818680048,1118501.652122463,1025682.5756764375,1022020.2946378757,1021997.6291591963
2018-07-16,1121001.3707232985,1047589.2528266257,1040046.023009926,1018689.8912903378,1114702.1649829636,1024083.8986094311,1019735.109958209,1020403.4197812241
2018-07-17,1126086.8294091371,1052346.558145326,1045418.8658102297,1022454.4063129,1125940.1427490553,1026734.0948250379,1025330.0940485593,1023068.5913943618
2018-07-18,1130778.5989854187,1056659.707824267,1048496.5322951849,1025623.9713748592,1132670.5556315288,1030518.841606023,1028597.9727281164,1026846.2320886678
2018-07-19,1132466.8137534838,1059243.7942041361,1049661.7268933328,1026290.2683738586,1135292.6794576675,1030409.5942028728,1029292.804812414,1026742.8343774941
2018-07-20,1131569.9488079126,1058304.5881605244,1047201.9719150692,1024653.1360901679,1131409.511096435,1030621.6743579046,1027380.1796143389,1026947.0830432376
2018-07-23,1135140.1237755786,1059684.5623045014,1046992.6025709079,1023221.3348661299,1132322.0963161737,1029520.4126525668,1025636.3671500848,1025857.6296883558
2018-07-24,1129357.1852267524,1052816.379943689,1041005.4882058685,1018729.5713743086,1120743.0750438522,1022392.5523984216,1018952.1090137837,1018747.8757669793
2018-07-25,1143169.5070261003,1069589.1956627606,1056747.301937126,1032227.0013653166,1143482.7099174901,1035578.008484405,1033828.6748291479,1031897.942700055
2018-07-26,1140084.8095459645,1067852.823842359,1053363.673697469,1029440.9703512917,1142066.99926155,1029694.0176224897,1028242.3169734624,1026038.2449054889
2018-07-27,1126467.5004472486,1053789.6613669356,1038989.7902982224,1017354.1403510058,1110741.5755817066,1009172.0838655701,1014332.4920836273,1005556.7025632197
2018-07-30,1119485.2126999977,1048891.1203616175,1032787.7162291794,1011237.178635728,1098713.9805369468,1003803.8730065248,1008142.1400166404,1000205.7578556257
2018-07-31,1133087.202551966,1058878.595138925,1046752.4227578216,1023792.0010493238,1109336.7454419367,1013631.7840037849,1021361.4077920375,1010004.9161073838
2018-08-01,1131090.707031335,1056442.1191832887,1043096.6148926584,1019903.6261982656,1113778.1552987725,1011451.0855329674,1016970.8576464978,1007839.5505049226
2018-08-02,1145626.580013412,1064008.9196487644,1051894.6085398283,1029151.7397502933,1116749.0060954317,1012445.4120573419,1019833.3091339885,1008811.8968280259
2018-08-03,1141978.3170067884,1063132.3618491823,1050879.8855649307,1026967.3582236944,1110742.7342414137,1008882.6301244652,1018720.1536827147,1005248.9966056922
2018-08-06,1148128.8971146266,1069105.104941911,1057923.6489018246,1033856.1301255743,1116873.7835038868,1015461.1599495233,1026572.7963485897,1011806.9628223728
2018-08-07,1150465.7837159128,1068257.3811866085,1055391.9749962238,1030651.5615947653,1117318.230798992,1015020.4863275589,1024801.1214434925,1011372.295503802
2018-08-08,1151147.1677862648,1073294.6418202736,1057984.236434886,1031695.5541038447,1121418.5014213151,1017513.402623627,1026788.964372501,1013857.1330335427
2018-08-09,1153432.1697648964,1077822.6472060864,1060053.4714417814,1033522.6773723443,1122014.6349157018,1016038.5205463194,1027762.8105423328,1012384.8226906944
2018-08-10,1147933.2298802906,1072362.4073978933,1053301.573981999,1028093.3284551858,1118258.441510599,1013062.2428964198,1022526.4554259895,1009413.9221219167
2018-08-13,1137700.72102729,1062526.1343570584,1043971.2725659641,1019827.9446257392,1106195.8486093755,1006364.4394801387,1014662.3277668135,1002732.4047192066
2018-08-14,1146901.6592221148,1073754.6149042079,1055176.7009348546,1031231.9892501889,1120994.8658012876,1015442.5066632533,1025310.2721375122,1011777.0334967645
2018-08-15,1123830.510653592,1055097.481293949,1038511.6881432756,1016703.2035888111,1102254.4043311344,1002065.0386189163,1010080.7369179039,998444.8414665246
2018-08-16,1130799.1577872178,1061080.7366577932,1045110.1482869814,1023965.327285315,1107542.5311341241,1009207.9628220021,1016208.0314936858,1005571.376406485
2018-08-17,1136440.1464015392,1066503.6045736182,1051275.2782667251,1028772.8138249313,1110953.7844671498,1013925.7417239111,1022274.1819377567,1010292.8014717391
2018-08-20,1138700.0614882298,1071954.8508322977,1058553.652205256,1035374.5597393541,1116549.3825288052,1017234.6674925264,1027873.3130918037,1013576.4487754131
2018-08-21,1148453.7915349514,1080815.2115020778,1062615.4025552645,1039505.5793354003,1128426.4471939849,1022210.4376270496,1031858.7824519153,1018539.123742516
2018-08-22,1149759.3971972023,1081564.3207155585,1062669.5498787616,1040027.7669173564,1132251.761741545,1022383.4432445103,1031300.2801599617,1018699.7627021002
2018-08-23,1153388.6863680556,1085178.951832113,1065158.0556253819,1042214.4991315336,1139732.15522524,1027082.7678861489,1036179.9431299863,1023383.7818450603
2018-08-24,1162302.5926898355,1091044.080175631,1075181.2420374556,1051686.7024885556,1142742.3387382168,1031138.1101502809,1046487.6202183982,1027416.4521716548
2018-08-27,1175275.6865999762,1098775.0409321613,1080893.434522335,1055030.7018623156,1150712.7812828096,1033720.0464203799,1049350.5467748563,1030000.6339226991
2018-08-28,1174047.5423670737,1100103.2678148483,1083104.4045736545,1057783.8734251114,1150308.691861229,1036039.5794349238,1051980.9201398073,1032310.7870901533
2018-08-29,1182025.3482667354,1108676.2722584791,1088700.6999029836,1062633.1740472775,1157004.2538179667,1042647.8881609609,1056430.2462153584,1038881.0728644092
2018-08-30,1179771.7702551582,1103510.5665719607,1081838.84685594,1055704.2318444082,1149955.231386648,1036428.4576076195,1049847.9073561186,1032688.5314444627
2018-08-31,1185583.3718271828,1111462.3092710474,1088204.2631501595,1061662.7921202402,1159113.4827582436,1041824.5926936732,1055238.2534259758,1038078.8780166036
2018-09-04,1181449.8393019524,1108709.1071236208,1080536.273623645,1054875.931079123,1161826.4547796783,1039295.6250737025,1048309.0519125988,1035549.653768748
2018-09-05,1165934.4499217626,1097163.4912375254,1066494.1618471022,1042632.0872410197,1140018.8537708763,1026202.1395377663,1034129.623015756,1022524.7267354643
2018-09-06,1164357.228942158,1098156.8912721586,1064324.0261156585,1041296.8896864225,1134192.910651949,1022785.7923541443,1032046.2201986947,1019094.6068521725
2018-09-07,1153696.454067302,1091855.9803571815,1058484.211976141,1036166.5349854785,1128797.1388834894,1016162.9427435435,1026118.8075974496,1012481.9151817204
2018-09-10,1169945.4341763235,1103715.481110094,1069059.2054096493,1043761.0230762418,1135060.431025035,1020666.5844447308,1032471.3617828768,1016956.3598160238
2018-09-11,1178164.9411041597,1108061.4295024993,1072065.8704769423,1046223.5161383594,1140030.3408025,1023080.7539398291,1034390.2182409335,1019358.0302290752
2018-09-12,1181006.0153953633,1110497.9679324036,1075196.8014603553,1048276.8564665671,1138096.0573027742,1024644.88254505,1037987.7824312296,1020909.1639767197
2018-09-13,1179970.9598981775,1113299.4154280692,1077511.4245833128,1052267.4899950665,1146071.5958218274,1031802.0246022708,1044321.7434836734,1028045.4695135334
2018-09-14,1183387.3069268875,1114725.6452122978,1078427.3881803248,1053367.3227394053,1152838.5805147956,1035059.3524882016,1045446.92979406,1031269.1554497133
2018-09-17,1166638.6288065058,1103111.3626925591,1067546.5791941239,1044157.1741928866,1138565.793784162,1025316.8510924799,1033210.6374013961,1021570.140148368
2018-09-18,1173773.9546676315,1109678.9761894913,1073356.6052939587,1050108.4309920957,1148082.1286871068,1030665.0364295165,1038815.5258702906,1026900.9957806239
2018-09-19,1156219.0810430637,1095104.9487981899,1061997.4160637779,1037450.9966072793,1130258.2508548684,1015020.0707136636,1025500.2605167541,1011315.0644745919
