date,10_slots_baseline,15_slots_baseline,20_slots_baseline,25_slots_baseline,10_slots_+_dead-money_eviction,20_slots_+_dead-money_eviction,20_slots_+_hot-swap_laggards,20_slots_+_eviction_+_hot-swap
2020-06-04,927351.3734474224,1198802.8237864622,1253938.799519891,1177143.533321963,1091122.4432116358,1075973.4672607072,1237786.4872016674,1051614.502432215
2020-06-05,916972.7418450535,1181984.9832273133,1238407.4945224526,1161324.678585344,1080727.368567606,1056851.8968823105,1223743.9854029668,1030078.1175141203
2020-06-08,923421.1325955348,1196901.7359148762,1254706.5523587223,1176128.9463090282,1096080.7767461431,1067840.656339228,1242896.4494051384,1039994.5495548217
2020-06-09,938421.5571200114,1206059.0823443083,1264649.665064388,1185795.5507642967,1090524.659580669,1069632.4094844523,1242861.687309157,1048633.1210351612
2020-06-10,944089.7550046376,1219265.253611938,1277422.3893479346,1198424.9347282122,1092153.7688233939,1079892.2104643572,1252429.8955470517,1062511.6649546796
2020-06-11,930938.4595785905,1191967.155934486,1246170.866263201,1171971.7467581308,1077704.0049460516,1060362.4662534941,1222063.349335953,1043347.4430075695
2020-06-12,937818.8953947902,1196057.5139007685,1252099.0426494367,1176969.114088771,1086272.4606776445,1076832.8923941478,1231305.1655364626,1055738.604156745
2020-06-15,945043.7276401705,1203561.5243677082,1266412.58209188,1188207.6629814047,1090734.8376889743,1088657.339272265,1241713.5573389428,1065457.924011167
2020-06-16,949739.6400615219,1210094.5277969271,1272917.5231836997,1193362.4680276178,1095464.2375986453,1094554.3831598784,1253268.1142986151,1069281.2297345805
2020-06-17,964355.1146566338,1222310.340255133,1282292.1969775553,1200677.3251291588,1116397.1211536957,1106984.0604255786,1262912.659946516,1079192.0476495414
2020-06-18,987075.5636043304,1236570.4424496414,1291951.6132262137,1207139.6871837275,1138564.0257931037,1118682.6062107976,1269490.4634980804,1094161.4200667976
2020-06-19,979489.1362191206,1231808.5260928883,1290937.416472568,1208458.5869819138,1133141.3021532185,1119511.0926534208,1265795.2811617656,1097430.4402153841
2020-06-22,989027.9256509643,1242651.4077764093,1301709.3545422894,1218031.9818863596,1140549.6665824146,1133570.3478114218,1275723.530965732,1112989.3118154462
2020-06-23,996528.2191009482,1243737.3458475599,1305310.2965948214,1222396.4770454094,1146081.9580694782,1140860.8010837478,1277838.162523273,1122558.7763991512
2020-06-24,974553.6640186482,1215203.6639721678,1276754.3361150948,1199489.6379494874,1119364.8016586564,1119014.3519315808,1254067.1654991522,1096288.6229901381
2020-06-25,990898.0615391512,1234604.619648591,1302245.5825074948,1220071.6290498045,1110661.61445005,1125652.4936985814,1273989.786251277,1102334.231926195
2020-06-26,1012367.2079294436,1211792.2419225003,1268778.4480131739,1193218.6323225305,1122209.7078783629,1129932.4079878367,1235109.5527074845,1111520.0493420737
2020-06-29,988459.8998790958,1211374.3361990047,1267713.1755035003,1192486.0511433939,1128167.087475094,1114442.245784955,1235652.1700538283,1093163.021197124
2020-06-30,1006518.0610192269,1243162.7402802785,1298802.2032130999,1217703.7421073467,1160386.2694115662,1135371.9684993075,1267432.628312714,1110433.6261992652
2020-07-01,1010473.2705660311,1230500.051644055,1285622.2993195546,1206143.3027734694,1163496.1914422596,1136646.8810427072,1255735.933559831,1113598.8070751769
2020-07-02,1020168.2209505008,1241689.4239342732,1294098.8381924198,1213028.9789593662,1171590.3839711854,1143245.6032671751,1261379.1694499478,1121210.6346427337
2020-07-06,1008496.0005659118,1240040.955523111,1291594.9276533965,1212067.08285879,1170953.5854643625,1137171.6454369891,1256347.006683888,1118003.1020138857
2020-07-07,1025341.153757638,1256672.4444682335,1304396.4440713564,1222810.1753761857,1193575.244210678,1150794.9661814226,1267367.5441047442,1135269.0103821259
2020-07-08,1014477.3754450451,1259287.4029538392,1313353.783730352,1231938.7907304894,1172900.0651390664,1146609.1260033038,1274999.3811136256,1132328.6499081263
2020-07-09,1045388.8106237685,1270324.0008556931,1319564.7606572602,1235514.4501283648,1198194.793946751,1164209.6573631316,1278807.2333620074,1150391.6779413554
2020-07-10,1043384.3647951628,1270824.3691845331,1318450.0043276672,1234047.6314529004,1202447.5018114252,1160425.8021379234,1280175.2483860403,1143411.1150902633
2020-07-13,1035138.3241347121,1245096.025207752,1293687.7664158926,1214781.4734607714,1176351.0827472806,1146264.6252743667,1250826.8580572754,1132914.7079139138
2020-07-14,1077349.3938005823,1293301.393158852,1336242.879073797,1248502.880152931,1225638.774586905,1169481.1953476877,1292982.4414524063,1157289.665107803
2020-07-15,1089876.3206408755,1312744.7420473245,1354036.9029128463,1262468.7836027262,1244142.0314237515,1183489.782948196,1310417.5369957257,1172500.770177754
2020-07-16,1102339.3952595305,1298616.6945747812,1334349.704431753,1244386.927841599,1251064.7988267685,1181804.0157478666,1291107.2614046878,1169866.369772896
2020-07-17,1063524.5880675605,1278510.8657666233,1324959.8105128508,1240091.1959394333,1206352.0764876,1172342.4979835963,1283598.0702001785,1161354.005910199
2020-07-20,1080626.204734227,1293218.4936706743,1343023.6031922884,1255394.4170740678,1216189.737994002,1189976.6182715078,1298798.8226605994,1179792.5845835272
2020-07-21,1079274.0062814285,1292213.9970028612,1343822.9387087324,1258417.1766244317,1219026.6775510637,1189394.4362276797,1298039.6447901311,1176535.9231402494
2020-07-22,1117340.23120485,1324679.8072400503,1370131.39943121,1281240.6527500413,1265727.3816594556,1211460.9157137645,1321944.3622097084,1197540.6770498252
2020-07-23,1101965.6014604403,1315095.8466491872,1359259.7623068136,1274337.061388641,1263433.3391039926,1201473.3371180834,1310713.3125317039,1186353.222269906
2020-07-24,1120536.165461278,1328353.7985748409,1367767.9985120527,1282198.435068558,1287705.9655633322,1211950.1339512651,1318587.7475843541,1198338.9457200887
2020-07-27,1170672.0081875916,1376830.7396229333,1413837.9891659082,1322075.5903907798,1340993.2521815835,1256049.0947914463,1364386.3265069588,1241939.160833937
2020-07-28,1139352.1492124933,1349572.3645391315,1386680.86623728,1302794.593862782,1316727.7141287252,1239372.0944223134,1341426.2261696074,1225310.7675431203
2020-07-29,1128441.2386179573,1346971.971421312,1388746.6653935283,1306286.6406904622,1316403.527557519,1238512.7335607805,1343486.9470225726,1221998.8098200609
2020-07-30,1116637.751242021,1330246.585962283,1375323.621142612,1294475.390151694,1295493.1449041595,1236694.8375262269,1329345.1940526124,1220490.735327047
2020-07-31,1149187.5010233219,1340354.3965779159,1381239.2645786533,1300174.4148901405,1325289.564849785,1250145.6451342753,1330631.9913822734,1235646.1399588115
2020-08-03,1126182.7559390827,1365230.5585466824,1408615.2378647837,1322101.9674705267,1340663.8954805327,1247729.2065601498,1356906.5490759176,1236087.689804176
2020-08-04,1083790.6437301836,1327745.8536506994,1375853.3642383944,1301853.3891791096,1302517.8247758357,1240903.5763375498,1330071.8026861239,1227443.1023352938
2020-08-05,1091123.8603588312,1339429.863809385,1382184.6103005097,1308768.5359514672,1315057.8667612337,1253420.026648657,1342623.3025159612,1239389.733017702
2020-08-06,1089696.094375253,1322842.524281698,1369530.0737232105,1301879.801633766,1308593.512645011,1257698.2358535004,1329129.9845050797,1243442.0003350237
2020-08-07,1080298.8225571662,1319030.2955296051,1363894.7286416357,1293615.4899105392,1306262.125544788,1247593.42387094,1321756.698038821,1230231.205438232
2020-08-10,1078627.376337409,1327049.1449659697,1371655.9557104758,1299028.7119698972,1304783.0041789182,1247806.482048932,1330138.0537801222,1229133.2995936307
2020-08-11,1018217.4623550635,1263161.8962325205,1307718.6659705958,1237226.641940044,1231822.5361297503,1184374.6064502597,1265929.566134807,1169149.622241649
2020-08-12,1067131.8236741647,1309290.1862752396,1346010.2030507103,1265322.6650093799,1288283.1922301778,1216466.412632004,1302701.1335215243,1201157.4987766342
2020-08-13,940070.5219625958,1202036.357048088,1262668.6305783552,1207879.9678546716,1144271.2647303555,1157533.4533487144,1221927.5674199292,1143135.0829064958
2020-08-14,900140.9929393451,1178009.5044449249,1246433.9798164286,1195616.3729930755,1103819.0191245729,1136210.2338262876,1207748.8897479835,1120540.3915146643
2020-08-17,956115.9227595577,1239981.3470073154,1312306.68586477,1256776.9623090948,1170482.736416866,1200086.69479881,1274741.9711156138,1183700.9581440676
2020-08-18,935514.9931878649,1241095.232082035,1313752.8868380762,1258543.4742735233,1153764.6781250848,1197243.5069533922,1275576.8963709006,1179338.0668186739
2020-08-19,924168.3033362252,1239224.8682627582,1306597.1178370318,1231893.5945488855,1143306.6727647232,1170609.0844283926,1265990.3830599396,1154414.6311920118
2020-08-20,931157.567630646,1257628.4087998061,1326796.6274721222,1250273.8599807937,1152488.1781841049,1187058.2966080648,1288115.6246755277,1168986.4655327834
2020-08-21,923105.4462672535,1260497.8811555535,1325776.4126244178,1247427.2008160122,1151069.8801894072,1195308.9591074102,1285828.8319508329,1177531.8795555967
2020-08-24,928819.053431581,1229691.8117422068,1285577.638264756,1212339.0437496875,1148372.8043495256,1176702.183853706,1248976.9065493601,1158576.6668865045
2020-08-25,931298.4037513871,1239773.823134734,1303898.1252979713,1227072.0725325486,1152688.277442791,1193000.440289529,1266130.0004086157,1174162.8053494561
2020-08-26,946200.7712351662,1242155.9555322912,1299851.4981791107,1229123.2089089605,1165775.641769991,1193422.224069169,1262505.532154237,1171932.9291028117
2020-08-27,931738.5955913615,1233729.8768631672,1290897.3912286935,1219326.86257418,1159457.9546854426,1178199.8611194082,1252786.9000318346,1160674.1160183907
2020-08-28,951806.7782062287,1251092.9975723198,1307764.6459467644,1236088.790228561,1181592.049994729,1196370.070968922,1270588.9701684068,1183018.0223504247
2020-08-31,947367.6027847063,1251117.3369804458,1311964.662788577,1238832.109708595,1176106.2300933183,1195865.989779081,1274250.4640055879,1188755.65864865
2020-09-01,936179.2368554733,1237465.8225127407,1341304.7160313323,1259472.820836971,1155071.3459848883,1212894.2079228594,1299923.7525835356,1206444.7799140897
2020-09-02,941004.3199933736,1249250.3110038117,1341286.7613419576,1260090.5292565825,1167312.7932895368,1213244.861174719,1298118.5433660916,1203816.5163108353
2020-09-03,913412.4903540263,1219398.6155254564,1305562.4898337736,1231425.412266448,1138157.3755150293,1171664.7989438435,1264706.8221003811,1159810.7134119077
2020-09-04,901888.5555299966,1212890.5811226808,1296528.8904709502,1222672.2619410472,1128273.2721834548,1161411.2104782541,1256884.6891789972,1148466.7777599336
2020-09-08,909789.2162228395,1211186.9690834458,1290760.5571613342,1217556.1486306668,1139113.4239460803,1146456.0238113538,1248343.5245755953,1134727.7439769802
2020-09-09,908556.9549210565,1213046.8200988716,1310948.4531082904,1240318.8220206648,1135853.6529279018,1167143.6992781498,1265499.935996323,1155738.3572010035
2020-09-10,905410.5037764111,1202758.0124288613,1299212.4502179075,1227960.3834566067,1131862.9974512109,1159016.6738036566,1254103.6804041532,1147318.5593188962
2020-09-11,907197.6852546672,1209559.0859936702,1299834.2136664237,1227555.6636165818,1141456.6680627817,1170031.3062903136,1257276.9375758537,1157412.0735686098
2020-09-14,933978.1907829569,1241730.6987529632,1340841.4576561903,1262429.1088993507,1164375.5430148246,1190853.6606480905,1295466.31885819,1187194.8614735191
2020-09-15,934677.496921325,1218105.1070935908,1320015.3622691783,1247586.2389691991,1161037.3572993882,1189133.5483315706,1274228.3722471471,1185916.9836287466
2020-09-16,940802.0753133547,1234258.9092327736,1332410.167781028,1255309.16635001,1174206.4429467106,1198859.4122472145,1286516.702855761,1197639.8036374373
2020-09-17,956750.1266612604,1258163.6077053368,1349928.3083245903,1265271.3485524852,1194118.2499964987,1210119.3915866232,1302771.3422247833,1209841.4650896867
2020-09-18,953230.627352912,1265828.046949239,1364896.892287993,1275090.0254868425,1186278.4896569317,1216956.8082900129,1315150.612478713,1217530.066312796
2020-09-21,968873.2804034939,1262814.7934954332,1361223.0069646938,1267406.774665294,1203036.3054416825,1216173.456384012,1310711.840817494,1213427.4920080702
2020-09-22,967470.0140505543,1282426.9850117422,1383335.9636646858,1286260.0746665401,1215440.4712722234,1239162.501941589,1330532.4830200765,1233046.8699422788
2020-09-23,946548.8818554105,1244056.4117477327,1351413.8738750452,1250631.9046973318,1187252.617045654,1197988.728038616,1296042.840523542,1195242.5802335707
2020-09-24,951842.566834026,1238038.1813689703,1341552.267388227,1248234.36876406,1183288.4054444986,1188861.815693653,1288716.6713495397,1182440.6737715397
2020-09-25,979268.4700459355,1267315.08493616,1378755.3916971735,1276296.4114921556,1216275.0158077697,1216514.7846639089,1317384.4028178866,1208411.9746172528
2020-09-28,1024343.508905768,1314115.39384972,1417526.469136998,1308102.0061837246,1275400.8629135757,1245667.1112859247,1353884.9492847149,1236402.2246901426
2020-09-29,1006882.0627819134,1294617.2278851108,1400128.5018234337,1299509.4006045354,1254579.9409526829,1237551.1575770832,1336350.5261945087,1225608.8864333627
2020-09-30,993216.0721688617,1281254.6358004913,1390905.517017002,1292365.2970247862,1237426.252837738,1226937.6687303013,1328620.0416962355,1218898.4150311402
2020-10-01,984894.6583387554,1289270.446283385,1404255.4211501174,1306102.9345461836,1231499.5780447572,1235701.194056725,1340205.4359180888,1223973.2354770757
2020-10-02,987011.0808566035,1286194.6815484383,1393245.3211733494,1295976.0711039603,1234706.2988875571,1220171.86311656,1333070.9166229544,1204771.3493882432
2020-10-05,1009233.5809714742,1316620.7596762048,1420427.1637904884,1321785.6153500758,1269251.067200306,1256908.1054828682,1356304.8608238876,1236092.1063326828
2020-10-06,1013677.1390513941,1305473.9103249384,1408468.8705592237,1303891.8487961828,1266862.0637621142,1239812.3313544455,1337341.1451190726,1210990.8805779277
2020-10-07,1011506.5536311046,1322428.1230358747,1426795.2230752495,1318734.5925254822,1267695.7513018262,1254190.43670134,1353965.2175363707,1224122.817215305
2020-10-08,1009130.986139761,1322929.5467222985,1427535.9454071848,1321521.8968024922,1266629.7252330342,1258370.089971486,1355798.0166505475,1233836.3356349166
2020-10-09,1033266.0876405692,1339402.664504211,1451051.5941402398,1347996.8026912373,1290591.2336143453,1290613.6108651827,1380074.894780044,1263109.6628878834
2020-10-12,1041549.3369818084,1344861.342168762,1453354.9374189954,1351974.514484602,1300895.8917694911,1299189.304768522,1379557.059314616,1270285.2452961067
2020-10-13,1008653.6799320683,1311326.0805163693,1429396.8038719217,1330701.9068104103,1263434.0733330757,1283692.159339232,1354881.7703086312,1257186.0509707234
2020-10-14,1014172.2853446334,1312846.8303238014,1426177.7793472388,1330950.8976507725,1273988.5015197052,1287999.9805251504,1355724.6939470689,1266405.8550067164
2020-10-15,992263.9174132695,1296209.530932223,1413031.6049926064,1318053.9703015422,1259265.1730307941,1276226.862546966,1346460.78693935,1260654.4038894768
2020-10-16,995235.7464665662,1292891.3654604643,1414652.7377643585,1318057.5447159517,1259221.2736423188,1277218.9944491987,1347395.6862524236,1265635.7071123673
2020-10-19,967299.4956331603,1267254.2050956918,1391709.1393006127,1298122.9243236727,1232350.487309441,1256231.2049413717,1321496.3405689048,1237843.0631422424
2020-10-20,994020.2709309922,1287114.0841598182,1398985.9817114922,1309877.3672522402,1262392.6078359855,1269306.1159520834,1330773.4377518904,1253322.94630283
2020-10-21,983370.2326660226,1306520.5107302952,1402891.8691878945,1313301.1276006128,1301073.071982178,1276710.7952003672,1340010.7553105478,1260577.177651905
2020-10-22,973943.569989209,1306792.3829285814,1407096.1656446494,1312999.9542284443,1307634.171226273,1276970.4431964753,1339332.8745176925,1258263.4114761988
2020-10-23,999207.7670482594,1344912.7878069475,1432264.9582897187,1332008.441671186,1361023.9085864723,1297471.1914358775,1361955.0841126388,1281901.4139521692
2020-10-26,967015.4827732996,1307204.5853374293,1400239.2861145788,1304453.5843665132,1298827.169190026,1260356.5876830926,1326535.8653067455,1248504.5493212962
2020-10-27,967293.7150091567,1312208.5837887314,1411553.0765808192,1316952.8804901734,1290104.8043750022,1270082.5247018377,1336879.264296091,1257576.4506519227
2020-10-28,927361.6426726431,1275589.8640070918,1368313.1894441228,1273722.4425050234,1265809.7680712834,1232637.2625726885,1297482.0848927035,1227736.7481732646
2020-10-29,954005.58542774,1295834.5408485366,1374286.8167081992,1279227.116905298,1293578.3247864232,1244287.6870845095,1305985.2299231922,1242305.0772167179
2020-10-30,948932.7931855504,1274789.3486867135,1348576.680437494,1259991.5791196672,1259185.1695137024,1215599.4682098217,1284587.0768223451,1219407.4132872191
2020-11-02,954234.698601462,1284273.988223918,1354842.28247426,1268946.8261350063,1279045.0992069982,1234035.5257712894,1289298.7470796132,1234093.58402225
2020-11-03,971120.7247281753,1305251.1082455805,1374421.9334319318,1289016.5515840487,1307867.8419798834,1260239.6942994294,1304599.1828448095,1253981.313008627
2020-11-04,993277.3227619854,1328898.3000055621,1403013.37140508,1307073.9906805689,1331602.1142204362,1282010.0749761723,1329809.1430437816,1284641.6911708033
2020-11-05,993590.0493338478,1337441.3121105093,1425208.4020865506,1341950.9489957239,1339188.2562551312,1319887.5517778094,1342934.092173976,1305525.8250361523
2020-11-06,996940.2996759724,1360859.8469723542,1447986.4426079462,1359268.5897369175,1364404.9998468298,1328506.8687478318,1363506.9685837242,1315388.6855287773
2020-11-09,923249.4478295393,1261546.4880507092,1332167.2538609763,1246995.6728713878,1271593.5464626115,1220463.4397711274,1260563.8619559228,1212005.3496342662
2020-11-10,940372.3482526722,1281017.632467084,1328955.9796750369,1237846.5524894607,1273714.5983149894,1213706.6975218607,1259672.329433593,1203152.6997196025
2020-11-11,957380.9003515957,1299682.8352365596,1356374.3744458444,1260132.598524039,1295139.8194424547,1235822.7267572503,1283097.957412708,1227268.6988754433
2020-11-12,944345.3892175566,1290843.3346819924,1353228.3475731856,1261049.3772268605,1307929.886327498,1249636.6945512432,1282908.7450135702,1229748.4434882207
2020-11-13,941544.8446737295,1279336.9620380346,1336428.5030978364,1245932.3762935603,1286485.249287725,1227608.1238942596,1268923.7345766483,1220288.757395592
2020-11-16,923544.1259004631,1254502.636582445,1313777.832150489,1227593.1311710344,1262548.793561432,1216681.4820743273,1246849.4004787474,1201819.5255634065
2020-11-17,915705.1686523159,1236624.2493730495,1292504.2705396977,1210892.8190560855,1258857.4939247663,1214223.4483232503,1232787.7216176847,1196574.361640783
2020-11-18,912003.9335506692,1234476.6738471424,1292884.146972066,1205863.633797195,1279505.6776565057,1222360.4634760607,1235502.8230409923,1202022.6018737175
2020-11-19,919984.401283418,1251081.793804945,1305793.431968336,1214065.1725986085,1303058.9453399787,1236740.483815474,1246979.3224048258,1212979.7077823712
2020-11-20,924751.2177089804,1267633.6754876208,1326236.4689833682,1232332.6414032837,1342431.1186237938,1262138.928251525,1265808.12940903,1231288.7509182882
2020-11-23,927153.727815502,1275017.1242218881,1321229.9562826122,1222334.8421216554,1375070.571527086,1268696.8864988019,1267784.4447509337,1233570.2973139894
2020-11-24,925865.3140889507,1264244.4082678831,1308470.6213317334,1206961.110918188,1374832.303625789,1256334.1664464544,1262131.5233947132,1231179.1011022772
2020-11-25,938228.0586870721,1275910.3267372302,1328345.035797397,1224775.2240318963,1381265.5668908802,1267655.376342553,1277195.1911767866,1245753.0976597602
2020-11-27,947860.7634937979,1288283.2492367555,1350348.7640863832,1247203.7894112559,1386738.5675379632,1289616.3103821008,1297437.1063812573,1270185.4241712058
2020-11-30,950865.7342755346,1292795.2508961735,1356788.8161195384,1248676.4309234482,1380140.8783693886,1286758.4082569992,1296614.1971797743,1270564.6168592374
2020-12-01,958249.2456478693,1311104.3971845163,1353574.5073769225,1247446.6396908932,1398917.8000544854,1278205.3611660853,1290864.4905604543,1268701.4199169006
2020-12-02,950154.7056988755,1295050.9735295575,1338845.3701266807,1234874.2292971478,1380282.772521893,1259949.1401433102,1279860.2189909008,1268617.7351781453
2020-12-03,958312.0811082649,1302516.6244383154,1343228.4562011044,1238475.420812406,1418588.1793328424,1281292.4683203837,1285351.5243839324,1282049.3384960522
2020-12-04,966643.2141716952,1308460.2931455097,1349106.7568193008,1240090.7273271428,1422500.6929743458,1286064.198314699,1292696.0205708486,1290527.5203125228
2020-12-07,984118.7470818656,1334402.2844640743,1371802.1662396705,1260924.5951052867,1435867.830162869,1292953.872563519,1318134.0772673304,1317365.276031082
2020-12-08,982266.8980722877,1340645.106637463,1380795.5702763787,1269716.0151529936,1436609.108331309,1294624.3495565187,1330814.6641088747,1318979.400840148
2020-12-09,963091.7702260184,1315465.1535011523,1350729.1147904005,1240246.1202241236,1406753.7742354348,1263166.9370228075,1299286.3789909082,1287954.9283411042
2020-12-10,978923.4218523501,1351492.1227937187,1389011.852741908,1268981.0505649925,1435516.0529040673,1284592.8748516864,1335709.891783198,1318026.9866984312
2020-12-11,1017862.8792275966,1391743.9120139196,1416922.659783407,1289097.1680456754,1497257.7192629243,1320182.9499592513,1364127.3645579354,1348782.5735511312
2020-12-14,1049614.9161064678,1405476.7051940444,1429214.7545105754,1299749.181702806,1524850.0301633966,1337248.9770633467,1371259.4634452197,1363031.7609460475
2020-12-15,1064613.0260449965,1437486.079762279,1458656.2206022288,1329053.613895302,1530928.9305318918,1347418.817190814,1399553.5198779788,1366971.2710198262
2020-12-16,1060063.189749685,1445339.8762720579,1467498.327845919,1338304.8195750653,1534892.528766956,1349269.366188031,1408919.013540989,1357483.5499651567
2020-12-17,1073158.190579765,1486828.1119015499,1505845.231473748,1376949.3469951928,1544631.241745158,1372723.088911508,1446082.104796481,1383039.7816688442
2020-12-18,1070419.4428145727,1486624.181188305,1513262.189056314,1381294.9695614236,1541151.6912929711,1377946.753180348,1446156.85816945,1391423.3277879786
2020-12-21,1068953.4908599204,1497205.4106621647,1524834.4566758776,1393477.1615320428,1569378.2071772595,1409856.7759573364,1457658.0866542512,1412564.8298903725
2020-12-22,1068910.5041972252,1491735.471660098,1523236.5778772205,1391601.5206489498,1597597.8302771999,1427309.5297258138,1436476.5176908958,1409178.25970457
2020-12-23,1131246.5475194096,1539037.1051342988,1551716.1481164237,1415174.3904425704,1653399.9518076077,1436896.8350252165,1468405.756267562,1424093.7944825804
2020-12-24,1172546.2361201178,1563541.699328005,1569320.253394823,1431219.609837753,1699473.639184063,1454590.7877437107,1488142.880107838,1442988.1069656098
2020-12-28,1214832.673154153,1577918.0517991092,1575571.033716816,1431475.8919439935,1726553.1536414037,1448829.898311471,1487743.2558997367,1439421.1810491744
2020-12-29,1213286.3439614873,1577734.0420576318,1574882.7870885483,1427048.9602780398,1724125.6012073762,1439925.476536914,1490593.926006334,1436963.5158517025
2020-12-30,1162229.4432423816,1543312.043352103,1552228.604919195,1412358.2030758662,1669231.8763241346,1430540.39685135,1467968.4491873025,1425628.7541641248
2020-12-31,1140147.5887429104,1520575.505386652,1528831.9227982452,1395221.3434394542,1631544.9855457223,1396321.5868328672,1443938.861987619,1393518.9335085305
2021-01-04,1137901.4563604032,1508731.906097346,1534093.1900753758,1406488.5620067082,1619550.1578505877,1396230.2579747422,1451919.6493451444,1391772.288146073
2021-01-05,1332679.8579744291,1678674.2659281807,1667026.632041297,1511058.6683553758,1864549.321576384,1519623.0962017186,1582505.9190358273,1505411.6970771956
2021-01-06,1267420.7758028437,1611550.3417652752,1607920.5907774242,1466259.7633876146,1800233.4603274395,1480093.9299556718,1530543.3036607925,1470333.5974096053
2021-01-07,1260418.1826862835,1624566.5763515497,1624920.7240879799,1482169.0415498463,1844642.9681527351,1519596.7745385396,1545057.57373893,1492919.1879579504
2021-01-08,1264772.0115399566,1630293.0987844653,1631916.9878209676,1487823.992011345,1862481.4670408212,1536661.5254560625,1552897.829874977,1511002.4351234087
2021-01-11,1231948.997606857,1613023.2364721003,1610224.4853979514,1467042.118965028,1841602.9450565476,1517999.9085594383,1536159.9003308257,1493659.1454663903
2021-01-12,1198943.1061180292,1596632.098265749,1595197.457065335,1462713.6574368097,1819790.0774555341,1523159.5760269407,1533261.4713528296,1489585.5158404824
2021-01-13,1174960.0472334507,1555740.8203036443,1567832.8056298662,1438606.8775155498,1750267.2591105837,1491537.817887105,1509424.6945773223,1469223.9608012817
2021-01-14,1171984.0363614217,1548019.0411845676,1568069.9806454189,1441545.291791011,1729639.264697099,1497053.842368639,1516959.9250971468,1476359.6977633708
2021-01-15,1109327.4458334723,1492671.5282608627,1519602.8936585695,1402962.4470720706,1655196.1780241306,1450748.341954856,1473924.69939677,1430162.0181965323
2021-01-19,1172902.5389861744,1560842.1592082973,1577051.2408860645,1449526.4664521893,1743269.6363347995,1508566.591084192,1527152.4877302458,1471974.0583553168
2021-01-20,1155434.9928002227,1558388.465801504,1576923.8171036635,1450567.5685303388,1729349.87626715,1500926.2861526306,1527992.656635796,1458617.4759726871
2021-01-21,1158828.9458147716,1557057.6449387935,1577455.462843021,1450662.1131120867,1748464.0435005084,1506488.5627761858,1528614.3555283323,1464202.568368569
2021-01-22,1157112.0169737726,1554262.594176696,1577046.7273565116,1452204.451339856,1730109.347588684,1503915.0367017593,1526429.6097670551,1456748.242490372
2021-01-25,1113490.9121071133,1514899.2000956468,1549788.3576756746,1428872.3102140473,1700074.8526506722,1489851.4885348051,1498079.7510484068,1440648.4134450941
2021-01-26,1128693.8975444543,1531188.4134566172,1556870.9967470795,1430093.0848322553,1814580.0739892442,1534070.5858826463,1498205.352219456,1466774.621742594
2021-01-27,1115487.6411173628,1509282.1495749934,1539819.657794778,1404683.5227349817,1747351.7062663161,1484843.8650150201,1472075.5482447091,1412632.6781617692
2021-01-28,1152637.2605682595,1563293.0667679112,1582971.6987020175,1441580.968234063,1798659.223872885,1513717.7717823696,1516960.4292699976,1450693.418231278
2021-01-29,1151216.5506312058,1527134.891219133,1554484.1157839373,1418267.5924214562,1792322.281058822,1500837.7769762878,1490669.1847867046,1438432.0560982001
2021-02-01,1164443.8704291095,1556359.4460862305,1583383.2447378128,1449744.793809021,1850408.4447891035,1540822.4660029402,1518017.211469139,1465816.7930049556
2021-02-02,1136886.5394710992,1549464.3186645287,1584216.1354934687,1449716.8998182616,1855154.0902858565,1557622.8841843468,1516588.434076864,1479859.3611054397
2021-02-03,1137384.3641451309,1550284.2413678868,1585350.7473180469,1453955.2036272613,1864175.2625154227,1557997.5350148154,1517598.7981714653,1474402.0014496972
2021-02-04,1087363.4400695572,1543574.6789056389,1582228.4675167042,1455176.3279841028,1868519.736896701,1580047.2276632336,1516211.9904879094,1480320.041395075
2021-02-05,1141714.273089682,1610962.6717841504,1645542.0803060248,1507257.766206952,1981240.4726379372,1646816.2761153434,1579250.5003223992,1544175.753769461
2021-02-08,1174981.237969705,1706122.9219444164,1726022.9303259125,1577859.0346158121,2033346.7490826682,1713978.6716568645,1654656.894763855,1624397.3861924175
2021-02-09,1183436.0795265583,1689509.7357417666,1718227.458328403,1577790.6980667547,2052415.343288894,1725763.052723309,1643182.6327617092,1623895.8731545308
2021-02-10,1154837.825061927,1676200.878907334,1701648.1306073484,1559966.6499448624,2010561.7182573776,1716326.3532668422,1634789.4595232136,1611884.7327555907
2021-02-11,1172210.9756702646,1703045.8950864547,1727199.8592764542,1577152.4884671147,2033950.6657813783,1733053.3276556511,1661794.951339173,1628025.4524933388
2021-02-12,1206023.8668373532,1720631.7091209465,1742903.2559823368,1590749.6992616607,2057997.2907758285,1748654.6335403663,1677327.4833091586,1644348.6536715906
2021-02-16,1180288.0440274053,1693228.6662564704,1720592.711375893,1567736.0415740502,2033710.6608126767,1735922.1300794294,1666729.836335064,1641869.3312556143
2021-02-17,1164629.043495356,1674640.9613198473,1692914.8987719973,1540608.9203107164,1980494.8045552548,1697546.7511001625,1641616.9224663968,1617118.4768107936
2021-02-18,1166477.706582863,1658799.0958498518,1673629.164673402,1523688.191699818,1959466.3471170506,1668955.869256449,1625068.8124923254,1589229.4134748916
2021-02-19,1177375.7434135461,1698620.9145162809,1705225.0912570562,1549956.0715688355,2011004.0983026177,1709081.9510053697,1650269.9711748522,1618519.2157157515
