Date,Ticker,Monthly RSI,RSI Rank,Relative Volume,Vol Rank,Hybrid Score,Hybrid Rank,Turnover (Cr),Model A (%),Model A (₹),Model B1 Linear (%),Model B1 Linear (₹),Model B2 Inverse (%),Model B2 Inverse (₹),Model C Vol (%),Model C Vol (₹),Model D Hybrid (%),Model D Hybrid (₹)
2023-12-22,EQUITASBNK,78.73187835677102,10,11.429739516394825,4,0.6640083451730416,4,407.3916955299133,10.0,100000.0,1.9047619047619047,19047.619047619046,4.333396385397142,43333.96385397142,10.400567099169548,104005.67099169549,9.872569077763565,98725.69077763565
2023-12-22,CHEMBOND,76.40114251239987,14,9.188020878001513,6,0.40973702750746,25,33.69191910018311,0.0,0.0,0.0,0.0,0.0,0.0,8.360700391566512,83607.00391566513,0.0,0.0
2023-12-22,CHENNPETRO,85.66940449168905,3,1.780945697281013,26,0.7488396649098485,1,218.0425327628174,10.0,100000.0,15.238095238095237,152380.95238095237,14.444654617990475,144446.54617990475,0.0,0.0,11.133853021177288,111338.53021177287
2023-12-22,ICEMAKE,80.6868879984631,8,9.770456119521123,5,0.6574014428411527,6,27.117564518737794,10.0,100000.0,5.714285714285714,57142.85714285714,5.416745481746427,54167.45481746428,8.890691193339082,88906.91193339082,9.774336728523116,97743.36728523116
2023-12-22,CORALFINAC,70.73584828093547,27,8.576361025822365,7,0.5298038558931346,15,23.869070917977904,0.0,0.0,0.0,0.0,0.0,0.0,7.804116461956194,78041.16461956194,0.0,0.0
2023-12-22,NLCINDIA,91.410088412768,1,4.364588283548304,16,0.61539426322402,9,323.72748838012694,10.0,100000.0,15.714285714285714,157142.85714285713,19.038570667033515,190385.70667033514,0.0,0.0,9.149768098404339,91497.68098404339
2023-12-22,SOUTHBANK,71.79753546286027,23,6.469327184606993,12,0.5154912858718694,17,363.63343222351455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-22,SURANASOL,71.47829634040338,24,6.9231810886242675,9,0.4484951242502841,21,9.39815955,0.0,0.0,0.0,0.0,0.0,0.0,6.2997944396418095,62997.94439641809,0.0,0.0
2023-12-22,PARAGMILK,74.23281771642634,17,6.701879691977451,11,0.4476550945053661,22,92.32466277804718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-22,DATAMATICS,78.71970065126601,11,16.270796101452834,3,0.662646973813503,5,411.2647383456299,0.0,0.0,0.0,0.0,0.0,0.0,14.805718570167702,148057.18570167702,9.852328017714793,98523.28017714793
2023-12-22,TAINWALCHM,71.84385003800234,22,16.271139468529352,2,0.3783371667674327,27,3.675134954498291,0.0,0.0,0.0,0.0,0.0,0.0,14.80603101931091,148060.3101931091,0.0,0.0
2023-12-22,IFCI,73.46016882005887,21,4.597781577053926,14,0.4167560531237622,24,408.68538015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-22,GAIL,78.38698691798353,12,4.310516814501664,17,0.5333304885961856,14,847.0634251112305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-22,PRAKASH,78.29466151176267,13,1.8422010710379855,25,0.4582005338809842,19,12.671094102516175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-22,ADANIPOWER,74.07701475002858,18,3.245623858211485,19,0.7396455255716757,3,3191.034177748825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.997153269756183,109971.53269756182
2023-12-22,JKTYRE,84.15057724309895,5,7.933602614561323,8,0.5576771906239271,12,480.8453408985596,10.0,100000.0,11.428571428571429,114285.71428571428,8.666792770794284,86667.92770794284,7.219234192742005,72192.34192742006,0.0,0.0
2023-12-22,ZENSARTECH,74.60748455607397,16,17.786910076419886,1,0.6441229058115889,8,1042.791654231665,0.0,0.0,0.0,0.0,0.0,0.0,15.154606501726537,151546.06501726535,9.576909580161228,95769.09580161229
2023-12-22,JAICORPLTD,79.13659516785707,9,2.011530530700252,23,0.3971313880812105,26,65.45636780413513,10.0,100000.0,3.8095238095238093,38095.23809523809,4.814884872663491,48148.848726634904,0.0,0.0,0.0,0.0
2023-12-22,J&KBANK,85.18835381657696,4,6.877844521464167,10,0.6573196560490535,7,328.477286740107,10.0,100000.0,13.33333333333333,133333.3333333333,10.833490963492855,108334.90963492855,6.258540130379705,62585.40130379706,9.773120711043038,97731.20711043039
2023-12-22,ITC,73.47293099316516,20,2.4793537464187847,20,0.5934835788544863,10,775.3246577013916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.823996974363837,88239.96974363836
2023-12-22,POWERINDIA,74.01428114917843,19,2.1207541826934424,22,0.4750837243191387,18,56.836721254003905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-22,BOSCHLTD,70.82767707775595,26,2.1411470680976796,21,0.4557812130994914,20,115.38911476054687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-22,KTKBANK,76.32658032144883,15,4.522484460373447,15,0.5281545845153368,16,139.7980556370697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-22,BEML,71.23174455893292,25,1.4474449798298545,27,0.43697374452124693,23,135.03355486120606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-22,MAZDOCK,82.21853856680627,7,3.8050464260864114,18,0.7429284682353767,2,763.1808569875,10.0,100000.0,7.619047619047619,76190.47619047618,6.190566264853061,61905.662648530604,0.0,0.0,11.045964521092607,110459.64521092607
2023-12-22,NTPC,86.84239587139353,2,1.9818504406943263,24,0.5510696364979041,13,830.8128620794129,10.0,100000.0,15.714285714285714,157142.85714285713,19.038570667033515,190385.70667033514,0.0,0.0,0.0,0.0
2023-12-22,VERTOZ,83.02568411908426,6,5.532813305407116,13,0.5838413190071148,11,71.30846291622925,10.0,100000.0,9.523809523809524,95238.09523809524,7.222327308995237,72223.27308995237,0.0,0.0,0.0,0.0
2024-01-19,ABSLNN50ET,73.39595827576468,20,0.894554123325235,22,0.33220047532741304,21,0.038475800161743165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,JYOTHYLAB,93.0678372029234,1,1.3230847752943125,21,0.6696070326829575,2,58.766343605896,10.0,100000.0,15.714285714285714,157142.85714285713,19.038570667033515,190385.70667033514,0.0,0.0,10.58608596640279,105860.85966402788
2024-01-19,BPCL,74.1251147623855,19,2.681279459893196,13,0.35338695314396096,20,893.3883452682495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,ASHOKA,77.34606294245742,12,10.001349407186902,2,0.676647738591351,1,412.9545448979034,0.0,0.0,0.0,0.0,0.0,0.0,13.51965919488604,135196.5919488604,10.697395308109932,106973.95308109932
2024-01-19,SIGIND,75.58192407928112,17,5.71267541021209,7,0.36752328056891986,19,1.2046337884658813,0.0,0.0,0.0,0.0,0.0,0.0,7.7223004109399325,77223.00410939932,0.0,0.0
2024-01-19,PNBHOUSING,75.93258511560742,15,25.61715392594788,1,0.5659929167740362,11,486.25790893205567,0.0,0.0,0.0,0.0,0.0,0.0,17.560284289666797,175602.84289666798,0.0,0.0
2024-01-19,BHEL,86.85796837663693,4,2.7334304058453274,12,0.61475285526697,9,2152.6837183853913,10.0,100000.0,13.33333333333333,133333.3333333333,10.833490963492855,108334.90963492855,0.0,0.0,9.718874289405816,97188.74289405817
2024-01-19,UNIONBANK,79.56438572603567,7,2.7544505829755472,11,0.6219881410231387,7,511.8161280702484,10.0,100000.0,7.619047619047619,76190.47619047618,6.190566264853061,61905.662648530604,0.0,0.0,9.833259821916428,98332.5982191643
2024-01-19,SHARDAMOTR,75.4528854665617,18,3.3044818875356703,10,0.6281530955987467,6,34.95002933591309,0.0,0.0,0.0,0.0,0.0,0.0,4.466944120865581,44669.441208655815,9.930724059791682,99307.24059791683
2024-01-19,SKIPPER,78.64418552475054,11,7.647925963990667,5,0.49861818066635366,16,81.74591627469177,0.0,0.0,0.0,0.0,0.0,0.0,10.338340195031428,103383.40195031429,0.0,0.0
2024-01-19,PRESTIGE,87.15541422817529,3,0.5544719817507807,23,0.48883183587817625,17,90.69941586650391,10.0,100000.0,15.238095238095237,152380.95238095237,14.444654617990475,144446.54617990475,0.0,0.0,0.0,0.0
2024-01-19,FORTIS,72.83701817267035,22,1.3263358942355983,20,0.3036151170967549,22,100.0185997866394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,AJMERA,76.70619237202345,14,3.9503150117654995,9,0.5605723752759949,12,46.83394789543152,0.0,0.0,0.0,0.0,0.0,0.0,5.3399706876688,53399.706876688004,0.0,0.0
2024-01-19,SOUTHBANK,79.40063003795126,8,4.654306795142849,8,0.6428756288181997,3,413.78004482883284,10.0,100000.0,5.714285714285714,57142.85714285714,5.416745481746427,54167.45481746428,6.291615170804489,62916.15170804489,10.163478488430044,101634.78488430045
2024-01-19,KIRLOSENG,89.28674503472058,2,1.5252573170916124,19,0.5065226682865527,15,28.08794697817383,10.0,100000.0,15.714285714285714,157142.85714285713,19.038570667033515,190385.70667033514,0.0,0.0,0.0,0.0
2024-01-19,MIDHANI,81.08290549702586,6,7.5837911276317564,6,0.533358583831374,13,303.38721175707093,10.0,100000.0,9.523809523809524,95238.09523809524,7.222327308995237,72223.27308995237,10.251643780898632,102516.43780898633,0.0,0.0
