Stop_Level,CAGR,MaxDD,ProfitFactor,WinRate,Trades,Trades_Stopped_Out,Pct_Stopped_Out,Cut_Winners_Count,AvgTrade,MedianTrade,Expectancy,W50,W100,AvgWin,AvgLoss
-5%,12.28992659543997,-35.41358918986282,1.5278622072684127,25.142045454545453,704,457,64.91477272727273,55,2.7240139934454772,-5.473815461346625,2.7240139934454763,33,7,31.35973225186677,-6.893675061090707
-7%,14.83905488427526,-35.33112260118415,1.6911578526787008,33.88581952117864,543,283,52.117863720073665,28,4.105546093123219,-7.463840399002485,4.10554609312322,27,10,29.645572304862235,-8.984606617071709
-8%,16.32647559390794,-34.99822942095703,1.7498512887521518,37.54863813229572,514,251,48.83268482490272,16,4.671530322263875,-8.458852867830403,4.671530322263874,27,9,29.032937662204368,-9.975670975581968
-10%,13.173545428855515,-32.82883016860927,1.6140381090276192,40.38461538461539,468,207,44.230769230769226,0,4.295154110507226,-10.448877805486259,4.295154110507228,24,8,27.956400848920534,-11.733432389708238
-12%,13.262406883956057,-32.146175788033744,1.6271701587215295,42.567567567567565,444,183,41.21621621621622,0,4.631902823152783,-9.35567093660604,4.631902823152784,27,9,28.23112533955282,-12.859285630179004
-15%,13.332387828061766,-37.834206897896244,1.6367069901252247,45.36585365853659,410,139,33.90243902439025,0,4.974365543916316,-3.470352806382306,4.974365543916315,24,9,28.186420610376874,-14.299930180912542
