security_id,symbol,company_name,sector,signal_date,entry_date,signal_close,entry_price,prev_daily_rsi,daily_rsi,daily_rsi_delta,weekly_rsi,monthly_rsi,daily_ema21,ret_20d,ret_60d,rs_20d,rs_60d,rel_vol_20d,weekly_rsi_z,monthly_rsi_z,ret_20d_z,ret_60d_z,rs_60d_z,rel_vol_20d_z,composite_momentum
196,ARVIND,Arvind Limited,Textiles,2018-03-08,2018-03-09,134.18212890625,135.5173714085914,38.18643298538586,42.99774136002069,4.811308374634827,73.71299718793068,99.99999995517742,137.0374642278294,0.03954443210291614,0.0,0.06389130985635127,,1.2034028061465707,1.6321342468312354,2.3236296690281986,1.780876367193424,-0.4497105179644691,-0.3498194473730489,0.08380477743438981,0.8368191825249549
200,ASAHIINDIA,Asahi India Glass Limited,Construction Materials,2018-03-08,2018-03-09,333.5910339355469,335.823694253996,36.97034111247325,45.969307336471886,8.998966223998636,73.74381902613946,99.99999998835983,335.444980577032,0.026893707669599642,0.0,0.05124058542303478,,0.6485878530367407,1.6381325380622622,2.3236296723358114,1.5572735542993246,-0.4497105179644691,-0.3498194473730489,-0.438092860341045,0.7135688231698057
994,IFBIND,IFB Industries Limited,Consumer Durables,2018-03-08,2018-03-09,1330.199951171875,1338.949951171875,39.846240829793636,44.21656321047668,4.370322380683042,74.65071436453445,99.99999999939868,1354.4940600426482,0.04810300246891441,0.0,0.07244988022234955,,2.4378158138210804,1.8146250080734767,2.3236296734361606,1.9321499498468717,-0.4497105179644691,-0.3498194473730489,1.244979740606416,1.0859757344375678
1161,KABRAEXTRU,Kabra Extrusion Technik Limited,Capital Goods,2018-03-08,2018-03-09,112.34811401367188,113.43755042645833,39.55718192945172,43.00601827657668,3.44883634712496,62.02298385561827,99.99999889864718,114.94858582255483,-0.03282531846465464,0.0,-0.008478440711219504,,0.7348082351402329,-0.6428794621765409,2.323629563713595,0.5017338263333433,-0.4497105179644691,-0.3498194473730489,-0.3569879559117655,0.1709943344368523
1277,LALPATHLAB,Dr. Lal Path Labs Ltd.,Healthcare,2018-03-08,2018-03-09,418.2908935546875,419.62855950499977,35.08993216338557,44.823972542901316,9.734040379515747,87.06672903184204,99.99999997303223,422.67363965961016,0.024781571726566476,0.0,0.04912844948000161,,0.20030742239998714,4.230927092288373,2.3236296708079607,1.5199413413840572,-0.4497105179644691,-0.3498194473730489,-0.8597766965442896,1.0691985737664305
1374,MANINDS,Man Industries (India) Limited,Infrastructure,2018-03-08,2018-03-09,104.95088958740234,105.82330690963494,34.48875566962057,41.27241168783592,6.783656018215346,71.23116021026563,99.99999997586845,109.54770787030851,0.019923700661743426,0.0,0.04427057841517856,,0.6576950555719573,1.149139661007821,2.323629671090674,1.4340779870364895,-0.4497105179644691,-0.3498194473730489,-0.429525990498712,0.6129652272164591
1853,RGL,Renaissance Global Limited,Diamond  &  Jewellery,2018-03-08,2018-03-09,62.18858337402344,61.68096118634386,36.797382749012904,47.84410773789523,11.046724988882325,60.6599943218729,99.99999997778548,63.242786621275556,0.15781022932539557,0.0,0.1821571070788307,,1.4469760461535464,-0.9081332122243571,2.323629671281763,3.871236098567075,-0.4497105179644691,-0.3498194473730489,0.31292675382024465,0.8000215576845345
1934,SALZERELEC,Salzer Electronics Limited,Electricals,2018-03-08,2018-03-09,191.85354614257812,192.6120639459866,35.24700352008597,40.73484711462326,5.4878435945372885,74.35917617824313,99.99999997707137,198.20898706187901,0.026375719722590896,0.0,0.05072259747602603,,0.32139400774726606,1.7578882575106083,2.323629671210581,1.5481180658048186,-0.4497105179644691,-0.3498194473730489,-0.7458742097695169,0.6807053032364953
2133,SRF,SRF Limited,Diversified,2018-03-08,2018-03-09,358.14154052734375,358.3157982432437,35.49930782042506,44.07585940824504,8.576551587819978,76.08433565078286,99.99999999572931,362.6482228313016,0.07211431469758822,0.0,0.09646119245102336,,0.8962756949975643,2.0936245256125496,2.3236296730703985,2.356552282212151,-0.4497105179644691,-0.3498194473730489,-0.20510040240442642,0.9615293521921925
2144,STARCEMENT,Star Cement Limited,Construction Materials,2018-03-08,2018-03-09,120.24212646484375,121.0683743096284,35.49856325267406,45.478491951325196,9.979928698651136,63.19075779488542,99.99999931415415,122.10598635896221,0.0012140701525575892,0.0,0.025560947905992726,,0.49144149331546605,-0.4156169565375284,2.3236296051312,1.1033834064917083,-0.4497105179644691,-0.3498194473730489,-0.5859156857062197,0.2709917340069404
