security_id,symbol,company_name,sector,signal_date,entry_date,signal_close,entry_price,prev_daily_rsi,daily_rsi,daily_rsi_delta,weekly_rsi,monthly_rsi,daily_ema21,ret_20d,ret_60d,rs_20d,rs_60d,rel_vol_20d,weekly_rsi_z,monthly_rsi_z,ret_20d_z,ret_60d_z,rs_60d_z,rel_vol_20d_z,composite_momentum
2205,SURYAROSNI,Surya Roshni Limited,Diversified,2018-03-08,2018-03-09,91.06690216064453,91.76759507589546,39.086922327799726,40.611793447789296,1.5248711199895695,80.57002977278896,99.99999998923545,96.64427586650656,0.02833071418731703,0.0,0.052677591940752166,,0.527678581108184,2.9665932153720167,2.3236296724230923,1.5826727874580637,-0.4497105179644691,-0.3498194473730489,-0.5518285537483022,0.9202561926945587
8,5PAISA,5Paisa Capital Limited,Finance,2018-03-09,2018-03-12,193.53724670410156,197.55152893066406,38.7520363981275,40.31420423432962,1.5621678362021214,81.06284005644216,99.9999999972437,202.1003540953981,0.12319101493732143,0.0,0.14703922871452668,,0.2110400095688057,3.062499876842801,2.323629673221353,3.2593380402257717,-0.4497105179644691,-0.3498194473730489,-0.8496808765610158,1.1660427913985651
117,ALKALI,Alkali Metals Limited,Chemicals,2018-03-09,2018-03-12,66.72441101074219,68.83240014712439,39.67814204951725,42.15119129671062,2.473049247193373,85.22619414047597,99.99999995256154,69.19790664497384,0.04585305909588033,0.0,0.06970127287308558,,0.0411271307641761,3.872737414421112,2.3236296687674485,1.8923819768968067,-0.4497105179644691,-0.3498194473730489,-1.0095127801150023,1.0466177191054744
425,CARERATING,CARE Ratings Limited,Miscellaneous,2018-03-09,2018-03-12,1051.001708984375,1061.5079035115032,35.64867416468768,44.721797723564244,9.073123558876567,88.62990168599667,99.99999998943854,1055.966956013225,0.02076454972005992,0.0,0.04461276349726517,,0.2526048482755932,4.5351388255562926,2.323629672443336,1.4489400777926338,-0.4497105179644691,-0.3498194473730489,-0.8105820905351547,1.1162660866532648
1193,KEI,KEI Industries Limited,Electricals,2018-03-09,2018-03-12,353.89776611328125,359.2323858192164,37.84148183758226,40.73981153766208,2.8983297000798203,86.56948238976454,99.99999990712018,367.0119560465893,-0.07187773668093256,0.0,-0.048029522903727306,,0.7736034365361022,4.134157063433271,2.3236296642378687,-0.18852155070100388,-0.4497105179644691,-0.3498194473730489,-0.320494483895487,0.8582067879561884
1533,NDTV,New Delhi Television Limited,Media & Entertainment,2018-03-09,2018-03-12,42.25,44.0,38.14503460678506,45.075605662147126,6.930571055362066,75.09523328821234,99.99999933334011,43.26042193371141,-0.015151550180873552,0.0,0.0086966635963317,,1.0734523852976603,1.9011336044739,2.323629607043651,0.8141194389931508,-0.4497105179644691,-0.3498194473730489,-0.03843565117847111,0.7001528389991188
196,ARVIND,Arvind Limited,Textiles,2018-03-12,2018-03-13,136.04129028320312,135.29764636445273,39.76549215298127,47.00517954584923,7.239687392867964,67.03163975814502,99.99999995517742,136.48743275584104,-0.0011171271581107423,0.0,0.013579991973867278,,0.8175296073511229,0.3318637239971451,2.3236296690281986,1.0621792621105517,-0.4497105179644691,-0.3498194473730489,-0.2791744642089567,0.4398280375982367
573,DELTACORP,Delta Corp Limited,Services,2018-03-12,2018-03-13,297.08551025390625,296.946171080876,37.67550582390009,40.20299215676168,2.527486332861592,70.32072474102841,99.99999989744938,314.13252333428693,-0.0477749098237793,0.0,-0.03307779069180128,,0.6585799484992652,0.9719582400117962,2.3236296632738864,0.2374983118268228,-0.4497105179644691,-0.3498194473730489,-0.42869359849871713,0.3841437752127117
631,DVL,Dhunseri Ventures Limited,Chemicals,2018-03-12,2018-03-13,121.80992126464844,122.05988221303762,39.171695521654904,43.40171837550015,4.230022853845249,79.67393765217304,99.99999999117478,126.64041872204609,0.01739727826488191,0.0,0.03209439739685993,,0.8397696021785672,2.792203178253744,2.323629672616404,1.3894232198352414,-0.4497105179644691,-0.3498194473730489,-0.25825397405359607,0.9079120218857125
635,DYNPRO,Dynemic Products Limited,Chemicals,2018-03-12,2018-03-13,180.02023315429688,186.75895519716553,38.212183989283204,42.09872224590796,3.8865382566247533,74.15435330646586,99.9999999943698,186.2820896043194,-0.016307075326452924,0.0,-0.0016099561944749041,,0.3367041135483678,1.718027324253704,2.3236296729348833,0.793695417089634,-0.4497105179644691,-0.3498194473730489,-0.7314724565238627,0.55072499873614
684,ENIL,Entertainment Network (India) Limited,Media & Entertainment,2018-03-12,2018-03-13,668.3008422851562,663.6293804047873,39.51453188387364,43.04682677125388,3.532294887380246,78.74388764692831,99.9999999922301,675.8300912496591,0.004441785774011553,0.0,0.019138904905989573,,0.18663427044614098,2.6112045384877827,2.3236296727215984,1.1604336012045597,-0.4497105179644691,-0.3498194473730489,-0.8726386168398015,0.7371832050394368
777,GAYAPROJ,Gayatri Projects Limited,Infrastructure,2018-03-12,2018-03-13,206.85000610351562,205.0,36.30632423626562,46.180501686189544,9.874177449923927,62.6152893056616,99.99999996,209.10194359047748,0.030129496811802214,0.0,0.044826615943780235,,0.9074917860648822,-0.527609874327231,2.323629669508912,1.6144664492945877,-0.4497105179644691,-0.3498194473730489,-0.19454976493458773,0.4027344190340271
1934,SALZERELEC,Salzer Electronics Limited,Electricals,2018-03-12,2018-03-13,190.57359313964844,188.10845208081494,37.55499721074672,40.78736626888626,3.2323690581395397,66.51106053286324,99.99999997707137,196.68794220333007,-0.009852064049079345,0.0,0.004845055082898675,,0.3575442595681199,0.2305529007778852,2.323629671210581,0.9077883835827375,-0.4497105179644691,-0.3498194473730489,-0.7118687617826889,0.3250953714084994
2181,SUNFLAG,Sunflag Iron And Steel Company Limited,Metals & Mining,2018-03-12,2018-03-13,78.95377349853516,78.80819478192775,39.379291229732445,43.447004346926015,4.06771311719357,68.63075269759426,99.99999999315382,83.04116150053078,0.08539031558836419,0.0,0.1000874347203422,,0.40310809352728033,0.6430698583343,2.3236296728136745,2.591206918696383,-0.4497105179644691,-0.3498194473730489,-0.6690082419319008,0.6815613737624898
2205,SURYAROSNI,Surya Roshni Limited,Diversified,2018-03-12,2018-03-13,92.03883361816406,92.19706226141464,38.73954430625869,43.20862988439462,4.469085578135925,74.35739587080266,99.99999998923545,95.62736111711705,-0.13130664615856547,0.0,-0.11660952702658745,,0.8345748448828793,1.7575417888011056,2.3236296724230923,-1.2389334378994534,-0.4497105179644691,-0.3498194473730489,-0.2631405250490945,0.296594588823022
940,HIMATSEIDE,Himatsingka Seide Limited,Textiles,2018-03-13,2018-03-14,326.44390869140625,320.18151962861987,29.835938337845278,44.263213039774,14.427274701928724,65.15621081984199,99.9999998366419,328.4664199517443,-0.0480569152097291,0.0,-0.04536913713211577,,0.43315388872517663,-0.03311674468340772,2.323629657212616,0.23251383857534666,-0.4497105179644691,-0.3498194473730489,-0.6407450715703723,0.1804586190327774
2681,JBCHEPHARM,JBCHEPHARM,Healthcare,2018-03-13,2018-03-14,137.5941162109375,137.59409375588993,39.43432564245589,40.636108183401674,1.2017825409457856,62.05467348563882,99.99999997197077,140.41255350954864,0.0074876393115757,0.0,0.010175417389189034,,0.5960214978233197,-0.6367122884804371,2.323629670702154,1.2142693654924266,-0.4497105179644691,-0.3498194473730489,-0.487540440040502,0.269019390389354
1194,KELLTONTEC,Kellton Tech Solutions Limited,Diversified / Other,2018-03-13,2018-03-14,11.174391746520996,11.199278604903869,39.601571326297815,42.09838842259893,2.4968170963011147,82.91242675695554,99.99999598200576,11.524204613343548,-0.1408342162296644,0.0,-0.13814643815205108,,0.3313409684101021,3.4224511429406346,2.323629272983691,-1.4073341867397993,-0.4497105179644691,-0.3498194473730489,-0.736517404867484,0.46711647649658733
1200,KHADIM,Khadim India Limited,Footwear,2018-03-13,2018-03-14,680.27490234375,676.148667931404,36.30191770794051,45.86176836839677,9.559850660456256,80.81625399125916,99.99999998894751,683.4066241723185,-0.022222167636216428,0.0,-0.019534389558603094,,0.86227006536583,3.0145113363001674,2.3236296723943908,0.6891455720619343,-0.4497105179644691,-0.3498194473730489,-0.23708846919388668,0.831778024370848
1357,MAITHANALL,Maithan Alloys Limited,Metals & Mining,2018-03-13,2018-03-14,771.525634765625,762.1718232719355,39.26917424155163,41.09197731379116,1.8228030722395303,80.58383268018221,99.999999997567,805.7878830779811,-0.013084981330814927,0.0,-0.010397203253201592,,0.517145793847277,2.9692794230478476,2.323629673253579,0.8506462490069305,-0.4497105179644691,-0.3498194473730489,-0.561736428004118,0.7970481586611203
1982,SEAMECLTD,Seamec Limited,Logistics,2018-03-13,2018-03-14,180.7634735107422,180.66419263155953,38.932048556142234,46.038394012748604,7.10634545660637,74.51145677558891,99.99999999503747,183.41694876306298,0.033778189432708494,0.0,0.03646596751032183,,0.35239969157467543,1.7875238478841404,2.3236296730014363,1.6789574543529204,-0.4497105179644691,-0.3498194473730489,-0.7167081012202875,0.7123121514467817
1732,POLYPLEX,Polyplex Corporation Limited,Plastic Products,2018-03-14,2018-03-15,300.1194763183594,303.93112717098654,39.355226529852686,45.97010958369257,6.614883053839883,73.97917927017865,99.99999997984364,302.13319682975583,-0.0020120473197970945,0.0,0.010213063273433298,,0.4651804778028342,1.6839364021403749,2.3236296714869193,1.0463614592231758,-0.4497105179644691,-0.3498194473730489,-0.61061862834467,0.6072964898613803
1934,SALZERELEC,Salzer Electronics Limited,Electricals,2018-03-14,2018-03-15,191.56910705566406,193.84463445816726,39.42475722416449,42.872335020538586,3.447577796374098,66.51106053286324,99.99999997707137,195.59582053239603,-0.03877265642382266,0.0,-0.026547545830592267,,0.7448055991209175,0.2305529007778852,2.323629671210581,0.39661403624451663,-0.4497105179644691,-0.3498194473730489,-0.3475837381338289,0.3006138174602726
1194,KELLTONTEC,Kellton Tech Solutions Limited,Diversified / Other,2018-03-15,2018-03-16,11.039999961853027,11.049955682504784,39.217607810426074,40.02124102896374,0.8036332185376693,82.91242675695554,99.99999598200576,11.437700970422195,-0.1359564017810393,0.0,-0.12255278925599722,,0.5272283765517456,3.4224511429406346,2.323629272983691,-1.3211183310994972,-0.4497105179644691,-0.3498194473730489,-0.5522520475514233,0.5121966786559811
1470,MOREPENLAB,Morepen Laboratories Limited,Healthcare,2018-03-15,2018-03-16,33.05857467651367,33.357294692243855,38.948159347688076,43.09041351970608,4.142254172018006,75.08650524871278,99.99999966523983,33.786898086147126,-0.11936340088590991,0.0,-0.10595978836086783,,1.383767637474779,1.8994350256143384,2.32362964012731,-1.027835389552365,-0.4497105179644691,-0.3498194473730489,0.25346851645283414,0.4415279712174332
1875,ROML,Raj Oil Mills Limited,Diversified / Other,2018-03-15,2018-03-16,50.0,52.0,37.78807743481471,43.80728951207521,6.019212077260498,82.53367510739494,99.99999998571428,52.81302560201002,-0.16666666666666663,0.0,-0.15326305414162456,,0.3156508783479436,3.348741629481147,2.3236296720721037,-1.863925318110038,-0.4497105179644691,-0.3498194473730489,-0.751276597809249,0.3762732367160743
1194,KELLTONTEC,Kellton Tech Solutions Limited,Diversified / Other,2018-03-19,2018-03-20,11.473038673400879,11.881190691950147,38.12144024216759,51.00318584750188,12.881745605334295,81.15242662483047,99.99999598200576,11.3994070815736,-0.07018965564947166,0.0,-0.03593405531480398,,4.3719205509259,3.0799344738302157,2.323629272983691,-0.15868455053413874,-0.4497105179644691,-0.3498194473730489,3.064333541089627,1.2516137953386461
196,ARVIND,Arvind Limited,Textiles,2018-03-20,2018-03-21,131.25814819335938,132.1708434719113,39.679573743205964,41.10509831794701,1.425524574741047,67.52823450382667,99.99999995517742,134.9843273127779,0.015030644550938499,0.0,0.039509443950457634,,0.5760723441973901,0.4285068861673888,2.3236296690281986,1.3475927335008693,-0.4497105179644691,-0.3498194473730489,-0.5063060051980995,0.46564888636013985
994,IFBIND,IFB Industries Limited,Consumer Durables,2018-03-20,2018-03-21,1297.800048828125,1288.050048828125,38.66404388268267,40.79043843260313,2.1263945499204624,68.2174174681802,99.99999999939868,1338.5858391610352,-0.008215199724020628,0.0,0.016263599675498508,,0.6918437377531806,0.5626299745974993,2.3236296734361606,0.9367201233687396,-0.4497105179644691,-0.3498194473730489,-0.39740335850469555,0.43767440792669765
1025,INDIGO,InterGlobe Aviation Limited,Aviation,2018-03-20,2018-03-21,1228.951416015625,1227.5177352390835,36.70801467688814,44.131491584281804,7.423476907393663,76.7955836270585,99.99999999916241,1255.7587953776313,-0.030951581123732197,0.0,-0.006472781724213061,,1.3453067802168446,2.2320417241677073,2.323629673412609,0.534852320239635,-0.4497105179644691,-0.3498194473730489,0.21728955184990895,0.751380550722057
1732,POLYPLEX,Polyplex Corporation Limited,Plastic Products,2018-03-20,2018-03-21,294.7348937988281,294.16008316834007,39.88219474759619,42.00128185475092,2.1190871071547335,72.39526759471087,99.99999997984364,300.16740785307724,-0.0017417551136342801,0.0,0.022737044285884855,,0.6724042816546213,1.375688612072725,2.3236296714869193,1.0511389008566516,-0.4497105179644691,-0.3498194473730489,-0.4156894666216645,0.5892062920761855
1934,SALZERELEC,Salzer Electronics Limited,Electricals,2018-03-20,2018-03-21,198.25341796875,196.4993782834857,36.79513130988488,53.13718223638931,16.342050926504427,65.08258770235574,99.99999997707137,193.69650513065397,-0.01576840294061921,0.0,0.008710396458899927,,7.0080746752576255,-0.04744466688672449,2.323629671210581,0.8032165050981266,-0.4497105179644691,-0.3498194473730489,5.544083956230919,1.3039925833858972
614,DOLLAR,Dollar Industries Limited,Textiles,2018-03-21,2018-03-22,390.1824645996094,392.83618388927795,39.93327686564166,40.51922894610527,0.5859520804636134,67.63860251055902,99.99999999014695,402.568155137914,-0.012489721720655433,0.0,0.007311674257306833,,0.2654006755795563,0.4499857948062645,2.3236296725139503,0.8611675218348624,-0.4497105179644691,-0.3498194473730489,-0.7985454429900788,0.33945126347124677
985,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Insurance,2018-03-21,2018-03-22,370.4674377441406,373.6213755279125,29.57679096637071,40.06984767162747,10.493056705256762,67.05251014805404,99.99999998310727,378.81133628669835,-0.05108137999973261,0.0,-0.031279984021770346,,2.001466007914849,0.3359253466664811,2.323629671812238,0.1790561225284361,-0.4497105179644691,-0.3498194473730489,0.8345186820683078,0.4789333096229908
1277,LALPATHLAB,Dr. Lal Path Labs Ltd.,Healthcare,2018-03-21,2018-03-22,413.3857727050781,412.5878192234808,37.81777957218617,43.359237576715266,5.5414580045290975,78.7994890149293,99.99999997303223,420.11264611534983,-0.028032155861283603,0.0,-0.008230759883321337,,0.525970199932091,2.62202521686051,2.3236296708079607,0.5864534521873385,-0.4497105179644691,-0.3498194473730489,-0.5534355762253017,0.6965237997154983
1470,MOREPENLAB,Morepen Laboratories Limited,Healthcare,2018-03-21,2018-03-22,32.41134262084961,32.51091758067164,37.402753203168075,41.88891214508188,4.486158941913807,75.84328154937265,99.99999966523983,33.310977113745906,-0.05515240607309002,0.0,-0.035351010095127755,,0.9422195483960538,2.0467125701056257,2.32362964012731,0.1071003316829236,-0.4497105179644691,-0.3498194473730489,-0.1618824097663911,0.5860050278019918
1520,NAVINFLUOR,Navin Fluorine International Limited,Chemicals,2018-03-21,2018-03-22,732.330078125,735.8522069000173,31.784853497361212,41.536910772047804,9.752057274686592,64.75264350424712,99.99999999311166,748.1570974560241,0.007135103628726158,0.0,0.026936499606688424,,0.2946103576206564,-0.11165567782114973,2.3236296728094716,1.208038262226664,-0.4497105179644691,-0.3498194473730489,-0.7710687789744932,0.3082355854838291
2156,STLTECH,Sterlite Technologies Limited,Electricals,2018-03-21,2018-03-22,303.2637634277344,306.2612555882933,35.2128870371524,40.56618754228013,5.353300505127734,75.81003249876727,99.99999978647205,316.7050204653566,-0.05543393106552874,0.0,-0.035632535087566475,,1.3514352969962449,2.0402419148729543,2.3236296522116997,0.10212434943454694,-0.4497105179644691,-0.3498194473730489,0.2230544621363175,0.6482534022196668
996,IFGLEXPOR,IFGL Refractories Limited,Capital Goods,2018-03-22,2018-03-23,117.23956298828125,112.66786589383051,39.19138840163517,41.94835800699331,2.7569696053581367,72.52408915557749,99.99999982906625,118.79479100628119,-0.008247701992543321,0.0,0.018941675210720432,,0.3415042884176633,1.4007587987916095,2.323629656457477,0.9361456425391695,-0.4497105179644691,-0.3498194473730489,-0.7269570772768683,0.5223411758623117
1851,RESPONIND,Responsive Industries Limited,Construction Materials,2018-03-22,2018-03-23,41.42755889892578,40.73213412643999,31.649490786363984,50.25293672198529,18.60344593562131,60.36239461297242,99.99999998530544,41.40008844928004,-0.061867337331603434,0.0,-0.03467796012833968,,1.8073131238873827,-0.9660496061837969,2.32362967203135,-0.011586746334511963,-0.4497105179644691,-0.3498194473730489,0.6518849391000214,0.19972471554592408
985,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Insurance,2018-03-23,2018-03-26,370.3218994140625,369.5454943586017,37.93501196547559,41.17344687301827,3.2384349075426826,67.05251014805404,99.99999998310727,377.0532415076019,-0.0479040910745,0.0,-0.010856850627486092,,1.366446048282043,0.3359253466664811,2.323629671812238,0.23521502036896327,-0.4497105179644691,-0.3498194473730489,0.23717462164784717,0.38873578252633517
196,ARVIND,Arvind Limited,Textiles,2018-03-26,2018-03-27,130.83560180664062,132.45815207731818,36.70839942869332,43.08575038772736,6.37735095903404,63.713109017583804,99.99999995517742,133.4011837586401,-0.05758461297674489,0.0,-0.023231576743757976,,0.7325339369275907,-0.3139612818368798,2.3236296690281986,0.06411083269696703,-0.4497105179644691,-0.3498194473730489,-0.35912731942048454,0.1525203225217138
446,CENTURYPLY,Century Plyboards (India) Limited,Construction Materials,2018-03-26,2018-03-27,314.53179931640625,317.93692954807864,34.58445405159017,48.58358197629297,13.999127924702798,62.01671180610681,99.99999998754087,314.14590390997523,0.02586056822481031,0.0,0.06021360445779722,,1.409406880502643,-0.6441000765776129,2.323629672254178,1.5390127118325996,-0.4497105179644691,-0.3498194473730489,0.2775865765296029,0.44943315311687493
448,CEREBRAINT,Cerebra Integrated Technologies Limited,Consumer Durables,2018-03-26,2018-03-27,52.349998474121094,52.900001525878906,37.86738337033144,46.02924122203757,8.16185785170613,75.44218831659197,99.99999996363637,53.664895643823485,-0.14808791173045155,0.0,-0.11373487549746464,,1.4682153382042358,1.9686551225025446,2.323629669871384,-1.5355439763374428,-0.4497105179644691,-0.3498194473730489,0.33290591315462376,0.381686127308932
483,COALINDIA,Coal India Limited,Metals & Mining,2018-03-26,2018-03-27,140.78477478027344,141.11941138203062,35.1157038027675,41.630321534584255,6.514617731816756,83.91991095534715,99.9999999785709,143.4882240738603,-0.06859047864595758,0.0,-0.034237442412970664,,0.5464437839479335,3.618519384934353,2.3236296713600533,-0.1304189379056955,-0.4497105179644691,-0.3498194473730489,-0.5341766952690961,0.7463372429636826
684,ENIL,Entertainment Network (India) Limited,Media & Entertainment,2018-03-26,2018-03-27,675.593994140625,670.3029073995859,37.19678086337838,49.490952948516274,12.294172085137895,73.13316433453507,99.9999999922301,672.3869432295933,0.009041685282258571,0.0,0.04339472151524548,,0.6026985540095176,1.5192919725831886,2.3236296727215984,1.2417372826257962,-0.4497105179644691,-0.3498194473730489,-0.48125953533283694,0.6339782378767047
1527,NCC,NCC Limited,Infrastructure,2018-03-26,2018-03-27,104.5826644897461,105.68724405497493,37.72803680723095,43.67160976310211,5.943572955871161,60.38015328538419,99.99999998769955,107.52428031494091,-0.0554670094618952,0.0,-0.02111397322890829,,0.5673980315412462,-0.9625935602373931,2.3236296722699947,0.10153968548802327,-0.4497105179644691,-0.3498194473730489,-0.5144656686303698,0.024763360592122863
1538,NELCO,NELCO Limited,Telecom,2018-03-26,2018-03-27,150.96490478515625,152.56934448258093,38.931751123551706,48.16282959191844,9.231078468366732,61.11249509541793,99.9999999982177,154.34196595075295,-0.028776904968989214,0.0,0.005576131263997697,,1.3623144034912098,-0.8200712542190515,2.323629673318441,0.5732899376185773,-0.4497105179644691,-0.3498194473730489,0.23328810841604497,0.25176774996608225
2557,ZYDUSWELL,Zydus Wellness Limited,FMCG,2018-03-26,2018-03-27,226.0986328125,226.2831582629839,37.67051990480687,42.4979581207345,4.827438215927629,79.54426113477946,99.99999999796707,233.38982814795506,-0.06935566370587576,0.0,-0.03500262747288885,,1.2340224599150054,2.7669666069667533,2.3236296732934574,-0.14394365996284894,-0.4497105179644691,-0.3498194473730489,0.11260775918835186,0.7099550690246993
546,DBCORP,D.B.Corp Limited,Media & Entertainment,2018-03-27,2018-03-28,209.2994842529297,208.18779164589225,33.86358504266701,43.568427837020145,9.704842794353134,60.5385980578608,99.99999998253844,213.98006166587334,-0.050290466050118665,0.0,-0.01263911066887391,,0.2705464732734593,-0.9317583490825389,2.323629671755537,0.19303560527055585,-0.4497105179644691,-0.3498194473730489,-0.7937049468104697,-0.0013879973674055985
576,DENORA,De Nora India Limited,Capital Goods,2018-03-27,2018-03-28,429.3122253417969,439.4573363156757,39.665238071733185,45.27650573816324,5.611267666430052,62.25344867955218,99.99999999942398,449.65207483650954,-0.22141429304995197,0.0,-0.18376293766870722,,0.44244013394831616,-0.5980283042702916,2.3236296734386817,-2.83159506090662,-0.4497105179644691,-0.3498194473730489,-0.6320097816893144,-0.42292223979417704
635,DYNPRO,Dynemic Products Limited,Chemicals,2018-03-27,2018-03-28,176.36207580566406,175.9769893363771,37.34267890942974,42.105526894374464,4.76284798494472,71.05805751493436,99.9999999943698,182.04249294651905,-0.08514354450821282,0.0,-0.047492189126968065,,0.2738708942568109,1.1154518461396983,2.3236296729348833,-0.4229960237739102,-0.4497105179644691,-0.3498194473730489,-0.7905777645878974,0.23766296089587594
697,ESCORTS,Escorts Kubota Limited,Automobile & Ancillaries,2018-03-27,2018-03-28,782.487548828125,780.685136099972,36.87458526119306,44.70375930092498,7.829174039731917,61.98251134402192,99.99999999870012,793.6595292658288,-0.06985398545564458,0.0,-0.03220263007439983,,1.1254773885100364,-0.6507558876434959,2.323629673366528,-0.1527515464646821,-0.4497105179644691,-0.3498194473730489,0.010502695074831139,0.12184916149927717
1063,INVENTURE,Inventure Growth & Securities Limited,Finance,2018-03-27,2018-03-28,1.6628179550170898,1.6041301987250933,38.82107677898529,41.67157102128193,2.850494242296641,65.5952803044821,99.99999974117439,1.8432281076111454,-0.02857138081635857,0.0,0.009079974564886184,,1.6943377248418479,0.052331326962687566,2.323629647696444,0.5769225974625353,-0.4497105179644691,-0.3498194473730489,0.545612399836052,0.44982766777003347
1172,KAMDHENU,Kamdhenu Limited,Metals & Mining,2018-03-27,2018-03-28,12.368513107299805,12.057370410357896,38.939595239463735,45.19374678334698,6.254151543883246,87.29880894301678,99.999999938571,12.740015434488763,-0.06895256314455678,0.0,-0.03130120776331202,,1.0721890621653405,4.276092565115373,2.3236296673728756,-0.13681881743978047,-0.4497105179644691,-0.3498194473730489,-0.03962402102108104,0.9372915714483115
1277,LALPATHLAB,Dr. Lal Path Labs Ltd.,Healthcare,2018-03-27,2018-03-28,408.5980529785156,410.24088952943026,38.66868627516212,43.19246155356475,4.523775278402624,64.41096660402167,99.99999997303223,415.3964657782199,-0.04293337317256585,0.0,-0.005282017791321092,,0.7797235852878945,-0.17815001020275542,2.3236296708079607,0.32307295378884027,-0.4497105179644691,-0.3498194473730489,-0.314737445159434,0.22571420064951553
