date,equity,cash,positions,peak,drawdown
2026-01-01,99850.37406483792,40000.0,6,99850.37406483792,0.0
2026-01-02,99800.57337951881,20029.925187032415,8,99850.37406483792,-0.04987531172068072
2026-01-05,96726.27310558216,47175.11097216826,5,99850.37406483792,-3.128782429224667
2026-01-06,96255.64476839418,8287.657679778547,9,99850.37406483792,-3.600116003681164
2026-01-07,94641.21180609436,0.0,10,99850.37406483792,-5.2169681961942205
2026-01-08,93115.30162181586,0.0,10,99850.37406483792,-6.745164959170443
2026-01-09,89841.90864341971,0.0,10,99850.37406483792,-10.023463121849902
2026-01-12,88711.76234458701,0.0,10,99850.37406483792,-11.155302946604925
2026-01-13,88961.53148627306,311.6774750687655,10,99850.37406483792,-10.905159525485782
2026-01-14,89553.84909985002,753.4139498736731,10,99850.37406483792,-10.311954323077288
2026-01-15,89553.84909985002,753.4139498736731,10,99850.37406483792,-10.311954323077288
2026-01-16,89090.08890794338,0.0,10,99850.37406483792,-10.776409460326441
2026-01-19,89817.18660550819,470.4316462046663,10,99850.37406483792,-10.048222205772277
2026-01-20,88336.8078233314,0.0,10,99850.37406483792,-11.53081933777251
2026-01-21,86571.0527634572,0.0,10,99850.37406483792,-13.29922038424991
2026-01-22,86812.87104159573,386.9874326356585,10,99850.37406483792,-13.057039741059228
2026-01-23,85992.41799104014,0.0,10,99850.37406483792,-13.878722241740526
2026-01-26,85992.41799104014,0.0,10,99850.37406483792,-13.878722241740526
2026-01-27,84715.19074692352,0.0,10,99850.37406483792,-15.157863412796388
2026-01-28,83547.6023724244,0.0,10,99850.37406483792,-16.327201420224323
2026-01-29,82994.5917588426,15749.64697069292,8,99850.37406483792,-16.88104072103927
2026-01-30,81995.19087267922,0.0,10,99850.37406483792,-17.881939210928167
2026-02-02,82218.8949504015,0.0,10,99850.37406483792,-17.657899912310192
2026-02-03,83727.35494510733,17276.25120528182,8,99850.37406483792,-16.147179488041864
2026-02-04,84588.57550511367,9471.13838769243,9,99850.37406483792,-15.284668387735826
2026-02-05,84718.42879569682,17568.3269125227,8,99850.37406483792,-15.154620511802147
2026-02-06,83333.4084742112,0.0,10,99850.37406483792,-16.541716288314966
2026-02-09,83925.48334180198,543.3591303009598,10,99850.37406483792,-15.948754195647874
2026-02-10,84536.35299691142,1044.5632197235318,10,99850.37406483792,-15.33696915144487
2026-02-11,85276.53715442025,1601.2295633530375,10,99850.37406483792,-14.595675826866843
2026-02-12,86595.70135162979,2049.1572226914905,10,99850.37406483792,-13.274534860131016
2026-02-13,85587.86309329275,1343.142251103749,10,99850.37406483792,-14.283883365608421
2026-02-16,83960.91059043392,0.0,10,99850.37406483792,-15.913273859230772
2026-02-17,85452.67097410746,1486.9881371901538,10,99850.37406483792,-14.419278070386895
2026-02-18,85031.0903752243,1111.726549921248,10,99850.37406483792,-14.841490408429218
2026-02-19,85031.0903752243,1111.726549921248,10,99850.37406483792,-14.841490408429218
2026-02-20,86135.94473530797,2152.662519764979,10,99850.37406483792,-13.734980422431335
2026-02-23,84775.0655221877,512.744776437783,10,99850.37406483792,-15.097898915091754
2026-02-24,84120.57191150139,0.0,10,99850.37406483792,-15.75337328543443
2026-02-25,84856.33129588852,733.985405473255,10,99850.37406483792,-15.01651136450726
2026-02-26,84727.31053526125,8733.982764689581,9,99850.37406483792,-15.145725462937673
2026-02-27,84258.63116366649,0.0,10,99850.37406483792,-15.615107151273081
2026-03-02,81392.6635449571,0.0,10,99850.37406483792,-18.48536942675376
2026-03-03,81392.6635449571,0.0,10,99850.37406483792,-18.48536942675376
2026-03-04,80104.98976741431,0.0,10,99850.37406483792,-19.774972785381777
2026-03-05,80055.58877169591,0.0,10,99850.37406483792,-19.82444780856629
2026-03-06,80513.873502037,516.990875368072,10,99850.37406483792,-19.365476337870057
2026-03-09,81296.3850904277,1575.429731809425,10,99850.37406483792,-18.58179215469154
2026-03-10,81981.93760607047,2200.6821602317523,10,99850.37406483792,-17.89521233757679
2026-03-11,82325.02896458696,10178.706981000985,9,99850.37406483792,-17.551606856145433
2026-03-12,82677.72766516682,1926.2232259692137,10,99850.37406483792,-17.198379636034236
2026-03-13,82070.9970641554,1409.5067095889062,10,99850.37406483792,-17.806019423760468
2026-03-16,81852.90306023846,240.6714531245525,10,99850.37406483792,-18.024440241869087
2026-03-17,81852.90306023846,240.6714531245525,10,99850.37406483792,-18.024440241869087
2026-03-18,81852.90306023846,240.6714531245525,10,99850.37406483792,-18.024440241869087
2026-03-19,81542.17153873965,0.0,10,99850.37406483792,-18.335637395018487
2026-03-20,82883.82210024196,937.5930751900814,10,99850.37406483792,-16.991976368139305
2026-03-23,80818.0459488154,0.0,10,99850.37406483792,-19.060848088224347
2026-03-24,81505.32897499081,8529.82291100511,9,99850.37406483792,-18.372535167404315
2026-03-25,82228.69395891781,978.6003384652358,10,99850.37406483792,-17.64808621996494
2026-03-26,82228.69395891781,978.6003384652358,10,99850.37406483792,-17.64808621996494
2026-03-27,82449.29404438075,709.7796302997886,10,99850.37406483792,-17.42715556494337
2026-03-30,79903.56156033916,0.0,10,99850.37406483792,-19.97670283292707
2026-03-31,79903.56156033916,0.0,10,99850.37406483792,-19.97670283292707
2026-04-01,81276.74048311677,24794.848562352956,7,99850.37406483792,-18.601466199475976
2026-04-02,81215.9349416082,411.82641741792486,10,99850.37406483792,-18.662362858179613
2026-04-03,81215.9349416082,411.82641741792486,10,99850.37406483792,-18.662362858179613
2026-04-06,82478.4799817503,1553.6426458977621,10,99850.37406483792,-17.397925892402938
2026-04-07,85273.32303727648,19850.546836451555,8,99850.37406483792,-14.598894760369967
2026-04-08,87288.33870086627,20326.75964699164,8,99850.37406483792,-12.580859592788787
2026-04-09,86584.6629627463,19767.88624437274,8,99850.37406483792,-13.28558979005679
2026-04-10,86450.8003377008,44785.266105982664,5,99850.37406483792,-13.419653008446513
2026-04-13,86792.51212348483,1027.658817025058,10,99850.37406483792,-13.077429167039426
2026-04-14,86792.51212348483,1027.658817025058,10,99850.37406483792,-13.077429167039426
2026-04-15,89401.4272021238,47041.14560126923,5,99850.37406483792,-10.464604625245656
2026-04-16,88926.72498390678,55239.19003541141,4,99850.37406483792,-10.940018185448015
2026-04-17,88815.84378068495,10775.827543458017,9,99850.37406483792,-11.051065544319025
2026-04-20,89573.94175240264,19870.884787739727,8,99850.37406483792,-10.291831561654714
2026-04-21,88509.80097340875,10136.357620897763,9,99850.37406483792,-11.357566957200534
2026-04-22,89378.77586623626,1183.670684435372,10,99850.37406483792,-10.487289904193965
2026-04-23,90137.82561161339,10709.16048693382,9,99850.37406483792,-9.727102721635957
2026-04-24,89074.44033226227,840.1494292051975,10,99850.37406483792,-10.792081485421665
2026-04-27,88264.24830038851,9011.553197513,9,99850.37406483792,-11.603487591269257
2026-04-28,87940.54181332729,17581.949589359643,8,99850.37406483792,-11.927679152986414
2026-04-29,90211.47434161158,1071.3542114889606,10,99850.37406483792,-9.653343628905494
2026-04-30,88824.31885487397,0.0,10,99850.37406483792,-11.042577770218637
2026-05-01,88824.31885487397,0.0,10,99850.37406483792,-11.042577770218637
2026-05-04,88824.31885487397,0.0,10,99850.37406483792,-11.042577770218637
2026-05-05,91162.923206465,1781.0966205664663,10,99850.37406483792,-8.700469016502348
2026-05-06,90808.96931886187,1466.998629296384,10,99850.37406483792,-9.05495330453645
2026-05-07,91833.36505700459,11351.304286842216,9,99850.37406483792,-8.029022507845069
2026-05-08,95339.58870834918,31461.990459213423,7,99850.37406483792,-4.5175447751048505
2026-05-11,95268.26233275692,2860.1138467086676,10,99850.37406483792,-4.588978033377825
2026-05-12,97281.80438986182,3186.034365820462,10,99850.37406483792,-2.572418680483054
2026-05-13,96050.71193434742,1049.760710258226,10,99850.37406483792,-3.8053559298868374
2026-05-14,96716.60019396353,1643.9126187382608,10,99850.37406483792,-3.1384698357158554
2026-05-15,96343.47791563885,1248.7563326761174,10,99850.37406483792,-3.5121512383337263
2026-05-18,95235.77213261003,86.54706998273468,10,99850.37406483792,-4.621516920138319
2026-05-19,94860.96463799733,0.0,10,99850.37406483792,-4.996886064343347
2026-05-20,95860.96148920659,942.3610661001785,10,99850.37406483792,-3.9953907163540534
2026-05-21,95860.96148920659,942.3610661001785,10,99850.37406483792,-3.9953907163540534
2026-05-22,95860.96148920659,942.3610661001785,10,99850.37406483792,-3.9953907163540534
2026-05-25,96552.5105718928,894.4375154076115,10,99850.37406483792,-3.302805346331153
2026-05-26,98990.8808645603,2645.6648742660436,10,99850.37406483792,-0.8607811521261863
2026-05-27,100639.66340974944,2668.6136357611795,10,100639.66340974944,0.0
2026-05-28,100639.66340974944,2668.6136357611795,10,100639.66340974944,0.0
2026-05-29,100248.92164044201,2324.3780741682513,10,100639.66340974944,-0.38825822351624734
2026-06-01,102088.92565444355,3715.573448492156,10,102088.92565444355,0.0
2026-06-02,102803.28109429433,4361.195124210768,10,102803.28109429433,0.0
2026-06-03,100934.18561890819,10756.619014653017,9,102803.28109429433,-1.8181282304324045
2026-06-04,100567.28415855396,20468.01866452427,8,102803.28109429433,-2.175024874633573
2026-06-05,101162.80354073257,816.607676855645,10,102803.28109429433,-1.5957443537790101
2026-06-08,101469.96511507937,991.1683965842058,10,102803.28109429433,-1.2969585844171732
2026-06-09,101077.28814407381,612.0617359414337,10,102803.28109429433,-1.6789278823089175
2026-06-10,101077.28814407381,612.0617359414337,10,102803.28109429433,-1.6789278823089175
2026-06-11,98727.15188427275,0.0,10,102803.28109429433,-3.964979684143377
2026-06-12,102009.37579199816,12775.850347492682,9,102803.28109429433,-0.7722567741471014
2026-06-15,103895.88018939845,34390.63076115201,7,103895.88018939845,0.0
2026-06-16,108935.96493950239,67504.74286826652,4,108935.96493950239,0.0
2026-06-17,109329.43113239121,88950.63827587596,2,109329.43113239121,0.0
2026-06-18,111410.06819818189,111410.06819818189,0,111410.06819818189,0.0
