Excursion,P5,P10,P25,P50_Median,P75,P90,P95
MAE (Max Adverse Excursion %),-29.219449870847033,-20.86210063663255,-12.92403879421665,-10.617713386204592,-6.937524255380962,-2.831510980533908,-1.3908459229424412
MFE (Max Favorable Excursion %),1.668668098389816e-07,0.5347324618549734,2.911056916854056,11.572480931336262,32.81088244709855,52.23835357560606,72.85711589906415
