date,gfs_10_regime,gfs_15_regime,gfs_15_fixed,breakout_relvol_regime,breakout_equal_regime,breakout_relvol_fixed,breakout_equal_fixed,nifty_50
2018-01-01,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,
2018-01-02,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
2018-01-03,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100009.57652584031
2018-01-04,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100599.48677677239
2018-01-05,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,101117.09612802544
2018-01-08,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,101737.17617618488
2018-01-09,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,101865.50536327533
2018-01-10,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,101819.53990965709
2018-01-11,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,102001.49390062278
2018-01-12,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,102289.26663170861
2018-01-15,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,102866.72926946353
2018-01-16,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,102473.13779825758
2018-01-17,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,103316.82598395763
2018-01-18,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,103589.28001452939
2018-01-19,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,104333.37794273594
2018-01-22,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,105018.0995403174
2018-01-23,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,106143.3413265527
2018-01-24,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,106165.36546557018
2018-01-25,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,106008.79300891169
2018-01-29,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,106590.56695370995
2018-01-30,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,105817.26249210568
2018-01-31,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,105607.05587949588
2018-02-01,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,105503.63127083585
2018-02-02,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,103049.16021630603
2018-02-05,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,102148.48983144098
2018-02-06,100000.0,100000.0,100000.0,100367.89482178092,100245.26321452062,100367.89482178092,100245.26321452062,100536.76240293363
2018-02-07,100000.0,100000.0,100000.0,100360.69578200445,100240.46385466964,100360.69578200445,100240.46385466964,100330.39014149037
2018-02-08,100000.0,100000.0,100000.0,100019.2803563578,100012.8535709052,100019.2803563578,100012.8535709052,101289.47359315083
2018-02-09,100000.0,100000.0,100000.0,100083.40082052379,100058.04793827966,100086.7072787662,100058.04793827966,100122.10070446384
2018-02-12,100000.0,100000.0,100000.0,99533.30342072816,99701.39169368279,99437.31846012978,99701.39169368279,100934.1882253061
2018-02-14,100000.0,100000.0,100000.0,101004.97622778843,100221.2450943519,100540.98587257476,100221.2450943519,100562.14393724083
2018-02-15,100000.0,100000.0,100000.0,102122.89218405786,100943.73147277957,101609.86040270771,100943.73147277957,100989.25324888784
2018-02-16,100000.0,100000.0,100000.0,101186.71669414785,100211.14825919681,99280.12894009853,99318.24826152854,100096.71917015663
2018-02-19,100000.0,100000.0,100000.0,100793.68154356406,99857.35083306354,98538.49517545555,98750.38741712699,99389.01952180403
2018-02-20,100000.0,100000.0,100000.0,101525.8782385682,100443.38927580259,100185.37601563608,99885.04358810782,99216.64205667863
2018-02-21,100000.0,100000.0,100000.0,100669.44202324995,99803.5489813954,99339.98335801461,99164.2927358285,99571.45046864657
2018-02-22,100000.0,100000.0,100000.0,100700.03810907327,99813.62721548005,99422.11058090175,99230.36262101456,99430.19671250213
2018-02-23,100000.0,100000.0,100000.0,100810.12436886586,99959.33547672254,100003.03600863031,100308.47114322477,100467.80954646828
2018-02-26,100000.0,100000.0,100000.0,100951.25847140042,99888.47478686622,100648.58660957766,101165.05864530377,101344.53861673256
2018-02-27,100000.0,100000.0,100000.0,100648.74598237565,99895.39164462124,99908.47038830453,100074.99619637372,101073.52480586726
2018-02-28,100000.0,100000.0,100000.0,100630.28866376085,100152.25654006086,99946.64935582981,100342.74872309343,100485.0454225656
2018-03-01,100000.0,100000.0,100000.0,99736.14019655791,99893.81016421173,99046.05055113477,99837.49228508443,100154.65528107523
2018-03-05,100000.0,100000.0,100000.0,100631.83586031766,100866.60707585348,100225.38549537006,101002.19761992984,99201.79095996535
2018-03-06,100000.0,100000.0,100000.0,99406.08016090267,100327.18469394572,97659.57087221586,99122.96946667269,98152.20746869883
2018-03-07,100000.0,100000.0,100000.0,99625.20152308725,100882.1269813299,97570.29959839687,98855.37822714333,97241.96055799349
2018-03-08,100000.0,100000.0,100000.0,99861.23088722979,101470.75662021906,97684.54350063215,98781.37565216084,98089.00613898326
2018-03-09,100000.0,100000.0,100000.0,100068.58166507818,101154.11083473921,97557.85876290228,98499.5574830214,97937.68954904571
2018-03-12,100000.0,100000.0,100000.0,99974.9446880974,101522.74814322854,98094.11741989246,99237.17634843162,99800.81013293695
2018-03-13,100000.0,100000.0,100000.0,100229.064805186,102135.54654922355,98687.0426804558,100251.95081799154,99852.99471710579
2018-03-14,100000.0,100000.0,100000.0,99867.02203472715,102343.91767324682,97532.05731016939,99771.07400961776,99700.2566116138
2018-03-15,100000.0,100000.0,100000.0,99593.07466020796,102644.39212410362,96282.22727452134,98664.61566545838,99214.24792521856
2018-03-16,100000.0,100000.0,100000.0,99784.84857625228,103275.53680813855,95363.37394684137,97598.44102805163,97634.12116156898
2018-03-19,100000.0,100000.0,100000.0,97755.11018760847,102535.73252893837,91481.92928890578,94244.60290032986,96667.84596345227
2018-03-20,100000.0,100000.0,100000.0,97645.8052932618,102124.66848917023,91113.93794321727,93633.20239532011,96956.0956504149
2018-03-21,100000.0,100000.0,100000.0,97836.1809959955,101734.71805435349,91177.03279042969,93361.17624063115,97252.0140397106
2018-03-22,100000.0,100000.0,100000.0,97490.77056436578,101017.935947161,90702.99528790177,92654.90679563867,96864.16474317842
2018-03-23,100000.0,100000.0,100000.0,97109.15653793744,100270.60129001878,90107.17859609885,92197.63480009117,95746.58230720017
2018-03-26,100000.0,100000.0,100000.0,96933.13296290368,99700.80727102958,90146.21401655201,92224.57354211871,97016.43524486962
2018-03-27,100000.0,100000.0,100000.0,97013.55337571484,100209.41024061739,90087.68900074137,92184.75676507826,97528.77937732569
2018-03-28,100000.0,100000.0,100000.0,96865.82534883588,100597.06676412284,89966.36975287716,92102.6692543106,96854.11126146132
2018-04-02,100000.0,100000.0,100000.0,96995.86673037731,101120.61423668318,90069.39828346617,92171.73728448138,97793.56470556438
2018-04-03,100000.0,100000.0,100000.0,97024.21515616687,101691.04927256505,90230.08948788288,92282.39441606106,98111.50723387756
2018-04-04,100000.0,100000.0,100000.0,96740.75968448313,100892.91427099798,89364.55083176715,91755.60972424471,96994.88806172894
2018-04-05,100000.0,100000.0,100000.0,96855.16773531286,101467.37289653713,90576.91777646793,93088.54839722531,98879.06952080804
2018-04-06,100000.0,100000.0,100000.0,97193.58015462918,101309.1965361255,91102.1519714777,93893.45116386825,98940.83063081717
2018-04-09,100000.0,100000.0,100000.0,97376.82122298807,100901.52433668273,91741.51555382372,94898.74382738481,99398.10973969151
2018-04-10,100000.0,100000.0,100000.0,97570.85333663385,100909.43465600625,91568.92543607499,94769.66481532119,99617.4159222648
2018-04-11,100000.0,100000.0,100000.0,97635.70219946555,101080.95665799509,91514.56021603053,94510.97611469364,99760.10989811568
2018-04-12,100000.0,100000.0,100000.0,97841.31242551547,101421.89029057091,91552.49400617242,94268.16625782794,100157.53572048816
2018-04-13,100000.0,100000.0,100000.0,97893.19250592259,101213.06219528575,91776.73016679799,94640.77198333674,100367.73298102192
2018-04-16,100000.0,100000.0,100000.0,97564.68397431228,100753.02231011188,92603.0208334123,95388.47028421068,100825.01208989628
2018-04-17,100000.0,100000.0,100000.0,98313.05390429871,101094.94875175151,93333.85737569824,96043.35208174484,101019.90000199199
2018-04-18,100000.0,100000.0,100000.0,98517.55288229791,101073.45310012835,92920.36860943897,95452.47052976173,100804.42817058523
2018-04-19,100000.0,100000.0,100000.0,98046.04617566016,100647.59009143461,93166.58416860133,95740.88376060194,101178.86659011057
2018-04-20,100000.0,100000.0,100000.0,98956.8914200613,101318.96878109529,93600.51986891124,96087.60138719516,101166.8959328102
2018-04-23,100000.0,100000.0,100000.0,99588.25715327749,101677.26878236503,94116.08713196446,96951.50329709328,101364.6549322428
2018-04-24,100000.0,100000.0,100000.0,99681.59026055069,101550.34118654804,94702.59039571643,98116.01470486556,101648.59331216209
2018-04-25,100000.0,100000.0,100000.0,99129.19115786337,101287.64536787,94531.18606161205,97454.73462897966,101229.14335077215
2018-04-26,100000.0,100000.0,100000.0,98817.98413013018,101014.9254495118,95212.60554713423,98027.56766297699,101681.63419672633
2018-04-27,100000.0,100000.0,100000.0,99251.1898739941,101193.38938626667,96080.86042605457,99184.7171811786,102395.08537182873
2018-04-30,100000.0,100000.0,100000.0,99775.01361583632,101685.06129273128,96465.12153552235,100252.22226354433,102845.65904219964
2018-05-02,100000.0,100000.0,100000.0,99102.8906299283,100990.97639670208,95707.21144863276,98806.25974854133,102641.68091221646
2018-05-03,100000.0,100000.0,100000.0,99050.21326019421,100898.59085006609,95018.43460391735,98147.08403261038,102273.94793119453
2018-05-04,100000.0,100000.0,100000.0,98243.43103505667,100350.0517343115,94522.25654262543,97721.08066853211,101685.94550376968
2018-05-07,100000.0,100000.0,100000.0,98882.41532371542,101249.41297615241,94904.87948685157,98254.10941579979,102617.2626417389
2018-05-08,100000.0,100000.0,100000.0,98446.02464581394,100693.02907559933,95264.08212141006,98411.0646706469,102639.28678075637
2018-05-09,100000.0,100000.0,100000.0,97408.3406605309,99735.32133989545,94866.84518186028,98419.31270470785,102868.16948916997
2018-05-10,100000.0,100000.0,100000.0,95441.08470674594,98086.57541278058,92739.44313041883,96331.7497001205,102627.31612345601
2018-05-11,100000.0,100000.0,100000.0,95450.13294170584,98084.44174913628,92891.67204015658,96473.55901199367,103488.72649320624
2018-05-14,100000.0,100000.0,100000.0,94955.08043991766,97606.82532294156,92292.41659460074,95720.40406989105,103489.68040495984
2018-05-15,100000.0,100000.0,100000.0,95026.67442644839,97619.26295334529,92367.80676688175,95782.16992862888,103444.19190721842
2018-05-16,100000.0,100000.0,100000.0,95420.27980607365,97776.00672332395,93050.90442684699,96471.67671345134,102862.41796242018
2018-05-17,100000.0,100000.0,100000.0,95992.97464159735,98028.65118688856,93731.20026647726,97061.35985589668,102303.15446459224
2018-05-18,100000.0,100000.0,100000.0,94505.85814991227,97077.98224343258,92553.36351297013,96448.50971787906,101476.70215498951
2018-05-21,100000.0,100000.0,100000.0,93037.4409271889,95634.74139390033,91253.64936329596,95024.57002141338,100713.45117510238
2018-05-22,100000.0,100000.0,100000.0,93824.07600996883,96173.75768404246,92293.79613717287,95793.79770889439,100904.98169190838
2018-05-23,100000.0,100000.0,100000.0,93415.67572028663,95893.96683065552,91622.89006579512,95345.32644173455,99886.51255754684
2018-05-24,100000.0,100000.0,100000.0,92556.57104686229,95305.3399826497,90814.83133267632,94874.70409035872,100686.15246521191
2018-05-25,100000.0,100000.0,100000.0,94143.13087401113,96392.39895579706,93019.94019774963,96477.19795685259,101560.49675609215
2018-05-28,100000.0,100000.0,100000.0,95264.91477931022,97160.85393340811,94273.22349372604,97366.73382712531,102360.13666375724
2018-05-29,100000.0,100000.0,100000.0,94845.24540685184,96874.54113530646,94055.52489172989,97268.32403128238,101830.070347251
2018-05-30,100000.0,100000.0,100000.0,95082.27924547934,97031.25622093695,94496.3834346867,97537.5384782099,101648.59331216209
2018-05-31,100000.0,100000.0,100000.0,95650.31373085131,97432.98542069584,94475.31302283875,97691.95282353117,102815.02164117151
2018-06-01,100000.0,100000.0,100000.0,93907.9411982975,95301.23761235429,92751.64300161462,95979.28301875887,102432.4375634363
2018-06-04,100000.0,100000.0,100000.0,92094.18325467067,93965.68304974839,91320.70449296117,94767.0285048148,101784.10489363277
2018-06-05,100000.0,100000.0,100000.0,90356.82495392795,92780.55659344548,89227.39313592389,93148.78048036026,101445.57844600854
2018-06-06,100000.0,100000.0,100000.0,91086.28479501317,93310.55130903132,89872.82634502705,93907.39231988114,102321.83056039603
2018-06-07,100000.0,100000.0,100000.0,91876.16888263295,93902.23806085682,90529.6870162155,94816.73091936845,103123.37829156837
2018-06-08,100000.0,100000.0,100000.0,92591.06049895163,94409.49402575956,91126.15431301584,95341.31207639362,103116.68220514097
2018-06-11,100000.0,100000.0,100000.0,92766.71348760079,94544.01872947242,91377.36629164653,95491.31267919419,103301.50728344356
2018-06-12,100000.0,100000.0,100000.0,93536.2930222261,95125.60878855348,91896.83950346164,96392.45283318397,103836.82946667074
2018-06-13,100000.0,100000.0,100000.0,93700.49555895207,95129.03481390189,92094.75536958402,96415.4290420475,103969.46996080452
2018-06-14,100000.0,100000.0,100000.0,92734.7173521252,94458.79403750016,91163.34727063426,95770.95823566642,103503.5682378435
2018-06-15,100000.0,100000.0,100000.0,94503.14491630023,95916.5110096767,92052.4911904691,97170.50618173198,103595.98545303279
