date,gfs_10_regime,gfs_15_regime,gfs_15_fixed,breakout_relvol_regime,breakout_equal_regime,breakout_relvol_fixed,breakout_equal_fixed,nifty_50
2018-06-18,100000.0,100000.0,100000.0,93997.98420886922,95791.1410596646,91914.95178380497,96732.04342487274,103425.03885553782
2018-06-19,100000.0,100000.0,100000.0,92449.13056054366,94673.69374441731,90494.13876258282,95106.60299159033,102568.90305666058
2018-06-20,100000.0,100000.0,100000.0,92427.10542031181,94544.46199358949,90607.8789017254,95021.7173414594,103158.81330759269
2018-06-21,100000.0,100000.0,100000.0,91744.94678828579,93918.71159724634,90129.21668445834,94394.68670528135,102862.41796242018
2018-06-22,100000.0,100000.0,100000.0,91604.62928829945,93844.14763913957,89958.24755515179,94320.10604750027,103635.72242402444
2018-06-25,100000.0,100000.0,100000.0,91317.46150911343,94055.33608069281,89519.77313859249,94534.08991367054,103066.8824003562
2018-06-26,100000.0,100000.0,100000.0,90825.83827054553,93582.00343887738,89003.21599585457,94057.2475189606,103131.04699390141
2018-06-27,100000.0,100000.0,100000.0,89743.40124286547,92398.29655770624,87839.89750469016,92864.51435728867,102194.94159301206
2018-06-28,100000.0,100000.0,100000.0,88684.10952671025,91335.54522926165,86663.03417349808,91792.16125847315,101406.78603469452
2018-06-29,100000.0,100000.0,100000.0,89044.2087890743,91896.36422519783,86964.91144657487,92358.06626220202,102605.76894031532
2018-07-02,100000.0,100000.0,100000.0,89137.79952295317,91855.9274131492,86939.12951475574,92318.36994773083,102059.9069674182
2018-07-03,100000.0,100000.0,100000.0,89292.59522327915,92014.98625633426,86991.2028425981,92477.59430463312,102467.87257946061
2018-07-04,100000.0,100000.0,100000.0,89482.14958659995,92012.92784857936,87217.41979334378,92475.37993557303,103138.22938828163
2018-07-05,100000.0,100000.0,100000.0,88337.34708755324,91210.26221060177,86385.98730022486,91668.95254519951,102945.25865176918
2018-07-06,100000.0,100000.0,100000.0,88064.87909386557,90908.1448861075,86128.0290578703,91366.19553523042,103164.56483434247
2018-07-09,100000.0,100000.0,100000.0,89216.17292557139,92144.68926418194,87217.18161582018,92611.55377716731,103933.08103302658
2018-07-10,100000.0,100000.0,100000.0,90015.73101553318,92564.7982796903,87995.12761926433,93033.04870314027,104836.62250522852
2018-07-11,100000.0,100000.0,100000.0,90455.0470133819,92590.25235337968,88358.82212689971,93058.94775396597,104846.67598694561
2018-07-12,100000.0,100000.0,100000.0,90085.704138155,92279.70200076516,88078.9209428513,92745.48542051975,105563.96151321453
2018-07-13,100000.0,100000.0,100000.0,90538.81128978786,92349.48734828466,88409.05542936653,92815.92393532253,105522.78432251645
2018-07-16,100000.0,100000.0,100000.0,89416.98592717464,91413.76534138182,87214.57100789656,91874.71389752589,104737.02289565899
2018-07-17,100000.0,100000.0,100000.0,89974.3606318119,91949.91254272449,87850.69501723262,92416.59303568193,105418.87340590356
2018-07-18,100000.0,100000.0,100000.0,89263.00225606855,91472.31093020493,87258.83380450154,91936.092621567,105154.56503354169
2018-07-19,100000.0,100000.0,100000.0,89557.6142411188,91102.02323469859,87544.74338344668,91565.26227302011,104930.94754392507
2018-07-20,100000.0,100000.0,100000.0,91495.13616199643,92675.80095178793,89478.81787050926,93148.46451898728,105439.46667729062
2018-07-23,100000.0,100000.0,100000.0,91534.88946007684,92593.90538002273,89490.06498780433,93067.45767046564,106153.39480826982
2018-07-24,100000.0,100000.0,100000.0,92617.69808195878,93425.27222967308,90512.61013635962,93902.57900659164,106627.9097932415
2018-07-25,100000.0,100000.0,100000.0,92550.82971885873,93443.8170015301,90420.02048245158,93920.8388085934,106605.88565422402
2018-07-26,100000.0,100000.0,100000.0,92422.80926224156,93178.62640374087,90287.62801617144,93657.84668907952,106943.93514597141
2018-07-27,100000.0,100000.0,100000.0,92252.07225688254,93405.5640576824,90150.13603092454,93885.32922446982,108007.40647012157
2018-07-30,100000.0,100000.0,100000.0,92181.91092132276,93438.73537263006,90168.25591514657,93918.03694180468,108401.96120515715
2018-07-31,100000.0,100000.0,100000.0,93443.10872582578,94803.7265050641,91363.19890497155,95286.47176463854,108755.81570537145
2018-08-01,100000.0,100000.0,100000.0,93542.96423615428,94992.35174292637,91501.68821283072,95476.92150655616,108657.17935963155
2018-08-02,100000.0,100000.0,100000.0,92944.76854894026,94404.24175555508,90888.0885152085,94888.34187307411,107685.16198684106
2018-08-03,100000.0,100000.0,100000.0,93405.8032552221,94640.99566547766,91385.35166792177,95128.69037776077,108796.99289606954
2018-08-06,100000.0,100000.0,100000.0,93741.84606019448,94667.9568033649,91794.12370333535,95156.2674736327,109048.85365525424
2018-08-07,100000.0,100000.0,100000.0,93815.4848861035,94380.17457669013,91917.25137652624,94870.52349133529,109071.36410222456
2018-08-08,100000.0,100000.0,100000.0,95453.33184879868,95519.97886250158,93684.77908799649,96017.02953770294,109651.22087143952
2018-08-09,100000.0,100000.0,100000.0,96245.31793000657,96531.99037855284,94501.7128651003,97039.12492686446,109849.45682674895
2018-08-10,100000.0,100000.0,100000.0,94694.2157769148,94632.80121311685,92893.13390612556,95128.48093660898,109454.90209171337
2018-08-13,100000.0,100000.0,100000.0,94982.48495170473,94991.3988911711,93092.38519291359,95491.34601063296,108748.63331099122
2018-08-14,100000.0,100000.0,100000.0,96506.2695707789,96184.15912522208,94684.37057827783,96690.81867259686,109508.52689558866
2018-08-16,100000.0,100000.0,100000.0,98619.8850149534,97368.42711629288,96662.15075528837,97880.97651893352,109029.22364769682
2018-08-17,100000.0,100000.0,100000.0,98413.42807329743,97740.4000560013,96433.01849618145,98256.29515555731,109849.93378262577
2018-08-20,100000.0,100000.0,100000.0,98491.27381722108,97450.03858768444,96790.9447387011,97966.07687006089,110625.6323756901
2018-08-21,100000.0,100000.0,100000.0,98793.23905913367,97393.82673788627,97183.09063956386,97908.64656600592,110809.02658636226
2018-08-23,100000.0,100000.0,100000.0,99403.24510230996,97573.85406710615,97836.45991574648,98090.62726066663,110922.50467673941
2018-08-24,100000.0,100000.0,100000.0,98147.66217640333,97326.92573434785,96659.94633194947,97841.34847813119,110676.86304810531
2018-08-27,100000.0,100000.0,100000.0,98685.56343137138,97536.22857971111,97090.89989238771,98054.11575121852,111968.26316891542
2018-08-28,100000.0,100000.0,100000.0,99180.15618576707,98379.73831533769,97591.27081622653,98901.14822774904,112414.04857636621
2018-08-29,100000.0,100000.0,100000.0,98551.2895943133,98126.0884298888,96988.07474255475,98646.52692229598,111967.7862130386
2018-08-30,100000.0,100000.0,100000.0,98355.68424801037,97713.3230599399,96671.02421304132,98231.08032224662,111823.17506160446
2018-08-31,100000.0,100000.0,100000.0,101473.93329048145,99431.29646662381,99763.72813168222,99954.39366426026,111858.61007762878
2018-09-03,100000.0,100000.0,100000.0,102822.18470158822,99595.54758990566,101128.68205630826,100118.22648393965,110918.67032557288
2018-09-04,100000.0,100000.0,100000.0,101582.90623749838,97861.61522553727,99607.77489029581,98375.91604034824,110324.44876759747
2018-09-05,100000.0,100000.0,100000.0,99918.59106662466,96378.78436561779,97904.82497119228,96884.59959831438,109909.31011325083
2018-09-06,100000.0,100000.0,100000.0,98995.8277932016,95973.5909902227,96991.84334132558,96477.62651107975,110483.42470779204
2018-09-07,100000.0,100000.0,100000.0,100613.65213386533,96908.95816266473,98547.38963247779,97417.02499398752,110983.3118749949
2018-09-10,100000.0,100000.0,100000.0,101232.32256026681,97390.80133008483,99116.8452862847,97901.13072371116,109537.25647310955
2018-09-11,100000.0,100000.0,100000.0,101376.27378853019,97618.48298373733,99173.6751037585,98129.06853916217,108095.03542239072
2018-09-12,100000.0,100000.0,100000.0,100717.0037844887,97236.65776228192,98402.65109385338,97745.69180601824,108884.14489246187
2018-09-14,100000.0,100000.0,100000.0,100576.27946744981,97092.2149535637,98345.25613769924,97600.97762006658,110275.61222664233
2018-09-17,100000.0,100000.0,100000.0,99917.18280817164,96542.53978402616,97759.09183396291,97048.93033354926,108959.31687947785
2018-09-18,100000.0,100000.0,100000.0,98886.1653982196,95611.67204112394,96644.43005760631,96113.97215585539,108012.68104099455
2018-09-19,100000.0,100000.0,100000.0,97914.45302570319,95012.54436411404,95712.57172001133,95512.1732613373,107586.03933314834
2018-09-21,100000.0,100000.0,100000.0,95755.46752042032,93611.5310650456,93592.48624652879,94104.44562701469,106712.18135022094
2018-09-24,100000.0,100000.0,100000.0,95081.22103015211,93214.34063389858,92936.88071092428,93705.44144126882,105029.59324174096
2018-09-25,100000.0,100000.0,100000.0,95138.91748406371,93251.55051528185,92993.29731897758,93742.84630222364,105987.72278164783
2018-09-26,100000.0,100000.0,100000.0,95149.651660283,93258.47325310693,93003.79338539903,93749.80531515642,105856.99946309732
2018-09-27,100000.0,100000.0,100000.0,94839.70035366516,93058.57792901115,92700.71754285494,93548.86254067386,105126.78936777441
2018-09-28,100000.0,100000.0,100000.0,94838.89339819537,93058.05750331293,92699.92848759472,93548.33938794787,104675.73874152667
2018-10-01,100000.0,100000.0,100000.0,94838.89339819537,93058.05750331293,92699.92848759472,93548.33938794787,105421.26753736364
2018-10-03,100000.0,100000.0,100000.0,94838.89339819537,93058.05750331293,92699.92848759472,93548.33938794787,103984.31170544178
2018-10-04,100000.0,100000.0,100000.0,94838.89339819537,93058.05750331293,92699.92848759472,93548.33938794787,101503.99151280399
2018-10-05,100000.0,100000.0,100000.0,94838.89339819537,93058.05750331293,92699.92848759472,93548.33938794787,98795.75187558222
2018-10-08,100000.0,100000.0,100000.0,94838.89339819537,93058.05750331293,92699.92848759472,93548.33938794787,99098.36635130532
2018-10-09,100000.0,100000.0,100000.0,94838.89339819537,93058.05750331293,92699.92848759472,93548.33938794787,98648.2696368112
2018-10-10,100000.0,100000.0,100000.0,94838.89339819537,93058.05750331293,92699.92848759472,93548.33938794787,100171.41420129576
2018-10-11,100000.0,100000.0,100000.0,94838.89339819537,93058.05750331293,92699.92848759472,93548.33938794787,98012.39393226085
2018-10-12,100000.0,100000.0,100000.0,94838.89339819537,93058.05750331293,92699.92848759472,93548.33938794787,100290.1668625459
2018-10-15,100000.0,100000.0,100000.0,94838.89339819537,93058.05750331293,92699.92848759472,93548.33938794787,100673.22789615791
2018-10-16,100000.0,100000.0,100000.0,94990.82669439923,93157.4444173254,92848.4351306852,93648.24992780013,101365.13188811962
2018-10-17,100000.0,100000.0,100000.0,93724.06470284211,92328.19619273303,91610.2432684594,92814.63275984819,100103.90156453686
2018-10-19,100000.0,100000.0,100000.0,93640.42191017409,92273.41763805364,91528.48692756375,92759.5656011108,98672.21095141194
2018-10-22,100000.0,100000.0,100000.0,93403.01269419235,92117.45536385244,91296.43216020791,92602.7816304356,98113.90136533763
2018-10-23,100000.0,100000.0,100000.0,93304.4936882701,92052.73484256965,91200.13511923215,92537.72012525522,97171.09052594486
2018-10-24,100000.0,100000.0,100000.0,93304.4936882701,92052.73484256965,91200.13511923215,92537.72012525522,97917.58258561147
2018-10-25,100000.0,100000.0,100000.0,93304.4936882701,92052.73484256965,91200.13511923215,92537.72012525522,96961.37022128789
2018-10-26,100000.0,100000.0,100000.0,93304.4936882701,92052.73484256965,91200.13511923215,92537.72012525522,96052.55417821297
2018-10-29,100000.0,100000.0,100000.0,93281.22573473188,92037.43097975294,91177.39194339194,92522.33563313133,98167.5261692129
2018-10-30,100000.0,100000.0,100000.0,93281.22573473188,92037.43097975294,91177.39194339194,92522.33563313133,97665.24487054997
2018-10-31,100000.0,100000.0,100000.0,93281.22573473188,92037.43097975294,91177.39194339194,92522.33563313133,99467.53955203369
2018-11-01,100000.0,100000.0,100000.0,93427.29342908543,92133.51101609142,91320.16527546858,92618.92187282883,99408.64952936144
2018-11-02,100000.0,100000.0,100000.0,92290.20941116802,91385.61946368744,90208.72667292436,91867.09000950871,101061.07719269009
2018-11-05,100000.0,100000.0,100000.0,92084.35789578906,91249.64942184303,90007.5178642706,91730.40360144994,100783.35794332136
2018-11-06,100000.0,100000.0,100000.0,91881.11536643199,91115.89817248943,89808.85919943429,91595.94767572157,100840.81709836317
2018-11-07,100000.0,100000.0,100000.0,91876.69068694046,91106.2888301332,89794.83653899515,91586.28770597631,101495.85520667012
2018-11-09,100000.0,100000.0,100000.0,92377.36846904365,91436.43518333933,90283.17378927227,91918.17345478771,101369.44319516297
2018-11-12,100000.0,100000.0,100000.0,92230.83671036318,91089.98137074694,89987.34433870214,91569.89432977496,100383.06103361202
2018-11-13,100000.0,100000.0,100000.0,92868.73086393227,91507.23152577493,90597.06629072459,91989.34279194432,101343.58470497894
2018-11-14,100000.0,100000.0,100000.0,93057.9825359084,91632.52524275938,90065.05998558829,91428.73618414789,101284.20837435388
2018-11-15,100000.0,100000.0,100000.0,92185.1299142787,91058.90651756994,89344.90740856207,90924.6544724906,101671.10375913241
2018-11-16,100000.0,100000.0,100000.0,91745.37340309338,90545.14161953064,88377.05559672724,90198.69634781203,102298.36620167209
2018-11-19,100000.0,100000.0,100000.0,91316.98301227883,90264.82897725304,87840.48091170858,89833.89807843551,103075.98197031968
2018-11-20,100000.0,100000.0,100000.0,91033.31629767084,90063.95671064129,87585.56949780506,89662.47827127052,102049.3765298243
2018-11-21,100000.0,100000.0,100000.0,89766.20142093232,89239.42493665876,86306.78674937208,88787.55354195362,101511.65086306102
2018-11-22,100000.0,100000.0,100000.0,90048.49078129418,89448.11349335941,86528.08556505584,88937.72104188151,100809.6933893822
2018-11-26,100000.0,100000.0,100000.0,90035.40428969417,89438.5884003519,86509.90711756273,88925.38930582523,101785.05880538638
2018-11-27,100000.0,100000.0,100000.0,90961.86862012793,90052.80915902881,87397.19545562784,89533.27946983863,102330.9207782835
2018-11-28,100000.0,100000.0,100000.0,90856.69245934696,90354.57902507082,87787.83064671673,89779.19982315115,102745.1055208765
2018-11-29,100000.0,100000.0,100000.0,91092.12328601266,90496.13660561631,87966.6876763026,89968.15236295114,103988.6230124851
2018-11-30,100000.0,100000.0,100000.0,91676.5180447438,90852.6446824114,88909.12872988929,90565.61321361494,104161.47743348734
2018-12-03,100000.0,100000.0,100000.0,91075.67751310024,90449.13124326506,88338.70746606488,89997.61222471029,104228.51311436945
2018-12-04,100000.0,100000.0,100000.0,90942.11518882487,90543.63740489194,88352.60801829255,90079.44181778171,104092.04762114515
