symbol,sector,entry_date,exit_date,sim_entry_price,raw_entry_price,sim_exit_price,raw_exit_price,return_pct,holding_days,exit_reason,max_favorable_pct,max_adverse_pct,gap_down,strategy
VADILALIND,FMCG,2019-11-21,2020-05-20,722.031450925469,720.2308737411163,490.09075682406956,491.31905446022006,-32.12335055545126,121,FIXED_120D,23.742582375799174,-47.63677456247347,False,Fixed 120D Benchmark
HINDUNILVR,Consumer Goods,2019-11-22,2020-05-21,1838.380508194602,1833.796018149229,1783.7042945984772,1788.1747314270447,-2.974151072229335,121,FIXED_120D,27.526846387279907,-14.278045470813684,False,Fixed 120D Benchmark
MPSLTD,Miscellaneous,2019-11-25,2020-05-22,424.0417678384718,422.98430707079484,198.5231116311196,199.02066328934296,-53.183123293943524,121,FIXED_120D,3.0618656643707247,-68.24742470505504,False,Fixed 120D Benchmark
WHIRLPOOL,Consumer Durables,2019-11-28,2020-05-28,2173.3403925962734,2167.920591118477,1867.2401935838839,1871.9199935678032,-14.08431923757337,121,FIXED_120D,15.820495245030719,-39.084311685278664,False,Fixed 120D Benchmark
DYNPRO,Chemicals,2019-12-02,2020-06-01,138.10432842560678,137.75992860409656,112.08779920578003,112.36872100830078,-18.838315580992944,121,FIXED_120D,28.755364960047956,-41.47874765461994,False,Fixed 120D Benchmark
BAJFINANCE,Finance,2019-12-04,2020-06-03,385.41986891259137,384.45872210732307,234.7256634637807,235.31394833461724,-39.098712236598864,121,FIXED_120D,24.391099184765043,-54.84845284306278,False,Fixed 120D Benchmark
FINEORG,Chemicals,2019-12-05,2020-06-04,1859.3509036391613,1854.7141183433032,2044.2517042297416,2049.375142084954,9.944373610634145,121,FIXED_120D,35.28743060484731,-19.124124291475283,False,Fixed 120D Benchmark
MITTAL,Textiles,2019-12-23,2020-06-22,8.26362378358841,8.243016242980957,12.686462259292604,12.718257904052734,53.52177920403359,121,FIXED_120D,54.73269925627896,-20.10789930709213,False,Fixed 120D Benchmark
ALKEM,Healthcare,2019-12-27,2020-06-25,1908.294868680691,1903.5360286091682,2182.745239658089,2188.2157791058535,14.38196871362655,121,FIXED_120D,42.10236194241128,-7.142361010130127,False,Fixed 120D Benchmark
ICICIPRULI,Insurance,2020-01-03,2020-07-02,482.68780127372986,481.4840910461146,415.92407282537687,416.96648904799684,-13.831658532114346,121,FIXED_120D,9.641646341584655,-53.5681285409934,False,Fixed 120D Benchmark
BERGEPAINT,Chemicals,2020-01-08,2020-07-07,388.28256994870975,387.3142842381145,408.1034247875437,409.126240388515,5.104750089980137,121,FIXED_120D,23.79470348424283,-18.992189362808645,False,Fixed 120D Benchmark
PFIZER,Healthcare,2020-01-15,2020-07-14,3535.1973190609024,3526.3813656467855,3842.2427541328216,3851.8724352208737,8.685383229286998,121,FIXED_120D,26.097572547050408,-15.585366809314305,False,Fixed 120D Benchmark
DRREDDY,Healthcare,2020-07-09,2020-12-30,749.1182193937851,747.2500941583892,997.3222934410289,999.8218480611819,33.13283105677232,121,FIXED_120D,42.07851895982727,-1.3047378286051428,False,Fixed 120D Benchmark
GMMPFAUDLR,Capital Goods,2020-07-21,2021-01-11,1358.0362759682669,1354.6496518386703,1286.441393310689,1289.6655572036982,-5.271941841651578,121,FIXED_120D,68.33256794869814,-18.584453804089264,False,Fixed 120D Benchmark
ADANIGREEN,Miscellaneous,2020-07-27,2021-01-15,346.8148872375488,345.95001220703125,1014.1083993530274,1016.6500244140625,192.40624802199443,121,FIXED_120D,252.6521049144811,-5.983526948004117,False,Fixed 120D Benchmark
COROMANDEL,Chemicals,2020-08-20,2021-02-11,729.2014541066272,727.3829966150896,729.6475774332907,731.4762681035496,0.061179708865235216,121,FIXED_120D,14.402612365905876,-11.428558848295216,False,Fixed 120D Benchmark
LALPATHLAB,Healthcare,2020-09-02,2021-02-24,866.4846568804802,864.3238472623244,1115.1920122518206,1117.9869797010733,28.703030503360228,121,FIXED_120D,45.780372420891226,-2.8107621962504603,False,Fixed 120D Benchmark
APLLTD,Healthcare,2020-09-04,2021-02-26,871.7425943069296,869.5686726253663,821.2567033803434,823.3149908574871,-5.791375947016161,121,FIXED_120D,21.808498493189195,-7.888306005315202,False,Fixed 120D Benchmark
BHARATRAS,Chemicals,2020-09-11,2021-03-05,2329.1459327650305,2323.337588793048,2513.275277212622,2519.574212744483,7.905444732224376,121,FIXED_120D,15.683254934472298,-8.812620639983926,False,Fixed 120D Benchmark
ITI,Telecom,2020-09-11,2021-03-05,138.79612194061278,138.4499969482422,128.52788108825683,128.85000610351562,-7.398074750784072,121,FIXED_120D,1.8418223965083216,-18.12928784931965,False,Fixed 120D Benchmark
INVENTURE,Finance,2020-09-17,2021-03-12,1.724300028681755,1.7200000286102295,2.9925,3.0,73.54868353669269,121,FIXED_120D,90.69766958318195,-17.441864333454436,False,Fixed 120D Benchmark
EPL,Diversified / Other,2020-09-23,2021-03-18,226.27922279229668,225.71493545366255,205.36369863114865,205.87839461769286,-9.243236698027083,121,FIXED_120D,15.503025831464514,-19.207395862476208,False,Fixed 120D Benchmark
BRITANNIA,FMCG,2020-09-24,2021-03-19,3267.282631399049,3259.1347944130166,3101.206067751906,3108.9785140369986,-5.08301798109302,121,FIXED_120D,8.076594439318443,-7.596106793676186,False,Fixed 120D Benchmark
RALLIS,Fertilisers & Pesticides,2020-09-24,2021-03-19,260.9857761946823,260.33493884756336,234.18647340693533,234.77340692424593,-10.268491708052322,121,FIXED_120D,12.870214573443858,-16.585887784558697,False,Fixed 120D Benchmark
VENKEYS,Consumer Goods,2020-09-24,2021-03-19,1278.2605489937228,1275.072866826656,1510.1202724277703,1513.9050350153084,18.138690395833073,121,FIXED_120D,39.69688861344947,-1.6380912441930313,False,Fixed 120D Benchmark
TIINDIA,Automobile & Ancillaries,2020-09-25,2021-03-22,583.6584116970321,582.2029044359423,1125.164046990308,1127.9840070078274,92.77783450748294,121,FIXED_120D,111.29528995765139,-6.93876864491518,False,Fixed 120D Benchmark
ASTEC,Chemicals,2020-09-28,2021-03-23,1089.5026179075992,1086.7856537731664,1070.7415858670115,1073.4251487388585,-1.7219813639932715,121,FIXED_120D,21.853213470846825,-16.68347928859114,False,Fixed 120D Benchmark
AKASH,Infrastructure,2021-01-08,2021-07-07,237.8756233078242,237.28241726466257,237.1864609302195,237.78091321325263,-0.289715426919928,121,FIXED_120D,13.697483308135508,-33.655465479347825,False,Fixed 120D Benchmark
ICIL,Textiles,2021-01-13,2021-07-12,141.067032029009,140.715243919211,176.02566275549307,176.46682983006824,24.781573854403618,121,FIXED_120D,30.86838922006213,-23.33786484057295,False,Fixed 120D Benchmark
ADANIGREEN,Miscellaneous,2021-01-15,2021-07-14,1019.1916494750976,1016.6500244140625,1006.4775000000001,1009.0,-1.2474738663376572,121,FIXED_120D,36.723549561818444,-9.86574006978774,False,Fixed 120D Benchmark
PDMJEPAPER,Paper,2021-02-11,2021-08-10,20.550157097402227,20.498909822845114,42.131698787981385,42.23729201802645,105.01886476238815,121,FIXED_120D,120.93023397700821,-0.9302361066951285,False,Fixed 120D Benchmark
IFBIND,Consumer Durables,2021-02-24,2021-08-24,1246.1074999999998,1243.0,908.1240243530274,910.4000244140625,-27.123139508186295,121,FIXED_120D,4.585679806918745,-29.20353982300885,False,Fixed 120D Benchmark
CROMPTON,Consumer Durables,2021-02-26,2021-08-26,362.95810531355033,362.052972881347,440.9664346093717,442.07161364348036,21.49237836373207,121,FIXED_120D,31.69787194120425,-8.020480850288388,False,Fixed 120D Benchmark
VISHWARAJ,Agri,2021-03-08,2021-09-03,24.763519186476046,24.701764774539697,29.06751384209551,29.14036475398046,17.38038371367661,121,FIXED_120D,32.578134284545975,-19.179683972365368,False,Fixed 120D Benchmark
NIITLTD,Software & IT Services,2021-03-10,2021-09-07,182.04134559175967,181.58737714888747,301.3419739432572,302.0972169857215,65.53490799778939,121,FIXED_120D,86.92089323396162,-28.288952295905666,False,Fixed 120D Benchmark
RAMCOSYS,Software & IT Services,2021-03-12,2021-09-08,585.1592622375488,583.7000122070312,462.9896189117432,464.1499938964844,-20.878015817206716,121,FIXED_120D,17.740275077506908,-26.16926448612467,False,Fixed 120D Benchmark
GOLDENTOBC,FMCG,2021-03-18,2021-09-15,45.413249235153195,45.29999923706055,95.56050304412842,95.80000305175781,110.42428069682705,121,FIXED_120D,180.46358761926086,-21.63355276404295,False,Fixed 120D Benchmark
RELAXO,Footwear,2021-03-19,2021-09-16,824.595814061433,822.5394653979382,1188.131188132878,1191.1089605342133,44.08649278498051,121,FIXED_120D,50.14296118950645,-1.3980179072431804,False,Fixed 120D Benchmark
RKFORGE,Automobile & Ancillaries,2021-03-19,2021-09-16,99.42188375250618,99.17394888030542,211.07220244981082,211.60120546346948,112.29954058730074,121,FIXED_120D,113.36369868548269,-3.6629998079172688,False,Fixed 120D Benchmark
BORORENEW,Construction Materials,2021-03-22,2021-09-17,264.65999999999997,264.0,313.21500000000003,314.0,18.346180004534148,121,FIXED_120D,32.651519775390625,-19.223484848484848,False,Fixed 120D Benchmark
GNA,Diversified / Other,2021-03-22,2021-09-17,180.31630056576185,179.86663398080984,404.94148998575366,405.9563809380989,124.57286929423799,121,FIXED_120D,130.9386178171989,-9.51555531852192,False,Fixed 120D Benchmark
DLF,Real Estate,2021-03-23,2021-09-20,280.9228212741053,280.2222656100801,314.9429479441923,315.7322786407943,12.110132781591474,121,FIXED_120D,22.23546217292989,-21.112617399507606,False,Fixed 120D Benchmark
GRAPHITE,Industrial Manufacturing,2021-07-09,2022-01-04,570.4427825499258,569.0202319700009,463.9722116820326,465.1350493052958,-18.664548684788524,121,FIXED_120D,19.68252910107007,-36.70879640944562,False,Fixed 120D Benchmark
BROOKS,Healthcare,2021-07-12,2022-01-05,91.35358499526977,91.12577056884766,100.28415321350099,100.53549194335938,9.775826770994959,121,FIXED_120D,67.82608761175138,-7.500001883785188,False,Fixed 120D Benchmark
WIPRO,Software & IT Services,2021-07-15,2022-01-10,256.8680056694652,256.2274370767733,323.0144058499271,323.8239657643379,25.751124593375117,121,FIXED_120D,31.88054735950499,-0.35650623885918103,False,Fixed 120D Benchmark
BIRLACABLE,Electricals,2021-08-10,2022-02-03,102.85612388540524,102.59962482334687,98.48645428247052,98.73328750122357,-4.248331978563655,121,FIXED_120D,5.8784261563251015,-32.00934238249667,False,Fixed 120D Benchmark
BALKRISIND,Automobile & Ancillaries,2021-08-24,2022-02-16,2196.801264745482,2191.322957352102,2067.984980418971,2073.1679001693947,-5.863811460498012,121,FIXED_120D,19.46493692960429,-12.35113467950173,False,Fixed 120D Benchmark
APCL,Diversified / Other,2021-08-26,2022-02-18,383.159120583022,382.20361155413667,263.6726131838339,264.333446800836,-31.184565623121596,121,FIXED_120D,8.043216206841969,-33.32915189406101,False,Fixed 120D Benchmark
CGCL,Finance,2021-09-08,2022-03-04,482.60958849989385,481.4060733166024,565.6502988307025,567.0679687525839,17.206601839164843,121,FIXED_120D,23.43136618868506,-11.333340630246541,False,Fixed 120D Benchmark
REDINGTON,Trading,2021-09-13,2022-03-08,125.33995377818987,125.02738531490262,124.7572483958079,125.06992320381744,-0.4648999499498419,121,FIXED_120D,21.94623634475138,-6.634922355642252,False,Fixed 120D Benchmark
AJANTPHARM,Healthcare,2021-09-15,2022-03-10,1389.6895711807254,1386.2240111528433,1099.7528963545296,1102.509169277724,-20.863413012436734,121,FIXED_120D,6.565172056671422,-26.205526736259127,False,Fixed 120D Benchmark
SHAHALLOYS,Metals & Mining,2021-09-15,2022-03-10,15.6390003824234,15.600000381469727,91.52062500000001,91.75,485.20763963187574,121,FIXED_120D,488.14101125910315,0.0,False,Fixed 120D Benchmark
ADANIENT,Trading,2021-09-22,2022-03-17,1435.3832420045323,1431.8037326728504,1767.2159987087168,1771.6451114874353,23.118059831935582,121,FIXED_120D,32.996515807118676,-4.689892740667063,False,Fixed 120D Benchmark
AJMERA,Real Estate,2021-09-22,2022-03-17,68.27698363579455,68.10671684368535,68.94637457467232,69.11917250593716,0.9804049669921809,121,FIXED_120D,41.50940920241298,-26.78672872566378,False,Fixed 120D Benchmark
ALKYLAMINE,Chemicals,2021-09-22,2022-03-17,3894.481903320578,3884.7699783746416,2886.5997978645964,2893.8343838241567,-25.879748076287747,121,FIXED_120D,5.230016474445005,-30.51545599396916,False,Fixed 120D Benchmark
EVERESTIND,Construction Materials,2021-09-22,2022-03-17,420.7804488713256,419.731121068654,635.0599465451081,636.6515754838176,50.924299892866244,121,FIXED_120D,80.27217830794694,-14.970338978361704,False,Fixed 120D Benchmark
INDIAGLYCO,Chemicals,2021-09-22,2022-03-17,332.5878995722972,331.7585033140122,430.72594980494324,431.8054634636022,29.50740251189235,121,FIXED_120D,53.64547391248337,-3.0946355778566152,False,Fixed 120D Benchmark
GOLDTECH,Software & IT Services,2022-01-17,2022-07-13,86.21499999999999,86.0,59.2016234779358,59.349998474121094,-31.3325715038731,121,FIXED_120D,7.034887269485829,-50.755815727766176,False,Fixed 120D Benchmark
PREMIER,Diversified / Other,2022-01-18,2022-07-14,10.024999999999999,10.0,4.688249809741974,4.699999809265137,-53.234415862922944,121,FIXED_120D,0.0,-59.49999809265136,False,Fixed 120D Benchmark
LAOPALA,Diversified / Other,2022-01-21,2022-07-19,372.1561988580553,371.22812853671354,250.6427826815558,251.27096008176017,-32.65118693423837,121,FIXED_120D,3.9024451900072297,-41.27479697157673,False,Fixed 120D Benchmark
ACCURACY,Logistics,2022-02-03,2022-07-29,20.584073197348268,20.5327413439883,20.05049624742605,20.10074811772035,-2.592183504239361,121,FIXED_120D,47.2450224648357,-11.650490572439377,False,Fixed 120D Benchmark
A2ZINFRA,Infrastructure,2022-02-16,2022-08-12,10.2254998087883,10.199999809265137,13.017375190258027,13.050000190734863,27.303070105876415,121,FIXED_120D,58.333332554187635,-16.176467150827804,False,Fixed 120D Benchmark
CGPOWER,Capital Goods,2022-02-18,2022-08-17,173.30475387094344,172.87257243984385,236.29261048319626,236.8848225395451,36.345140687345825,121,FIXED_120D,39.82857152564603,-12.000002026796047,False,Fixed 120D Benchmark
GREENPANEL,Construction Materials,2022-03-10,2022-09-06,479.94410528485815,478.74723719187847,442.64123525168054,443.75061178113333,-7.772336324672115,121,FIXED_120D,29.023600954025387,-13.393137837580646,False,Fixed 120D Benchmark
ESCORTS,Automobile & Ancillaries,2022-03-11,2022-09-07,1752.8199986837594,1748.4488764925281,1949.4604093557236,1954.3462750433318,11.218517065050998,121,FIXED_120D,15.670730030094049,-27.658391662087556,False,Fixed 120D Benchmark
INDIANCARD,Textiles,2022-03-11,2022-09-07,223.6366399557066,223.0789425992086,228.4275,229.0,2.142251844439387,121,FIXED_120D,30.195605435443984,-14.350389085732232,False,Fixed 120D Benchmark
GRAVITA,Metals & Mining,2022-04-04,2022-09-28,333.81685286289735,332.9843918831894,295.38816301911623,296.12848422969046,-11.511908255741734,121,FIXED_120D,4.468775767097859,-31.63657620245915,False,Fixed 120D Benchmark
JINDWORLD,Textiles,2022-04-04,2022-09-28,61.255687683293,61.1029303573995,53.681139686569665,53.81567888377911,-12.365460715885867,121,FIXED_120D,26.68300173292888,-36.65033225898106,False,Fixed 120D Benchmark
HINDALCO,Metals & Mining,2022-04-18,2022-10-11,528.1214055332821,526.8043945469149,392.17144604838,393.1543318780752,-25.742179366432545,121,FIXED_120D,2.0643946554755024,-43.30672982705196,False,Fixed 120D Benchmark
BIRLACABLE,Electricals,2022-04-21,2022-10-14,145.430250977484,145.06758202242796,132.1029606321515,132.4340457465178,-9.164042732344507,121,FIXED_120D,5.484940885977337,-36.22073888233519,False,Fixed 120D Benchmark
SPECIALITY,Hospitality,2022-04-21,2022-10-14,145.12246135009548,144.76055995021994,207.9496135629211,208.47079053926925,43.29250732680209,121,FIXED_120D,62.85329216757384,-30.989232285964576,False,Fixed 120D Benchmark
SRPL,Textiles,2022-04-21,2022-10-14,11.7041876912117,11.675000190734863,8.374012956619262,8.395000457763672,-28.452848010058478,121,FIXED_120D,10.321198321369861,-44.75374985960362,False,Fixed 120D Benchmark
GSS,Software & IT Services,2022-08-01,2023-01-25,225.5625,225.0,262.44225608825684,263.1000061035156,16.35012738742337,121,FIXED_120D,52.73333062065972,-8.066663953993055,False,Fixed 120D Benchmark
ASAHIINDIA,Construction Materials,2022-08-12,2023-02-07,558.7289809257816,557.3356418212285,500.2828046608914,501.5366462765828,-10.460559280108985,121,FIXED_120D,23.422628969861126,-16.947593933730978,False,Fixed 120D Benchmark
TCPLPACK,Containers & Packaging,2022-09-23,2023-03-20,1129.231815379933,1126.415775940083,1201.0098786769204,1204.0199284981657,6.3563621144377125,121,FIXED_120D,54.22141755693164,-9.623856429334822,False,Fixed 120D Benchmark
AMDIND,Containers & Packaging,2022-09-26,2023-03-21,83.458125,83.25,45.58575076103211,45.70000076293945,-45.37889419270789,121,FIXED_120D,0.0,-46.7267285596143,False,Fixed 120D Benchmark
TNPL,Paper,2022-09-26,2023-03-21,231.00626114090656,230.43018567671479,197.69346333089163,198.1889356700668,-14.420733726214966,121,FIXED_120D,16.83127768975371,-16.646086040300787,False,Fixed 120D Benchmark
ABB,Capital Goods,2022-09-28,2023-03-23,2940.1937883962587,2932.8616343104827,3199.0432554939,3207.060907763308,8.803823343863046,121,FIXED_120D,13.445666696773465,-12.7849255527858,False,Fixed 120D Benchmark
ARCHIDPLY,Construction Materials,2022-09-28,2023-03-23,84.41049694061279,84.19999694824219,56.2091234779358,56.349998474121094,-33.40979437962335,121,FIXED_120D,3.0878933464972107,-36.57956833572817,False,Fixed 120D Benchmark
COROMANDEL,Chemicals,2022-09-28,2023-03-23,950.8867680928607,948.5154793943749,850.1841823104204,852.3149697347573,-10.590386696032564,121,FIXED_120D,5.091960462691568,-14.143737114364463,False,Fixed 120D Benchmark
FEDERALBNK,Banks,2022-09-28,2023-03-23,110.42995555510437,110.15456913227369,125.67370095602861,125.98867263762266,13.803994871045324,121,FIXED_120D,27.24045021300529,-1.5084306262311438,False,Fixed 120D Benchmark
GABRIEL,Automobile & Ancillaries,2022-09-28,2023-03-23,147.59741957736995,147.22934621184035,133.04221235503053,133.37565148373986,-9.861423908369645,121,FIXED_120D,32.84386933283503,-10.699024327984688,False,Fixed 120D Benchmark
GESHIP,Logistics,2022-09-28,2023-03-23,457.00080987561023,455.8611569831524,531.1437012811584,532.4748885024144,16.223798689925502,121,FIXED_120D,43.71981179612358,-5.2172214609900704,False,Fixed 120D Benchmark
ELECON,Capital Goods,2022-10-13,2023-04-11,165.16552865103122,164.75364453968203,198.3519881505121,198.84911092783167,20.092848532334283,121,FIXED_120D,42.5576394398716,-4.941602251780795,False,Fixed 120D Benchmark
AHLEAST,Diversified / Other,2022-10-17,2023-04-13,139.1463762705113,138.79937782594644,114.18012321513224,114.46628893747592,-17.942438548915376,121,FIXED_120D,0.0,-42.35823144970332,False,Fixed 120D Benchmark
ASHOKLEY,Automobile & Ancillaries,2022-10-17,2023-04-13,67.03092171496726,66.86376230919429,62.54507374952512,62.70182832032594,-6.692206895971266,121,FIXED_120D,6.326514476052846,-9.455791914211376,False,Fixed 120D Benchmark
SRHHYPOLTD,Chemicals,2022-10-19,2023-04-18,715.8892163987844,714.1039565075156,521.1669500824979,522.4731329147849,-27.200055798552057,121,FIXED_120D,2.6029507023204137,-48.3542141932648,False,Fixed 120D Benchmark
APARINDS,Capital Goods,2023-01-25,2023-07-25,1570.7090462864155,1566.7920661211128,3761.651866424371,3771.079565337715,139.48750249563668,121,FIXED_120D,142.30959636005733,-15.265394928824275,False,Fixed 120D Benchmark
ENGINERSIN,Capital Goods,2023-02-08,2023-08-07,76.91214502593547,76.72034416552167,139.687088553737,140.03718150750575,81.61902584648139,121,FIXED_120D,98.39349740991386,-13.519201705535039,False,Fixed 120D Benchmark
MANAKSIA,Diversified / Other,2023-03-20,2023-09-14,103.18358093494895,102.92626527176954,142.54274391174317,142.89999389648438,38.14479263092043,121,FIXED_120D,84.77640593858273,-4.424357998097401,False,Fixed 120D Benchmark
HAL,Aviation,2023-03-27,2023-09-22,1222.5357913853663,1219.4870737011136,1898.832079367228,1903.5910570097524,55.31914016320856,121,FIXED_120D,65.76533754872246,0.0,False,Fixed 120D Benchmark
SURYAROSNI,Diversified,2023-03-29,2023-09-26,153.33957215022446,152.95717920221892,233.61663520991098,234.20214056131425,52.35247622905867,121,FIXED_120D,80.61540365483641,-0.6386254806756116,False,Fixed 120D Benchmark
BANCOINDIA,Automobile & Ancillaries,2023-03-31,2023-09-27,99.5820064973472,99.3336723165558,215.0894568381669,215.6285281585633,115.99229057901816,121,FIXED_120D,143.99639134977045,-0.9686839045038328,False,Fixed 120D Benchmark
BLUESTARCO,Consumer Durables,2023-04-03,2023-09-28,674.8988521038522,673.2158125724211,881.1969348688957,883.405448490121,30.567259393308138,121,FIXED_120D,39.176785474839626,-2.2208437990702774,False,Fixed 120D Benchmark
HILTON,Automobile & Ancillaries,2023-04-03,2023-09-28,105.0620030593872,104.80000305175781,166.38300304412843,166.8000030517578,58.36648664510899,121,FIXED_120D,66.03052951636484,-1.574428891060257,False,Fixed 120D Benchmark
AIAENG,Capital Goods,2023-04-24,2023-10-17,2751.120635976041,2744.2599860110136,3434.295349445759,3442.9026059606604,24.832597470860875,121,FIXED_120D,37.603182557935746,-5.7536917115578685,False,Fixed 120D Benchmark
JSL,Metals & Mining,2023-04-24,2023-10-17,264.45640908041827,263.79691678844716,464.4620595830471,465.6261248952853,75.62896705664991,121,FIXED_120D,101.5358109187976,-1.6332568656905935,False,Fixed 120D Benchmark
WENDT,Manufacturing,2023-04-24,2023-10-17,9102.892093331831,9080.19161429609,14730.62664900174,14767.5455127837,61.823588569092344,121,FIXED_120D,69.74666229873702,-4.622631818199302,False,Fixed 120D Benchmark
MARATHON,Real Estate,2023-05-11,2023-11-03,293.08477978841427,292.3538950507873,421.9903313348516,423.0479512128838,43.98234246060054,121,FIXED_120D,62.57254649921198,-7.077234577947931,False,Fixed 120D Benchmark
INDIANB,Banks,2023-05-12,2023-11-06,262.5170207333562,261.862364821303,403.57025090178286,404.5817051646946,53.731079902699804,121,FIXED_120D,59.19000897284283,-7.330570725103175,False,Fixed 120D Benchmark
INGERRAND,Capital Goods,2023-05-12,2023-11-06,2373.9999924982394,2368.0797930157005,2636.426458697581,2643.0340438070984,11.05418984956194,121,FIXED_120D,32.799886818519724,-3.5003756789476084,False,Fixed 120D Benchmark
SRF,Diversified,2023-05-22,2023-11-15,2420.116770650395,2414.0815667335614,2321.518266325999,2327.336607845613,-4.074121774624059,121,FIXED_120D,5.58673855268974,-16.41400793549771,False,Fixed 120D Benchmark
PRESTIGE,Real Estate,2023-07-25,2024-01-19,549.8855262442883,548.5142406426816,1311.081266908461,1314.3671848706374,138.42803717041448,121,FIXED_120D,161.64495100302162,-1.894145152889421,False,Fixed 120D Benchmark
CHOLAFIN,Finance,2023-08-07,2024-02-05,1080.2252809263284,1077.5314522955896,1154.308072531907,1157.201075219957,6.858087189188006,121,FIXED_120D,21.072090248293772,-7.832727583469184,False,Fixed 120D Benchmark
ARMANFIN,Finance,2023-09-14,2024-03-14,2263.7952770996094,2258.14990234375,1750.6125000000002,1755.0,-22.669133657576253,121,FIXED_120D,18.681226486266866,-24.867699268989,False,Fixed 120D Benchmark
FDC,Healthcare,2023-09-22,2024-03-21,361.99279124570927,361.090066080508,428.1793798284079,429.2525111061733,18.283952107149354,121,FIXED_120D,31.98917620387488,-7.090669143685198,False,Fixed 120D Benchmark
EXIDEIND,Automobile & Ancillaries,2023-09-26,2024-03-26,256.0116205467259,255.37318757778147,300.0931056587138,300.84521870547746,17.21854852441839,121,FIXED_120D,36.732327889064116,-6.643485593783217,False,Fixed 120D Benchmark
