Strategy,Cost_Bps,CAGR,MaxDD,ProfitFactor,WinRate,AvgTrade,Expectancy,EndingCapital
Monthly EMA9,25.0,28.344520378092476,-33.97786809840312,5.850500888169324,41.95804195804196,43.28806794908087,43.28806794908088,8307819.293537027
Monthly EMA9,50.0,27.73017504688513,-34.035396264349856,5.6421145479428985,41.25874125874126,42.57340533259398,42.573405332593985,7976412.656968146
Monthly EMA9,100.0,26.51277203090572,-34.1476616540675,5.255401006953207,40.55944055944056,41.15469390085513,41.15469390085514,7353955.184647717
Monthly EMA12,25.0,21.487878815887896,-34.34964892451524,5.556367199227339,43.80165289256198,42.21412212254525,42.21412212254525,5214207.097121573
Monthly EMA12,50.0,21.001096087446093,-34.4077896193006,5.36771902792226,42.14876033057851,41.50481591113341,41.50481591113341,5039587.282932476
Monthly EMA12,100.0,20.039108021081265,-34.5212409057171,5.015186532690931,41.32231404958678,40.096737738974255,40.096737738974255,4709603.716208797
Weekly EMA20,25.0,21.32711673104899,-29.654156766633864,2.4871153519107816,32.13429256594724,8.309225091743405,8.309225091743402,5155957.032474649
Weekly EMA20,50.0,19.67165588402875,-30.117130586613417,2.316114503285403,30.455635491606714,7.769022719685183,7.769022719685182,4588683.417656167
Weekly EMA20,100.0,16.453218886342235,-31.02568602938315,2.0276041826364555,28.365384615384613,6.730294627306974,6.7302946273069715,3641142.7358260388
Fixed 120D Benchmark,25.0,27.43823094663489,-30.677162779683158,3.690809306899385,60.37735849056604,17.21943717835997,17.21943717835997,7823053.7753550885
Fixed 120D Benchmark,50.0,26.43283923486557,-30.66366544357406,3.5330416794345685,59.905660377358494,16.634794291648866,16.634794291648866,7314628.063130214
Fixed 120D Benchmark,100.0,24.44779725216033,-30.636929862442265,3.241593516933295,59.43396226415094,15.474191333375812,15.474191333375815,6395633.737658152
Baseline Daily Fast EMA21,25.0,2.2420443438730064,-35.58935500673895,1.1862572569258285,37.766714082503555,0.4758590199359812,0.47585901993598023,1206974.5428371795
Baseline Daily Fast EMA21,50.0,-3.098679359777068,-43.859241267221336,0.9919802772528533,32.88159771754636,-0.022987282345434776,-0.022987282345435123,765630.8152080376
Baseline Daily Fast EMA21,100.0,-12.897935336991484,-70.28143579502229,0.7154725424825212,24.426934097421203,-1.01118959970004,-1.0111895997000397,309880.145476649
