date,cash_fno_10_slot,cash_fno_15_slot,hybrid_10_slot,cash_broad_10_slot
2018-03-08,10000000.0,10000000.0,10110112.598387236,10000000.0
2018-03-09,10000000.0,10000000.0,10112519.768053519,10000000.0
2018-03-12,10000000.0,10000000.0,10114927.510855436,10000000.0
2018-03-13,10000000.0,10000000.0,10117335.82692945,10000000.0
2018-03-14,10000000.0,10000000.0,10119744.716412053,10000000.0
2018-03-15,10000000.0,10000000.0,10122154.17943977,10000000.0
2018-03-16,10000000.0,10000000.0,10124564.21614916,10000000.0
2018-03-19,10000000.0,10000000.0,10126974.826676816,10000000.0
2018-03-20,10000000.0,10000000.0,10129386.011159359,10000000.0
2018-03-21,10000000.0,10000000.0,10131797.769733444,10000000.0
2018-03-22,10000000.0,10000000.0,10134210.102535762,10000000.0
2018-03-23,10000000.0,10000000.0,10136623.009703033,10000000.0
2018-03-26,10000000.0,10000000.0,10139036.49137201,10000000.0
2018-03-27,10000000.0,10000000.0,10141450.54767948,10000000.0
2018-03-28,10000000.0,10000000.0,10143865.17876226,10000000.0
2018-04-02,10000000.0,10000000.0,10146280.384757204,10000000.0
2018-04-03,10000000.0,10000000.0,10148696.165801194,10000000.0
2018-04-04,10000000.0,10000000.0,10151112.522031147,10000000.0
2018-04-05,10000000.0,10000000.0,10153529.453584012,10000000.0
2018-04-06,10000000.0,10000000.0,10155946.96059677,10000000.0
2018-04-09,10000000.0,10000000.0,10158365.043206437,10000000.0
2018-04-10,10000000.0,10000000.0,10160783.701550057,10000000.0
2018-04-11,10000000.0,10000000.0,10163202.935764711,10000000.0
2018-04-12,10000000.0,10000000.0,10165622.745987512,10000000.0
2018-04-13,10000000.0,10000000.0,10168043.132355604,10000000.0
2018-04-16,10000000.0,10000000.0,10170464.095006166,10000000.0
2018-04-17,10000000.0,10000000.0,10172885.634076405,10000000.0
2018-04-18,10000000.0,10000000.0,10175307.749703566,10000000.0
2018-04-19,10000000.0,10000000.0,10177730.442024924,10000000.0
2018-04-20,10000000.0,10000000.0,10180153.711177787,10000000.0
2018-04-23,10000000.0,10000000.0,10182577.557299497,10000000.0
2018-04-24,10000000.0,10000000.0,10185001.980527425,10000000.0
2018-04-25,10000000.0,10000000.0,10187426.98099898,10000000.0
2018-04-26,10000000.0,10000000.0,10189852.558851598,10000000.0
2018-04-27,10000000.0,10000000.0,10192278.714222753,10000000.0
2018-04-30,10000000.0,10000000.0,10194705.447249949,10000000.0
2018-05-02,10000000.0,10000000.0,10197132.758070722,10000000.0
2018-05-03,10000000.0,10000000.0,10199560.646822644,10000000.0
2018-05-04,10000000.0,10000000.0,10201989.113643317,10000000.0
2018-05-07,10000000.0,10000000.0,10204418.158670375,10000000.0
2018-05-08,10000000.0,10000000.0,10206847.782041486,10000000.0
2018-05-09,10000000.0,10000000.0,10209277.983894354,10000000.0
2018-05-10,10000000.0,10000000.0,10211708.764366709,10000000.0
2018-05-11,10000000.0,10000000.0,10214140.12359632,10000000.0
2018-05-14,10000000.0,10000000.0,10216572.061720986,10000000.0
2018-05-15,10000000.0,10000000.0,10219004.578878539,10000000.0
2018-05-16,10000000.0,10000000.0,10221437.675206844,10000000.0
2018-05-17,10000000.0,10000000.0,10223871.350843798,10000000.0
2018-05-18,10000000.0,10000000.0,10226305.605927333,10000000.0
2018-05-21,10000000.0,10000000.0,10228740.44059541,10000000.0
2018-05-22,10000000.0,10000000.0,10231175.854986029,10000000.0
2018-05-23,10000000.0,10000000.0,10233611.849237217,10000000.0
2018-05-24,10000000.0,10000000.0,10236048.423487036,10000000.0
2018-05-25,10000000.0,10000000.0,10238485.57787358,10000000.0
2018-05-28,10000000.0,10000000.0,10240923.312534979,10000000.0
2018-05-29,10000000.0,10000000.0,10243361.627609393,10000000.0
2018-05-30,10000000.0,10000000.0,10245800.523235014,10000000.0
2018-05-31,10000000.0,10000000.0,10248239.999550069,10000000.0
2018-06-01,10000000.0,10000000.0,10250680.056692818,10000000.0
2018-06-04,10000000.0,10000000.0,10253120.694801554,10000000.0
2018-06-05,10000000.0,10000000.0,10255561.914014602,10000000.0
2018-06-06,10000000.0,10000000.0,10258003.71447032,10000000.0
2018-06-07,10000000.0,10000000.0,10260446.096307099,10000000.0
2018-06-08,10000000.0,10000000.0,10262889.059663363,10000000.0
2018-06-11,10000000.0,10000000.0,10265332.60467757,10000000.0
2018-06-12,10000000.0,10000000.0,10267776.731488207,10000000.0
2018-06-13,10000000.0,10000000.0,10270221.4402338,10000000.0
2018-06-14,10000000.0,10000000.0,10272666.731052903,10000000.0
2018-06-15,10000000.0,10000000.0,10275112.604084106,10000000.0
2018-06-18,10000000.0,10000000.0,10277559.05946603,10000000.0
2018-06-19,10000000.0,10000000.0,10280006.097337332,10000000.0
2018-06-20,10000000.0,10000000.0,10282453.717836699,10000000.0
2018-06-21,10000000.0,10000000.0,10284901.92110285,10000000.0
2018-06-22,10000000.0,10000000.0,10287350.707274541,10000000.0
2018-06-25,10000000.0,10000000.0,10289800.076490559,10000000.0
2018-06-26,10000000.0,10000000.0,10292250.028889723,10000000.0
2018-06-27,10000000.0,10000000.0,10294700.564610887,10000000.0
2018-06-28,10000000.0,10000000.0,10297151.683792938,10000000.0
2018-06-29,10000000.0,10000000.0,10299603.386574794,10000000.0
2018-07-02,10000000.0,10000000.0,10302055.673095407,10000000.0
2018-07-03,10000000.0,10000000.0,10304508.543493763,10000000.0
2018-07-04,10000000.0,10000000.0,10306961.997908881,10000000.0
2018-07-05,10000000.0,10000000.0,10309416.036479812,10000000.0
2018-07-06,10000000.0,10000000.0,10311870.65934564,10000000.0
2018-07-09,10000000.0,10000000.0,10314325.866645483,10000000.0
2018-07-10,10000000.0,10000000.0,10316781.658518495,10000000.0
2018-07-11,10000000.0,10000000.0,10319238.035103856,10000000.0
2018-07-12,10000000.0,10000000.0,10321694.996540785,10000000.0
2018-07-13,10000000.0,10000000.0,10324152.542968532,10000000.0
2018-07-16,10000000.0,10000000.0,10326610.674526382,10000000.0
2018-07-17,10000000.0,10000000.0,10329069.39135365,10000000.0
2018-07-18,10000000.0,10000000.0,10331528.693589687,10000000.0
2018-07-19,10000000.0,10000000.0,10333988.581373876,10000000.0
2018-07-20,10000000.0,10000000.0,10336449.054845631,10000000.0
2018-07-23,10000000.0,10000000.0,10338910.114144403,10000000.0
2018-07-24,10000000.0,10000000.0,10341371.759409675,10000000.0
2018-07-25,10000000.0,10000000.0,10343833.990780963,10000000.0
2018-07-26,10000000.0,10000000.0,10346296.808397815,10000000.0
2018-07-27,10000000.0,10000000.0,10348760.212399814,10000000.0
2018-07-30,10000000.0,10000000.0,10351224.202926576,10000000.0
2018-07-31,10000000.0,10000000.0,10353688.780117748,10000000.0
2018-08-01,10000000.0,10000000.0,10356153.944113014,10000000.0
2018-08-02,10000000.0,10000000.0,10358619.69505209,10000000.0
2018-08-03,10000000.0,10000000.0,10361086.03307472,10000000.0
2018-08-06,10000000.0,10000000.0,10363552.95832069,10000000.0
2018-08-07,10000000.0,10000000.0,10366020.470929815,10000000.0
2018-08-08,10000000.0,10000000.0,10368488.57104194,10000000.0
2018-08-09,10000000.0,10000000.0,10370957.258796949,10000000.0
2018-08-10,10000000.0,10000000.0,10373426.534334758,10000000.0
2018-08-13,10000000.0,10000000.0,10375896.397795314,10000000.0
2018-08-14,10000000.0,10000000.0,10378366.8493186,10000000.0
2018-08-16,10000000.0,10000000.0,10380837.889044628,10000000.0
2018-08-17,10000000.0,10000000.0,10383309.517113447,10000000.0
2018-08-20,10000000.0,10000000.0,10385781.73366514,10000000.0
2018-08-21,10000000.0,10000000.0,10388254.538839823,10000000.0
2018-08-23,10000000.0,10000000.0,10390727.932777641,10000000.0
2018-08-24,10000000.0,10000000.0,10393201.91561878,10000000.0
2018-08-27,10000000.0,10000000.0,10395676.48750345,10000000.0
2018-08-28,10000000.0,10000000.0,10398151.648571903,10000000.0
2018-08-29,10000000.0,10000000.0,10400627.39896442,10000000.0
2018-08-30,10000000.0,10000000.0,10403103.738821317,10000000.0
2018-08-31,10000000.0,10000000.0,10405580.668282941,10000000.0
2018-09-03,10000000.0,10000000.0,10408058.187489675,10000000.0
2018-09-04,10000000.0,10000000.0,10410536.296581935,10000000.0
2018-09-05,10000000.0,10000000.0,10413014.99570017,10000000.0
2018-09-06,10000000.0,10000000.0,10415494.28498486,10000000.0
2018-09-07,10000000.0,10000000.0,10417974.164576523,10000000.0
2018-09-10,10000000.0,10000000.0,10420454.634615708,10000000.0
2018-09-11,10000000.0,10000000.0,10422935.695242997,10000000.0
2018-09-12,10000000.0,10000000.0,10425417.346599007,10000000.0
2018-09-14,10000000.0,10000000.0,10427899.588824388,10000000.0
2018-09-17,10000000.0,10000000.0,10430382.422059823,10000000.0
2018-09-18,10000000.0,10000000.0,10432865.846446028,10000000.0
2018-09-19,10000000.0,10000000.0,10435349.862123754,10000000.0
2018-09-21,10000000.0,10000000.0,10437834.469233783,10000000.0
2018-09-24,10000000.0,10000000.0,10440319.667916933,10000000.0
2018-09-25,10000000.0,10000000.0,10442805.458314056,10000000.0
2018-09-26,10000000.0,10000000.0,10445291.840566035,10000000.0
2018-09-27,10000000.0,10000000.0,10447778.814813789,10000000.0
2018-09-28,10000000.0,10000000.0,10450266.381198268,10000000.0
2018-10-01,10000000.0,10000000.0,10452754.539860459,10000000.0
2018-10-03,10000000.0,10000000.0,10455243.290941378,10000000.0
2018-10-04,10000000.0,10000000.0,10457732.634582078,10000000.0
2018-10-05,10000000.0,10000000.0,10460222.570923645,10000000.0
2018-10-08,10000000.0,10000000.0,10462713.100107199,10000000.0
2018-10-09,10000000.0,10000000.0,10465204.22227389,10000000.0
2018-10-10,10000000.0,10000000.0,10467695.937564908,10000000.0
2018-10-11,10000000.0,10000000.0,10470188.24612147,10000000.0
2018-10-12,10000000.0,10000000.0,10472681.148084832,10000000.0
2018-10-15,10000000.0,10000000.0,10475174.64359628,10000000.0
2018-10-16,10000000.0,10000000.0,10477668.732797137,10000000.0
2018-10-17,10000000.0,10000000.0,10480163.415828755,10000000.0
2018-10-19,10000000.0,10000000.0,10482658.692832524,10000000.0
2018-10-22,10000000.0,10000000.0,10485154.563949864,10000000.0
2018-10-23,10000000.0,10000000.0,10487651.029322233,10000000.0
2018-10-24,10000000.0,10000000.0,10490148.089091118,10000000.0
2018-10-25,10000000.0,10000000.0,10492645.743398044,10000000.0
2018-10-26,10000000.0,10000000.0,10495143.992384568,10000000.0
2018-10-29,10000000.0,10000000.0,10497642.836192278,10000000.0
2018-10-30,10000000.0,10000000.0,10500142.2749628,10000000.0
2018-10-31,10000000.0,10000000.0,10502642.30883779,10000000.0
2018-11-01,10000000.0,10000000.0,10505142.937958943,10000000.0
2018-11-02,10000000.0,10000000.0,10507644.16246798,10000000.0
2018-11-05,10000000.0,10000000.0,10510145.982506664,10000000.0
2018-11-06,10000000.0,10000000.0,10512648.398216786,10000000.0
2018-11-07,10000000.0,10000000.0,10515151.40974017,10000000.0
2018-11-09,10000000.0,10000000.0,10517655.01721868,10000000.0
2018-11-12,10000000.0,10000000.0,10520159.220794208,10000000.0
2018-11-13,10000000.0,10000000.0,10522664.020608684,10000000.0
2018-11-14,10000000.0,10000000.0,10525169.416804068,10000000.0
2018-11-15,10000000.0,10000000.0,10527675.409522355,10000000.0
2018-11-16,10000000.0,10000000.0,10530181.998905575,10000000.0
2018-11-19,10000000.0,10000000.0,10532689.18509579,10000000.0
2018-11-20,10000000.0,10000000.0,10535196.9682351,10000000.0
2018-11-21,10000000.0,10000000.0,10537705.348465633,10000000.0
2018-11-22,10000000.0,10000000.0,10540214.325929552,10000000.0
2018-11-26,10000000.0,10000000.0,10542723.900769059,10000000.0
2018-11-27,10000000.0,10000000.0,10545234.073126385,10000000.0
2018-11-28,10000000.0,10000000.0,10547744.843143797,10000000.0
2018-11-29,10000000.0,10000000.0,10550256.210963592,10000000.0
2018-11-30,10000000.0,10000000.0,10552768.176728107,10000000.0
2018-12-03,10000000.0,10000000.0,10555280.74057971,10000000.0
2018-12-04,10000000.0,10000000.0,10557793.9026608,10000000.0
2018-12-05,10000000.0,10000000.0,10560307.663113814,10000000.0
2018-12-06,10000000.0,10000000.0,10562822.022081222,10000000.0
2018-12-07,10000000.0,10000000.0,10565336.979705527,10000000.0
2018-12-10,10000000.0,10000000.0,10567852.536129266,10000000.0
2018-12-11,10000000.0,10000000.0,10570368.69149501,10000000.0
2018-12-12,10000000.0,10000000.0,10572885.445945367,10000000.0
2018-12-13,10000000.0,10000000.0,10575402.799622973,10000000.0
2018-12-14,10000000.0,10000000.0,10577920.752670502,10000000.0
2018-12-17,10000000.0,10000000.0,10580439.305230662,10000000.0
2018-12-18,10000000.0,10000000.0,10582958.457446193,10000000.0
2018-12-19,10000000.0,10000000.0,10585478.209459871,10000000.0
2018-12-20,10000000.0,10000000.0,10587998.561414504,10000000.0
2018-12-21,10000000.0,10000000.0,10590519.513452936,10000000.0
2018-12-24,10000000.0,10000000.0,10593041.065718044,10000000.0
2018-12-26,10000000.0,10000000.0,10595563.218352739,10000000.0
2018-12-27,10000000.0,10000000.0,10598085.971499966,10000000.0
2018-12-28,10000000.0,10000000.0,10600609.325302705,10000000.0
2018-12-31,10000000.0,10000000.0,10603133.279903967,10000000.0
2019-01-01,10000000.0,10000000.0,10605657.835446801,10000000.0
2019-01-02,10000000.0,10000000.0,10608182.992074288,10000000.0
2019-01-03,10000000.0,10000000.0,10610708.749929544,10000000.0
2019-01-04,10000000.0,10000000.0,10613235.109155716,10000000.0
2019-01-07,10000000.0,10000000.0,10615762.069895992,10000000.0
2019-01-08,10000000.0,10000000.0,10618289.632293586,10000000.0
2019-01-09,10000000.0,10000000.0,10620817.796491751,10000000.0
2019-01-10,10000000.0,10000000.0,10623346.562633773,10000000.0
2019-01-11,10000000.0,10000000.0,10625875.930862973,10000000.0
2019-01-14,10000000.0,10000000.0,10628405.901322702,10000000.0
2019-01-15,10000000.0,10000000.0,10630936.47415635,10000000.0
2019-01-16,10000000.0,10000000.0,10633467.64950734,10000000.0
2019-01-17,10000000.0,10000000.0,10635999.427519128,10000000.0
2019-01-18,10000000.0,10000000.0,10638531.808335204,10000000.0
2019-01-21,10000000.0,10000000.0,10641064.792099092,10000000.0
2019-01-22,10000000.0,10000000.0,10643598.378954355,10000000.0
2019-01-23,10000000.0,10000000.0,10646132.569044583,10000000.0
2019-01-24,10000000.0,10000000.0,10648667.362513402,10000000.0
2019-01-25,10000000.0,10000000.0,10651202.759504477,10000000.0
2019-01-28,10000000.0,10000000.0,10653738.760161502,10000000.0
2019-01-29,10000000.0,10000000.0,10656275.364628207,10000000.0
2019-01-30,10000000.0,10000000.0,10658812.573048357,10000000.0
2019-01-31,10000000.0,10000000.0,10661350.38556575,10000000.0
2019-02-01,10000000.0,10000000.0,10663888.802324219,10000000.0
2019-02-04,10000000.0,10000000.0,10666427.823467629,10000000.0
2019-02-05,10000000.0,10000000.0,10668967.449139884,10000000.0
2019-02-06,10000000.0,10000000.0,10671507.679484917,10000000.0
2019-02-07,10000000.0,10000000.0,10674048.5146467,10000000.0
2019-02-08,10000000.0,10000000.0,10676589.954769235,10000000.0
2019-02-11,10000000.0,10000000.0,10679131.999996562,10000000.0
2019-02-12,10000000.0,10000000.0,10681674.65047275,10000000.0
2019-02-14,10000000.0,10000000.0,10684217.90634191,10000000.0
2019-02-15,10000000.0,10000000.0,10686761.767748183,10000000.0
2019-02-18,10000000.0,10000000.0,10689306.234835742,10000000.0
2019-02-19,10000000.0,10000000.0,10691851.307748798,10000000.0
2019-02-20,10000000.0,10000000.0,10694396.986631596,10000000.0
2019-02-21,10000000.0,10000000.0,10696943.271628413,10000000.0
2019-02-22,10000000.0,10000000.0,10699490.162883563,10000000.0
2019-02-25,10000000.0,10000000.0,10702037.660541393,10000000.0
2019-02-26,10000000.0,10000000.0,10704585.764746284,10000000.0
2019-02-27,10000000.0,10000000.0,10707134.475642653,10000000.0
2019-02-28,10000000.0,10000000.0,10709683.793374948,10000000.0
2019-03-01,10000000.0,10000000.0,10712233.718087656,10000000.0
2019-03-05,10000000.0,10000000.0,10714784.249925297,10000000.0
2019-03-06,10000000.0,10000000.0,10717335.389032422,10000000.0
2019-03-07,10000000.0,10000000.0,10719887.13555362,10000000.0
2019-03-08,10000000.0,10000000.0,10722439.489633514,10000000.0
2019-03-11,10000000.0,10000000.0,10724992.451416759,10000000.0
2019-03-12,10000000.0,10000000.0,10727546.021048049,10000000.0
2019-03-13,10000000.0,10000000.0,10730100.198672108,10000000.0
2019-03-14,10000000.0,10000000.0,10732654.984433698,10000000.0
2019-03-15,10000000.0,10000000.0,10735210.37847761,10000000.0
2019-03-18,10000000.0,10000000.0,10737766.380948678,10000000.0
2019-03-19,10000000.0,10000000.0,10740322.99199176,10000000.0
2019-03-20,10000000.0,10000000.0,10742880.211751759,10000000.0
2019-03-22,10000000.0,10000000.0,10745438.040373605,10000000.0
2019-03-25,10000000.0,10000000.0,10747996.478002265,10000000.0
2019-03-26,10000000.0,10000000.0,10750555.524782741,10000000.0
2019-03-27,10000000.0,10000000.0,10753115.18086007,10000000.0
2019-03-28,10000000.0,10000000.0,10755675.446379323,10000000.0
2019-04-01,10000000.0,10000000.0,10758236.321485603,10000000.0
2019-04-02,10000000.0,10000000.0,10760797.806324052,10000000.0
2019-04-03,10000000.0,10000000.0,10763359.901039843,10000000.0
2019-04-04,10000000.0,10000000.0,10765922.605778186,10000000.0
2019-04-05,10000000.0,10000000.0,10768485.920684323,10000000.0
2019-04-08,10000000.0,10000000.0,10771049.845903533,10000000.0
2019-04-09,10000000.0,10000000.0,10773614.38158113,10000000.0
2019-04-10,10000000.0,10000000.0,10776179.527862458,10000000.0
2019-04-11,10000000.0,10000000.0,10778745.284892902,10000000.0
2019-04-12,10000000.0,10000000.0,10781311.652817877,10000000.0
2019-04-15,9996670.884649225,9997780.58976615,10779539.46070699,9996670.884649225
2019-04-16,10015782.132633422,10010521.421755616,10812479.704139113,10015782.132633422
2019-04-18,10023161.847490955,10015441.231660638,10826429.29808201,10023161.847490955
2019-04-22,10004886.153698755,10003257.43579917,10798848.112520775,10004886.153698755
2019-04-23,9996287.926094204,9997525.284062803,10786933.412485378,9996287.926094204
2019-04-24,10009550.839483436,10006367.226322291,10810408.271258362,10009550.839483436
2019-04-25,10008088.914719822,10005392.609813215,10810046.884354811,10008088.914719822
2019-04-26,10008645.739000982,10005763.826000655,10812953.963778302,10008645.739000982
2019-04-30,10018671.20901542,10012447.472676948,10831189.48824965,10018671.20901542
2019-05-02,10000186.785560349,10000124.5237069,10803273.361019326,10000186.785560349
2019-05-03,10001544.572471282,10001029.714980854,10807478.525033828,10001544.572471282
2019-05-06,9983616.882505868,9989077.921670578,10680178.162579594,9891047.097653558
2019-05-07,9966211.516050892,9977474.344033929,10633261.399615161,9854678.301154545
2019-05-08,9964749.318912772,9976499.545941848,10619531.139571585,9841079.636063062
2019-05-09,9942818.359254029,9961878.906169353,10551559.990887897,9787479.88956502
2019-05-10,9933663.216576815,9955775.477717878,10532754.090637302,9773015.09303114
2019-05-13,9919631.110983547,9946408.750789259,10493157.800344342,9739770.984472144
2019-05-14,9834650.88033076,9889633.248484772,10356930.325242914,9653031.847311193
2019-05-15,9832171.072521318,9887990.407001976,10371107.330637978,9668205.684333513
2019-05-16,9874673.85280269,9916399.085124686,10524478.587518003,9790274.860740991
2019-05-17,9921421.516825367,9947617.272272687,10614046.808158673,9850864.585487504
2019-05-20,10058080.418170217,10038896.518064082,10906128.799065206,10055371.401023433
2019-05-21,10075747.476621099,10050763.858408365,10890221.671014782,10032422.053111795
2019-05-22,10078849.001459656,10052806.38305157,10854715.592650305,9999432.562166246
2019-05-23,10082134.225943126,10055042.459043106,10951286.978029732,10089248.67238235
2019-05-24,10142049.562893562,10095018.707939757,11019221.657724746,10124028.454886543
2019-05-27,10014243.159241835,10009634.734789368,10900195.2181499,10078518.593422571
2019-05-28,9978796.165206892,9985935.694743162,10840455.080722172,10042079.021568835
2019-05-29,9957492.36607536,9971708.571516126,10881643.052454034,10092448.674767006
2019-05-30,9981640.96930616,9987816.920524048,10885887.650837902,10086071.052394895
2019-05-31,10069633.171072837,10046568.853700599,10984612.666017657,10135676.052317303
2019-06-03,10148818.364469733,10099461.894382406,11118306.859639663,10222326.305023631
2019-06-04,10141639.077318411,10094674.642025422,11047900.107631266,10162314.481729256
2019-06-06,10124251.923090473,10083068.626963127,10952355.080515474,10084011.404945297
2019-06-07,10095473.343668193,10063797.192976732,10839818.235287067,9995249.981567312
2019-06-10,10164370.842541635,10109871.129872264,11017034.261420082,10127543.94285057
2019-06-11,10165622.693343649,10110715.260455888,11004389.083000246,10116936.22730458
2019-06-12,10127075.443457428,10084969.665951122,10882258.660051819,10024373.269853385
2019-06-13,10173198.57080061,10115732.895379601,10903620.759859081,10022863.856412409
2019-06-14,10122052.640258018,10081558.5044078,10812791.50365807,9965449.398831272
2019-06-17,10062434.939432593,10041815.690650096,10700375.807402156,9892785.76032581
2019-06-18,10024545.247424766,10016536.476746408,10746439.73566731,9955944.679068694
2019-06-19,10016461.019351365,10011134.707787659,10813945.73284352,10024030.24322972
2019-06-20,10105367.021587789,10070508.305081315,11060975.273329789,10210825.247613555
2019-06-21,10095274.920371097,10063687.244554948,11065183.833763288,10220803.748125304
2019-06-24,10066085.561485324,10044291.780230496,11163869.546888169,10312723.807648597
2019-06-25,10079250.551923031,10053251.719645135,11222115.730912525,10349869.294650678
2019-06-26,10095807.840940708,10064301.939822815,11223628.472495286,10348189.55188569
2019-06-27,10158762.213720795,10106226.629454486,11296267.077337664,10406533.821405226
2019-06-28,10135328.938196586,10090621.183421757,11211540.117211232,10337779.001209108
2019-07-01,10151579.696394673,10101385.634559605,11195724.434187155,10321422.689139215
2019-07-02,10230069.446401937,10153690.081601368,11309909.652205307,10393892.182961948
2019-07-03,10232700.035937812,10155466.295952994,11345923.50402268,10427649.806515725
2019-07-04,10219478.834323267,10146516.614682611,11309940.982998755,10421112.41658205
2019-07-05,10207050.466756057,10138134.085057557,11169988.158326458,10309076.674643915
2019-07-08,10126445.143477922,10084168.010143999,10803085.87926589,10023888.212775806
2019-07-09,10097324.681320276,10064843.097203944,10886732.135432687,10097775.67027111
2019-07-10,10094623.40088298,10062916.827080946,10769364.887770478,10007893.038933795
2019-07-11,9992865.353411406,9995233.384668486,10765708.712017156,10012714.18772613
2019-07-12,10072144.616417639,10047901.297731299,10751097.946011562,10000450.720429072
2019-07-15,10036174.755045976,10052221.279665451,10745505.09630852,9997364.822205273
2019-07-16,10134360.680022765,10161912.454992414,10965349.523374114,10158253.5356625
2019-07-17,10114230.837286249,10134746.70680195,10893031.68884617,10103262.41700615
2019-07-18,10029424.292593844,10024605.371676404,10803066.46925754,10044382.585828295
2019-07-19,9879872.23742603,9877358.182812948,10618133.589355111,9917258.404429803
2019-07-22,9872520.55045586,9867059.094022317,10559365.537897084,9860484.825921
2019-07-23,9911947.845304582,9886725.39637679,10509153.069332622,9817038.314333277
2019-07-24,9857123.243530992,9794011.960429873,10370183.387397185,9708301.669302776
2019-07-25,9816863.071018066,9791661.02445859,10435116.010008555,9759920.612484897
2019-07-26,9917074.957145113,9824328.30928573,10466443.652413081,9775037.250170706
2019-07-29,9868765.029115964,9788591.124247361,10327013.892122509,9676518.250103107
2019-07-30,9802613.994869381,9691332.599966446,10235960.214755923,9596616.393938482
2019-07-31,9777651.624923922,9735111.509747257,10256885.090520749,9613318.17920381
2019-08-01,9781280.415902618,9714270.793898331,10271283.25812052,9628855.947050113
2019-08-02,9748785.634023178,9684709.712593427,10264447.569254946,9615666.657323157
2019-08-05,9667941.987316428,9632153.894917909,10178155.150511932,9536556.984814133
2019-08-06,9815756.37201786,9768535.71623493,10326685.624994269,9640823.870498735
2019-08-07,9761280.716224208,9740042.650336117,10321614.219699237,9641810.332259437
2019-08-08,9780939.28592196,9772619.68248596,10399791.835086953,9686615.8526613
2019-08-09,9817512.369984955,9809541.015627895,10585665.822804064,9832865.194339834
2019-08-13,9528505.006115336,9589647.438363189,10190898.52315189,9563387.074166624
2019-08-14,9649171.659749635,9690522.949930057,10332605.094118377,9667389.010740753
2019-08-16,9719749.998024888,9699691.772751838,10393725.18886175,9705838.561091617
2019-08-19,9787046.123851016,9730621.132111106,10494416.785038562,9793124.525231432
2019-08-20,9769858.076177623,9693169.355363768,10442177.194401734,9744006.102060096
2019-08-21,9689691.32234318,9605335.819381947,10302588.494837346,9634166.168083478
2019-08-22,9683455.424696092,9582442.995193083,10242264.115320839,9575157.264912855
2019-08-23,9712609.512974396,9627553.679153085,10216183.219697295,9530542.115115363
2019-08-26,9833117.198911801,9718430.913246574,10444406.631715138,9711089.979375634
