Market Regime,Trades,Trade Share (%),Win Rate (%),Avg Trade Return (%),Profit Factor,Avg Holding Days,Multibaggers (>100%)
Bear,179,3.86525588425826,36.312849162011176,5.841514112308262,3.6813629104669205,14.206703910614525,3
Bull,3713,80.17706758799396,31.053056827363317,2.5095071708761814,2.0771851239577055,11.806894694317263,15
Transition/Sideways,739,15.957676527747786,24.357239512855212,1.1400493930238187,1.4148093692431953,10.178619756427604,1
