Strategy,CAGR,MaxDD,ProfitFactor,WinRate,Trades,AvgTrade,MedianTrade,Expectancy,AvgHoldDays,MedianHoldDays,MaxHoldDays,Turnover,W50,W100,W200,W500,MaxWinner
Weekly EMA5,2.2420443438730064,-35.58935500673895,1.1862572569258285,37.766714082503555,1406,0.4758590199359812,-1.0316136469597001,0.47585901993598023,7.901849217638691,4.0,153,331.4424695977549,15,4,1,0,335.29061637340294
Weekly EMA9,12.711128853980359,-32.70099065721415,1.5961063587809108,32.83720930232558,1075,1.8038234583466848,-1.506143289424881,1.8038234583466854,13.356279069767442,5.0,215,253.41440598690366,23,11,3,0,446.61899651814457
Weekly EMA12,8.698178633079845,-38.24452423887292,1.4310593744786686,30.47735618115055,817,1.674107714464216,-2.434458616548368,1.6741077144642165,21.164014687882496,8.0,211,192.59494855004678,22,9,1,0,314.9529930575185
Weekly EMA20,21.32711673104899,-29.654156766633864,2.4871153519107816,32.13429256594724,417,8.309225091743405,-3.609594832102831,8.309225091743402,49.73860911270983,31.0,372,98.30121608980356,30,12,3,1,1465.8324884313088
Weekly EMA26,26.934137472431587,-38.73589822633565,3.269738389158449,34.42622950819672,305,14.740885779626872,-3.9723133238970134,14.74088577962687,72.66229508196722,45.0,396,71.89897100093545,31,12,6,1,1465.8324884313088
