date,baseline,eviction_at_45_days,eviction_at_60_days,eviction_at_90_days
2021-08-12,23008797.72,20869389.19,22934395.09,18754908.41
2021-08-13,22943000.27,20825683.27,23286446.64,18677683.99
2021-08-16,22820919.46,20868166.64,23319867.6,18741221.08
2021-08-17,22779832.96,21005155.21,23103594.6,18740325.45
2021-08-18,22759844.81,21065901.65,22986095.42,18750459.02
2021-08-20,22203921.0,20564904.13,22775778.77,18242205.96
2021-08-23,21987776.11,20109636.21,21879568.39,17903621.06
2021-08-24,21823097.5,20102295.49,22329034.88,18246671.07
2021-08-25,21752702.25,20262448.8,22332525.93,18582390.76
2021-08-26,21517186.26,20199953.52,22472887.08,18553579.77
2021-08-27,21849497.79,20578309.91,22559403.76,18616647.78
2021-08-30,22260664.68,20833857.79,22994539.45,18711800.01
2021-08-31,22356244.5,20915493.87,23104376.21,18836135.81
2021-09-01,22326837.63,20852678.38,22939817.66,18828286.07
2021-09-02,22311612.12,20996517.81,23004736.74,18834843.29
2021-09-03,22276736.86,20976742.97,23006877.39,18869105.13
2021-09-06,22173005.05,21032095.88,22974736.92,19017040.86
2021-09-07,21973337.5,20818430.42,22918690.77,18910814.8
2021-09-08,22031359.84,20960745.43,23321967.32,18759916.23
2021-09-09,22198026.64,21161277.59,23591530.58,18814282.38
2021-09-13,22407207.63,21510930.88,23886898.15,18916632.77
2021-09-14,22605411.1,21697007.99,23918692.83,18945834.77
2021-09-15,23122811.89,21947676.24,24286115.11,19134348.04
2021-09-16,23063029.31,21833818.8,24182639.7,19034748.4
2021-09-17,22775939.85,21572159.48,24119383.83,19041406.46
2021-09-20,22378190.08,21091526.66,23278484.67,18777396.15
2021-09-21,22225775.48,20882652.6,23387866.96,18866988.31
2021-09-22,22577096.5,21139127.13,23527120.4,19030981.06
2021-09-23,22640100.79,21207173.45,23778327.2,19191401.32
2021-09-24,22265582.57,20913647.21,23331291.45,19055334.61
2021-09-27,21693498.56,20639226.56,23343869.23,18664490.32
2021-09-28,21319121.15,20493510.02,23469718.2,18308192.53
2021-09-29,21660320.38,20814465.71,23864888.24,18312912.74
2021-09-30,21880511.66,20896380.95,23887636.37,18349433.15
2021-10-01,21836007.19,20876697.19,24196913.15,18403434.9
2021-10-04,22210658.24,20983416.38,24223485.02,18623976.29
2021-10-05,22306612.76,20897104.8,24547091.8,18762759.18
2021-10-06,22039130.22,20829039.87,24294673.51,18588953.0
2021-10-07,22339990.38,20839235.93,24401237.63,18947709.02
2021-10-08,22554513.41,20951543.27,24347461.79,19169643.42
2021-10-11,22634223.9,21159886.13,24506845.37,18996008.13
2021-10-12,22700176.77,21161730.12,24613243.87,19136221.24
2021-10-13,22935554.93,21361356.54,24998105.07,19556856.77
2021-10-14,23003929.77,21371741.82,25366935.99,19705429.1
2021-10-18,23154234.52,21468656.8,25461732.26,19463767.42
2021-10-19,23136372.46,21655041.08,24991237.26,19330667.44
2021-10-20,22382488.33,20994052.62,24155217.42,18942844.98
2021-10-21,22483153.24,21150988.31,23691746.76,18697275.89
2021-10-22,21801640.53,20617597.33,23027342.07,18220622.45
2021-10-25,21484621.68,20317783.18,22758281.79,17960302.42
2021-10-26,22045521.47,20937514.24,23508768.63,18248814.33
2021-10-27,22615970.61,21298812.21,24034004.45,18316408.81
2021-10-28,22054630.06,20779632.23,23461644.84,18171288.87
2021-10-29,21618871.87,20618218.04,23139225.7,17900791.52
2021-11-01,21796080.98,20885334.43,23417670.44,18109355.66
2021-11-02,21703523.55,20731203.99,23492770.87,18009958.04
2021-11-03,21532646.81,20757419.33,23610255.87,17876027.16
2021-11-04,21974247.2,21039555.53,24021108.43,18009600.2
2021-11-08,22026794.47,21277664.93,23948859.96,18259637.92
2021-11-09,21976648.41,21123272.67,23987561.83,18344295.78
2021-11-10,21643781.62,21103949.36,24283708.95,18237323.76
2021-11-11,21394156.85,20806156.5,23752741.68,18209945.42
2021-11-12,21444712.85,20702250.69,23699438.74,18336414.13
2021-11-15,21281147.42,20342934.36,23380277.19,18261966.17
2021-11-16,21412794.18,20324617.09,23415953.5,18391032.8
2021-11-17,21724579.74,20406546.56,23479076.82,18468862.73
2021-11-18,21528311.1,20133161.31,22942525.41,18394535.03
2021-11-22,20935521.47,19500125.81,22233887.66,17921500.41
2021-11-23,21198373.64,19376507.38,22248941.84,18175897.06
2021-11-24,21041450.24,19377313.91,22232848.4,18133911.14
2021-11-25,21162459.99,19497444.11,22476152.86,18236784.93
2021-11-26,20799372.26,19132264.7,21963855.38,17913837.09
2021-11-29,21058562.16,19261636.77,21737938.06,17938580.73
2021-11-30,20905297.66,19198843.84,21846835.72,18021407.04
2021-12-01,20868994.55,19075048.18,21959756.01,18129771.43
2021-12-02,21100782.76,19369528.03,22395202.46,18165330.75
2021-12-03,20958058.98,19308320.5,22565194.65,18029831.78
2021-12-06,20493110.17,19044294.27,22095544.9,17761256.5
2021-12-07,20577891.02,19194367.35,22140923.81,17890264.7
2021-12-08,20732520.02,19437469.88,22654277.59,18000861.49
2021-12-09,20721102.36,19391607.2,23135326.57,17972288.24
2021-12-10,20575321.76,19366674.42,22957632.18,18076319.95
2021-12-13,20739284.9,19289641.05,23028219.1,18210767.68
2021-12-14,20783803.28,19246791.39,23508358.14,18224966.99
2021-12-15,20601469.13,19171478.16,23462485.73,18077052.28
2021-12-16,20777289.16,19167251.95,23459078.03,18191220.64
2021-12-17,20574067.79,19049033.27,23265186.17,18119523.06
2021-12-20,20208151.79,18753859.15,22750551.1,17714327.01
2021-12-21,20392702.25,18896318.1,22865230.92,17897519.21
2021-12-22,20718542.45,19025716.59,23177407.63,18268414.97
2021-12-23,21009546.78,19249780.2,23580547.75,18479785.24
2021-12-24,20995647.58,19167560.81,23899658.41,18598745.03
2021-12-27,21111745.96,19141420.59,23755296.83,18615476.2
2021-12-28,21362046.36,19320057.13,24173493.0,18740681.97
2021-12-29,21417177.23,19357021.25,24312370.98,18787154.39
2021-12-30,21513968.18,19404572.2,24331542.67,18964481.98
2021-12-31,21749901.43,19692888.36,24908519.91,19147401.06
2022-01-03,22266484.96,20024421.44,25606468.75,19507348.66
2022-01-04,22201533.61,20003909.81,25784173.25,19426944.7
2022-01-05,21970981.11,20038717.58,25898494.76,19268865.78
2022-01-06,21965688.13,19862461.63,26016326.05,19359446.14
2022-01-07,22162511.22,19884750.06,26071423.78,19368866.2
2022-01-10,21970936.85,19962714.02,26330749.31,19329071.56
2022-01-11,22012797.81,20014360.69,26699785.29,19604552.58
2022-01-12,22198591.35,20068265.05,26707385.34,19642491.12
2022-01-13,22196554.45,20001360.36,27143456.1,19465011.11
2022-01-14,22022474.32,19991683.59,27581142.97,19309377.63
2022-01-17,21949807.9,19996835.42,28005436.71,19140025.15
2022-01-18,21571812.48,19824728.28,27801096.62,18953767.46
2022-01-19,21455961.39,19408583.1,27465037.42,18755030.68
2022-01-20,21192859.64,19343177.61,27492566.56,18489627.58
2022-01-21,20779283.61,19076290.52,26831253.08,18137345.64
2022-01-24,19865162.43,18533752.2,25670904.74,17404547.88
2022-01-25,20058121.11,18606328.67,26280392.58,17502580.7
2022-01-27,19610672.05,18457852.97,26157200.23,17136513.73
2022-01-28,19391398.7,18436719.96,25814589.77,17285244.36
2022-01-31,19707258.74,18584982.42,25780595.5,17633797.93
2022-02-01,19855558.38,18615993.97,26321283.77,17725723.49
2022-02-02,19923990.13,18601609.0,26484778.18,17925683.6
2022-02-03,19927464.2,18635998.15,26567348.19,17826005.97
2022-02-04,19673649.93,18406299.15,27146247.74,17705395.25
2022-02-07,19503146.7,18160971.03,26665768.16,17705165.75
2022-02-08,19207289.95,17876556.19,25767622.14,17334265.79
2022-02-09,19359837.27,17997330.29,25749615.07,18054473.18
2022-02-10,19091417.86,17831089.06,25522173.54,18000224.39
2022-02-11,18892414.09,17803791.91,25227711.56,18312810.93
2022-02-14,18476465.13,17554730.12,24275864.57,17621130.29
2022-02-15,19224133.39,17957877.43,25094136.18,17904178.44
2022-02-16,19487816.32,18204982.64,25107281.12,17924885.76
2022-02-17,19816608.99,18387703.45,24885702.1,18141690.18
2022-02-18,19538459.51,18196335.04,24575080.54,17795690.52
2022-02-21,19188783.02,18017155.52,23795971.31,17521273.8
2022-02-22,18779908.39,17615779.48,23035685.45,17156947.34
2022-02-23,18857200.48,17686968.46,23940519.59,17140419.75
2022-02-24,17993716.61,17039554.8,22867568.99,16317307.06
2022-02-25,18399055.94,17096289.37,23648791.77,16740915.71
2022-02-28,18305907.5,17090815.7,23771170.38,16802353.67
2022-03-02,18589475.28,17344181.68,24250572.95,16954026.89
2022-03-03,18818611.7,17303707.87,24560003.91,16982275.01
2022-03-04,18676135.03,17039784.41,24212594.72,16827366.24
2022-03-07,18399037.52,16798223.66,24029407.69,16543121.0
2022-03-08,18667073.35,16921551.76,24307990.93,16688280.57
2022-03-09,18956180.45,17259027.78,24900751.0,16908579.39
2022-03-10,19114665.03,17425374.31,25518035.34,16891297.49
2022-03-11,19111662.81,17563482.6,25700318.43,16971999.9
2022-03-14,19591188.86,18068418.82,26365623.78,17313530.2
2022-03-15,19365005.55,18030327.39,26025524.48,17219696.52
2022-03-16,19372108.05,18167221.74,25896271.47,17385327.36
2022-03-17,19663621.72,18472325.21,26316988.13,17771844.96
2022-03-21,19683456.9,18475330.11,26785284.91,17940955.45
2022-03-22,19805917.84,18608343.97,27761617.51,18088554.76
2022-03-23,19641042.99,18459399.44,27318169.95,18034897.56
2022-03-24,19796439.95,18586890.14,27583851.39,18054392.18
2022-03-25,19617004.69,18453120.97,26985795.48,17920458.97
2022-03-28,19386114.89,18303630.57,26814697.5,17735461.15
2022-03-29,19329093.78,18238028.02,26608020.02,17770632.8
2022-03-30,19338690.02,18318485.67,26606331.09,17898721.11
2022-03-31,19419574.33,18339176.37,26781071.77,17959313.06
2022-04-01,19704183.82,18603889.24,27369860.3,18253427.99
2022-04-04,19899527.89,18715681.03,27802352.89,18287886.14
2022-04-05,19828901.77,18611491.06,27613107.05,18033028.82
2022-04-06,19839389.21,18671509.7,27904510.65,18122619.86
2022-04-07,19896986.26,18687607.8,27635738.91,18062039.99
2022-04-08,19931718.09,18739809.97,28097222.88,18116997.01
2022-04-11,20229054.23,18976702.19,28514479.8,18340915.67
2022-04-12,19846919.3,18742068.41,27744231.62,17987794.44
2022-04-13,19977721.44,19063085.01,27601074.21,18230304.51
2022-04-18,19948910.1,19388008.78,27492236.92,18925149.91
2022-04-19,19495652.71,19085021.12,27350058.23,18690479.6
2022-04-20,19821884.4,19139208.04,27507514.36,19086626.5
2022-04-21,19799429.34,19005927.43,27593452.13,18728297.23
2022-04-22,19724377.45,19068725.4,27402701.71,18547488.38
2022-04-25,19488182.74,18789984.57,26901818.61,18361267.75
2022-04-26,19596541.71,18996864.61,27150468.99,18571861.87
2022-04-27,19382280.31,18745972.66,27085857.88,18270427.83
2022-04-28,19452346.17,18704867.23,27042949.91,18128309.96
2022-04-29,19472180.1,18662105.75,26702777.65,18122153.21
2022-05-02,19461131.94,18479900.97,26363608.45,18301527.15
2022-05-04,19244812.11,18083269.34,25711962.37,18063601.78
2022-05-05,19243617.47,18033421.19,25478596.4,18011879.48
2022-05-06,18946359.95,17887166.32,24860892.65,17744619.9
2022-05-09,18702109.93,17599095.29,24374284.27,17405212.37
2022-05-10,18363356.93,17069915.82,23754158.58,16866505.58
2022-05-11,17980680.71,16667636.94,23469752.22,16420601.8
2022-05-12,17513965.67,16363934.58,23248593.19,15966635.12
2022-05-13,17404659.38,16242403.21,23258349.21,15968205.12
2022-05-16,17325066.09,16098843.08,23317788.37,15921304.54
2022-05-17,17806130.47,16401282.28,24196836.82,16330150.45
2022-05-18,17931304.66,16618704.44,23895407.97,16496604.22
2022-05-19,17835343.89,16405227.95,23196520.52,16284668.97
2022-05-20,18117359.71,16604018.13,23638963.67,16530626.56
2022-05-23,18135658.24,16711056.61,23103073.8,16577972.98
2022-05-24,17935756.21,16526963.96,22784852.55,16269313.28
2022-05-25,17746519.5,16155987.86,22105253.82,16052554.96
2022-05-26,17739968.7,16242708.93,22364611.91,16062777.4
2022-05-27,18120312.36,16382426.0,22693245.81,16364024.06
2022-05-30,18412993.31,16491653.95,23127886.36,16739627.1
2022-05-31,18194179.98,16643311.09,23320031.29,16671574.96
2022-06-01,18142414.63,16700881.28,23051660.21,16699012.62
2022-06-02,18332323.99,16895036.58,23366408.86,16984512.29
2022-06-03,18293631.3,16773814.86,23398869.28,17010713.9
2022-06-06,17905161.59,16538436.95,23095141.1,16609808.62
2022-06-07,17494512.83,16301159.7,22889108.93,16226791.82
2022-06-08,17327406.81,16252408.45,22866265.52,16088879.86
2022-06-09,17264123.82,16307785.84,22888842.69,16086401.28
2022-06-10,17749003.83,16351806.58,22876730.21,16475593.62
2022-06-13,17701915.57,16144651.38,22730958.54,16553071.66
2022-06-14,17526619.08,15943702.65,22429905.6,16378492.58
2022-06-15,17570456.3,15979851.14,22429382.48,16502860.2
2022-06-16,17120075.32,15682861.45,22221243.62,16134128.62
2022-06-17,16687908.9,15669944.99,22135997.98,15760174.54
2022-06-20,16564904.55,15393596.46,21939806.67,15622733.68
2022-06-21,16603103.43,15556623.83,22199663.36,15640092.49
2022-06-22,16413847.29,15427457.48,22187561.71,15571400.94
2022-06-23,16462713.75,15424252.95,22424153.44,15650847.98
2022-06-24,16572216.91,15401692.36,22596711.92,15673346.77
2022-06-27,16790501.75,15626070.49,22697753.39,15863320.93
2022-06-28,16979363.87,15658706.66,22753536.98,15873856.65
2022-06-29,17080605.8,15641977.22,22862758.16,15774873.59
2022-06-30,17094385.61,15591786.49,22760626.67,15692517.95
2022-07-01,17098525.56,15699107.51,22755911.75,15727859.73
2022-07-04,17075346.06,15799863.94,22988597.06,15799754.55
2022-07-05,17297399.89,15895753.11,23105940.36,15927453.76
2022-07-06,17301185.41,15859086.05,22990622.17,15773416.62
2022-07-07,17256747.89,15865825.0,22816414.35,15658975.62
2022-07-08,17223221.97,15840583.43,22897929.44,15640235.79
2022-07-11,17184334.56,15921652.94,23141137.26,15628477.99
2022-07-12,17050233.73,15907133.1,23093713.63,15575659.56
2022-07-13,17112329.51,15870314.34,22989093.11,15674066.94
2022-07-14,17094374.56,15809261.44,22964541.16,15590280.11
2022-07-15,17300049.35,15991442.45,22893989.37,15879560.8
2022-07-18,17422784.15,16170568.14,23013674.78,16014107.38
2022-07-19,17600804.09,16223712.8,22977863.17,15947525.29
2022-07-20,17589247.46,16179153.21,22931469.72,15968581.53
2022-07-21,17505910.33,16124040.01,22816648.78,15963332.89
2022-07-22,17517210.47,16205833.12,22996960.66,15997011.52
2022-07-25,17577110.94,16203091.56,22973965.89,16053573.86
2022-07-26,17506616.06,16212129.78,22903328.84,16015076.45
2022-07-27,17711912.65,16326783.3,22970906.0,16219567.41
2022-07-28,17830605.12,16481902.52,23112479.22,16285295.22
2022-07-29,17791631.7,16448171.58,23115355.53,16200675.14
2022-08-01,18005093.01,16618678.73,23406259.68,16407508.37
2022-08-02,18008009.31,16543335.41,23233157.62,16457498.56
2022-08-03,17828155.76,16555383.63,23168231.55,16227980.44
2022-08-04,18236667.69,16836289.9,23428540.83,16524606.16
2022-08-05,18448579.44,16868497.44,23555466.45,16640596.32
2022-08-08,18299196.71,16798206.64,23468358.88,16522658.37
2022-08-10,18453996.09,16940132.28,23614354.74,16705436.31
2022-08-11,18497210.23,16990134.59,23685279.72,16697823.51
2022-08-12,18602895.37,17026346.14,23686983.78,16713822.16
2022-08-16,18765059.8,17018272.15,23533200.96,16612601.5
2022-08-17,18756690.42,17189728.88,23597631.44,16679921.76
2022-08-18,18750684.41,17309381.49,23627119.9,16669264.24
2022-08-19,18645974.16,17326537.84,23542185.14,16615958.7
2022-08-22,18448255.5,17356436.49,23393663.66,16542831.0
2022-08-23,18621595.96,17344829.51,23538572.57,16723212.94
2022-08-24,18932898.65,17499471.65,23692414.46,17080843.61
2022-08-25,18959958.48,17563459.52,23798802.3,17162132.26
2022-08-26,19069042.88,17546760.79,23825020.09,17238016.85
2022-08-29,19095481.17,17631325.62,23843485.56,17213912.9
2022-08-30,19408903.66,17881077.33,24020040.06,17417280.07
2022-09-01,19271048.85,17725556.2,23781532.51,17274870.1
2022-09-02,19366394.19,17760549.18,23796925.38,17367489.43
2022-09-05,19704754.58,17893102.52,23948680.2,17542358.76
2022-09-06,19786169.24,18020614.21,24010184.74,17593420.53
2022-09-07,20119154.66,18214676.36,24225686.14,17838698.85
2022-09-08,20426612.38,18454883.68,24614784.56,18098076.56
2022-09-09,20426094.02,18409418.67,24956281.96,18024250.34
2022-09-12,20321147.89,18247272.68,24751101.96,17978467.86
2022-09-13,20071802.03,18129449.68,24545614.87,17829295.41
2022-09-14,20004265.17,18042452.6,24670388.63,17749284.73
2022-09-15,20009896.82,18065213.42,24581637.85,17691333.47
2022-09-16,19501826.7,17569941.98,23937953.5,17270295.59
2022-09-19,19555028.09,17612237.02,23868700.66,17330627.01
2022-09-20,19880694.31,17833492.3,24063288.83,17532009.71
2022-09-21,19829748.89,17810150.78,24009608.29,17444309.63
2022-09-22,19908065.88,17928682.54,24208297.78,17514727.59
2022-09-23,19729028.98,17798774.47,24025612.53,17368987.2
2022-09-26,19280581.3,17349612.41,23528940.06,17146823.3
2022-09-27,19343234.1,17581600.16,23529139.68,17260970.55
2022-09-28,19346384.04,17456414.03,23533170.47,17260801.95
2022-09-29,19626029.86,17627712.14,23604797.85,17470485.65
2022-09-30,20069018.15,18129931.26,24122750.63,17760831.79
2022-10-03,19820028.51,17809125.62,23806274.39,17594033.29
2022-10-04,20067671.13,17965503.93,23926617.2,17763096.32
2022-10-06,20120881.27,18157948.13,24087431.22,17754002.03
2022-10-07,20210179.1,18236240.76,24118157.24,17773542.27
2022-10-10,20331482.4,18213527.51,24291541.01,17801336.49
2022-10-11,20264811.26,18067167.98,24127470.57,17756265.83
2022-10-12,20167593.94,17958964.7,24150922.27,17701109.29
2022-10-13,20080239.36,17817154.24,23913849.1,17602329.77
2022-10-14,20105110.13,17587745.51,24044043.6,17602100.04
2022-10-17,20107469.58,17596011.61,23989535.2,17609587.86
2022-10-18,20736707.53,18088770.15,24590816.32,18128687.38
2022-10-19,20920792.69,18135424.91,24730707.93,18280178.37
2022-10-20,21165976.25,18346975.69,25000007.86,18399127.91
2022-10-21,20936347.08,18034305.13,24616782.88,18283096.62
2022-10-24,21068075.48,18105569.26,24832047.55,18463995.16
2022-10-25,21287237.4,18168642.36,24762137.63,18547850.18
2022-10-27,21490413.33,18214001.52,24923632.78,18824600.52
2022-10-28,21444603.6,18106962.47,25070589.02,18744682.99
2022-10-31,21494219.35,18072985.84,24857123.66,18820459.5
2022-11-01,21590397.67,18179001.9,25161577.68,18932919.32
2022-11-02,21500862.59,18070484.66,25030719.37,18801962.45
2022-11-03,21704997.22,18270951.54,25210813.49,19017064.69
2022-11-04,21834543.96,18505527.53,25278044.85,19056850.76
2022-11-07,22035589.59,18823645.08,25707012.15,19294968.31
2022-11-09,22149856.72,19320796.36,26357103.16,19559079.79
2022-11-10,21941388.43,19318422.8,26219406.67,19524291.78
2022-11-11,22303974.99,19506702.47,26561716.95,19774924.51
2022-11-14,22712739.56,19488173.66,26866754.15,20239143.55
2022-11-15,22552265.56,19297253.66,26713547.01,20038649.53
2022-11-16,22576114.45,19323447.28,26614864.77,20008598.82
2022-11-17,22660405.47,19216876.24,26491912.14,20102260.81
2022-11-18,22540624.93,19389503.03,26601545.09,19946902.33
2022-11-21,22547735.93,19414297.46,26549401.25,19979383.2
2022-11-22,22589170.94,19352816.93,26383427.86,20028189.68
2022-11-23,22511546.39,19351937.64,26170519.76,19929917.07
2022-11-24,22564792.09,19381840.77,26221671.92,19945458.31
2022-11-25,22411772.66,19238575.91,26138981.05,19785548.73
2022-11-28,22262904.88,19099087.79,25748842.92,19590256.31
2022-11-29,22169970.07,18948211.53,25587372.55,19535112.62
2022-11-30,22302812.1,19342439.73,25982304.86,19626250.81
2022-12-01,22395312.89,19269247.42,25972994.13,19692859.13
2022-12-02,22388571.03,19165156.23,25801016.94,19637150.47
2022-12-05,22545534.8,19210163.24,25864837.56,19653327.88
2022-12-06,22496836.65,19152413.8,25743173.64,19597249.64
2022-12-07,22293489.51,19152508.67,25643839.57,19341272.01
2022-12-08,22396225.51,19125017.19,25916828.93,19298774.92
2022-12-09,22343210.38,18900751.9,25519901.4,19190796.35
2022-12-12,22381772.04,18752888.18,25318304.17,19016109.73
2022-12-13,22397036.04,18950913.7,25638638.56,19159143.28
2022-12-14,22351262.54,18944845.21,25640786.93,19026870.51
2022-12-15,22076931.32,18741164.71,25402826.96,18979860.65
2022-12-16,21851826.96,18424850.19,24874578.82,18736140.57
2022-12-19,21856841.71,18443991.38,24896587.62,18728986.44
2022-12-20,22250452.18,18627098.14,25120749.56,18853513.08
2022-12-21,21432033.56,17908614.32,24320365.6,18314378.06
2022-12-22,20756427.66,17429736.37,23561315.99,17758128.45
2022-12-23,20115348.88,16732532.52,22568942.16,17382628.32
2022-12-26,20554528.31,16714858.83,23119328.94,17626778.79
2022-12-27,20952918.98,16889510.24,23510322.13,17952176.98
2022-12-28,20873451.17,17018288.16,23659141.63,17853168.27
2022-12-29,20713083.05,17084495.13,23703196.19,17744991.97
2022-12-30,20899180.02,17307769.61,24005278.7,17792688.75
2023-01-02,21018952.66,17319955.94,24018815.73,17927982.81
2023-01-03,20972449.72,17363326.66,23883981.46,17902088.99
2023-01-04,20966303.47,17397161.23,24089991.63,17915580.02
2023-01-05,20950295.78,17397888.5,24257468.82,17960542.56
2023-01-06,20878595.76,17377652.07,24228430.74,17935277.23
2023-01-09,21037265.65,17416192.8,24263495.65,18080662.46
2023-01-10,20664356.94,17206743.13,23924372.11,17841238.16
2023-01-11,20650924.06,17165766.98,23868049.82,17842524.47
2023-01-12,20728761.74,17148683.46,23838535.32,17880949.62
2023-01-13,21010856.31,17444732.03,24189671.41,18077986.34
2023-01-16,21023959.17,17320095.15,24090134.48,18026728.98
2023-01-17,21018795.61,17358006.06,24125493.35,18077714.41
2023-01-18,21089483.64,17411770.24,24134500.08,18025738.38
2023-01-19,21112102.62,17307646.41,24065134.53,18144747.39
2023-01-20,21031915.91,17301156.06,23961217.82,18077626.86
2023-01-23,21076439.84,17274799.77,24040215.03,18137380.89
2023-01-24,21185887.82,17099163.64,23910774.6,17947423.24
2023-01-25,21111244.86,16823369.32,23477180.11,17830515.7
2023-01-27,20416869.24,16480921.24,22966787.99,17254310.55
2023-01-30,20611725.82,16523301.49,23097998.41,17308274.87
2023-01-31,20939000.46,16821503.71,23251928.43,17628479.55
2023-02-01,20603659.4,16533198.41,22957473.9,17393075.96
2023-02-02,20781160.73,16549342.25,23116723.36,17448714.37
2023-02-03,20504303.43,16365013.72,22805829.73,17267701.44
2023-02-06,20448235.85,16387661.55,22829342.51,17236663.94
2023-02-07,20610456.47,16438926.2,22881815.8,17280806.6
2023-02-08,20527224.58,16580320.62,23020159.37,17299873.8
2023-02-09,20446141.5,16469095.32,22849913.12,17228579.64
2023-02-10,20751987.25,16487117.32,22983274.29,17375219.7
2023-02-13,20947811.25,16817459.19,23299292.46,17530117.04
2023-02-14,20867989.86,16744766.33,23185006.54,17453886.62
2023-02-15,20723227.41,16735305.51,23181115.7,17461445.57
2023-02-16,20878074.2,16692168.78,23206153.52,17585663.66
2023-02-17,21051220.86,16612974.45,23096161.03,17758846.63
2023-02-20,20962610.26,16647628.34,23108698.42,17753170.76
2023-02-21,21061976.51,16647991.63,23015201.33,17717710.36
2023-02-22,20739718.16,16503952.11,22728697.1,17540534.3
2023-02-23,20791509.77,16582369.51,22857913.55,17552076.43
2023-02-24,20715257.8,16436440.31,22550629.34,17471747.46
2023-02-27,20443442.18,16228227.3,22185958.45,17147294.13
2023-02-28,20599402.77,16280755.69,22247004.26,17230076.53
2023-03-01,20891577.31,16542830.64,22509934.6,17466798.34
2023-03-02,20661723.35,16432355.75,22351207.51,17281413.93
2023-03-03,21054958.49,16634727.23,22786472.33,17596509.7
2023-03-06,21519066.87,16918423.4,23057751.63,17923672.28
2023-03-08,21556609.55,16916167.2,23117104.03,17891330.5
2023-03-09,21466009.69,16911673.1,23064894.39,17882373.87
2023-03-10,21343892.75,16860518.89,22951480.29,17788716.39
2023-03-13,20869494.75,16777737.46,22727586.38,17447984.51
2023-03-14,20734247.19,16684976.38,22475769.63,17380732.94
2023-03-15,20736801.79,16643488.29,22409460.68,17327766.24
2023-03-16,20925268.97,16891114.84,22686017.1,17497080.55
2023-03-17,21003599.9,16890705.5,22790316.67,17564466.69
2023-03-20,20999501.19,16991160.48,22893010.37,17567283.71
2023-03-21,20894030.47,16931575.0,22924264.57,17319624.51
2023-03-22,20938160.88,16890543.12,22952463.23,17277417.69
2023-03-23,21195635.07,17064280.07,23156387.09,17459883.75
2023-03-24,21101622.3,17067502.1,23002417.45,17433289.97
2023-03-27,20861147.57,16905633.54,22705671.26,17309112.37
2023-03-28,20814504.28,16859650.2,22664271.77,17244848.11
2023-03-29,21515943.46,17351033.21,23627721.86,17915852.82
2023-03-31,21787893.24,17544088.36,23976374.09,18263326.78
2023-04-03,21975097.42,17610537.89,24158986.51,18276348.32
2023-04-05,22296422.94,17819813.18,24478524.77,18599419.39
2023-04-06,22403854.99,17849371.18,24463824.36,18665673.87
2023-04-10,22124266.24,17726748.9,24361916.42,18389349.22
2023-04-11,22357885.69,17728923.49,24482113.8,18575316.51
2023-04-12,22523075.08,17846194.38,24554316.73,18735769.15
2023-04-13,22875773.95,18047972.87,24774534.75,19083376.48
2023-04-17,23032094.97,18017240.7,24860226.61,19078495.17
2023-04-18,23263145.37,18307940.5,25204663.85,19230576.21
2023-04-19,23057468.33,18145873.77,24963474.47,19078401.74
2023-04-20,23126246.46,18149513.09,25027703.24,19168097.54
2023-04-21,22996238.4,18029279.45,24974052.98,19070124.82
2023-04-24,23152385.65,18030089.55,25059343.18,19280736.11
2023-04-25,22720861.65,17928059.79,24843399.81,18956795.21
2023-04-26,22946238.89,17985193.26,24973910.68,19108114.27
2023-04-27,23054046.36,18044207.3,25034464.18,19254775.4
2023-04-28,23214629.51,18065664.9,25143170.77,19314812.98
2023-05-02,23184742.26,18143826.55,25320854.12,19275134.93
2023-05-03,23283817.12,18055173.29,25441354.46,19140120.61
2023-05-04,23666397.59,18210090.01,25673635.47,19443943.27
2023-05-05,23583278.82,18016120.78,25308849.39,19394492.43
2023-05-08,23562169.97,17909345.74,25223739.69,19333457.72
2023-05-09,23648353.3,17836941.31,25084789.79,19312201.6
2023-05-10,23346594.72,17797886.52,25041843.76,19066764.3
2023-05-11,23860226.24,17954555.83,25270349.41,19442073.22
2023-05-12,23760265.63,17735457.79,24975613.69,19378824.06
2023-05-15,23770718.38,17770850.79,25044026.14,19475146.91
2023-05-16,24077658.98,17858808.42,25164927.36,19747375.3
2023-05-17,24078283.52,17763556.97,25070806.78,19661593.99
2023-05-18,24088361.28,17941115.5,25264944.09,19807836.43
2023-05-19,24177245.29,17871201.02,25163260.33,19895042.28
2023-05-22,24142944.8,17982299.11,25273510.09,19795651.21
2023-05-23,24486535.73,18320516.74,25637066.04,20204529.12
2023-05-24,24352887.1,18297871.38,25539962.68,20143890.6
2023-05-25,24888983.44,18345354.52,25553659.64,20451496.42
2023-05-26,24894439.48,18379855.35,25699241.62,20383554.23
2023-05-29,24686965.91,18222899.48,25505674.19,20057090.22
2023-05-30,25036898.12,18204377.12,25582162.72,20213124.52
2023-05-31,25279386.53,18246248.4,25707136.41,20375813.3
2023-06-01,25385124.08,18242299.35,25658860.35,20546099.68
2023-06-02,25541831.01,18342234.72,25857719.66,20604595.32
2023-06-05,26117583.1,18510882.73,26137873.67,21175040.84
2023-06-06,26125400.55,18729902.43,26241386.54,21415520.85
