date,baseline,eviction_at_45_days,eviction_at_60_days,eviction_at_90_days
2019-10-23,10990454.14,11251759.95,11162221.56,10950416.32
2019-10-24,11023199.27,11281444.23,11174109.23,10933475.09
2019-10-25,11027592.79,11451881.47,11273348.17,10966529.59
2019-10-27,11038856.2,11483812.21,11262480.37,10965700.85
2019-10-29,11098662.6,11377566.11,11194700.67,10994186.28
2019-10-30,11023259.48,11373560.43,11144370.05,10939982.08
2019-10-31,11155619.98,11489577.98,11299835.51,11101468.01
2019-11-01,11174084.73,11497548.28,11339286.75,11086801.1
2019-11-04,11127629.67,11546360.16,11341625.08,11066875.29
2019-11-05,11026956.26,11488029.61,11311749.63,11002536.15
2019-11-06,11028315.13,11375942.88,11287788.84,10959042.42
2019-11-07,11116994.22,11391956.73,11305659.92,10974676.63
2019-11-08,11013123.1,11271865.76,11237911.33,10856416.24
2019-11-11,11009814.88,11283512.31,11222213.76,10820156.28
2019-11-13,10936092.65,11369195.89,11261038.12,10794756.19
2019-11-14,11130473.14,11420183.5,11280439.32,10944222.84
2019-11-15,11054560.47,11361808.75,11150307.74,10818360.53
2019-11-18,11078110.92,11375069.41,11141533.95,10790548.05
2019-11-19,11083150.3,11420595.26,11225542.3,10832496.65
2019-11-20,11073300.84,11406962.66,11241075.37,10805442.75
2019-11-21,10921894.97,11328672.47,11184103.84,10690064.35
2019-11-22,10928873.7,11393547.2,11221408.43,10717211.01
2019-11-25,10994315.79,11379732.22,11277220.22,10763381.52
2019-11-26,10942992.68,11309196.25,11208529.73,10671739.03
2019-11-27,11022722.66,11350036.26,11281934.61,10749114.19
2019-11-28,11048897.97,11390252.54,11322271.68,10775053.96
2019-11-29,11023760.04,11279646.44,11267333.19,10711261.38
2019-12-02,11102478.47,11260046.84,11344906.05,10782315.55
2019-12-03,11202107.41,11154603.38,11429487.85,10861508.61
2019-12-04,11195174.92,11303081.29,11465503.03,10861455.86
2019-12-05,11198662.84,11322051.97,11472732.84,10893453.55
2019-12-06,11116547.23,11269274.08,11417277.12,10835752.8
2019-12-09,11065890.53,11283483.74,11387112.27,10759347.07
2019-12-10,11013422.88,11164431.99,11337658.82,10729177.61
2019-12-11,11082647.87,11137423.82,11291766.54,10702128.96
2019-12-12,11132969.03,11250233.22,11363390.12,10774310.38
2019-12-13,11236770.3,11273776.57,11441272.08,10855690.48
2019-12-16,11165268.63,11243279.62,11389391.32,10771997.97
2019-12-17,11308986.63,11340543.01,11527125.22,10906991.79
2019-12-18,11426190.05,11309656.11,11700331.15,11033893.99
2019-12-19,11459288.89,11367531.14,11727663.05,11063023.23
2019-12-20,11447565.8,11290720.42,11676704.35,11052350.98
2019-12-23,11466813.25,11341458.45,11731051.76,11105610.65
2019-12-24,11488392.12,11339751.45,11746298.58,11083116.31
2019-12-26,11493191.73,11411754.74,11345949.86,11071766.34
2019-12-27,11490743.08,11443253.3,11017411.72,11087048.17
2019-12-30,11563095.3,11470792.75,10889783.75,11149762.39
2019-12-31,11526790.0,11478499.9,10760730.58,11113013.78
2020-01-01,11508656.8,11550643.13,10768761.31,11132143.04
2020-01-02,11535587.98,11617563.08,10790115.26,11164767.71
2020-01-03,11558682.17,11708053.66,10833396.6,11178582.01
2020-01-06,11419224.07,11454202.42,10737653.77,11019553.2
2020-01-07,11469646.39,11513708.25,10774273.99,11076793.78
2020-01-08,11508803.41,11542857.42,10769330.03,11057474.83
2020-01-09,11588869.48,11638023.31,10900269.19,11131871.13
2020-01-10,11653024.9,11637017.7,10978272.62,11201728.56
2020-01-13,11744825.41,11711887.01,11063416.33,11310060.65
2020-01-14,11821614.79,11745040.41,11142317.67,11377595.2
2020-01-15,11993349.12,11848680.49,11353490.41,11543597.5
2020-01-16,12188398.85,11966401.0,11552869.09,11767329.53
2020-01-17,12162871.33,11989292.05,11621133.51,11764667.34
2020-01-20,12291638.04,11926555.17,11760194.98,11896375.51
2020-01-21,12067052.43,11915079.04,11515001.69,11669403.83
2020-01-22,12046473.04,11892198.18,11485891.44,11656894.5
2020-01-23,12237822.24,11960433.97,11671754.85,11849435.07
2020-01-24,12276216.24,12087947.13,11731181.0,11905995.54
2020-01-27,12449193.68,12209287.92,11887829.65,12069225.78
2020-01-28,12414818.3,12186060.26,11819908.02,11991620.32
2020-01-29,12427929.74,12235040.73,11823402.11,12023689.41
2020-01-30,12555364.08,12239200.1,11658364.84,11959711.42
2020-01-31,12558389.04,12327171.86,11636769.26,11933273.57
2020-02-03,12382934.19,12255557.88,11554260.75,11891139.02
2020-02-04,12395188.53,12430156.39,11596081.57,11929923.54
2020-02-05,12658815.16,12541333.44,11850813.69,12158112.46
2020-02-06,12767834.07,12733659.37,11930424.87,12227438.1
2020-02-07,12809338.46,12844605.54,11898887.9,12210254.74
2020-02-10,12855530.93,13104630.85,11954320.22,12288178.36
2020-02-11,12909016.22,12958365.41,11929664.49,12272390.73
2020-02-12,13000630.49,12978431.33,11971389.16,12341706.87
2020-02-13,13076692.92,12933693.11,11919995.73,12264847.42
2020-02-14,12942550.81,12839760.37,11806867.28,12109087.74
2020-02-17,13085981.98,12720735.32,11787893.07,12333962.62
2020-02-18,13009062.48,12838044.57,11710142.51,12272045.22
2020-02-19,13250601.07,12967309.63,11917471.32,12439282.67
2020-02-20,13478169.08,13083732.24,12095125.39,12633570.02
2020-02-24,13273589.66,12971837.79,11890769.17,12386280.97
2020-02-25,13099441.48,12943522.73,11819315.74,12284155.24
2020-02-26,12958311.61,12860373.34,11752193.08,12154562.57
2020-02-27,12863049.74,12931343.26,11688228.14,12087300.4
2020-02-28,12607556.05,12703265.34,11440623.09,11771431.56
2020-03-02,12632561.94,12516625.68,11347378.81,11679825.59
2020-03-03,12825178.18,12709671.96,11477006.67,11763069.31
2020-03-04,12679279.8,12504567.25,11434552.94,11714745.82
2020-03-05,12810666.68,12555306.91,11454473.47,11807372.44
2020-03-06,12749386.62,12520535.99,11290645.34,11688742.78
2020-03-09,12476241.55,11925000.44,10734336.96,11339054.46
2020-03-11,12347072.21,11851629.95,10647207.87,11301336.16
2020-03-12,11531306.78,11290126.59,10135602.44,10596025.92
2020-03-13,11669752.77,11117452.26,9682322.67,10470279.08
2020-03-16,11024272.73,10713971.53,9316619.64,9897813.68
2020-03-17,10937629.39,10632819.91,9088715.59,9703048.75
2020-03-18,10459589.38,10329855.57,8946086.16,9391339.43
2020-03-19,10311345.8,10179976.69,8791965.41,9229167.83
2020-03-20,10917613.82,10551786.52,9125941.82,9598100.5
2020-03-23,9973368.76,9974183.35,8640686.13,8957905.55
2020-03-24,10054399.3,10274792.82,8932518.35,9111924.41
2020-03-25,10182555.63,10426676.38,9186940.8,9239018.29
2020-03-26,10349438.68,10530436.68,9240848.52,9389999.22
2020-03-27,10485493.92,10769231.5,9559707.32,9663680.93
2020-03-30,10533463.51,11075196.1,9749267.42,9917210.69
2020-03-31,10850351.1,10875654.98,9516037.72,9766431.67
2020-04-01,10688310.81,10848603.47,9488294.98,9650848.64
2020-04-03,10775314.86,11001184.14,9531441.73,9733223.87
2020-04-07,11259247.43,11316971.77,9760852.91,10113223.55
2020-04-08,11514385.46,11442425.8,9790379.73,10207956.98
2020-04-09,11830875.07,11725523.63,10036430.99,10419202.38
2020-04-13,12014232.87,12039767.17,10454718.31,10660025.81
2020-04-15,11985802.51,12066039.43,10499006.68,10713993.39
2020-04-16,12057394.61,12223829.37,10644176.96,10774509.35
2020-04-17,11905663.02,11995947.32,10449797.18,10640629.31
2020-04-20,11786629.43,11777128.68,10223429.53,10465707.97
2020-04-21,12013667.18,11851593.55,10346455.16,10540535.93
2020-04-22,12083699.02,11972179.88,10484244.2,10713573.16
2020-04-23,12080574.49,11962706.99,10484244.2,10685647.69
2020-04-24,12197448.51,11987422.33,10503927.81,10687067.75
2020-04-27,12247359.27,12024700.76,10471941.83,10689620.43
2020-04-28,12188315.41,12051880.02,10501467.71,10685980.58
2020-04-29,12101325.0,12106666.36,10425191.49,10619062.92
2020-04-30,12166084.23,12120595.78,10474401.93,10661060.14
2020-05-04,12098261.92,12215819.28,10513770.09,10573070.46
2020-05-05,11796520.55,11952134.64,10220969.43,10274026.7
2020-05-06,11725561.53,11892824.93,10176680.13,10221415.48
2020-05-07,11653430.23,11780169.7,10102864.94,10160320.32
2020-05-08,11807989.94,11870647.92,10213587.26,10300351.65
2020-05-11,11803829.58,11816859.19,10129929.79,10261076.57
2020-05-12,11822639.03,11854880.46,10147154.24,10270249.11
2020-05-13,11777455.4,11766399.54,10080720.29,10240409.03
2020-05-14,11937008.29,11891242.28,10208667.06,10336657.19
2020-05-15,11973003.63,11927508.85,10284942.35,10409224.4
2020-05-18,12087945.04,12026922.58,10467020.69,10553359.55
2020-05-19,11864975.9,11688470.42,10179140.23,10318365.96
2020-05-20,12092804.24,11823273.74,10304626.9,10497110.1
2020-05-21,12020196.2,11738903.75,10193903.64,10409067.53
2020-05-22,11978963.65,11743372.24,10248035.22,10414537.26
2020-05-26,11845220.69,11685829.64,10137311.97,10249827.46
2020-05-27,11614755.01,11536506.7,10001983.96,10082219.4
2020-05-28,11772425.13,11657566.6,10134850.93,10262417.44
2020-05-29,11716964.63,11627144.93,10085641.43,10196259.08
2020-06-01,11871797.06,11691101.82,10139772.07,10265017.16
2020-06-02,11901405.38,11691371.45,10132390.83,10303140.1
2020-06-03,11781086.03,11600782.28,10058575.64,10219270.23
2020-06-04,11817622.18,11580228.7,10041352.13,10242123.68
2020-06-05,11941568.94,11728626.05,10134850.93,10373978.72
2020-06-08,11808971.62,11533249.1,10001983.96,10234031.72
2020-06-09,11867906.39,11578444.35,10088101.53,10269117.54
2020-06-10,11947836.05,11628667.21,10139772.07,10313523.38
2020-06-11,11981420.26,11713515.55,10267718.83,10436644.55
2020-06-12,12036209.8,11735810.5,10284942.35,10446694.46
2020-06-15,11933521.13,11646228.37,10188982.51,10343295.69
2020-06-16,12017644.33,11738323.6,10297244.72,10460877.56
2020-06-17,11895923.42,11701536.68,10248035.22,10380638.48
2020-06-18,11983282.99,11716065.2,10294784.62,10427860.34
2020-06-19,11988527.68,11668784.73,10270179.87,10413428.21
2020-06-22,12131081.38,11808872.02,10405507.87,10524948.24
2020-06-23,12183365.09,11789759.62,10388284.36,10515366.73
2020-06-24,12216861.99,11895776.51,10506388.85,10618300.67
2020-06-25,12128488.09,11884823.16,10410429.01,10503016.84
2020-06-26,12177002.09,11843280.56,10415350.15,10500815.59
2020-06-29,12159730.65,11851894.01,10454718.31,10533409.52
2020-06-30,12163041.24,11881007.81,10484244.2,10574708.91
2020-07-01,12160384.04,11974203.18,10580204.04,10642803.98
2020-07-02,12013890.32,11802658.27,10393205.5,10481989.37
2020-07-03,12005694.32,11775719.41,10383363.22,10470203.4
2020-07-06,12036617.76,11800242.15,10400586.74,10504579.61
2020-07-07,12060937.23,11846172.73,10437493.86,10559687.2
2020-07-08,12115619.11,11961372.33,10582664.14,10662648.13
2020-07-09,12192159.02,12025140.97,10661401.41,10732344.9
2020-07-10,12198784.29,11980997.35,10621096.64,10697223.54
2020-07-13,12156056.5,11996740.29,10639605.39,10662013.95
2020-07-14,12120396.05,11963386.24,10631546.42,10611980.09
2020-07-15,12140916.46,11995834.37,10668280.03,10640846.34
2020-07-16,12216154.4,12051602.89,10677868.23,10572077.69
2020-07-17,12231192.73,11957964.92,10615616.83,10506807.89
2020-07-20,12270536.84,11984765.54,10650347.16,10552937.41
2020-07-21,12247325.37,11978484.1,10676334.11,10585903.66
2020-07-22,12300919.63,12047432.8,10770373.33,10702413.19
2020-07-23,12527014.84,12254856.95,10913384.04,10821482.6
2020-07-24,12469037.48,12253025.61,10971745.97,10826953.95
2020-07-27,12650114.34,12548692.13,11315632.12,11121766.46
2020-07-28,12574052.3,12442911.16,11209542.51,11044280.69
2020-07-29,12758660.02,12551585.44,11330286.12,11149863.69
2020-07-30,12899110.0,12651770.31,11414730.69,11227999.98
2020-07-31,13120460.42,12790178.36,11490602.2,11300486.36
2020-08-03,13173928.09,12876831.71,11520973.77,11329162.16
2020-08-04,13385427.7,12987518.71,11577582.91,11385706.54
2020-08-05,13485657.53,13158971.99,11792884.32,11596317.92
2020-08-06,13594817.52,13213594.0,11866853.0,11668771.35
2020-08-07,13973293.26,13586893.29,12206108.71,12003708.22
2020-08-10,14492987.35,13793342.71,12274316.76,12073422.48
2020-08-11,14434151.48,13747150.84,12229949.38,12031805.23
2020-08-12,14084370.98,13361780.23,11817193.15,11625712.38
2020-08-13,14040577.72,13343136.0,11813641.43,11621456.96
2020-08-14,14058856.73,13342478.06,11848235.57,11655236.29
2020-08-17,14040091.79,13332209.1,11809978.48,11617401.13
2020-08-18,14305737.91,13608687.57,12110617.93,11912785.1
2020-08-19,14239064.15,13565946.43,12025267.7,11829040.86
2020-08-20,14146915.96,13373306.52,11807452.47,11615514.88
2020-08-21,14265332.38,13478482.63,11905381.14,11712180.58
2020-08-24,14440307.91,13657206.98,12042690.91,11847635.63
2020-08-25,14439351.42,13585769.58,11965708.34,11771834.8
2020-08-26,14341695.22,13557930.73,11930930.43,11737562.79
2020-08-27,14396243.76,13586300.11,11952651.58,11758503.5
2020-08-28,14483382.61,13688114.94,12046283.42,11850024.55
2020-08-31,14036802.97,13429087.55,11874813.69,11679968.09
2020-09-01,14351381.24,13536102.18,11973688.02,11777180.35
2020-09-02,14758274.97,13807811.6,12201114.96,12001994.11
2020-09-03,14813487.57,13926097.25,12279109.32,12079544.9
2020-09-04,14589807.28,13755236.09,12126176.13,11928067.88
2020-09-07,14342858.7,13510271.5,11918301.81,11724001.4
2020-09-08,14221733.7,13561857.91,11940950.17,11745872.26
2020-09-09,14332484.14,13559091.12,11954932.47,11759617.62
2020-09-10,14371346.46,13586077.82,12001133.33,11804717.77
2020-09-11,14500684.14,13793388.45,12151439.94,11952688.87
2020-09-14,14984435.85,14062399.9,12426716.23,12223839.3
2020-09-15,15198012.38,14278005.67,12595402.0,12389842.98
2020-09-16,15454463.5,14457866.43,12806456.89,12598513.85
2020-09-17,15285108.83,14336751.9,12689038.45,12483780.49
2020-09-18,15513584.0,14463733.53,12612837.64,12411632.58
2020-09-21,14947969.47,13958444.44,12200138.65,12004454.91
2020-09-22,14682049.73,13591836.73,11871403.79,11680900.82
2020-09-23,14365936.97,13315466.34,11650126.52,11462216.39
2020-09-24,14219573.49,13298398.21,11589445.09,11402041.25
2020-09-25,14397306.9,13571153.09,11740045.95,11550005.33
2020-09-28,14664638.64,13924202.08,12008578.54,11814051.5
2020-09-29,14746988.64,13903975.82,12036457.67,11841880.25
2020-09-30,14911388.99,13943007.41,12138634.73,11943606.35
2020-10-01,14997219.64,13971687.14,12103004.41,11907101.56
2020-10-05,15034397.1,14051669.86,12226492.43,12029226.43
2020-10-06,15023037.95,14050035.41,12221953.4,12024385.95
2020-10-07,14936634.65,13996711.34,12114081.75,11917885.37
2020-10-08,14901223.03,13875839.97,12025197.5,11832212.52
2020-10-09,14702641.76,13668622.55,11889664.15,11699959.08
2020-10-12,14726531.41,13688687.88,11917527.72,11727442.11
2020-10-13,14835157.87,13850751.94,12097583.01,11904662.81
2020-10-14,14774057.69,13815173.65,12037296.04,11858343.97
2020-10-15,14599124.46,13643284.22,11872346.66,11682509.81
2020-10-16,14729946.47,13679284.19,11831156.06,11688490.55
2020-10-19,14689240.72,13667322.49,11865658.63,11705738.35
2020-10-20,14615992.1,13629226.79,11786621.37,11663237.92
2020-10-21,14716303.13,13746430.13,11880657.63,11770870.64
2020-10-22,15057114.87,13915590.2,12077482.21,11969560.06
2020-10-23,15065504.11,13900061.97,12089933.7,11975106.28
2020-10-26,14823687.73,13870334.33,11966990.48,11809495.79
2020-10-27,15290975.0,14102742.92,12114149.42,11903402.85
2020-10-28,15341099.04,14126807.19,12246346.15,11980086.75
2020-10-29,15513162.36,14219766.63,12364931.38,12142468.65
2020-10-30,15619109.77,14309252.36,12512394.86,12236640.42
2020-11-02,15429539.54,14238635.83,12440774.06,12115409.85
2020-11-03,15535870.02,14251774.58,12449164.92,12165415.62
2020-11-04,15735778.87,14348347.85,12488671.02,12230323.35
2020-11-05,15868518.88,14452703.96,12606647.75,12408158.67
2020-11-06,15846307.3,14536280.63,12613554.06,12429006.64
2020-11-09,15987180.51,14575819.14,12779760.08,12609153.82
2020-11-10,15132524.4,14154434.4,12315927.54,12158669.42
2020-11-11,15441709.37,14387461.88,12641129.24,12465607.3
2020-11-12,15702407.65,14531713.1,12862950.71,12679685.49
2020-11-13,16004810.61,14762698.85,12964221.59,12892926.54
2020-11-14,16132783.54,14739226.16,13132580.75,13008377.62
2020-11-17,16292280.25,14738620.34,13158521.58,13139796.52
2020-11-18,16349990.49,14651783.01,13273979.34,13226878.4
2020-11-19,16267798.08,14693424.27,13218771.89,13153299.99
2020-11-20,16636188.83,14972385.07,13519002.61,13427054.17
2020-11-23,17173046.65,15263142.85,13868969.64,13832478.68
2020-11-24,17346039.71,15420661.02,14128955.82,14091582.72
2020-11-25,16811089.16,15042354.16,13781592.04,13712877.53
2020-11-26,16765278.16,14939042.17,13760881.7,13644925.16
2020-11-27,17116681.51,15153658.29,13999116.4,13919007.27
2020-12-01,17178404.43,15063451.34,14097459.09,13890106.06
2020-12-02,17175333.18,15141088.43,14100922.33,13906861.06
2020-12-03,17213579.75,15268259.34,14188349.51,13953947.11
2020-12-04,17150415.33,15261996.93,14273386.44,13939401.11
2020-12-07,17129456.04,15548618.11,14464920.23,14074710.31
2020-12-08,17157969.47,15757376.29,14454363.73,14048053.63
2020-12-09,17137630.43,15528812.95,14306521.15,14022525.64
2020-12-10,16987934.59,15403911.58,13949247.63,13843964.86
2020-12-11,16921833.63,15412308.97,13975565.48,13847307.11
2020-12-14,16788852.04,15419824.68,13863341.43,13755149.62
2020-12-15,16833650.49,15372575.25,13629707.54,13478122.33
2020-12-16,17006342.89,15379887.52,13535886.76,13473388.32
2020-12-17,17072209.47,15526132.26,13522375.45,13446886.93
2020-12-18,17111699.95,15341461.2,13474690.26,13405592.66
2020-12-21,16727574.31,15010738.18,13394376.69,13052322.14
2020-12-22,17027012.67,15154174.38,13377640.34,13304271.54
2020-12-23,17306136.5,15616361.04,13416495.31,13670014.18
2020-12-24,17359493.35,15728429.29,13517836.09,13681669.34
2020-12-28,17435856.49,16145958.45,13620938.36,13721655.55
2020-12-29,17444820.05,16380477.61,13657478.96,13731481.16
2020-12-30,17429347.73,16538745.64,13675663.06,13787694.54
2020-12-31,17446263.24,16567221.02,13838876.0,13727074.05
2021-01-01,17612079.49,16601044.76,14000922.68,13755409.36
2021-01-04,17742698.1,16563566.81,14107540.43,13900933.52
2021-01-05,17910132.75,16757973.99,14215004.17,14035510.57
2021-01-06,17825090.31,16623253.07,14277876.01,13978598.79
2021-01-07,17619016.17,16404911.39,14220603.51,13839978.3
2021-01-08,17593412.64,16257262.22,14098396.52,13839518.44
2021-01-11,17355327.55,15977511.54,13938244.74,13673009.17
2021-01-12,17181673.39,15924118.63,13831369.4,13556769.29
2021-01-13,17117930.71,15806360.03,13878850.42,13596297.29
2021-01-14,17308501.78,15857058.31,13970092.39,13689061.98
2021-01-15,17026600.24,15618474.66,14059031.52,13532484.78
2021-01-18,16798654.3,15550400.71,13958451.82,13311668.13
2021-01-19,17027813.88,15768213.22,14216469.47,13516180.85
2021-01-20,17082282.82,15920013.79,14279411.17,13537845.71
2021-01-21,17044322.29,15963671.05,14137396.44,13590522.46
2021-01-22,16905612.67,15896151.23,13967334.37,13438477.91
2021-01-25,16813685.62,15899792.8,13736510.82,13335465.87
2021-01-27,16716429.58,15812921.31,13602597.18,13334899.09
2021-01-28,16510116.81,15720234.46,13690427.17,13195972.13
2021-01-29,16267885.61,15366410.64,13622739.99,13092235.42
2021-02-01,16295211.23,15517956.28,13481055.12,13132864.45
2021-02-02,16638794.91,15933391.91,13709544.33,13238046.54
2021-02-03,16845880.15,15941894.39,13843867.97,13343301.97
2021-02-04,17107354.76,16160321.95,14145690.36,13694511.55
2021-02-05,17105101.8,16109036.59,14087532.42,13723134.52
2021-02-08,16956278.96,16302762.76,14060915.03,13725871.56
2021-02-09,16999597.16,16747241.66,13964053.23,13879520.03
2021-02-10,16973445.93,16873820.61,13948774.35,13810141.07
2021-02-11,17017421.89,16874067.64,13967985.56,13773711.56
2021-02-12,16943844.54,16798470.23,13980967.96,13654371.03
2021-02-15,16933651.24,16817234.02,13844952.13,13527059.25
2021-02-16,16947444.79,17010309.78,14006410.96,13454844.97
2021-02-17,17189629.38,17288826.6,14171319.77,13618996.34
2021-02-18,17132101.69,17416502.51,14197259.86,13599840.93
2021-02-19,16955886.39,17179620.85,14058069.15,13493174.32
2021-02-22,16863538.14,17063687.46,13934303.81,13334435.68
2021-02-23,17147394.11,17282564.33,14110312.81,13549658.36
2021-02-24,17115059.56,17284607.53,14109756.35,13448224.5
2021-02-25,17018016.43,17159027.39,14025971.5,13479035.65
2021-02-26,17041596.55,17137960.9,14068035.41,13511683.56
2021-03-01,17014627.63,17135340.14,14038845.47,13436247.14
2021-03-02,17250513.96,17319945.37,14411129.31,13518862.14
2021-03-03,17491731.67,17379850.95,14590249.69,13776299.44
2021-03-04,17508519.98,17400285.81,14646060.89,13752430.7
2021-03-05,17198902.28,17102731.09,14443114.98,13603262.31
2021-03-08,17195063.75,16993223.66,14440450.32,13644309.33
2021-03-09,17165582.98,16879636.95,14275111.88,13625492.58
2021-03-10,17399567.89,17255184.99,14421883.51,13863811.03
2021-03-12,17338363.97,17220726.49,14350113.85,13676731.33
2021-03-15,17649832.91,17490371.56,14818024.69,13872544.42
2021-03-16,17867609.39,17742594.14,14927136.57,14225654.4
2021-03-17,17371052.24,17340507.36,14556140.73,13846145.47
2021-03-18,17106187.48,17017677.76,14421671.23,13594103.66
2021-03-19,17534809.28,17363372.5,15018910.83,13933297.81
2021-03-22,17996781.57,17768106.29,15412024.05,14202798.51
2021-03-23,18418101.98,18219289.2,15533252.12,14404296.58
2021-03-24,18181020.92,17955206.1,15234652.14,14240397.15
2021-03-25,17859594.58,17651328.06,14942014.07,13787624.36
2021-03-26,18026827.34,17763281.7,15232374.2,14009287.65
2021-03-30,18106838.03,17774065.08,15183799.72,14119735.41
2021-03-31,18017363.24,17671360.72,15083897.86,14023693.79
2021-04-01,18412298.56,18318152.95,15424817.18,14378989.77
2021-04-05,18682408.44,18578184.24,15752660.36,14557189.74
2021-04-06,18918244.0,18923878.36,16156706.08,14814905.98
2021-04-07,19016543.97,19158212.59,16135205.82,14850100.69
2021-04-08,19101420.14,19180702.22,16177163.84,14842965.4
2021-04-09,19200386.57,19068611.47,16264811.37,14873685.22
2021-04-12,18694197.04,18581409.1,15490561.22,14493540.41
2021-04-13,18464956.35,18474332.76,15565276.29,14285307.85
2021-04-15,18515663.15,18478171.39,15756130.68,14320338.4
2021-04-16,18684366.27,18534146.01,15726417.1,14400847.72
2021-04-19,18472738.71,18485590.82,15452488.53,14095994.57
2021-04-20,18300505.14,18637231.71,15418439.09,13937917.1
2021-04-22,18441088.47,18719922.98,15499690.65,14047559.96
2021-04-23,18525534.87,18525156.13,15891496.2,14137579.03
2021-04-26,18514179.87,18445912.38,16025628.02,14066545.47
2021-04-27,18774589.53,18656296.58,16315267.41,14063776.84
2021-04-28,18809605.31,18791592.85,16513208.58,14204244.88
2021-04-29,18995683.95,18940873.62,16514369.34,14267902.17
2021-04-30,19133826.75,19100121.48,16300461.99,14320020.2
2021-05-03,19300775.67,19504756.99,16543579.13,14532845.1
2021-05-04,19132637.72,19179790.74,16641101.7,14521511.42
2021-05-05,19285508.87,19471132.2,16968850.12,14730074.43
2021-05-06,19516479.79,19712704.57,17149686.46,15128818.89
2021-05-07,19672025.61,19868358.6,17048849.48,15335156.42
2021-05-10,19994481.03,20151220.77,17220065.95,15455772.44
2021-05-11,19858116.43,19842058.68,17078669.11,15554151.26
2021-05-12,19679925.87,19271012.66,16894532.0,15651902.08
2021-05-14,19236417.05,18638510.77,16794885.95,15783588.09
2021-05-17,19593185.42,18945562.67,17344031.03,16218317.09
2021-05-18,19897119.17,19301148.57,17666717.24,16430519.35
2021-05-19,20016031.98,19565856.21,17822465.94,16535942.03
2021-05-20,19868331.43,19516395.93,17769562.94,16533478.21
2021-05-21,20028708.21,19690481.55,17975439.44,16629554.4
2021-05-24,20542218.57,19925459.41,18043756.95,16901304.91
2021-05-25,20549376.65,19964782.52,18015700.06,16821161.14
2021-05-26,20626784.8,20051596.4,17971345.94,16852320.22
2021-05-27,20567049.52,20013828.98,17883717.02,16913470.63
2021-05-28,20472590.92,19862003.13,17854239.41,16858820.27
2021-05-31,20769894.36,19920462.55,18255049.98,17139599.83
2021-06-01,20581646.52,19659972.67,18025736.62,17470695.87
2021-06-02,20881122.66,20008987.6,18336480.87,17561946.37
2021-06-03,20881359.38,20045268.31,18344581.97,17618858.49
2021-06-04,20889632.73,19989682.02,18203983.51,17652657.18
2021-06-07,21080855.22,20064474.12,18579064.51,17833455.26
2021-06-08,21471073.82,20314445.96,18838887.89,18060302.12
2021-06-09,21441667.37,20091041.84,18544555.72,17906996.85
2021-06-10,22120372.17,20574071.71,18881347.22,18221785.25
2021-06-11,22700264.11,21038136.0,19562770.99,18318986.95
2021-06-14,23516961.34,21871135.02,20574343.57,18291309.44
2021-06-15,23232167.71,21526493.99,20393036.13,18364918.61
2021-06-16,23056923.85,21386531.52,20285202.31,18228532.05
2021-06-17,22657017.34,20995266.67,19974397.87,18100758.87
2021-06-18,22024589.9,20551958.88,19713662.32,17868020.45
2021-06-21,22288192.06,20847784.45,19845283.91,18084223.13
2021-06-22,22553695.61,21072216.12,20266151.16,18653222.47
2021-06-23,22371158.15,20909424.92,20178236.91,18822198.14
2021-06-24,22333517.07,20858834.67,20126113.98,18651151.16
2021-06-25,22341499.73,20961608.2,20123952.47,18636027.85
2021-06-28,22095041.53,20694867.99,19900058.34,18509146.35
2021-06-29,22247130.67,20927826.16,20018002.13,18723935.56
2021-06-30,22354539.68,21063077.02,20245978.44,18901996.62
2021-07-01,22191896.6,21051936.83,20209883.41,19111599.0
2021-07-02,22063717.67,20993749.68,20239219.28,18748540.05
2021-07-05,21910281.5,20774354.83,20568932.44,18494005.82
2021-07-06,22325113.1,21185764.89,21105524.86,18661615.53
2021-07-07,22557832.41,21442987.87,21257745.63,18684544.16
2021-07-08,22716476.49,21596173.68,21567229.61,18857455.06
2021-07-09,22573102.14,21461105.67,21435320.59,18768915.27
2021-07-12,22442249.72,21423698.19,21394972.43,18851662.25
2021-07-13,22339942.3,21381304.15,21194238.66,18874154.66
2021-07-14,22452159.64,21451097.81,21470452.42,19265247.4
2021-07-15,22683512.09,21472284.32,21868672.55,19413020.3
2021-07-16,22853004.79,21573249.99,22018389.5,19323717.38
2021-07-19,22933419.77,21650888.94,22218888.93,19061218.75
2021-07-20,22713073.51,21385555.13,22022756.43,18659092.55
2021-07-22,23247459.72,21834942.49,22792619.89,18715679.08
2021-07-23,23586236.79,22288844.99,23053751.16,18824652.37
2021-07-26,23571974.02,22048851.28,23173783.81,18924814.9
2021-07-27,23394210.85,21974325.86,23439255.58,18778260.1
2021-07-28,23867281.02,22328172.17,23570566.89,18799127.07
2021-07-29,23868510.63,22215225.04,23668890.1,19080891.81
2021-07-30,23615730.73,21845565.42,23911221.5,18776251.72
2021-08-02,23709593.75,21831844.97,24042850.92,19009977.78
2021-08-03,23715883.32,21719516.7,24271763.5,19305399.76
2021-08-04,23137953.0,21178634.93,23545932.95,18962789.52
2021-08-05,23402972.24,21351381.34,23543217.25,19020862.09
2021-08-06,23374544.85,21317740.29,23569063.33,18958147.66
2021-08-09,23076161.96,20896901.93,23238717.4,18683482.9
2021-08-10,22829963.19,20493767.81,22690171.95,18537989.45
2021-08-11,22760638.73,20622254.98,22382099.86,18448601.62
