strategy,symbol,entry_date,exit_date,entry_price,exit_price,return_pct,pnl,holding_days,exit_reason
INDIA_BROAD,ASIANPAINT,2019-04-12,2019-07-01,1344.51,1284.24,-4.48,-479.6,51,MONTHLY_EMA9_BREAK
INDIA_BROAD,HAVELLS,2019-05-10,2019-08-01,699.95,610.77,-12.74,-1327.65,58,MONTHLY_EMA9_BREAK
INDIA_BROAD,SUVEN,2019-05-17,2019-08-01,11.87,10.49,-11.65,-1225.34,53,MONTHLY_EMA9_BREAK
INDIA_BROAD,SEAMECLTD,2019-05-13,2019-09-03,422.89,322.65,-23.7,-2470.18,77,MONTHLY_EMA9_BREAK
INDIA_BROAD,CANTABIL,2019-05-03,2019-11-01,51.56,40.57,-21.32,-2252.04,122,MONTHLY_EMA9_BREAK
INDIA_BROAD,PRESTIGE,2019-05-17,2020-03-02,242.71,289.53,19.29,2029.57,195,MONTHLY_EMA9_BREAK
INDIA_BROAD,BATAINDIA,2019-05-10,2020-04-01,1216.08,1106.67,-9.0,-937.57,221,MONTHLY_EMA9_BREAK
INDIA_BROAD,MUTHOOTFIN,2019-05-13,2020-04-01,510.79,550.45,7.77,809.29,220,MONTHLY_EMA9_BREAK
INDIA_BROAD,PIDILITIND,2019-09-23,2020-04-01,694.11,655.02,-5.63,-616.48,130,MONTHLY_EMA9_BREAK
INDIA_BROAD,EQ30,2019-11-14,2020-04-01,348.47,254.36,-27.01,-3005.86,96,MONTHLY_EMA9_BREAK
INDIA_BROAD,ATUL,2019-11-18,2020-04-01,3957.16,3892.19,-1.64,-181.89,94,MONTHLY_EMA9_BREAK
INDIA_BROAD,VADILALIND,2019-11-21,2020-04-01,722.03,436.48,-39.55,-2056.09,91,MONTHLY_EMA9_BREAK
INDIA_BROAD,DMART,2019-11-20,2020-08-03,1845.6,2063.53,11.81,1307.52,174,MONTHLY_EMA9_BREAK
INDIA_BROAD,GMMPFAUDLR,2020-07-21,2020-11-02,1358.04,1166.06,-14.14,-1731.32,73,MONTHLY_EMA9_BREAK
INDIA_BROAD,IPCALAB,2019-05-20,2021-02-01,452.98,913.55,101.68,10904.76,423,MONTHLY_EMA9_BREAK
INDIA_BROAD,DRREDDY,2020-07-09,2021-03-01,749.12,853.92,13.99,1705.73,163,MONTHLY_EMA9_BREAK
INDIA_BROAD,ITI,2020-09-11,2021-04-01,138.8,115.36,-16.88,-1030.97,138,MONTHLY_EMA9_BREAK
INDIA_BROAD,COROMANDEL,2020-08-20,2021-05-03,729.2,698.97,-4.15,-586.46,173,MONTHLY_EMA9_BREAK
INDIA_BROAD,ADANIGREEN,2020-07-27,2021-08-02,346.81,880.19,153.79,19455.07,254,MONTHLY_EMA9_BREAK
INDIA_BROAD,APLLTD,2020-09-04,2021-08-02,871.74,744.07,-14.65,-2136.74,225,MONTHLY_EMA9_BREAK
INDIA_BROAD,LAURUSLABS,2021-08-02,2021-11-01,640.83,510.89,-20.28,-4807.44,62,MONTHLY_EMA9_BREAK
INDIA_BROAD,RTNPOWER,2021-08-02,2021-11-01,6.77,3.84,-43.25,-8978.01,62,MONTHLY_EMA9_BREAK
INDIA_BROAD,GPIL,2021-02-01,2021-12-01,23.97,51.48,114.8,18706.62,205,MONTHLY_EMA9_BREAK
INDIA_BROAD,DIVISLAB,2019-05-13,2022-02-01,1572.15,3923.62,149.57,15587.34,676,MONTHLY_EMA9_BREAK
INDIA_BROAD,LALPATHLAB,2020-09-02,2022-02-01,866.48,1441.45,66.36,9792.99,352,MONTHLY_EMA9_BREAK
INDIA_BROAD,WIPRO,2021-03-02,2022-02-01,192.17,264.63,37.7,5157.45,227,MONTHLY_EMA9_BREAK
INDIA_BROAD,MAHLOG,2021-05-06,2022-02-01,513.41,573.03,11.61,1605.22,185,MONTHLY_EMA9_BREAK
INDIA_BROAD,SAGCEM,2021-11-01,2022-02-01,278.93,240.94,-13.62,-2968.2,63,MONTHLY_EMA9_BREAK
INDIA_BROAD,BSOFT,2020-11-02,2022-03-02,166.49,375.39,125.48,13169.16,330,MONTHLY_EMA9_BREAK
INDIA_BROAD,PGHH,2021-04-01,2022-05-02,11629.18,13134.28,12.94,655.51,267,MONTHLY_EMA9_BREAK
INDIA_BROAD,TVTODAY,2022-02-01,2022-06-01,286.27,196.14,-31.48,-6251.3,81,MONTHLY_EMA9_BREAK
INDIA_BROAD,CALSOFT,2022-02-03,2022-06-01,41.5,23.69,-42.92,-8552.66,79,MONTHLY_EMA9_BREAK
INDIA_BROAD,TATACHEM,2021-11-01,2022-07-01,849.94,744.55,-12.4,-1094.48,166,MONTHLY_EMA9_BREAK
INDIA_BROAD,LPDC,2022-02-03,2022-07-01,10.08,6.38,-36.64,-7300.63,101,MONTHLY_EMA9_BREAK
INDIA_BROAD,ACCURACY,2022-02-03,2022-08-01,20.58,20.69,0.53,104.94,122,MONTHLY_EMA9_BREAK
INDIA_BROAD,ASAHIINDIA,2022-08-12,2023-01-02,558.73,517.19,-7.43,-1383.06,96,MONTHLY_EMA9_BREAK
INDIA_BROAD,ADANIENT,2022-10-06,2023-02-01,3272.22,2982.09,-8.87,-1784.04,81,MONTHLY_EMA9_BREAK
INDIA_BROAD,GSS,2022-08-01,2023-03-01,225.56,223.39,-0.96,-173.41,145,MONTHLY_EMA9_BREAK
INDIA_BROAD,WELENT,2023-02-16,2023-03-01,134.47,121.02,-10.01,-1854.7,9,MONTHLY_EMA9_BREAK
INDIA_BROAD,MAZDOCK,2023-01-23,2024-04-01,376.23,921.08,144.82,25475.28,290,MONTHLY_EMA9_BREAK
INDIA_BROAD,ELECON,2022-10-06,2024-11-01,170.16,575.53,238.23,41185.56,511,MONTHLY_EMA9_BREAK
INDIA_BROAD,AIAENG,2023-04-24,2024-11-01,2751.12,3802.28,38.21,8846.2,377,MONTHLY_EMA9_BREAK
INDIA_BROAD,JSL,2023-04-24,2024-11-01,264.46,669.86,153.3,21347.7,377,MONTHLY_EMA9_BREAK
INDIA_BROAD,ADANIPOWER,2024-04-01,2024-11-01,109.81,118.84,8.22,23.58,146,MONTHLY_EMA9_BREAK
INDIA_BROAD,TIINDIA,2021-02-01,2024-12-02,766.3,3571.81,366.11,19371.94,946,MONTHLY_EMA9_BREAK
INDIA_BROAD,INGERRAND,2021-12-31,2025-02-01,1044.44,3652.1,249.67,54302.98,763,MONTHLY_EMA9_BREAK
INDIA_BROAD,KEI,2022-02-02,2025-02-01,1104.93,4045.06,266.09,53016.11,741,MONTHLY_EMA9_BREAK
INDIA_BROAD,GRAVITA,2022-04-04,2025-03-03,333.82,1589.69,376.22,74865.12,720,MONTHLY_EMA9_BREAK
INDIA_BROAD,BEL,2022-10-06,2025-03-03,99.07,243.58,145.87,29350.12,594,MONTHLY_EMA9_BREAK
INDIA_BROAD,NITCO,2024-04-01,2025-03-03,58.85,96.09,63.29,27019.64,229,MONTHLY_EMA9_BREAK
INDIA_BROAD,IPCALAB,2024-12-06,2025-03-03,1496.97,1340.11,-10.48,-6310.3,60,MONTHLY_EMA9_BREAK
INDIA_BROAD,UNICHEMLAB,2024-12-10,2025-03-03,798.24,613.46,-23.15,-5669.7,58,MONTHLY_EMA9_BREAK
INDIA_BROAD,PANACEABIO,2025-06-06,2025-08-01,472.48,399.1,-15.53,-9193.77,40,MONTHLY_EMA9_BREAK
INDIA_BROAD,CHOLAFIN,2025-06-09,2025-08-01,1621.47,1437.25,-11.36,-6719.12,39,MONTHLY_EMA9_BREAK
INDIA_BROAD,SRF,2025-04-09,2025-09-01,2753.51,2831.26,2.82,1494.9,97,MONTHLY_EMA9_BREAK
INDIA_BROAD,BANARISUG,2025-06-09,2025-10-01,3986.49,3659.93,-8.19,-4844.72,80,MONTHLY_EMA9_BREAK
INDIA_BROAD,RAMANEWS,2025-05-09,2025-11-03,31.08,29.13,-6.28,-3548.16,122,MONTHLY_EMA9_BREAK
INDIA_BROAD,FMGOETZE,2025-08-18,2025-11-03,530.22,458.35,-13.55,-5129.09,52,MONTHLY_EMA9_BREAK
INDIA_BROAD,GOODLUCK,2025-11-10,2026-01-01,394.91,363.29,-8.01,-484.32,37,MONTHLY_EMA9_BREAK
INDIA_BROAD,HCG,2025-05-29,2026-02-02,553.28,589.62,6.57,3916.16,170,MONTHLY_EMA9_BREAK
INDIA_BROAD,HDFCAMC,2025-10-03,2026-02-02,2739.07,2410.02,-12.01,-6461.87,82,MONTHLY_EMA9_BREAK
INDIA_BROAD,ADANIPORTS,2025-06-23,2026-04-01,1338.71,1342.17,0.26,80.33,192,MONTHLY_EMA9_BREAK
INDIA_BROAD,MUTHOOTFIN,2025-08-18,2026-04-01,2783.46,3243.38,16.52,10404.62,153,MONTHLY_EMA9_BREAK
INDIA_BROAD,LUMAXIND,2026-01-01,2026-04-01,5251.93,4841.19,-7.82,-434.28,60,MONTHLY_EMA9_BREAK
INDIA_BROAD,BANKBARODA,2026-02-04,2026-04-01,277.73,244.46,-11.98,-11733.26,37,MONTHLY_EMA9_BREAK
INDIA_BROAD,NORBTEAEXP,2025-05-02,2026-05-04,40.05,63.54,58.65,32573.94,247,MONTHLY_EMA9_BREAK
INDIA_BROAD,FORCEMOT,2025-09-10,2026-07-01,18335.72,18643.28,1.68,964.12,200,MONTHLY_EMA9_BREAK
INDIA_LIQUID,ASIANPAINT,2019-04-12,2019-07-01,1344.51,1284.24,-4.48,-479.6,51,MONTHLY_EMA9_BREAK
INDIA_LIQUID,HAVELLS,2019-05-10,2019-08-01,699.95,610.77,-12.74,-1350.68,58,MONTHLY_EMA9_BREAK
INDIA_LIQUID,TRIVENI,2019-06-24,2019-08-01,62.89,50.42,-19.83,-2191.61,28,MONTHLY_EMA9_BREAK
INDIA_LIQUID,PRESTIGE,2019-05-15,2020-03-02,240.91,289.53,20.18,2135.55,197,MONTHLY_EMA9_BREAK
INDIA_LIQUID,BALRAMCHIN,2019-06-21,2020-03-02,132.37,136.98,3.49,386.28,171,MONTHLY_EMA9_BREAK
INDIA_LIQUID,BATAINDIA,2019-05-10,2020-04-01,1216.08,1106.67,-9.0,-953.83,221,MONTHLY_EMA9_BREAK
INDIA_LIQUID,MUTHOOTFIN,2019-05-13,2020-04-01,510.79,550.45,7.77,825.34,220,MONTHLY_EMA9_BREAK
INDIA_LIQUID,HONAUT,2019-06-27,2020-04-01,24167.25,25503.35,5.53,618.83,188,MONTHLY_EMA9_BREAK
INDIA_LIQUID,PIDILITIND,2019-09-23,2020-04-01,694.11,655.02,-5.63,-665.04,130,MONTHLY_EMA9_BREAK
INDIA_LIQUID,ATUL,2019-11-18,2020-04-01,3957.16,3892.19,-1.64,-194.35,94,MONTHLY_EMA9_BREAK
INDIA_LIQUID,DMART,2019-11-20,2020-08-03,1845.6,2063.53,11.81,1027.79,174,MONTHLY_EMA9_BREAK
INDIA_LIQUID,IPCALAB,2019-05-20,2021-02-01,452.98,913.55,101.68,10953.57,423,MONTHLY_EMA9_BREAK
INDIA_LIQUID,DRREDDY,2020-07-09,2021-03-01,749.12,853.92,13.99,1899.29,163,MONTHLY_EMA9_BREAK
INDIA_LIQUID,ITI,2020-09-11,2021-04-01,138.8,115.36,-16.88,-2656.98,138,MONTHLY_EMA9_BREAK
INDIA_LIQUID,COROMANDEL,2020-08-20,2021-05-03,729.2,698.97,-4.15,-632.13,173,MONTHLY_EMA9_BREAK
INDIA_LIQUID,ADANIGREEN,2020-07-27,2021-08-02,346.81,880.19,153.79,21925.74,254,MONTHLY_EMA9_BREAK
INDIA_LIQUID,APLLTD,2020-09-04,2021-08-02,871.74,744.07,-14.65,-2309.3,225,MONTHLY_EMA9_BREAK
INDIA_LIQUID,JUSTDIAL,2021-05-07,2021-11-01,834.53,798.0,-4.38,-635.03,121,MONTHLY_EMA9_BREAK
INDIA_LIQUID,LAURUSLABS,2021-08-02,2021-11-01,640.83,510.89,-20.28,-5049.91,62,MONTHLY_EMA9_BREAK
INDIA_LIQUID,RTNPOWER,2021-08-02,2021-11-01,6.77,3.84,-43.25,-10654.66,62,MONTHLY_EMA9_BREAK
INDIA_LIQUID,GPIL,2021-02-01,2021-12-01,23.97,51.48,114.8,20653.32,205,MONTHLY_EMA9_BREAK
INDIA_LIQUID,DIVISLAB,2019-05-13,2022-02-01,1572.15,3923.62,149.57,15896.38,676,MONTHLY_EMA9_BREAK
INDIA_LIQUID,LALPATHLAB,2020-09-02,2022-02-01,866.48,1441.45,66.36,10560.82,352,MONTHLY_EMA9_BREAK
INDIA_LIQUID,TATACONSUM,2020-09-28,2022-02-01,491.57,700.55,42.51,4621.59,334,MONTHLY_EMA9_BREAK
INDIA_LIQUID,WIPRO,2021-03-02,2022-02-01,192.17,264.63,37.7,5742.71,227,MONTHLY_EMA9_BREAK
INDIA_LIQUID,SAKSOFT,2021-11-02,2022-05-02,73.08,63.81,-12.69,-185.63,122,MONTHLY_EMA9_BREAK
INDIA_LIQUID,TANLA,2021-04-05,2022-06-01,810.41,1235.59,52.46,6891.34,287,MONTHLY_EMA9_BREAK
INDIA_LIQUID,CHAMBLFERT,2022-02-04,2022-06-01,367.11,329.28,-10.3,-2196.89,78,MONTHLY_EMA9_BREAK
INDIA_LIQUID,TATACHEM,2021-11-01,2022-07-01,849.94,744.55,-12.4,-2860.52,166,MONTHLY_EMA9_BREAK
INDIA_LIQUID,ASAHIINDIA,2022-08-12,2023-01-02,558.73,517.19,-7.43,-1714.41,96,MONTHLY_EMA9_BREAK
INDIA_LIQUID,MAHSEAMLES,2022-09-30,2023-01-02,365.78,309.35,-15.43,-3624.7,63,MONTHLY_EMA9_BREAK
INDIA_LIQUID,ADANIPOWER,2022-10-07,2023-01-02,75.17,60.45,-19.58,-2217.99,59,MONTHLY_EMA9_BREAK
INDIA_LIQUID,ADANIENT,2022-10-06,2023-02-01,3272.22,2982.09,-8.87,-2133.98,81,MONTHLY_EMA9_BREAK
INDIA_LIQUID,MAZDOCK,2023-01-23,2024-04-01,376.23,921.08,144.82,35651.11,290,MONTHLY_EMA9_BREAK
INDIA_LIQUID,DRREDDY,2024-04-01,2024-06-03,1223.21,1162.84,-4.94,-190.41,41,MONTHLY_EMA9_BREAK
INDIA_LIQUID,ELECON,2022-10-06,2024-11-01,170.16,575.53,238.23,57335.17,511,MONTHLY_EMA9_BREAK
INDIA_LIQUID,AIAENG,2023-04-24,2024-11-01,2751.12,3802.28,38.21,10068.71,377,MONTHLY_EMA9_BREAK
INDIA_LIQUID,JSL,2023-04-24,2024-11-01,264.46,669.86,153.3,38487.12,377,MONTHLY_EMA9_BREAK
INDIA_LIQUID,ADANIPOWER,2024-04-01,2024-11-01,109.81,118.84,8.22,4627.88,146,MONTHLY_EMA9_BREAK
INDIA_LIQUID,TIINDIA,2021-02-01,2024-12-02,766.3,3571.81,366.11,13517.34,946,MONTHLY_EMA9_BREAK
INDIA_LIQUID,HAL,2021-11-01,2025-01-01,608.64,4081.78,570.64,131637.96,782,MONTHLY_EMA9_BREAK
INDIA_LIQUID,KEI,2022-02-02,2025-02-01,1104.93,4045.06,266.09,57019.3,741,MONTHLY_EMA9_BREAK
INDIA_LIQUID,SHILPAMED,2024-06-03,2025-02-01,249.32,353.53,41.8,1530.12,168,MONTHLY_EMA9_BREAK
INDIA_LIQUID,GRAVITA,2022-04-04,2025-03-03,333.82,1589.69,376.22,84459.8,720,MONTHLY_EMA9_BREAK
INDIA_LIQUID,BEL,2022-10-06,2025-03-03,99.07,243.58,145.87,35107.18,594,MONTHLY_EMA9_BREAK
INDIA_LIQUID,IPCALAB,2024-12-06,2025-03-03,1496.97,1340.11,-10.48,-7707.77,60,MONTHLY_EMA9_BREAK
INDIA_LIQUID,KITEX,2025-01-02,2025-03-03,234.96,156.19,-33.52,-24478.51,42,MONTHLY_EMA9_BREAK
INDIA_LIQUID,CHOLAFIN,2025-06-09,2025-08-01,1621.47,1437.25,-11.36,-8364.5,39,MONTHLY_EMA9_BREAK
INDIA_LIQUID,AXISBANK,2025-07-07,2025-08-01,1179.63,1061.52,-10.01,-7594.53,19,MONTHLY_EMA9_BREAK
INDIA_LIQUID,SRF,2025-04-09,2025-09-01,2753.51,2831.26,2.82,1927.33,97,MONTHLY_EMA9_BREAK
INDIA_LIQUID,KITEX,2025-07-24,2025-09-01,268.8,181.06,-32.64,-25779.72,25,MONTHLY_EMA9_BREAK
INDIA_LIQUID,BSE,2025-07-10,2025-10-01,2534.26,2037.51,-19.6,-14938.62,57,MONTHLY_EMA9_BREAK
INDIA_LIQUID,COROMANDEL,2025-08-18,2025-11-03,2367.19,2099.88,-11.29,-5241.43,52,MONTHLY_EMA9_BREAK
INDIA_LIQUID,SUDARSCHEM,2025-09-16,2025-11-03,1395.08,1141.63,-18.17,-9118.63,32,MONTHLY_EMA9_BREAK
INDIA_LIQUID,ERIS,2025-08-18,2026-01-01,1748.1,1505.13,-13.9,-10848.05,93,MONTHLY_EMA9_BREAK
INDIA_LIQUID,HDFCAMC,2025-10-03,2026-02-02,2739.07,2410.02,-12.01,-7292.16,82,MONTHLY_EMA9_BREAK
INDIA_LIQUID,ADANIPORTS,2025-06-23,2026-04-01,1338.71,1342.17,0.26,193.09,192,MONTHLY_EMA9_BREAK
INDIA_LIQUID,ABCAPITAL,2025-08-01,2026-04-01,257.14,302.24,17.54,13348.59,163,MONTHLY_EMA9_BREAK
INDIA_LIQUID,MFSL,2025-08-08,2026-04-01,1548.16,1511.31,-2.38,-1822.33,158,MONTHLY_EMA9_BREAK
INDIA_LIQUID,MUTHOOTFIN,2025-08-18,2026-04-01,2783.46,3243.38,16.52,12895.96,153,MONTHLY_EMA9_BREAK
INDIA_LIQUID,BANKBARODA,2026-02-04,2026-04-01,277.73,244.46,-11.98,-12338.8,37,MONTHLY_EMA9_BREAK
INDIA_LIQUID,FORCEMOT,2025-09-10,2026-07-01,18335.72,18643.28,1.68,1350.85,200,MONTHLY_EMA9_BREAK
USA_BROAD,GNRC,2018-01-04,2018-04-02,50.1,44.61,-10.95,-109.25,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,EXLS,2018-01-04,2018-04-02,12.22,10.99,-10.03,-100.03,60,MONTHLY_EMA13_BREAK
USA_BROAD,ALL,2018-01-08,2018-04-04,83.52,79.84,-4.41,-44.35,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,FIX,2018-01-11,2018-04-09,41.59,38.24,-8.05,-80.67,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,CF,2018-01-19,2018-04-16,32.55,31.19,-4.17,-42.87,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,DHI,2018-02-01,2018-04-27,43.66,41.05,-5.97,-61.32,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,HII,2018-01-05,2018-05-01,196.8,197.95,0.58,5.83,80,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,GMED,2018-05-07,2018-07-31,50.04,51.45,2.84,29.19,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,CBRE,2018-04-30,2018-08-13,45.33,46.06,1.6,16.32,74,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,FERG,2018-06-14,2018-09-07,66.99,65.89,-1.64,-18.45,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,GWRE,2018-06-11,2018-10-10,89.59,89.45,-0.17,-1.88,86,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,CUBE,2018-07-20,2018-10-12,21.69,19.66,-9.36,-12.16,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,INTC,2018-01-12,2018-10-24,36.32,36.26,-0.16,-1.58,198,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,INTU,2018-08-01,2018-10-24,192.78,190.33,-1.27,-13.44,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,ALGN,2018-01-03,2018-10-25,231.32,231.95,0.28,2.76,206,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,COP,2018-08-17,2018-11-09,53.42,51.26,-4.05,-41.32,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,LOPE,2018-05-04,2018-12-13,105.45,108.25,2.65,27.08,155,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,HUM,2018-05-11,2018-12-18,264.86,272.24,2.79,29.31,153,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,ENSG,2018-09-14,2018-12-21,33.83,34.01,0.53,5.93,69,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,DINO,2018-02-01,2018-12-24,36.07,36.16,0.27,2.62,226,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,DUK,2018-12-27,2019-05-09,63.26,64.5,1.97,19.15,92,DEAD_MONEY_EVICTION_(60D_<_+3%)
USA_BROAD,CUZ,2019-03-27,2019-06-20,27.65,28.32,2.42,25.47,60,DEAD_MONEY_EVICTION_(60D_<_+3%)
