date,gfs_cash_zero_yield,gfs_cash_liquid_fund,gfs_cash_goldbees
2023-01-10,18007196.97,20073386.72,20664356.94
2023-01-11,17979349.05,20047644.65,20650924.06
2023-01-12,18044448.26,20123591.24,20728761.74
2023-01-13,18262924.69,20372168.23,21010856.31
2023-01-16,18251372.5,20361675.14,21023959.17
2023-01-17,18268763.44,20376719.48,21018795.61
2023-01-18,18330001.02,20444295.16,21089483.64
2023-01-19,18340464.53,20457255.63,21112102.62
2023-01-20,18281515.44,20386099.12,21031915.91
2023-01-23,18292747.1,20407914.78,21076439.84
2023-01-24,18414368.31,20537563.22,21185887.82
2023-01-25,18329323.14,20447972.82,21111244.86
2023-01-27,17756084.51,19800709.09,20416869.24
2023-01-30,17920919.01,19981743.63,20611725.82
2023-01-31,18185865.7,20285090.1,20939000.46
2023-02-01,17904407.74,19963722.16,20603659.4
2023-02-02,18033680.59,20106570.84,20781160.73
2023-02-03,17828167.27,19878802.27,20504303.43
2023-02-06,17785928.68,19834727.31,20448235.85
2023-02-07,17907690.6,19973634.64,20610456.47
2023-02-08,17824217.97,19882958.59,20527224.58
2023-02-09,17752279.42,19804442.34,20446141.5
2023-02-10,18030594.28,20115498.56,20751987.25
2023-02-13,18220268.01,20316356.96,20947811.25
2023-02-14,18134157.9,20224718.37,20867989.86
2023-02-15,18006049.13,20090437.33,20723227.41
2023-02-16,18129148.99,20231529.42,20878074.2
2023-02-17,18184601.51,20313282.69,21051220.86
2023-02-20,18114481.96,20234545.59,20962610.26
2023-02-21,18211144.27,20340629.94,21061976.51
2023-02-22,17945953.89,20039491.5,20739718.16
2023-02-23,17984119.79,20083325.43,20791509.77
2023-02-24,17935119.29,20023513.65,20715257.8
2023-02-27,17765332.43,19812544.87,20443442.18
2023-02-28,17902467.55,19968695.2,20599402.77
2023-03-01,18167069.62,20261515.45,20891577.31
2023-03-02,17993435.57,20059700.66,20661723.35
2023-03-03,18301663.7,20410532.72,21054958.49
2023-03-06,18717783.5,20868850.35,21519066.87
2023-03-08,18793701.95,20955394.61,21556609.55
2023-03-09,18694009.31,20853562.29,21466009.69
2023-03-10,18558510.02,20705139.99,21343892.75
2023-03-13,18086503.93,20172256.8,20869494.75
2023-03-14,17945625.77,20018921.23,20734247.19
2023-03-15,17959270.7,20034225.41,20736801.79
2023-03-16,18066894.72,20156684.32,20925268.97
2023-03-17,18104161.47,20205437.92,21003599.9
2023-03-20,18033151.07,20125128.73,20999501.19
2023-03-21,17955346.22,20043183.19,20894030.47
2023-03-22,18019067.76,20115210.39,20938160.88
2023-03-23,18219203.93,20338722.62,21195635.07
2023-03-24,18130838.81,20233753.92,21101622.3
2023-03-27,17962272.77,20042103.91,20861147.57
2023-03-28,17923487.0,20000653.36,20814504.28
2023-03-29,18508167.09,20652993.06,21515943.46
2023-03-31,18710178.46,20881752.22,21787893.24
2023-04-03,18879237.9,21074380.57,21975097.42
2023-04-05,19089419.93,21310798.44,22296422.94
2023-04-06,19178435.11,21413328.55,22403854.99
2023-04-10,18962923.52,21174750.08,22124266.24
2023-04-11,19105286.19,21353461.82,22357885.69
2023-04-12,19249436.86,21511881.31,22523075.08
2023-04-13,19510219.67,21812584.43,22875773.95
2023-04-17,19694578.16,22008642.43,23032094.97
2023-04-18,19915728.46,22250480.89,23263145.37
2023-04-19,19754571.64,22076584.21,23057468.33
2023-04-20,19756863.95,22086741.92,23126246.46
2023-04-21,19661247.22,21982065.98,22996238.4
2023-04-24,19767953.14,22111775.03,23152385.65
2023-04-25,19428232.72,21713902.66,22720861.65
2023-04-26,19626698.11,21932875.31,22946238.89
2023-04-27,19706427.44,22025791.69,23054046.36
2023-04-28,19846965.49,22183450.43,23214629.51
2023-05-02,19817792.92,22152096.98,23184742.26
2023-05-03,19894233.33,22238955.38,23283817.12
2023-05-04,20215131.85,22599051.87,23666397.59
2023-05-05,20155089.77,22530814.08,23583278.82
2023-05-08,20124688.44,22501258.98,23562169.97
2023-05-09,20234317.51,22612947.02,23648353.3
2023-05-10,19979237.7,22327844.88,23346594.72
2023-05-11,20404008.16,22807973.53,23860226.24
2023-05-12,20253609.65,22669332.45,23760265.63
2023-05-15,20216786.82,22642419.5,23770718.38
2023-05-16,20466129.49,22927168.71,24077658.98
2023-05-17,20464609.76,22927339.14,24078283.52
2023-05-18,20438176.44,22908776.45,24088361.28
2023-05-19,20510894.04,22993351.68,24177245.29
2023-05-22,20499051.22,22974166.12,24142944.8
2023-05-23,20779281.64,23288721.79,24486535.73
2023-05-24,20661065.13,23159094.73,24352887.1
2023-05-25,21088974.18,23650085.65,24888983.44
2023-05-26,21123002.45,23677995.55,24894439.48
2023-05-29,21021869.86,23537640.27,24686965.91
2023-05-30,21349791.38,23892935.71,25036898.12
2023-05-31,21544774.76,24113685.64,25279386.53
2023-06-01,21621760.64,24206124.75,25385124.08
2023-06-02,21765781.26,24362901.12,25541831.01
2023-06-05,22242405.41,24902093.39,26117583.1
2023-06-06,22241267.14,24901883.48,26125400.55
2023-06-07,22658200.26,25370868.08,26630356.5
2023-06-08,22482962.79,25180560.72,26446905.15
2023-06-09,22514215.48,25219047.18,26493364.43
2023-06-12,22449630.29,25150465.91,26430430.74
2023-06-13,22619692.37,25346096.4,26655054.76
2023-06-14,22973153.64,25736049.88,27056106.79
2023-06-15,23546867.15,26369528.42,27694793.35
2023-06-16,23741069.95,26586745.56,27916962.72
2023-06-19,23897340.13,26765070.32,28115698.28
2023-06-20,24089574.55,26976655.75,28331050.17
2023-06-21,24119389.76,26989560.64,28291749.2
2023-06-22,24164174.5,27032214.54,28314298.19
2023-06-23,23881574.12,26713755.18,27980005.34
2023-06-26,24094338.73,26948511.68,28219664.41
2023-06-27,24057729.82,26934302.77,28262838.71
2023-06-28,23995631.61,26856287.42,28163895.18
2023-06-30,23943312.05,26803172.31,28110704.33
2023-07-03,23952808.71,26838849.32,28198820.36
2023-07-04,23966484.65,26848482.07,28202150.64
2023-07-05,24108498.8,27021744.72,28418371.28
2023-07-06,24193116.42,27116311.7,28516972.48
2023-07-07,24220029.14,27149551.56,28559159.7
2023-07-10,24243106.96,27172515.05,28580037.9
2023-07-11,25385799.43,28492887.83,30048274.35
2023-07-12,25860049.02,29022273.62,30598711.26
2023-07-13,25802498.2,28952936.39,30518919.02
2023-07-14,25758600.58,28902690.65,30458178.38
2023-07-17,25984440.07,29158384.43,30734088.28
2023-07-18,26073662.95,29254976.65,30826289.5
2023-07-19,26440421.17,29685098.45,31332149.78
2023-07-20,26463603.44,29704485.27,31344645.02
2023-07-21,26506327.32,29749604.33,31383614.07
2023-07-24,26788626.59,30063018.77,31709759.7
2023-07-25,26748952.17,30029750.77,31705804.0
2023-07-26,26601392.27,29870807.16,31553193.7
2023-07-27,26780894.3,30067527.78,31754945.75
2023-07-28,26780985.19,30061784.65,31746011.46
2023-07-31,26767830.84,30061401.09,31777571.73
2023-08-01,26341927.07,29604855.08,31333796.2
2023-08-02,26448482.09,29728199.06,31471526.55
2023-08-03,26766066.43,30094980.57,31881650.7
2023-08-04,26840923.84,30163626.63,31918226.27
2023-08-07,26838278.46,30162060.01,31921809.25
2023-08-08,27195875.58,30548425.56,32313857.84
2023-08-09,27087275.3,30441242.99,32231573.38
2023-08-10,26922182.96,30259395.19,32055035.91
2023-08-11,26941797.29,30311320.86,32172778.37
2023-08-14,27174307.26,30566628.71,32428778.11
2023-08-16,27318291.73,30730385.61,32621000.87
2023-08-17,27530188.13,30956835.35,32842098.37
2023-08-18,27479445.11,30908828.42,32810834.72
2023-08-21,27822860.39,31296171.46,33223458.14
2023-08-22,27999920.9,31496418.58,33439647.11
2023-08-23,28351604.54,31886814.23,33853233.74
2023-08-24,28240395.2,31764478.61,33726647.19
2023-08-25,28304231.04,31829134.94,33768262.69
2023-08-28,28215142.01,31729043.51,33658604.86
2023-08-29,28301334.86,31827238.6,33774962.87
2023-08-30,28498722.61,32052409.82,34028362.43
2023-08-31,28858297.04,32466045.1,34486446.87
2023-09-01,29088479.19,32729679.28,34768365.63
2023-09-04,29200141.43,32868945.48,34939723.25
2023-09-05,29444518.87,33144516.08,35221064.36
2023-09-06,29114965.79,32754549.68,34774741.47
2023-09-07,29417827.66,33078069.21,35078849.28
2023-09-08,29801642.36,33484836.63,35464039.25
2023-09-11,30442263.77,34155830.63,36061188.9
2023-09-12,29066835.58,32630840.64,34508967.44
2023-09-13,28793970.49,32328759.5,34208452.89
2023-09-14,29156128.77,32724667.49,34600416.92
2023-09-15,29514616.47,33113092.61,34981546.8
2023-09-18,29576890.12,33169007.13,35009951.66
2023-09-20,29381940.27,32941980.24,34743990.11
2023-09-21,29004400.54,32511064.42,34279665.17
2023-09-22,28653435.75,32133849.21,33915137.95
2023-09-25,28327858.41,31793562.77,33591255.96
2023-09-26,28670164.72,32162663.09,33968514.54
2023-09-27,29475426.83,33075311.6,34964498.99
2023-09-28,29512690.08,33121828.6,35027812.41
2023-09-29,29438954.02,33048758.25,34980770.54
2023-10-03,29487885.13,33116114.39,35081092.6
2023-10-04,29295898.73,32906152.38,34869189.45
2023-10-05,29408702.38,33028264.24,34982920.95
2023-10-06,29464901.43,33075817.46,35007826.13
2023-10-09,28770834.92,32300122.38,34187066.95
2023-10-10,29178107.16,32766349.12,34697944.96
2023-10-11,29116218.88,32709182.68,34662853.2
2023-10-12,29468006.53,33113816.67,35112532.47
2023-10-13,29642210.81,33310386.85,35317806.32
2023-10-16,29822696.08,33494850.32,35477016.72
2023-10-17,29833838.38,33507959.8,35493582.17
2023-10-18,29965618.26,33640930.6,35606828.99
2023-10-19,29781959.98,33434390.88,35383121.64
2023-10-20,29745389.07,33403151.03,35371735.06
2023-10-23,28685235.93,32212272.89,34109495.7
2023-10-25,28223297.87,31679942.23,33515086.15
2023-10-26,28243997.85,31719885.4,33586491.78
2023-10-27,29130271.22,32708540.51,34611513.18
2023-10-30,28875796.2,32433861.62,34338601.9
2023-10-31,28970504.63,32558548.59,34490650.95
2023-11-01,29428447.44,33082889.26,35073800.47
2023-11-02,29711945.66,33402646.03,35408729.2
2023-11-03,29959588.29,33677769.31,35688888.63
2023-11-06,30301366.27,34081797.19,36164468.4
2023-11-07,30298215.46,34063060.59,36112855.01
2023-11-08,30672266.02,34461993.33,36501189.39
2023-11-09,30518363.69,34310422.99,36387111.89
2023-11-10,30413592.76,34195851.44,36272376.28
2023-11-13,30801976.26,34627570.79,36730879.53
2023-11-15,30746914.2,34557231.55,36631339.11
2023-11-16,30828400.62,34636407.33,36694951.85
2023-11-17,31045401.5,34889085.87,36998118.74
2023-11-20,31204577.23,35074183.28,37218666.31
2023-11-21,31405539.89,35290637.76,37431573.96
2023-11-22,31420690.39,35273956.45,37278004.08
2023-11-23,31106958.46,34944110.93,37013306.38
2023-11-24,31850677.63,35813331.46,38004548.34
2023-11-28,31559452.25,35475365.06,37618993.73
2023-11-29,31498461.16,35394555.43,37501910.01
2023-11-30,31754710.3,35699515.48,37859349.97
2023-12-01,31729084.47,35673115.45,37851053.0
2023-12-04,32083542.08,36074664.84,38278344.63
2023-12-05,32047693.33,36025755.53,38224272.09
2023-12-06,32234004.18,36231201.71,38429769.95
2023-12-07,32620090.18,36665459.44,38878781.44
2023-12-08,32672329.24,36709193.94,38885829.2
2023-12-11,32946815.23,36997121.87,39119836.45
2023-12-12,32733423.4,36748276.26,38841600.29
2023-12-13,32863164.86,36910216.03,39062049.35
2023-12-14,32692418.29,36716378.07,38851871.98
2023-12-15,32913091.43,36959386.8,39104307.04
2023-12-18,33206962.37,37285538.86,39450831.46
2023-12-19,33138999.45,37207672.88,39364786.55
2023-12-20,32307097.75,36268643.07,38351842.54
2023-12-21,32457357.69,36443499.43,38555434.17
2023-12-22,32842646.1,36873127.16,39007300.81
2023-12-26,33710378.95,37866233.14,40096547.12
2023-12-27,34093411.1,38288818.7,40529824.46
2023-12-28,34128785.83,38332918.45,40601299.07
2023-12-29,34134845.51,38333542.8,40590441.72
2024-01-01,34049564.25,38243642.34,40500275.96
2024-01-02,33869422.27,38033405.61,40273815.92
2024-01-03,33885259.42,38055405.98,40312609.23
2024-01-04,34215568.94,38424899.79,40700897.55
2024-01-05,34448780.43,38678660.98,40936953.54
2024-01-08,34279494.81,38523448.79,40834127.65
2024-01-09,34320769.39,38576979.48,40904134.27
2024-01-10,34486265.67,38756553.5,41069971.39
2024-01-11,34178671.72,38421757.2,40732647.19
2024-01-12,34146068.35,38390249.25,40709009.1
2024-01-15,34347624.52,38638316.8,40987599.7
2024-01-16,34595259.5,38894371.86,41237912.6
2024-01-17,34439317.18,38716036.66,41042937.06
2024-01-18,34092586.0,38326113.37,40614902.8
2024-01-19,34467667.38,38785440.67,41177580.89
2024-01-23,33365375.6,37508804.55,39715469.67
2024-01-24,34116277.0,38369556.77,40661601.72
2024-01-25,34192835.98,38441681.29,40710010.44
2024-01-29,34239706.48,38508449.8,40802261.93
2024-01-30,33691174.18,37920499.05,40255453.25
2024-01-31,34623406.98,38965290.67,41370308.74
2024-02-01,34087175.2,38357857.19,40720597.78
2024-02-02,34234469.75,38529473.84,40944846.41
2024-02-05,33754560.83,37997585.04,40403125.61
2024-02-06,34452669.79,38761686.08,41185983.95
2024-02-07,34350579.77,38652857.96,41089759.87
2024-02-08,34030611.82,38293689.81,40717777.45
2024-02-09,33842055.53,38065923.62,40443593.34
2024-02-12,33333281.05,37482482.62,39790016.34
2024-02-13,33502266.61,37680474.88,40006643.62
2024-02-14,33753854.88,37978075.08,40345148.26
2024-02-15,34084693.78,38340637.67,40731320.77
2024-02-16,34336516.31,38609921.75,40988712.14
2024-02-19,34652074.03,38973001.72,41386329.85
2024-02-20,34632979.12,38938266.32,41327248.84
2024-02-21,34083480.17,38316915.26,40664055.3
2024-02-22,34119808.41,38355413.47,40697788.52
2024-02-23,34681799.26,38995938.32,41399648.5
2024-02-26,34587415.42,38883653.74,41284768.45
2024-02-27,34507852.4,38767993.54,41115146.91
2024-02-28,34336664.66,38571460.18,40899639.13
2024-02-29,34685031.68,38993682.52,41402633.31
2024-03-01,35084104.95,39418924.1,41793075.82
2024-03-04,35437795.98,39817761.99,42241099.64
2024-03-05,34879488.49,39198700.69,41606472.33
2024-03-06,34564721.69,38827969.44,41190964.4
2024-03-07,34835915.4,39142617.45,41543132.68
2024-03-11,34355395.88,38595084.65,40938442.41
2024-03-12,33748776.97,37874819.67,40091745.9
2024-03-13,31557457.54,35407891.6,37451092.07
2024-03-14,32994957.32,37018912.56,39164975.99
2024-03-15,33026783.61,37073089.27,39263930.98
2024-03-18,32749188.16,36753158.48,38917170.03
2024-03-19,32683082.47,36674239.68,38825154.77
2024-03-20,32696667.61,36687260.57,38825669.23
2024-03-21,33810038.05,37946696.72,40168960.2
2024-03-22,34281253.32,38487391.97,40766391.8
2024-03-26,34790308.14,39066646.28,41404710.35
2024-03-27,35273793.69,39609740.92,41971726.52
2024-03-28,35322133.16,39658505.32,42016772.88
2024-04-01,35849681.57,40264933.13,42693725.7
2024-04-02,36567882.56,41057604.22,43494812.52
2024-04-03,36786919.41,41307803.84,43775713.19
2024-04-04,37021210.82,41574202.71,44074671.08
2024-04-05,36958062.46,41516244.05,44029947.14
2024-04-08,37251765.81,41855468.63,44415133.34
2024-04-09,36576938.41,41096105.81,43606103.82
2024-04-10,36673986.34,41196626.86,43689491.87
2024-04-12,36685150.56,41193272.84,43652089.88
2024-04-15,36557614.03,41062662.02,43546300.39
2024-04-16,36536160.62,41049234.4,43539513.6
2024-04-18,36897208.78,41478503.22,44041969.48
2024-04-19,37140264.71,41815348.94,44525300.33
2024-04-22,37388686.64,42084963.79,44799121.93
2024-04-23,37726614.31,42441991.62,45139812.05
2024-04-24,37897734.3,42646982.53,45382923.77
2024-04-25,38076233.19,42842916.01,45582591.02
2024-04-26,37945106.29,42684432.24,45372095.46
2024-04-29,37923618.47,42675905.51,45383316.3
2024-04-30,38352879.44,43135928.52,45833615.14
2024-05-02,38441084.84,43238052.28,45955299.46
2024-05-03,38227294.57,42976059.72,45633329.92
2024-05-06,38061190.58,42761399.22,45326152.47
2024-05-07,38040482.89,42727285.8,45262437.34
2024-05-08,38742380.68,43518969.79,46106309.28
2024-05-09,38371529.48,43074828.19,45585996.66
2024-05-10,38586665.58,43298969.62,45783483.86
2024-05-13,38299437.89,42993270.61,45500886.0
2024-05-14,39574947.9,44469970.79,47187624.46
2024-05-15,39913838.18,44843155.69,47553808.04
2024-05-16,40415643.91,45427522.25,48214279.21
2024-05-17,40847191.98,45908510.98,48721214.37
2024-05-21,41162895.13,46263948.34,49101461.1
2024-05-22,41819731.78,46990770.89,49853949.15
2024-05-23,42163844.84,47364428.33,50215251.09
2024-05-24,42142546.83,47342537.43,50186444.95
2024-05-27,41988980.6,47184907.32,50057394.47
2024-05-28,41214463.62,46311241.27,49117859.06
2024-05-29,41173544.2,46251479.62,49037121.13
2024-05-30,40419238.83,45404833.23,48137903.66
2024-05-31,40934031.0,45997607.89,48851493.94
2024-06-03,42007376.29,47197527.76,50085740.4
2024-06-04,38962232.68,43747899.85,46371561.23
2024-06-05,39212338.44,44010620.4,46632798.92
2024-06-06,40893207.72,45895214.02,48621124.8
2024-06-07,41917135.95,47064237.07,49886927.51
2024-06-10,42694403.7,47956886.54,50878183.02
2024-06-11,42885985.49,48176507.28,51097973.63
2024-06-12,44922902.37,50532593.4,53739134.78
2024-06-13,45298862.4,50933055.49,54098176.87
2024-06-14,45897818.23,51602584.83,54788527.59
2024-06-18,46400285.23,52152800.1,55333388.35
2024-06-19,46384751.33,52134301.23,55309017.84
2024-06-20,46260801.55,52004567.48,55211544.95
2024-06-21,46919565.95,52744339.48,56021503.27
2024-06-24,46883915.4,52696036.77,55921880.42
2024-06-25,46599336.74,52394057.53,55648262.03
2024-06-26,46484397.53,52266308.55,55513543.16
2024-06-27,46158850.52,51899069.67,55119645.66
2024-06-28,46193980.37,51937359.28,55159987.37
2024-07-01,46248894.19,51999351.52,55223714.81
2024-07-02,46085172.93,51837707.29,55106610.77
2024-07-03,46190099.47,51943334.58,55188540.79
2024-07-04,46712489.55,52523188.97,55781929.52
2024-07-05,46673529.69,52502732.84,55806842.63
2024-07-08,46175539.49,51895142.51,55052487.97
2024-07-09,46294003.14,52023631.29,55165442.11
2024-07-10,45791107.73,51439121.9,54487756.8
2024-07-11,45607245.07,51264601.03,54388173.9
2024-07-12,45520000.44,51167597.22,54296777.02
2024-07-15,45425116.74,51086776.34,54269328.34
2024-07-16,45328221.93,50973756.56,54144847.7
2024-07-18,44541363.64,50085772.85,53196899.05
2024-07-19,43063652.16,48446056.24,51475782.99
2024-07-22,44109965.27,49589211.58,52619904.67
2024-07-23,45576881.09,51215542.05,54325405.91
2024-07-24,45125571.7,50701486.27,53781606.39
2024-07-25,44838559.6,50364657.94,53386168.35
2024-07-26,45908027.93,51574460.43,54677456.55
2024-07-29,46336473.41,52065261.42,55198798.91
2024-07-30,46597319.95,52347834.3,55480825.65
2024-07-31,46474704.96,52212066.89,55343440.52
2024-08-01,46273681.25,51994605.54,55134780.65
2024-08-02,45826371.67,51471566.31,54543465.36
2024-08-05,43922033.52,49313735.22,52195946.66
2024-08-06,43796300.82,49157523.85,51993698.53
2024-08-07,45094478.2,50632625.11,53589379.65
2024-08-08,45084780.54,50618667.24,53572759.78
2024-08-09,45548357.7,51128324.5,54092048.06
2024-08-12,45499007.98,51094469.33,54113470.6
2024-08-13,45682305.2,51296640.7,54327320.54
2024-08-14,46058076.89,51714315.41,54771182.43
2024-08-16,47991687.19,53867130.68,57017968.75
2024-08-19,49338981.69,55367849.85,58606858.6
2024-08-20,48950517.32,54939886.79,58158078.69
2024-08-21,49253563.26,55279268.75,58527562.6
2024-08-22,49188033.86,55192731.46,58396345.91
2024-08-23,49149957.24,55164018.43,58397563.57
2024-08-26,48873048.83,54857586.39,58077544.69
2024-08-27,48468651.06,54411189.92,57613040.08
2024-08-28,49094569.07,55106613.65,58336085.95
2024-08-29,48763803.49,54742384.27,57985796.01
2024-08-30,49805238.41,55909664.48,59250063.11
2024-09-02,49125783.75,55142700.89,58393906.46
2024-09-03,49491580.07,55559706.7,58842052.06
2024-09-04,49712924.8,55795957.68,59066677.35
2024-09-05,49946543.97,56065328.74,59371925.21
2024-09-06,48765394.55,54747853.13,58011661.29
2024-09-09,48200769.72,54128447.15,57379669.53
2024-09-10,49249053.59,55307470.94,58642612.92
2024-09-11,48823398.19,54815021.45,58087723.71
2024-09-12,49643551.36,55732335.6,59060939.75
2024-09-13,50910295.1,57148210.06,60546101.15
2024-09-16,50857434.43,57071910.67,60439050.09
2024-09-17,51304361.71,57567535.26,60946373.72
2024-09-18,50602839.73,56799667.19,60174704.9
2024-09-19,49599016.44,55673720.51,58981534.14
2024-09-20,49851685.9,55961986.66,59279023.91
2024-09-23,49736581.02,55862277.29,59220283.42
2024-09-24,50683063.18,56920502.73,60346557.2
2024-09-25,50666709.78,56907935.67,60359553.46
2024-09-26,50696287.78,56988314.76,60528834.35
2024-09-27,51050191.22,57372252.29,60906701.72
2024-09-30,50495944.42,56752816.84,60240392.09
2024-10-01,50496618.72,56746627.77,60209535.13
2024-10-03,49185339.3,55291411.94,58714175.6
2024-10-04,49243704.05,55344730.91,58766061.32
2024-10-07,47478447.68,53324563.12,56549715.72
2024-10-08,48900531.14,54919614.86,58229541.27
2024-10-09,49936986.39,56082297.65,59445551.76
2024-10-10,51361475.25,57726007.85,61284768.75
2024-10-11,51490224.99,57847094.49,61360341.21
2024-10-14,52179790.9,58621497.27,62182449.04
2024-10-15,52897319.15,59432371.71,63042564.88
2024-10-16,53214360.3,59813996.03,63475200.7
2024-10-17,53047390.3,59626344.57,63277077.49
2024-10-18,52720799.7,59152374.69,62564904.96
2024-10-21,51486547.0,57745728.97,61021770.67
2024-10-22,49241057.21,55234776.24,58340363.32
2024-10-23,49109686.97,55088630.82,58176742.98
2024-10-24,48090587.87,53931345.17,56913697.59
2024-10-25,47045959.21,52727576.26,55588168.31
2024-10-28,47633790.29,53410344.74,56355577.59
2024-10-29,47675595.35,53447647.88,56387755.13
2024-10-30,48111563.78,53943238.3,56931175.18
2024-10-31,49461225.76,55469508.75,58572245.23
2024-11-01,50497036.42,56626317.08,59778782.82
2024-11-04,49183297.49,55175684.64,58118792.59
2024-11-05,48633597.21,54575749.6,57506686.77
2024-11-06,49753673.3,55826890.68,58755819.65
2024-11-07,50257308.98,56394192.84,59131935.96
2024-11-08,49534186.45,55597661.35,58442516.01
2024-11-11,49312449.15,55365420.23,58152979.86
2024-11-12,48484723.64,54450879.59,56899641.87
2024-11-13,47667268.67,53550976.02,56061209.66
2024-11-14,47361633.88,53217481.78,55441588.54
2024-11-18,47199505.39,53040189.52,55465299.45
2024-11-19,47636784.45,53519898.8,56080642.51
2024-11-21,47254494.17,53103082.48,55820761.79
2024-11-22,48434823.6,54418178.12,57343210.09
2024-11-25,49395960.17,55491839.27,58293811.9
2024-11-26,49717435.33,55852103.34,58474128.11
2024-11-27,50735318.42,56986846.66,59766180.75
2024-11-28,50750503.37,56999929.5,59757685.88
2024-11-29,50862124.76,57126294.2,59930881.53
2024-12-02,50681801.29,56929494.42,59610727.85
2024-12-03,50653089.68,56899351.31,59638759.48
2024-12-04,50769453.58,57033969.29,59766434.1
2024-12-05,51092099.79,57393063.27,60144227.32
2024-12-06,51173798.91,57486063.79,60220090.31
2024-12-09,51886454.97,58284439.02,61087427.72
2024-12-10,52540498.55,59016044.26,61889648.88
2024-12-11,52803314.85,59296765.67,62194116.5
2024-12-12,52066199.6,58463483.25,61311530.45
2024-12-13,51681440.45,58051249.88,60891696.47
2024-12-16,52245042.72,58695620.23,61577498.65
2024-12-17,52457365.31,58921272.48,61813337.73
2024-12-18,52165813.64,58575752.08,61438105.4
2024-12-19,52139654.57,58541675.83,61400576.04
2024-12-20,51044806.24,57309898.49,60109194.27
2024-12-23,50756297.75,56982783.25,59760188.85
2024-12-24,49902216.33,56030570.31,58762037.22
2024-12-26,50231147.9,56383219.69,59117989.36
2024-12-27,50275868.63,56445497.13,59190213.33
2024-12-30,49838766.35,55952435.33,58670850.5
2024-12-31,50447161.23,56656219.47,59420492.09
2025-01-01,50894198.14,57151598.71,59938980.58
2025-01-02,51764762.35,58117157.03,60945256.28
2025-01-03,51522179.02,57847467.12,60665121.5
2025-01-06,50025533.89,56171079.08,58907721.92
2025-01-07,51092664.86,57371663.14,60171760.72
2025-01-08,50189954.72,56356047.11,59102672.32
2025-01-09,49713861.14,55813963.39,58529040.45
2025-01-10,48424502.37,54371427.75,57019591.03
2025-01-13,46306460.97,52004394.33,54544911.77
2025-01-14,46989978.17,52770167.1,55344156.87
2025-01-15,47393849.47,53228401.6,55833178.73
2025-01-16,48478920.47,54441993.42,57105165.19
2025-01-17,48574556.51,54556579.87,57232680.46
2025-01-20,49758486.27,55879579.38,58619733.21
2025-01-21,49259686.71,55322348.91,58041074.07
2025-01-22,49019535.94,55056594.66,57765436.36
2025-01-23,49045336.8,55076024.97,57776851.8
2025-01-24,48478815.35,54466083.67,57155348.17
2025-01-27,46628907.44,52412012.8,55017253.51
2025-01-28,45599755.64,51248373.48,53791044.77
2025-01-29,47116825.09,52938316.51,55549618.05
2025-01-30,46284741.32,52006711.48,54567521.01
2025-01-31,47371642.23,53212032.73,55816503.46
2025-02-01,46907956.74,52714897.79,55075073.65
2025-02-03,45929584.08,51615880.51,54062422.29
2025-02-04,46358019.39,52093515.41,54642741.25
2025-02-05,46802369.18,52596673.62,55484186.98
2025-02-06,47235460.37,53092581.56,55979764.21
2025-02-07,47087567.95,52931914.44,55831970.34
2025-02-10,46862827.97,52679349.1,55771665.94
2025-02-11,46138869.23,51876026.0,54814537.46
2025-02-12,46078839.36,51809267.12,54629883.61
2025-02-13,45851028.17,51557018.32,54442887.05
2025-02-14,44802997.34,50389828.89,53294751.39
2025-02-17,44845428.48,50429988.14,53202938.92
2025-02-18,44519648.16,50065001.82,52883629.64
2025-02-19,45114594.64,50749477.88,53761656.13
2025-02-20,45143289.2,50789123.52,53746330.73
2025-02-21,45103825.54,50738836.44,53598501.13
2025-02-24,45022059.25,50631056.19,53577058.79
2025-02-25,44520879.38,50067661.53,53009731.65
2025-02-27,44019030.83,49495507.86,52212373.77
2025-02-28,43191785.63,48568489.23,51069049.21
2025-03-03,42865050.76,48210329.09,50619304.85
2025-03-04,42863824.21,48219687.88,51267245.65
2025-03-05,42766933.11,48121588.74,51061277.71
2025-03-06,42882221.28,48261834.91,50964212.62
2025-03-07,42914109.59,48308400.18,51197796.62
2025-03-10,42803727.23,48195154.52,51043334.56
2025-03-11,42791462.52,48192127.93,50973760.64
2025-03-12,42889580.17,48313097.42,51236306.96
2025-03-13,42914109.59,48351407.48,51571500.45
2025-03-17,42889580.17,48334612.16,51977587.02
2025-03-18,42889580.17,48345373.7,51977587.02
2025-03-19,43007321.43,48488397.63,52557300.57
2025-03-20,43009774.15,48501919.87,52707217.79
2025-03-21,43012227.24,48515445.31,52379285.87
2025-03-24,43306825.74,48857142.62,52144129.9
2025-03-25,43589894.63,49185891.42,52618301.75
2025-03-26,43397339.33,48980370.83,52403851.33
2025-03-27,43479267.48,49083182.31,52837255.33
2025-03-28,43503305.83,49120968.52,53086103.05
2025-04-01,43327430.35,48934192.84,54447367.52
2025-04-02,43077230.04,48663930.29,53852612.72
2025-04-03,43105439.09,48706409.83,53653022.19
2025-04-04,43093174.38,48703427.69,53111721.61
2025-04-07,43017133.05,48628807.57,52311549.18
2025-04-08,42779197.81,48372333.62,51939525.9
2025-04-09,42997509.44,48628367.93,52937830.57
2025-04-11,43307676.88,48988471.36,54876736.59
2025-04-15,43103859.21,48769787.05,54511942.79
2025-04-16,43228024.97,48918634.6,55506206.54
2025-04-17,43472680.63,49203002.97,55956446.77
