Total Initial Stop Trades,Nominal Initial Stop (%),Worst Realized Stop Loss (%),Trades Losing Worse than -3%,Trades Losing Worse than -5%,Trades Losing Worse than -10%,Trades Losing Worse than -20%,Pct of Stop Trades with Gaps
2654,-3.0,-15.636364584810178,2006,168,15,0,75.58402411454408
