Rule Type,Exit Rule,Trades,Win Rate (%),Mean Return (%),Median Return (%),Profit Factor,Max Drawdown (%),Avg Holding Days,Max Win (%),Max Loss (%),CAGR (%)
Exit A: Fixed Holding,Fixed 5 Days,2648,46.18580060422961,-0.2994101606589938,-0.4757541606277985,0.8899941390738663,-99.99999962089305,5.0,44.449682859820264,-70.24322647086234,-83.06865725635224
Exit A: Fixed Holding,Fixed 10 Days,2514,50.71599045346063,0.6308062445018823,0.12263892174670485,1.192624671136587,-99.99667450476906,10.0,61.598734611662344,-67.17404934837528,33.05872551342504
Exit A: Fixed Holding,Fixed 20 Days,2389,51.82084554206781,2.025648407505383,0.5289682913939633,1.50224606857533,-99.90973927329686,20.0,148.83248355864873,-63.43801131099913,1606.290119591182
Exit A: Fixed Holding,Fixed 40 Days,2265,56.37969094922737,5.047673488303919,2.4124560681918643,2.1130285177425914,-99.96908282098687,40.0,219.1340134504585,-65.75531907248201,458410.44955094304
Exit A: Fixed Holding,Fixed 60 Days,2167,55.65297646515921,7.713384394374942,3.154703554469513,2.455997673067606,-99.84935096756236,60.0,322.42150659643494,-66.61460688489817,14766102.781111648
Exit B: Stop/Target,Stop -2.0% / Target +5.0%,2900,23.103448275862068,-0.6384526653618676,-2.2449999999999943,0.6407980247738441,-99.9999998745563,2.246896551724138,11.79584063639338,-71.95626830728081,-90.62215836628422
Exit B: Stop/Target,Stop -2.0% / Target +10.0%,2886,15.038115038115038,-0.4668853468835846,-2.2449999999999957,0.7633734709735501,-99.99999674695917,3.5966735966735968,21.342987109059955,-71.95626830728081,-85.59516017437006
Exit B: Stop/Target,Stop -2.0% / Target +15.0%,2879,11.809656130600903,-0.29385999740253976,-2.244999999999996,0.8569325185003627,-99.99989853220885,4.733935394234109,31.34167646582973,-71.95626830728081,-78.20754725414719
Exit B: Stop/Target,Stop -2.0% / Target +20.0%,2864,9.986033519553072,-0.12402838762597641,-2.244999999999996,0.9408009441418661,-99.99909311028442,5.896298882681564,31.34167646582973,-71.95626830728081,-67.76285698251058
Exit B: Stop/Target,Stop -3.0% / Target +5.0%,2859,32.948583420776494,-0.6142186463479523,-3.2424999999999935,0.7255887225612886,-99.99999987682577,3.1839804127317244,11.79584063639338,-71.95626830728081,-90.47916977043911
Exit B: Stop/Target,Stop -3.0% / Target +10.0%,2833,22.27320861277797,-0.3773993498959934,-3.242499999999996,0.8548630397503195,-99.99999273546445,5.363572184962937,21.342987109059955,-71.95626830728081,-83.31422886898872
Exit B: Stop/Target,Stop -3.0% / Target +15.0%,2821,16.979794399149238,-0.25355670789644497,-3.2424999999999966,0.9087868226506908,-99.99997005009268,7.228996809641971,31.34167646582973,-71.95626830728081,-80.00232169093236
Exit B: Stop/Target,Stop -3.0% / Target +20.0%,2801,14.530524812566942,0.00834876698519484,-3.2424999999999966,1.0029182734182962,-99.99968887204396,8.922170653338094,31.34167646582973,-71.95626830728081,-63.78214997062723
Exit B: Stop/Target,Stop -5.0% / Target +5.0%,2751,48.16430388949473,-0.4248485665968849,-5.237499999999988,0.8481050635797396,-99.99999048728677,5.205379861868411,11.79584063639338,-71.95626830728081,-84.2635875075584
Exit B: Stop/Target,Stop -5.0% / Target +10.0%,2702,34.93708364174685,-0.02198876727888019,-5.237499999999995,0.9937361403866696,-99.999366754119,9.01961509992598,24.413405278722806,-71.95626830728081,-61.6447449837643
Exit B: Stop/Target,Stop -5.0% / Target +15.0%,2676,27.690582959641258,0.2321472095267754,-5.237499999999996,1.0594687039428459,-99.99384506590835,12.474588938714499,31.34167646582973,-71.95626830728081,-43.11363208864043
Exit B: Stop/Target,Stop -5.0% / Target +20.0%,2643,23.987892546348846,0.648834355594649,-5.237499999999998,1.1581902621994553,-99.93117139948309,15.488081725312146,31.34167646582973,-71.95626830728081,32.87532366220562
Exit B: Stop/Target,Stop -7.0% / Target +5.0%,2667,57.18035245594301,-0.35617283954199885,4.7375000000000025,0.8877894233029162,-99.99999307983255,6.890513685789276,14.152529135522057,-71.95626830728081,-82.88111404454078
Exit B: Stop/Target,Stop -7.0% / Target +10.0%,2594,43.17656129529684,0.10712591674926446,-7.232499999999995,1.0254818420741851,-99.99983410795188,12.05165767154973,24.413405278722806,-71.95626830728081,-57.5599844066984
Exit B: Stop/Target,Stop -7.0% / Target +15.0%,2552,35.0705329153605,0.4162663561216211,-7.232499999999997,1.0866202620442493,-99.99853349567185,16.810344827586206,31.34167646582973,-71.95626830728081,-36.46785088675222
Exit B: Stop/Target,Stop -7.0% / Target +20.0%,2513,30.87942697970553,0.9964522214295776,-7.232499999999999,1.1949605210545784,-99.97159526205739,20.864703541583765,31.34167646582973,-71.95626830728081,96.31437167601264
Exit C: RSI Exit,Daily RSI Cross < 40,2923,25.453301402668494,3.3742904939141396,-2.90693478655919,1.916611853771027,-99.86083348314313,23.745466985973316,446.61899651814457,-71.39592614285516,11444.926266336617
Exit C: RSI Exit,Daily RSI < 50,2923,38.35100923708519,-0.013298294230506817,-0.7364274945449293,0.9913796585580946,-99.94325615526601,2.7061238453643517,205.2957734489643,-71.39592614285516,-55.611347906499276
Exit D: Trend Exit,Daily Close < EMA21,2922,38.56947296372348,-0.05790987593883247,-0.7155308061126884,0.9620937333601685,-99.94824462226907,2.4075975359342916,219.13399001371747,-71.39592614285516,-58.06039232802105
