Cohort,SampleCount,MAE_25th,MAE_Median,MAE_75th,MAE_90th,MFE_25th,MFE_Median,MFE_75th,MFE_90th
All Trades,143,-21.651832478467632,-13.236554120863445,-7.0301404784462065,-3.7683425006399935,7.008596587523938,23.422628969861126,65.45949366215913,234.42664440098753
Winners (>0%),60,-12.154569313639183,-7.402362522815844,-3.791872594347241,-1.494123470005494,45.50088928468402,74.89587797127732,231.30012481010584,544.835528283078
Losers (<=0%),83,-27.902422885128573,-16.68145433818643,-11.502024927045241,-7.4742707355460665,3.715819362750302,9.641646341584655,18.898680439527848,40.731850342926116
Winners >= +50%,25,-13.725488694196333,-8.717515640969214,-4.31122280774564,-0.8503768575740004,128.59691504307864,287.34363377894374,543.4711678038009,835.5006458122768
Winners >= +100%,17,-10.079832460353023,-8.717515640969214,-4.018847142622487,-0.07253164469408116,287.34363377894374,459.2417061611374,812.8647125027788,1119.2588742390842
Winners >= +200%,10,-12.814074635735505,-9.139780565654299,-7.365107233873722,-0.10879746704112185,492.12627430153987,684.9897425496754,836.0104315348542,1545.0379793098068
