Strategy,CAGR,MaxDD,ProfitFactor,WinRate,Trades,AvgTrade,MedianTrade,Expectancy,AvgHoldDays,Turnover,W50,W100,W200,MaxWinner
Monthly RSI < 55,15.092963876948362,-38.4604192282677,3.7103784989274304,40.816326530612244,98,26.466311318319985,-3.913895336028337,26.466311318319992,237.8469387755102,23.10196445275959,21,12,4,447.2692680580975
Monthly RSI < 50,19.44492609309636,-38.4989969024973,9.189213366969197,58.92857142857143,56,59.57383735493334,8.60355559095727,59.573837354933325,427.0357142857143,13.20112254443405,18,13,7,443.95366652141934
Monthly RSI < 45,14.458667861611652,-38.91286879260689,8.015558848540861,64.28571428571429,42,62.47819132473005,27.658699923771856,62.478191324730034,598.2857142857143,9.900841908325537,17,11,4,370.2365389936176
Monthly RSI < 40,19.004676776901785,-37.7950258624303,21.53928577095708,64.0,25,200.57456181452181,43.897949299159755,200.5745618145218,966.8,5.893358278765201,12,5,5,3007.595315853138
