date,equity,cash,invested,positions_count,regime,target_exp,peak_equity,drawdown_pct,daily_ret_pct
2026-04-07,96895.04156648992,53754.6850414741,43140.35652501582,4,BEAR,0.3,107824.55714152727,-10.13638809635137,0.36416394208411695
2026-04-08,98125.55161799627,53754.6850414741,44370.86657652218,4,BEAR,0.3,107824.55714152727,-8.995173066929805,1.269941197828972
2026-04-09,98215.17886410763,53754.6850414741,44460.49382263353,4,BEAR,0.3,107824.55714152727,-8.912049844829562,0.09133935517660063
2026-04-10,98851.87989655542,53754.6850414741,45097.19485508131,4,BEAR,0.3,107824.55714152727,-8.321552606234764,0.6482715195466282
2026-04-13,98398.20356586779,53754.6850414741,44643.51852439369,4,BEAR,0.3,107824.55714152727,-8.74230678572297,-0.4589455771224382
2026-04-15,98381.19781492741,53754.6850414741,44626.5127734533,4,BEAR,0.3,107824.55714152727,-8.758078472054185,-0.017282582734345908
2026-04-16,98428.47898232039,53754.6850414741,44673.79394084629,4,BEAR,0.3,107824.55714152727,-8.714228380158216,0.04805914996270921
2026-04-17,98386.30008577037,53754.6850414741,44631.61504429628,4,BEAR,0.3,107824.55714152727,-8.75334646018395,-0.04285232992129462
2026-04-20,97824.1703949655,53754.6850414741,44069.4853534914,4,BEAR,0.3,107824.55714152727,-9.274683811996146,-0.5713495581344374
2026-04-21,98390.46154172363,53754.6850414741,44635.776500249536,4,BEAR,0.3,107824.55714152727,-8.749486990631205,0.5788867357338523
2026-04-22,98112.87875047405,53754.6850414741,44358.19370899994,4,BEAR,0.3,107824.55714152727,-9.006926296303696,-0.28212368038529334
2026-04-23,96733.37691741242,53754.6850414741,42978.69187593831,4,BEAR,0.3,107824.55714152727,-10.286321148119258,-1.4060354263684904
2026-04-24,96657.20691899644,53754.6850414741,42902.52187752235,4,BEAR,0.3,107824.55714152727,-10.356963681170427,-0.07874220961087142
2026-04-27,96778.75967011836,53754.6850414741,43024.07462864426,4,BEAR,0.3,107824.55714152727,-10.244231707727328,0.12575653176467583
2026-04-28,97099.85372721522,53754.6850414741,43345.16868574112,4,BEAR,0.3,107824.55714152727,-9.946438639423421,0.3317815377995581
2026-04-29,97851.71451897488,53754.6850414741,44097.02947750078,4,BEAR,0.3,107824.55714152727,-9.249138495845926,0.7743171208804078
2026-04-30,97417.58042364445,53754.6850414741,43662.89538217036,4,BEAR,0.3,107824.55714152727,-9.651768570885883,-0.44366529239121544
2026-05-01,97417.58042364445,53754.6850414741,43662.89538217036,4,NEUTRAL,0.7,107824.55714152727,-9.651768570885883,0.0
2026-05-04,97279.33817607861,53754.6850414741,43524.653134604516,4,BEAR,0.3,107824.55714152727,-9.779978925957767,-0.14190687857844608
2026-05-05,97726.106911629,53754.6850414741,43971.42187015491,4,BEAR,0.3,107824.55714152727,-9.365631074786931,0.4592637490416829
2026-05-06,97639.53676811862,53754.6850414741,43884.85172664452,4,BEAR,0.3,107824.55714152727,-9.445919040539255,-0.08858445941029025
2026-05-07,98406.76077861266,53754.6850414741,44652.075737138555,4,BEAR,0.3,107824.55714152727,-8.734370548402156,0.7857718664889823
2026-05-08,98557.64532127853,53754.6850414741,44802.96027980443,4,BEAR,0.3,107824.55714152727,-8.59443531781473,0.15332741518168103
2026-05-11,97538.05594789243,53754.6850414741,43783.370906418335,4,BEAR,0.3,107824.55714152727,-9.540035652669635,-1.034510686677259
2026-05-12,96096.3059668197,53754.6850414741,42341.62092534559,4,BEAR,0.3,107824.55714152727,-10.877161460828843,-1.4781409851380989
2026-05-13,95928.71593740223,53754.6850414741,42174.03089592813,4,BEAR,0.3,107824.55714152727,-11.032589902976293,-0.1743979934830442
2026-05-14,96050.08982135647,53754.6850414741,42295.40477988237,4,BEAR,0.3,107824.55714152727,-10.92002381676003,0.12652507934478585
2026-05-15,95918.52556750228,53754.6850414741,42163.84052602819,4,BEAR,0.3,107824.55714152727,-11.042040783341678,-0.13697462865353005
2026-05-18,95214.84937018852,53754.6850414741,41460.16432871441,4,BEAR,0.3,107824.55714152727,-11.694652967401138,-0.7336186551559876
2026-05-19,95415.58562540534,53754.6850414741,41660.90058393124,4,BEAR,0.3,107824.55714152727,-11.508483637761936,0.2108245263681141
2026-05-20,95894.87078379712,53754.6850414741,42140.185742323025,4,BEAR,0.3,107824.55714152727,-11.06397899883939,0.502313280634703
2026-05-21,96276.35208078258,53754.6850414741,42521.66703930848,4,BEAR,0.3,107824.55714152727,-10.710180840888462,0.39781199335005013
2026-05-22,96882.6334342063,53754.6850414741,43127.948392732214,4,BEAR,0.3,107824.55714152727,-10.147895801657619,0.6297302923515602
2026-05-25,97633.1368966368,53754.6850414741,43878.4518551627,4,BEAR,0.3,107824.55714152727,-9.451854489430934,0.7746522114721044
2026-05-26,98054.00007388013,53754.6850414741,44299.315032406026,4,BEAR,0.3,107824.55714152727,-9.061532295303195,0.4310659173932807
2026-05-27,98806.48554259776,53754.6850414741,45051.80050112366,4,BEAR,0.3,107824.55714152727,-8.363652806004724,0.7674194506605003
2026-05-28,98806.48554259776,53754.6850414741,45051.80050112366,4,NEUTRAL,0.7,107824.55714152727,-8.363652806004724,0.0
2026-05-29,99695.58302213438,53754.6850414741,45940.89798066029,4,BEAR,0.3,107824.55714152727,-7.539074896197391,0.8998371662084059
2026-06-01,99759.33338828708,53754.6850414741,46004.64834681299,4,BEAR,0.3,107824.55714152727,-7.47995073390751,0.06394502566733351
2026-06-02,101042.47769732882,53754.6850414741,47287.792655854726,4,BEAR,0.3,107824.55714152727,-6.289920982746532,1.2862398589287283
2026-06-03,101969.60539188788,53754.6850414741,48214.92035041378,4,BEAR,0.3,107824.55714152727,-5.430072615048502,0.9175623120963428
2026-06-04,104191.22410461694,53754.6850414741,50436.53906314284,4,BEAR,0.3,107824.55714152727,-3.369671189227637,2.1787067863908716
2026-06-05,103409.57034059308,53754.6850414741,49654.88529911898,4,BEAR,0.3,107824.55714152727,-4.094602303943812,-0.750210750225
2026-06-08,103640.31231500859,53754.6850414741,49885.62727353449,4,BEAR,0.3,107824.55714152727,-3.8806046947418196,0.2231340616303923
2026-06-09,104280.64713544247,53754.6850414741,50525.962093968374,4,BEAR,0.3,107824.55714152727,-3.286737363023128,0.6178433913703651
2026-06-10,103963.65567781877,53754.6850414741,50208.97063634467,4,BEAR,0.3,107824.55714152727,-3.5807255471875505,-0.3039791814985482
2026-06-11,103560.63950510796,53754.6850414741,49805.95446363386,4,BEAR,0.3,107824.55714152727,-3.9544958490509927,-0.387651021006552
2026-06-12,104035.56577002903,53754.6850414741,50280.88072855494,4,BEAR,0.3,107824.55714152727,-3.5140337896541722,0.45859726937824696
2026-06-15,104109.53554875284,53754.6850414741,50354.85050727874,4,BEAR,0.3,107824.55714152727,-3.445431811881409,0.0711004723974229
2026-06-16,103600.48369387453,53754.6850414741,49845.79865240044,4,BEAR,0.3,107824.55714152727,-3.9175430529321362,-0.48895795394259256
2026-06-17,104029.07927195271,53754.6850414741,50274.39423047862,4,BEAR,0.3,107824.55714152727,-3.520049578866095,0.41370036393326703
2026-06-18,103375.4846208153,53754.6850414741,49620.799579341205,4,BEAR,0.3,107824.55714152727,-4.126214508696984,-0.6282807227667386
2026-06-19,104347.98424815433,53754.6850414741,50593.299206680225,4,BEAR,0.3,107824.55714152727,-3.2242867353581577,0.9407449270068202
2026-06-22,104775.03058127168,53754.6850414741,51020.345539797585,4,BEAR,0.3,107824.55714152727,-2.828230081439492,0.4092521155959927
2026-06-23,103705.70062811623,53754.6850414741,49951.015586642134,4,BEAR,0.3,107824.55714152727,-3.819961447191248,-1.020596173747712
2026-06-24,103915.50072497773,53754.6850414741,50160.81568350363,4,BEAR,0.3,107824.55714152727,-3.6253860161174924,0.20230334069466505
2026-06-25,104030.57557818503,53754.6850414741,50275.89053671094,4,BEAR,0.3,107824.55714152727,-3.5186618558167364,0.11073887187615927
2026-06-26,104030.57557818503,53754.6850414741,50275.89053671094,4,NEUTRAL,0.7,107824.55714152727,-3.5186618558167364,0.0
2026-06-29,104920.46141806769,53754.6850414741,51165.77637659358,4,BEAR,0.3,107824.55714152727,-2.6933527949924763,0.8554079749504506
2026-06-30,106637.69756785687,53754.6850414741,52883.012526382765,4,BEAR,0.3,107824.55714152727,-1.1007321570656348,1.6367028190494404
2026-07-01,104693.14305548757,53754.6850414741,50938.45801401348,4,BEAR,0.3,107824.55714152727,-2.904175235266213,-1.823515095242867
2026-07-02,106017.160967862,53754.6850414741,52262.475926387895,4,BEAR,0.3,107824.55714152727,-1.6762379754483359,1.2646653579525324
2026-07-03,105725.10939205423,53754.6850414741,51970.42435058014,4,BEAR,0.3,107824.55714152727,-1.947096102344632,-0.2754757561337584
2026-07-06,106030.45032668478,53754.6850414741,52275.76528521067,4,BULL,1.0,107824.55714152727,-1.663912991998294,0.2888064494672271
2026-07-07,106655.97568180962,53754.6850414741,52901.29064033553,4,BEAR,0.3,107824.55714152727,-1.0837804399083277,0.5899487865962838
2026-07-08,107408.87644366155,53754.6850414741,53654.191402187455,4,BEAR,0.3,107824.55714152727,-0.38551579425465754,0.7059152166945415
2026-07-09,107327.13197896277,53754.6850414741,53572.44693748867,4,BEAR,0.3,107824.55714152727,-0.46132826857947784,-0.07610587449133899
2026-07-10,108221.21760598611,53754.6850414741,54466.53256451202,4,BEAR,0.3,108221.21760598611,0.0,0.8330471620154656
2026-07-13,107634.40033820519,53754.6850414741,53879.71529673108,4,BEAR,0.3,108221.21760598611,-0.5422386485406359,-0.5422386485406383
2026-07-14,107728.1170320831,53754.6850414741,53973.431990608995,4,BEAR,0.3,108221.21760598611,-0.45564131028196153,0.0870694625356272
2026-07-15,108176.50458665498,53754.6850414741,54421.819545180886,4,BEAR,0.3,108221.21760598611,-0.041316315155428565,0.41622147209565696
2026-07-16,106929.44969633332,53754.6850414741,53174.76465485923,4,BEAR,0.3,108221.21760598611,-1.1936364589390223,-1.1527964367925247
2026-07-17,107577.76644065129,53754.6850414741,53823.0813991772,4,BEAR,0.3,108221.21760598611,-0.5945702511660012,0.6063032645909239
2026-07-20,107587.89694803886,53754.6850414741,53833.211906564764,4,BEAR,0.3,108221.21760598611,-0.5852093258209793,0.009416915523297043
2026-07-21,107692.82750717922,53754.6850414741,53938.14246570512,4,BEAR,0.3,108221.21760598611,-0.48825000355352266,0.09753007737574038
2026-07-22,107282.27722358331,53754.6850414741,53527.59218210922,4,BEAR,0.3,108221.21760598611,-0.8676121034059234,-0.3812234232298706
2026-07-23,108258.15613400213,53754.6850414741,54503.47109252803,4,BEAR,0.3,108258.15613400213,0.0,0.9096366479852236
2026-07-24,108031.0698726559,53754.6850414741,54276.384831181815,4,BEAR,0.3,108258.15613400213,-0.20976365149350543,-0.20976365149351084
2026-07-27,109772.25812072516,53754.6850414741,56017.57307925106,4,BEAR,0.3,109772.25812072516,0.0,1.6117476667793174
2026-07-28,110081.02036920004,53754.6850414741,56326.335327725945,4,BEAR,0.3,110081.02036920004,0.0,0.281275300117545
2026-07-29,109288.70518021399,53754.6850414741,55534.020138739885,4,BEAR,0.3,110081.02036920004,-0.7197563997215003,-0.7197563997215051
2026-07-30,108176.19974583783,53754.6850414741,54421.51470436374,4,BEAR,0.3,110081.02036920004,-1.73038060237236,-1.017950969902759
2026-07-31,106983.66185486852,53754.6850414741,53228.97681339442,4,BULL,1.0,110081.02036920004,-2.8137080342672176,-1.102403203080904
2026-08-03,107439.22303078015,21609.51634887544,85829.70668190472,7,BULL,1.0,110081.02036920004,-2.399866325329814,0.42582312851622284
2026-08-04,106849.36239549036,10916.15340956369,95933.20898592667,8,BULL,1.0,110081.02036920004,-2.9357085925176194,-0.5490179644363269
2026-08-05,107844.73347708772,106.17499328527265,107738.55848380245,9,BULL,1.0,110081.02036920004,-2.0314917908755272,0.9315648304134116
2026-08-06,110213.34043265789,0.0,110213.34043265789,10,BULL,1.0,110213.34043265789,0.0,2.1963121231816096
2026-08-07,113808.84844906253,0.0,113808.84844906253,10,BULL,1.0,113808.84844906253,0.0,3.262316523834552
2026-08-10,111871.69703552034,0.0,111871.69703552034,10,BULL,1.0,113808.84844906253,-1.7021096689236785,-1.7021096689236792
2026-08-11,110072.19194172663,0.0,110072.19194172663,10,BULL,1.0,113808.84844906253,-3.2832741550920015,-1.6085436633917705
2026-08-12,110255.16066327019,0.0,110255.16066327019,10,BULL,1.0,113808.84844906253,-3.1225057051542566,0.16622610880723254
2026-08-13,111034.86910689174,0.0,111034.86910689174,10,BULL,1.0,113808.84844906253,-2.4374021703702047,0.7071854405100053
2026-08-14,111828.37786695284,0.0,111828.37786695284,10,BEAR,0.3,113808.84844906253,-1.740172762573981,0.7146482599958759
2026-08-17,111445.02769013039,0.0,111445.02769013039,10,BEAR,0.3,113808.84844906253,-2.0770096448081676,-0.3428022333280545
2026-08-18,112497.50824043795,0.0,112497.50824043795,10,BEAR,0.3,113808.84844906253,-1.152230451757443,0.9443943548867351
2026-08-19,112471.41637857236,0.0,112471.41637857236,10,BEAR,0.3,113808.84844906253,-1.175156491534801,-0.023193279810096445
2026-08-20,112037.66181037221,0.0,112037.66181037221,10,BEAR,0.3,113808.84844906253,-1.5562820139446747,-0.38565760276385586
2026-08-21,113101.60013519424,0.0,113101.60013519424,10,BEAR,0.3,113808.84844906253,-0.6214352605323397,0.949625605917026
2026-08-24,113319.19461034662,0.0,113319.19461034662,10,BEAR,0.3,113808.84844906253,-0.4302423277176585,0.1923885028083383
