Strategy,RegimeSchedule,CAGR,MaxDD,ProfitFactor,WinRate,Trades,AvgTrade,AvgExposure,Calmar
Monthly EMA9,Fixed 100% Exposure,28.344520378092476,-33.97786809840312,5.850500888169324,41.95804195804196,143,43.28806794908087,78.41799392757424,0.8342053802788351
Monthly EMA9,Regime Schedule 1 (100/70/30),30.739626164977008,-27.862512228185913,6.03059106846922,41.02564102564102,117,43.998368995758796,72.90540506938191,1.1032611098822807
Monthly EMA12,Fixed 100% Exposure,21.487878815887896,-34.34964892451524,5.556367199227339,43.80165289256198,121,42.21412212254525,78.70812814049393,0.6255632732406782
Monthly EMA12,Regime Schedule 1 (100/70/30),26.98601070153599,-28.77714557596127,6.363056157344531,43.956043956043956,91,50.45244603344369,74.92993240026888,0.9377584246603843
Weekly EMA20,Fixed 100% Exposure,21.32711673104899,-29.654156766633864,2.4871153519107816,32.13429256594724,417,8.309225091743405,70.12092873499203,0.7191948467422193
Weekly EMA20,Regime Schedule 1 (100/70/30),20.387298566263556,-26.814322733969604,2.783244056201326,33.130699088145896,329,9.253234208762018,59.577958805492415,0.7603137609899802
