date,futures_1.0x,futures_1.25x,futures_1.5x,futures_1.75x,futures_2.0x,futures_2.5x,futures_3.0x
2020-06-05,11234378.294528935,11278779.783994485,11322232.601107469,11364731.711812995,11406272.123327555,11486457.08480504,11562748.373743702
2020-06-08,11219698.472559076,11260004.837572433,11299403.710673945,11337889.935333645,11375458.39635213,11447821.774119113,11516453.754035957
2020-06-09,11261887.204279207,11312255.431637263,11361733.06926136,11410314.704281738,11457994.965286525,11550630.08769004,11639596.299381314
2020-06-10,11308443.416619884,11370072.57032127,11430870.526269356,11490831.396370402,11549949.334211268,11665633.236661838,11777876.300975706
2020-06-11,11241164.712732187,11285436.42501673,11328874.106062721,11371472.181737423,11413225.119449753,11494173.65913026,11571676.30025731
2020-06-12,11291659.567970663,11347999.501668597,11403494.577235373,11458139.05838757,11511927.250471566,11616912.19776881,11718404.699544376
2020-06-15,11276603.51585195,11328789.357421217,11380185.679170016,11430786.557402931,11480586.110141518,11577757.92060627,11671654.894127429
2020-06-16,11262714.349338269,11310913.318095429,11358328.80878819,11404954.937069949,11450785.860300476,11540038.930378461,11626042.117080275
2020-06-17,11213975.70417882,11249432.382163018,11284094.916489676,11317957.692747094,11351015.138113393,11414691.953634053,11475081.617326632
2020-06-18,11264519.528122399,11312135.495017935,11358977.926849235,11405040.899001515,11450318.528601946,11538494.438165834,11623459.432452474
2020-06-19,11281343.661415659,11332677.085706986,11383253.206050675,11433065.955297826,11482109.30811508,11577863.93300441,11670469.719418705
2020-06-22,11339134.467445245,11404355.684185179,11468807.256588448,11532482.930660263,11595376.494321542,11718792.65247516,11839006.877788194
