Strategy,CAGR,MaxDD,ProfitFactor,WinRate,Trades,AvgTrade,MedianTrade,Expectancy,AvgHoldDays,MedianHoldDays,MaxHoldDays,Turnover,W50,W100,W200,W500,MaxWinner
Monthly EMA5,25.874300428127484,-39.979349508707266,3.6334204591907264,35.41666666666667,240,19.312766289604788,-4.019234633119896,19.312766289604795,86.0375,55.0,536,56.57623947614593,24,14,5,2,1465.8324884313088
Monthly EMA9,28.344520378092476,-33.97786809840312,5.850500888169324,41.95804195804196,143,43.28806794908087,-4.145489215643961,43.28806794908088,164.97202797202797,109.0,782,33.71000935453695,25,17,10,3,1465.8324884313088
Monthly EMA12,21.487878815887896,-34.34964892451524,5.556367199227339,43.80165289256198,121,42.21412212254525,-3.6804828439211903,42.21412212254525,194.41322314049586,139.0,1216,28.523854069223574,23,13,7,3,1465.8324884313088
Monthly EMA20,17.245186218857445,-39.95245322297749,3.8622572229568504,40.0,80,35.08849655062552,-5.558411608844082,35.08849655062553,283.0,205.0,1037,18.858746492048642,16,10,6,0,483.35446215883866
