symbol,sector,entry_date,exit_date,sim_entry_price,raw_entry_price,sim_exit_price,raw_exit_price,return_pct,holding_days,exit_reason,max_favorable_pct,max_adverse_pct,model
RGL,Diamond  &  Jewellery,2018-03-09,2018-03-09,61.835163589309715,61.68096118634386,58.4504208442091,58.59691312702666,-5.473815461346629,0,STOP_LOSS_INTRADAY,0.8540301387139971,-5.108696952755925,Model 0 Baseline
STARCEMENT,Construction Materials,2018-03-09,2018-03-09,121.37104524540246,121.0683743096284,114.72741820516161,115.01495559414697,-5.473815461346622,0,STOP_LOSS_INTRADAY,0.2810104099119482,-6.6238456827429,Model 0 Baseline
ALKALI,Chemicals,2018-03-12,2018-03-15,69.0044811474922,68.83240014712439,65.22730318941875,65.39078013976817,-5.473815461346635,3,STOP_LOSS_INTRADAY,1.2500134255924455,-5.000015446526287,Model 0 Baseline
CARERATING,Miscellaneous,2018-03-12,2018-03-16,1064.1616732702819,1061.5079035115032,1005.9114270650882,1008.432508335928,-5.473815461346627,4,STOP_LOSS_INTRADAY,0.36289964603188124,-5.417888007621254,Model 0 Baseline
KELLTONTEC,Diversified / Other,2018-03-16,2018-03-16,11.077580571711046,11.049955682504784,10.471214253633596,10.497457898379544,-5.473815461346635,0,STOP_LOSS_INTRADAY,0.9008957149438338,-5.045048651994294,Model 0 Baseline
SURYAROSNI,Diversified,2018-03-09,2018-03-19,91.9970140635852,91.76759507589546,95.16813970404677,95.40665634490904,3.4469875709985485,6,DAILY_CLOSE_BELOW_EMA21,7.573901019370181,-3.6453171903863892,Model 0 Baseline
DELTACORP,Services,2018-03-13,2018-03-19,297.6885365085782,296.946171080876,281.39361537051514,282.0988625268322,-5.473815461346625,4,STOP_LOSS_INTRADAY,1.5949979995357573,-7.896790757839395,Model 0 Baseline
ARVIND,Textiles,2018-03-09,2018-03-20,135.85616483711289,135.5173714085914,127.59184399524173,127.9116230528739,-6.083140100252208,7,STOP_LOSS_GAP_DOWN,1.633827133358098,-5.6123788977472095,Model 0 Baseline
MANINDS,Infrastructure,2018-03-09,2018-03-20,106.08786517690902,105.82330690963494,107.3862209347967,107.65535933312951,1.2238494532080337,7,DAILY_CLOSE_BELOW_EMA21,9.851604977319012,-0.08244526051079919,Model 0 Baseline
NDTV,Media & Entertainment,2018-03-12,2018-03-20,44.11,44.0,43.141875,43.25,-2.1947970981636833,6,DAILY_CLOSE_BELOW_EMA21,6.590912558815696,-4.545454545454546,Model 0 Baseline
IFBIND,Consumer Durables,2018-03-09,2018-03-20,1342.2973260498047,1338.949951171875,1268.822447479248,1272.0024536132812,-5.473815461346638,7,STOP_LOSS_INTRADAY,3.0658389278999714,-5.448295592230896,Model 0 Baseline
LALPATHLAB,Healthcare,2018-03-09,2018-03-20,420.67763090376224,419.62855950499977,397.6505137009254,398.64713152974974,-5.47381546134663,7,STOP_LOSS_INTRADAY,3.8590629587918985,-5.307623759348594,Model 0 Baseline
KABRAEXTRU,Capital Goods,2018-03-09,2018-03-21,113.72114430252446,113.43755042645833,107.49625872287257,107.7656729051354,-5.47381546134663,8,STOP_LOSS_INTRADAY,1.6406757629036077,-5.202078586005397,Model 0 Baseline
MOREPENLAB,Healthcare,2018-03-22,2018-03-23,32.59219487462332,32.51091758067164,29.99617495853542,30.071353341890145,-7.965158302699001,1,STOP_LOSS_GAP_DOWN,1.3782448000362681,-7.503830775394235,Model 0 Baseline
ASAHIINDIA,Construction Materials,2018-03-09,2018-03-23,336.66325348963096,335.823694253996,318.23492826744297,319.0325095412962,-5.473815461346622,10,STOP_LOSS_INTRADAY,3.381994211369964,-5.188620449709017,Model 0 Baseline
SALZERELEC,Electricals,2018-03-09,2018-03-23,193.09359410585154,192.6120639459866,182.52400709681555,182.98146074868725,-5.473815461346619,10,STOP_LOSS_INTRADAY,4.504057646213452,-5.439324902193535,Model 0 Baseline
ARVIND,Textiles,2018-03-21,2018-03-23,132.50127058059107,132.1708434719113,125.24839554506995,125.56230129831573,-5.47381546134662,2,STOP_LOSS_INTRADAY,1.5217365995764072,-5.0639481067556105,Model 0 Baseline
IFBIND,Consumer Durables,2018-03-21,2018-03-23,1291.2701739501952,1288.050048828125,1220.588427520752,1223.6475463867187,-5.473815461346617,2,STOP_LOSS_INTRADAY,3.7226776409426114,-6.707815778794443,Model 0 Baseline
POLYPLEX,Plastic Products,2018-03-21,2018-03-23,294.8954833762609,294.16008316834007,278.7534488123983,279.45207900992307,-5.473815461346625,2,STOP_LOSS_INTRADAY,2.005347543234602,-5.388717490676905,Model 0 Baseline
DOLLAR,Textiles,2018-03-22,2018-03-23,393.8182743490011,392.83618388927795,372.26138875807703,373.19437469481403,-5.473815461346622,1,STOP_LOSS_INTRADAY,0.26072674079857244,-8.746149556098038,Model 0 Baseline
LALPATHLAB,Healthcare,2018-03-22,2018-03-23,413.61928877153946,412.5878192234808,390.97853219165097,391.9584282623067,-5.4738154613466286,1,STOP_LOSS_INTRADAY,2.030713946067981,-6.410692875160078,Model 0 Baseline
5PAISA,Finance,2018-03-12,2018-03-26,198.0454077529907,197.55152893066406,204.03474678039552,204.54611206054688,3.0242251488481506,10,DAILY_CLOSE_BELOW_EMA21,13.608370974091773,-2.709362212270165,Model 0 Baseline
IFGLEXPOR,Capital Goods,2018-03-23,2018-03-26,112.94953555856507,112.66786589383051,111.73780950685932,112.01785414221486,-1.0728030405025129,1,DAILY_CLOSE_BELOW_EMA21,6.519235464242783,-3.384616558368397,Model 0 Baseline
NAVINFLUOR,Chemicals,2018-03-22,2018-03-26,737.6918374172674,735.8522069000173,697.311947563629,699.0595965550165,-5.4738154613466214,2,STOP_LOSS_INTRADAY,1.2936610608020818,-6.300129352831772,Model 0 Baseline
DENORA,Capital Goods,2018-03-28,2018-03-28,440.5559796564649,439.4573363156757,416.4407583261422,417.48446949989193,-5.473815461346632,0,STOP_LOSS_INTRADAY,0.1576604069890264,-7.184683310018998,Model 0 Baseline
DBCORP,Media & Entertainment,2018-03-28,2018-04-02,208.70826112500697,208.18779164589225,211.43089552285528,211.9607975166469,1.304516832813615,1,DAILY_CLOSE_BELOW_EMA21,5.145629092713391,-0.9708737864077679,Model 0 Baseline
