Fold,Train Period,Test Period (OOS),Train Trades,Train Mean Return (%),Train Win Rate (%),OOS Trades,OOS Mean Return (%),OOS Win Rate (%),OOS Median Return (%)
Fold 1,2018-01-01 to 2020-12-31,2021-01-01 to 2021-12-31,512,0.8228888709478257,51.953125,692,2.2451960258535713,51.445086705202314,0.1664708143865465
Fold 2,2019-01-01 to 2021-12-31,2022-01-01 to 2022-12-31,922,2.0375393182639177,52.81995661605207,335,-0.7086618438351079,43.28358208955223,-2.015284238698793
Fold 3,2020-01-01 to 2022-12-31,2023-01-01 to 2023-12-31,1183,1.224204247612683,49.70414201183432,426,6.398437664898986,69.01408450704226,4.021778903234495
Fold 4,2021-01-01 to 2023-12-31,2024-01-01 to 2024-12-31,1453,2.7818364607383876,54.7143840330351,709,3.2742979670220325,57.122708039492245,2.1603299139137433
Fold 5,2022-01-01 to 2024-12-31,2025-01-01 to 2025-12-31,1470,3.2719795824359372,57.41496598639456,136,-2.2180158979982907,34.55882352941176,-3.535255734719346
Fold 6,2023-01-01 to 2025-12-31,2026-01-01 to 2026-08-31,1271,3.7337226921619364,58.69394177812745,85,5.021401093085741,61.1764705882353,4.818388311586401
