Strategy,CAGR,MaxDD,ProfitFactor,WinRate,Trades,AvgTrade,MedianTrade,Expectancy,AvgHoldDays,Turnover,W50,W100,W200,MaxWinner
Weekly EMA9 OR Weekly RSI < 50,12.711128853980359,-32.70099065721415,1.5961063587809108,32.83720930232558,1075,1.8038234583466848,-1.506143289424881,1.8038234583466854,13.356279069767442,253.41440598690366,23,11,3,446.61899651814457
Weekly EMA20 OR Weekly RSI < 50,21.32711673104899,-29.654156766633864,2.4871153519107816,32.13429256594724,417,8.309225091743405,-3.609594832102831,8.309225091743402,49.73860911270983,98.30121608980356,30,12,3,1465.8324884313088
Monthly EMA9 OR Monthly RSI < 50,28.344520378092476,-33.97786809840312,5.850500888169324,41.95804195804196,143,43.28806794908087,-4.145489215643961,43.28806794908088,164.97202797202797,33.71000935453695,25,17,10,1465.8324884313088
Monthly EMA12 OR Monthly RSI < 50,18.00039492920682,-34.34964892451524,4.452409273158543,44.26229508196721,122,31.5093866312328,-3.6731926087053393,31.509386631232793,197.71311475409837,28.75958840037418,23,13,6,583.7673624910266
Monthly EMA20 OR Monthly RSI < 50,17.245186218857445,-39.95245322297749,3.8622572229568504,40.0,80,35.08849655062552,-5.558411608844082,35.08849655062553,283.0,18.858746492048642,16,10,6,483.35446215883866
Weekly EMA20 OR Monthly EMA9,21.279191380404995,-29.654156766633864,2.4816595211735355,32.13429256594724,417,8.296941240225623,-3.609594832102831,8.29694124022562,49.73381294964029,98.30121608980356,30,12,3,1465.8324884313088
Weekly EMA26 OR Monthly EMA12,26.934137472431587,-38.73589822633565,3.269738389158449,34.42622950819672,305,14.740885779626872,-3.9723133238970134,14.74088577962687,72.66229508196722,71.89897100093545,31,12,6,1465.8324884313088
